baggage_id,ticket_id,passenger_id,weight_kg,baggage_type,status
BAG00014639,TKT00011637,PAX00011637,17.2,Carry-on,Lost
BAG00014640,TKT00011637,PAX00011637,,Checked,Loaded
BAG00014641,TKT00011638,PAX00011638,10.1,Oversized,Loaded
BAG00014642,TKT00011639,PAX00011639,12.3,Checked,Loaded
BAG00014643,TKT00011639,PAX00011639,17.8,Checked,Loaded
BAG00014644,TKT00011640,PAX00011640,11.4,Checked,Loaded
BAG00014645,TKT00011640,PAX00011640,23.1,Oversized,Loaded
BAG00014646,TKT00011642,PAX00011642,12.5,Carry-on,Loaded
BAG00014647,TKT00011643,PAX00011643,18.4,Checked,Loaded
BAG00014648,TKT00011643,PAX00011643,16.5,Oversized,Loaded
BAG00014649,TKT00011643,PAX00011643,12.3,Carry-on,Loaded
BAG00014650,TKT00011644,PAX00011644,19.7,Checked,Loaded
BAG00014651,TKT00011644,PAX00011644,19.2,Carry-on,Loaded
BAG00014652,TKT00011644,PAX00011644,16.6,Checked,Loaded
BAG00014653,TKT00011645,PAX00011645,27.5,Oversized,Loaded
BAG00014654,TKT00011646,PAX00011646,14.1,Carry-on,Loaded
BAG00014655,TKT00011647,PAX00011647,25.5,Carry-on,Loaded
BAG00014656,TKT00011648,PAX00011648,20.6,Carry-on,Loaded
BAG00014657,TKT00011649,PAX00011649,22.7,Oversized,Loaded
BAG00014658,TKT00011650,PAX00011650,24.7,Checked,Loaded
BAG00014659,TKT00011651,PAX00011651,27.4,Checked,Loaded
BAG00014660,TKT00011651,PAX00011651,18.9,Checked,Loaded
BAG00014661,TKT00011652,PAX00011652,20.8,Carry-on,Lost
BAG00014662,TKT00011653,PAX00011653,17.4,Checked,Loaded
BAG00014663,TKT00011653,PAX00011653,26.8,Oversized,Loaded
BAG00014664,TKT00011654,PAX00011654,13.5,Checked,Loaded
BAG00014665,TKT00011654,PAX00011654,13.3,Oversized,Loaded
BAG00014666,TKT00011655,PAX00011655,19.5,Oversized,Damaged
BAG00014667,TKT00011656,PAX00011656,12.1,Oversized,Delayed
BAG00014668,TKT00011657,PAX00011657,11.1,Oversized,Loaded
BAG00014669,TKT00011657,PAX00011657,16.3,Checked,Loaded
BAG00014670,TKT00011657,PAX00011657,12.1,Carry-on,Loaded
BAG00014671,TKT00011658,PAX00011658,3.0,Checked,Loaded
BAG00014672,TKT00011658,PAX00011658,18.5,Carry-on,Delayed
BAG00014673,TKT00011659,PAX00011659,18.6,Oversized,Loaded
BAG00014674,TKT00011659,PAX00011659,16.4,Carry-on,Loaded
BAG00014675,TKT00011660,PAX00011660,26.4,Checked,Loaded
BAG00014676,TKT00011660,PAX00011660,24.3,Checked,Loaded
BAG00014677,TKT00011660,PAX00011660,14.9,Oversized,Loaded
BAG00014678,TKT00011662,PAX00011662,19.0,Checked,Loaded
BAG00014679,TKT00011663,PAX00011663,19.2,Oversized,Lost
BAG00014680,TKT00011664,PAX00011664,17.5,Carry-on,Loaded
BAG00014681,TKT00011665,PAX00011665,15.9,Carry-on,Loaded
BAG00014682,TKT00011665,PAX00011665,21.3,Carry-on,Loaded
BAG00014683,TKT00011665,PAX00011665,,Checked,Loaded
BAG00014684,TKT00011666,PAX00011666,26.9,Carry-on,Loaded
BAG00014685,TKT00011667,PAX00011667,18.4,Checked,Loaded
BAG00014686,TKT00011668,PAX00011668,24.3,Checked,Loaded
BAG00014687,TKT00011670,PAX00011670,21.5,Carry-on,Delayed
BAG00014688,TKT00011671,PAX00011671,20.4,Carry-on,Loaded
BAG00014689,TKT00011672,PAX00011672,22.3,Carry-on,Loaded
BAG00014690,TKT00011672,PAX00011672,20.6,Carry-on,Loaded
BAG00014691,TKT00011675,PAX00011675,21.1,Checked,Loaded
BAG00014692,TKT00011676,PAX00011676,12.0,Checked,Loaded
BAG00014693,TKT00011676,PAX00011676,25.5,Carry-on,Loaded
BAG00014694,TKT00011678,PAX00011678,14.2,Checked,Loaded
BAG00014695,TKT00011679,PAX00011679,23.5,Oversized,Loaded
BAG00014696,TKT00011679,PAX00011679,24.6,Checked,Loaded
BAG00014697,TKT00011680,PAX00011680,16.2,Oversized,Loaded
BAG00014698,TKT00011680,PAX00011680,20.2,Oversized,Damaged
BAG00014699,TKT00011682,PAX00011682,20.8,Checked,Loaded
BAG00014700,TKT00011682,PAX00011682,17.2,Carry-on,Loaded
BAG00014701,TKT00011683,PAX00011683,16.4,Checked,Loaded
BAG00014702,TKT00011685,PAX00011685,26.2,Oversized,Loaded
BAG00014703,TKT00011686,PAX00011686,22.7,Oversized,Loaded
BAG00014704,TKT00011688,PAX00011688,15.7,Oversized,Loaded
BAG00014705,TKT00011689,PAX00011689,18.9,Carry-on,Loaded
BAG00014706,TKT00011690,PAX00011690,15.8,Checked,Loaded
BAG00014707,TKT00011692,PAX00011692,18.2,Oversized,Loaded
BAG00014708,TKT00011693,PAX00011693,14.3,Checked,Loaded
BAG00014709,TKT00011695,PAX00011695,25.5,Oversized,Loaded
BAG00014710,TKT00011697,PAX00011697,11.5,Carry-on,Loaded
BAG00014711,TKT00011697,PAX00011697,24.6,Checked,Loaded
BAG00014712,TKT00011698,PAX00011698,,Checked,Loaded
BAG00014713,TKT00011699,PAX00011699,16.5,Oversized,Loaded
BAG00014714,TKT00011700,PAX00011700,16.3,Checked,Loaded
BAG00014715,TKT00011701,PAX00011701,21.1,Checked,Loaded
BAG00014716,TKT00011702,PAX00011702,26.9,Carry-on,Loaded
BAG00014717,TKT00011702,PAX00011702,5.5,Carry-on,Loaded
BAG00014718,TKT00011704,PAX00011704,22.9,Checked,Loaded
BAG00014719,TKT00011705,PAX00011705,20.7,Checked,Loaded
BAG00014720,TKT00011706,PAX00011706,16.2,Oversized,Loaded
BAG00014721,TKT00011707,PAX00011707,19.0,Oversized,Loaded
BAG00014722,TKT00011707,PAX00011707,22.9,Checked,Delayed
BAG00014723,TKT00011708,PAX00011708,16.4,Checked,Loaded
BAG00014724,TKT00011709,PAX00011709,11.2,Checked,Loaded
BAG00014725,TKT00011710,PAX00011710,29.2,Checked,Loaded
BAG00014726,TKT00011710,PAX00011710,24.9,Checked,Loaded
BAG00014727,TKT00011711,PAX00011711,23.4,Oversized,Loaded
BAG00014728,TKT00011712,PAX00011712,19.9,Oversized,Loaded
BAG00014729,TKT00011714,PAX00011714,20.3,Checked,Loaded
BAG00014730,TKT00011715,PAX00011715,18.8,Oversized,Loaded
BAG00014731,TKT00011715,PAX00011715,16.2,Carry-on,Loaded
BAG00014732,TKT00011715,PAX00011715,20.5,Oversized,Loaded
BAG00014733,TKT00011717,PAX00011717,21.6,Carry-on,Loaded
BAG00014734,TKT00011717,PAX00011717,9.8,Checked,Loaded
BAG00014735,TKT00011719,PAX00011719,19.6,Carry-on,Loaded
BAG00014736,TKT00011719,PAX00011719,14.3,Oversized,Loaded
BAG00014737,TKT00011720,PAX00011720,18.2,Checked,Loaded
BAG00014738,TKT00011720,PAX00011720,19.8,Checked,Loaded
BAG00014739,TKT00011721,PAX00011721,10.4,Checked,Loaded
BAG00014740,TKT00011722,PAX00011722,15.6,Checked,Loaded
BAG00014741,TKT00011722,PAX00011722,,Checked,Loaded
BAG00014742,TKT00011723,PAX00011723,23.9,Oversized,Loaded
BAG00014743,TKT00011723,PAX00011723,19.8,Carry-on,Loaded
BAG00014744,TKT00011723,PAX00011723,14.9,Checked,Loaded
BAG00014745,TKT00011724,PAX00011724,25.8,Checked,Loaded
BAG00014746,TKT00011725,PAX00011725,14.0,Checked,Loaded
BAG00014747,TKT00011726,PAX00011726,16.7,Checked,Loaded
BAG00014748,TKT00011726,PAX00011726,12.5,Checked,Loaded
BAG00014749,TKT00011727,PAX00011727,15.6,Checked,Loaded
BAG00014750,TKT00011734,PAX00011734,23.4,Checked,Loaded
BAG00014751,TKT00011734,PAX00011734,20.3,Carry-on,Loaded
BAG00014752,TKT00011736,PAX00011736,12.8,Checked,Loaded
BAG00014753,TKT00011736,PAX00011736,22.4,Carry-on,Delayed
BAG00014754,TKT00011740,PAX00011740,23.3,Carry-on,Damaged
BAG00014755,TKT00011740,PAX00011740,22.0,Checked,Damaged
BAG00014756,TKT00011742,PAX00011742,25.2,Carry-on,Loaded
BAG00014757,TKT00011742,PAX00011742,26.7,Checked,Loaded
BAG00014758,TKT00011743,PAX00011743,29.8,Oversized,Loaded
BAG00014759,TKT00011743,PAX00011743,20.3,Carry-on,Loaded
BAG00014760,TKT00011743,PAX00011743,13.1,Oversized,Loaded
BAG00014761,TKT00011744,PAX00011744,9.2,Checked,Loaded
BAG00014762,TKT00011745,PAX00011745,22.6,Carry-on,Loaded
BAG00014763,TKT00011745,PAX00011745,15.0,Checked,Loaded
BAG00014764,TKT00011746,PAX00011746,20.4,Oversized,Loaded
BAG00014765,TKT00011746,PAX00011746,21.4,Carry-on,Loaded
BAG00014766,TKT00011747,PAX00011747,23.9,Checked,Loaded
BAG00014767,TKT00011748,PAX00011748,23.5,Checked,Loaded
BAG00014768,TKT00011748,PAX00011748,13.6,Carry-on,Delayed
BAG00014769,TKT00011749,PAX00011749,19.8,Checked,Loaded
BAG00014770,TKT00011750,PAX00011750,17.6,Checked,Loaded
BAG00014771,TKT00011751,PAX00011751,19.8,Checked,Loaded
BAG00014772,TKT00011751,PAX00011751,11.8,Checked,Loaded
BAG00014773,TKT00011752,PAX00011752,16.6,Checked,Loaded
BAG00014774,TKT00011752,PAX00011752,19.8,Checked,Loaded
BAG00014775,TKT00011754,PAX00011754,26.7,Oversized,Loaded
BAG00014776,TKT00011754,PAX00011754,23.5,Carry-on,Loaded
BAG00014777,TKT00011755,PAX00011755,31.5,Carry-on,Loaded
BAG00014778,TKT00011755,PAX00011755,8.8,Checked,Loaded
BAG00014779,TKT00011755,PAX00011755,12.5,Checked,Loaded
BAG00014780,TKT00011756,PAX00011756,17.9,Carry-on,Loaded
BAG00014781,TKT00011756,PAX00011756,20.7,Oversized,Loaded
BAG00014782,TKT00011757,PAX00011757,28.3,Carry-on,Loaded
BAG00014783,TKT00011757,PAX00011757,10.2,Checked,Loaded
BAG00014784,TKT00011759,PAX00011759,18.0,Checked,Loaded
BAG00014785,TKT00011760,PAX00011760,23.3,Oversized,Loaded
BAG00014786,TKT00011760,PAX00011760,18.5,Checked,Loaded
BAG00014787,TKT00011761,PAX00011761,20.1,Oversized,Loaded
BAG00014788,TKT00011762,PAX00011762,18.2,Checked,Loaded
BAG00014789,TKT00011763,PAX00011763,25.6,Carry-on,Loaded
BAG00014790,TKT00011765,PAX00011765,19.4,Oversized,Loaded
BAG00014791,TKT00011766,PAX00011766,22.9,Oversized,Loaded
BAG00014792,TKT00011768,PAX00011768,24.7,Checked,Loaded
BAG00014793,TKT00011769,PAX00011769,10.4,Checked,Loaded
BAG00014794,TKT00011770,PAX00011770,22.6,Checked,Loaded
BAG00014795,TKT00011770,PAX00011770,9.9,Carry-on,Loaded
BAG00014796,TKT00011770,PAX00011770,22.8,Carry-on,Delayed
BAG00014797,TKT00011773,PAX00011773,24.5,Checked,Loaded
BAG00014798,TKT00011773,PAX00011773,14.5,Oversized,Loaded
BAG00014799,TKT00011774,PAX00011774,17.7,Checked,Loaded
BAG00014800,TKT00011775,PAX00011775,15.0,Checked,Delayed
BAG00014801,TKT00011776,PAX00011776,13.7,Checked,Loaded
BAG00014802,TKT00011776,PAX00011776,22.4,Checked,Loaded
BAG00014803,TKT00011777,PAX00011777,11.7,Carry-on,Delayed
BAG00014804,TKT00011777,PAX00011777,32.0,Carry-on,Loaded
BAG00014805,TKT00011778,PAX00011778,20.8,Checked,Loaded
BAG00014806,TKT00011779,PAX00011779,27.7,Checked,Loaded
BAG00014807,TKT00011779,PAX00011779,8.2,Oversized,Loaded
BAG00014808,TKT00011779,PAX00011779,15.3,Oversized,Loaded
BAG00014809,TKT00011780,PAX00011780,6.7,Oversized,Loaded
BAG00014810,TKT00011781,PAX00011781,17.3,Checked,Loaded
BAG00014811,TKT00011782,PAX00011782,22.1,Oversized,Delayed
BAG00014812,TKT00011783,PAX00011783,23.4,Checked,Loaded
BAG00014813,TKT00011784,PAX00011784,22.9,Carry-on,Loaded
BAG00014814,TKT00011785,PAX00011785,17.0,Oversized,Loaded
BAG00014815,TKT00011786,PAX00011786,17.3,Checked,Loaded
BAG00014816,TKT00011787,PAX00011787,21.2,Oversized,Loaded
BAG00014817,TKT00011788,PAX00011788,30.1,Checked,Loaded
BAG00014818,TKT00011790,PAX00011790,,Checked,Loaded
BAG00014819,TKT00011790,PAX00011790,18.9,Carry-on,Loaded
BAG00014820,TKT00011791,PAX00011791,18.5,Checked,Loaded
BAG00014821,TKT00011792,PAX00011792,12.6,Checked,Loaded
BAG00014822,TKT00011793,PAX00011793,17.4,Carry-on,Loaded
BAG00014823,TKT00011794,PAX00011794,19.2,Checked,Loaded
BAG00014824,TKT00011794,PAX00011794,6.4,Checked,Loaded
BAG00014825,TKT00011795,PAX00011795,20.2,Checked,Loaded
BAG00014826,TKT00011796,PAX00011796,14.8,Checked,Loaded
BAG00014827,TKT00011796,PAX00011796,12.2,Carry-on,Loaded
BAG00014828,TKT00011797,PAX00011797,14.6,Checked,Damaged
BAG00014829,TKT00011798,PAX00011798,20.8,Oversized,Loaded
BAG00014830,TKT00011799,PAX00011799,,Oversized,Loaded
BAG00014831,TKT00011800,PAX00011800,14.9,Carry-on,Loaded
BAG00014832,TKT00011801,PAX00011801,23.3,Checked,Loaded
BAG00014833,TKT00011801,PAX00011801,20.8,Checked,Loaded
BAG00014834,TKT00011802,PAX00011802,21.0,Checked,Loaded
BAG00014835,TKT00011803,PAX00011803,18.5,Carry-on,Loaded
BAG00014836,TKT00011804,PAX00011804,5.7,Checked,Loaded
BAG00014837,TKT00011804,PAX00011804,18.0,Checked,Loaded
BAG00014838,TKT00011805,PAX00011805,12.4,Checked,Loaded
BAG00014839,TKT00011805,PAX00011805,29.7,Carry-on,Loaded
BAG00014840,TKT00011806,PAX00011806,,Checked,Loaded
BAG00014841,TKT00011807,PAX00011807,10.9,Checked,Loaded
BAG00014842,TKT00011807,PAX00011807,22.1,Oversized,Loaded
BAG00014843,TKT00011809,PAX00011809,15.6,Checked,Loaded
BAG00014844,TKT00011809,PAX00011809,12.8,Checked,Loaded
BAG00014845,TKT00011811,PAX00011811,12.3,Oversized,Loaded
BAG00014846,TKT00011811,PAX00011811,19.4,Checked,Loaded
BAG00014847,TKT00011811,PAX00011811,8.4,Carry-on,Loaded
BAG00014848,TKT00011812,PAX00011812,14.8,Oversized,Loaded
BAG00014849,TKT00011814,PAX00011814,17.3,Oversized,Loaded
BAG00014850,TKT00011815,PAX00011815,12.2,Checked,Loaded
BAG00014851,TKT00011816,PAX00011816,12.6,Carry-on,Loaded
BAG00014852,TKT00011817,PAX00011817,28.7,Carry-on,Loaded
BAG00014853,TKT00011817,PAX00011817,21.2,Checked,Loaded
BAG00014854,TKT00011818,PAX00011818,20.1,Carry-on,Loaded
BAG00014855,TKT00011819,PAX00011819,6.7,Checked,Loaded
BAG00014856,TKT00011819,PAX00011819,25.8,Checked,Loaded
BAG00014857,TKT00011820,PAX00011820,15.3,Carry-on,Loaded
BAG00014858,TKT00011820,PAX00011820,21.0,Carry-on,Loaded
BAG00014859,TKT00011821,PAX00011821,11.8,Oversized,Loaded
BAG00014860,TKT00011822,PAX00011822,22.5,Checked,Loaded
BAG00014861,TKT00011822,PAX00011822,16.7,Checked,Loaded
BAG00014862,TKT00011823,PAX00011823,18.0,Carry-on,Loaded
BAG00014863,TKT00011824,PAX00011824,20.3,Checked,Loaded
BAG00014864,TKT00011825,PAX00011825,23.2,Oversized,Loaded
BAG00014865,TKT00011826,PAX00011826,12.1,Checked,Delayed
BAG00014866,TKT00011827,PAX00011827,20.6,Oversized,Loaded
BAG00014867,TKT00011827,PAX00011827,18.7,Checked,Delayed
BAG00014868,TKT00011827,PAX00011827,18.6,Carry-on,Loaded
BAG00014869,TKT00011828,PAX00011828,24.7,Oversized,Damaged
BAG00014870,TKT00011829,PAX00011829,15.4,Checked,Loaded
BAG00014871,TKT00011830,PAX00011830,14.4,Carry-on,Loaded
BAG00014872,TKT00011830,PAX00011830,9.3,Checked,Loaded
BAG00014873,TKT00011831,PAX00011831,15.4,Carry-on,Damaged
BAG00014874,TKT00011833,PAX00011833,17.7,Carry-on,Damaged
BAG00014875,TKT00011835,PAX00011835,18.6,Oversized,Loaded
BAG00014876,TKT00011836,PAX00011836,20.5,Checked,Loaded
BAG00014877,TKT00011837,PAX00011837,12.2,Oversized,Loaded
BAG00014878,TKT00011837,PAX00011837,18.5,Checked,Loaded
BAG00014879,TKT00011838,PAX00011838,19.5,Checked,Loaded
BAG00014880,TKT00011839,PAX00011839,19.4,Carry-on,Loaded
BAG00014881,TKT00011840,PAX00011840,11.5,Checked,Loaded
BAG00014882,TKT00011841,PAX00011841,20.6,Checked,Lost
BAG00014883,TKT00011842,PAX00011842,13.8,Checked,Loaded
BAG00014884,TKT00011842,PAX00011842,13.5,Checked,Loaded
BAG00014885,TKT00011843,PAX00011843,13.3,Carry-on,Loaded
BAG00014886,TKT00011843,PAX00011843,11.1,Oversized,Loaded
BAG00014887,TKT00011843,PAX00011843,22.6,Oversized,Damaged
BAG00014888,TKT00011844,PAX00011844,16.9,Carry-on,Loaded
BAG00014889,TKT00011845,PAX00011845,22.8,Carry-on,Damaged
BAG00014890,TKT00011846,PAX00011846,9.4,Carry-on,Loaded
BAG00014891,TKT00011846,PAX00011846,16.8,Checked,Delayed
BAG00014892,TKT00011846,PAX00011846,17.5,Carry-on,Loaded
BAG00014893,TKT00011848,PAX00011848,10.6,Oversized,Loaded
BAG00014894,TKT00011848,PAX00011848,18.3,Carry-on,Loaded
BAG00014895,TKT00011849,PAX00011849,17.0,Oversized,Loaded
BAG00014896,TKT00011850,PAX00011850,20.0,Checked,Loaded
BAG00014897,TKT00011850,PAX00011850,6.9,Oversized,Loaded
BAG00014898,TKT00011851,PAX00011851,13.9,Carry-on,Loaded
BAG00014899,TKT00011851,PAX00011851,18.8,Checked,Loaded
BAG00014900,TKT00011853,PAX00011853,,Checked,Loaded
BAG00014901,TKT00011853,PAX00011853,18.9,Checked,Loaded
BAG00014902,TKT00011853,PAX00011853,3.0,Checked,Loaded
BAG00014903,TKT00011854,PAX00011854,16.2,Carry-on,Loaded
BAG00014904,TKT00011855,PAX00011855,23.0,Oversized,Loaded
BAG00014905,TKT00011855,PAX00011855,19.7,Checked,Loaded
BAG00014906,TKT00011860,PAX00011860,,Checked,Loaded
BAG00014907,TKT00011861,PAX00011861,10.9,Carry-on,Loaded
BAG00014908,TKT00011861,PAX00011861,20.3,Checked,Loaded
BAG00014909,TKT00011862,PAX00011862,,Carry-on,Lost
BAG00014910,TKT00011863,PAX00011863,16.4,Checked,Loaded
BAG00014911,TKT00011864,PAX00011864,16.6,Oversized,Loaded
BAG00014912,TKT00011864,PAX00011864,16.8,Oversized,Loaded
BAG00014913,TKT00011865,PAX00011865,18.0,Checked,Loaded
BAG00014914,TKT00011865,PAX00011865,11.8,Carry-on,Loaded
BAG00014915,TKT00011865,PAX00011865,25.1,Checked,Loaded
BAG00014916,TKT00011866,PAX00011866,11.7,Checked,Loaded
BAG00014917,TKT00011867,PAX00011867,19.8,Checked,Loaded
BAG00014918,TKT00011867,PAX00011867,16.7,Oversized,Loaded
BAG00014919,TKT00011867,PAX00011867,14.4,Checked,Loaded
BAG00014920,TKT00011868,PAX00011868,19.5,Checked,Loaded
BAG00014921,TKT00011868,PAX00011868,26.2,Checked,Loaded
BAG00014922,TKT00011869,PAX00011869,18.4,Carry-on,Loaded
BAG00014923,TKT00011869,PAX00011869,11.6,Checked,Loaded
BAG00014924,TKT00011870,PAX00011870,21.0,Oversized,Loaded
BAG00014925,TKT00011871,PAX00011871,8.4,Checked,Loaded
BAG00014926,TKT00011871,PAX00011871,20.6,Oversized,Loaded
BAG00014927,TKT00011872,PAX00011872,18.4,Checked,Loaded
BAG00014928,TKT00011872,PAX00011872,5.5,Checked,Loaded
BAG00014929,TKT00011873,PAX00011873,23.9,Carry-on,Delayed
BAG00014930,TKT00011873,PAX00011873,10.7,Oversized,Loaded
BAG00014931,TKT00011874,PAX00011874,14.5,Checked,Loaded
BAG00014932,TKT00011874,PAX00011874,19.1,Carry-on,Loaded
BAG00014933,TKT00011875,PAX00011875,,Checked,Loaded
BAG00014934,TKT00011876,PAX00011876,17.9,Checked,Delayed
BAG00014935,TKT00011877,PAX00011877,16.0,Checked,Loaded
BAG00014936,TKT00011879,PAX00011879,18.6,Checked,Loaded
BAG00014937,TKT00011879,PAX00011879,12.7,Carry-on,Loaded
BAG00014938,TKT00011879,PAX00011879,23.5,Oversized,Loaded
BAG00014939,TKT00011880,PAX00011880,22.2,Checked,Loaded
BAG00014940,TKT00011880,PAX00011880,21.5,Checked,Loaded
BAG00014941,TKT00011881,PAX00011881,21.8,Checked,Loaded
BAG00014942,TKT00011882,PAX00011882,24.8,Checked,Loaded
BAG00014943,TKT00011882,PAX00011882,15.7,Oversized,Loaded
BAG00014944,TKT00011882,PAX00011882,17.1,Checked,Loaded
BAG00014945,TKT00011883,PAX00011883,17.7,Checked,Loaded
BAG00014946,TKT00011883,PAX00011883,14.3,Checked,Loaded
BAG00014947,TKT00011883,PAX00011883,25.0,Carry-on,Loaded
BAG00014948,TKT00011884,PAX00011884,21.1,Carry-on,Loaded
BAG00014949,TKT00011885,PAX00011885,12.2,Checked,Loaded
BAG00014950,TKT00011885,PAX00011885,27.0,Oversized,Loaded
BAG00014951,TKT00011886,PAX00011886,15.7,Carry-on,Loaded
BAG00014952,TKT00011887,PAX00011887,13.0,Checked,Delayed
BAG00014953,TKT00011888,PAX00011888,16.9,Carry-on,Loaded
BAG00014954,TKT00011890,PAX00011890,6.7,Oversized,Loaded
BAG00014955,TKT00011891,PAX00011891,18.0,Checked,Lost
BAG00014956,TKT00011891,PAX00011891,18.0,Checked,Loaded
BAG00014957,TKT00011892,PAX00011892,18.3,Checked,Loaded
BAG00014958,TKT00011894,PAX00011894,21.5,Checked,Loaded
BAG00014959,TKT00011895,PAX00011895,28.0,Oversized,Loaded
BAG00014960,TKT00011897,PAX00011897,,Carry-on,Loaded
BAG00014961,TKT00011897,PAX00011897,14.3,Checked,Loaded
BAG00014962,TKT00011899,PAX00011899,12.4,Carry-on,Loaded
BAG00014963,TKT00011900,PAX00011900,14.4,Oversized,Loaded
BAG00014964,TKT00011900,PAX00011900,20.8,Oversized,Loaded
BAG00014965,TKT00011902,PAX00011902,22.1,Checked,Loaded
BAG00014966,TKT00011903,PAX00011903,23.0,Checked,Loaded
BAG00014967,TKT00011905,PAX00011905,19.6,Oversized,Loaded
BAG00014968,TKT00011906,PAX00011906,15.3,Checked,Loaded
BAG00014969,TKT00011908,PAX00011908,17.0,Checked,Loaded
BAG00014970,TKT00011908,PAX00011908,21.7,Carry-on,Delayed
BAG00014971,TKT00011909,PAX00011909,12.0,Carry-on,Loaded
BAG00014972,TKT00011910,PAX00011910,13.7,Oversized,Loaded
BAG00014973,TKT00011910,PAX00011910,25.6,Checked,Loaded
BAG00014974,TKT00011911,PAX00011911,13.5,Carry-on,Loaded
BAG00014975,TKT00011911,PAX00011911,16.0,Oversized,Loaded
BAG00014976,TKT00011911,PAX00011911,14.6,Oversized,Loaded
BAG00014977,TKT00011912,PAX00011912,28.7,Checked,Loaded
BAG00014978,TKT00011913,PAX00011913,19.1,Carry-on,Loaded
BAG00014979,TKT00011913,PAX00011913,16.1,Oversized,Loaded
BAG00014980,TKT00011914,PAX00011914,14.9,Oversized,Loaded
BAG00014981,TKT00011915,PAX00011915,17.8,Checked,Loaded
BAG00014982,TKT00011915,PAX00011915,14.4,Checked,Loaded
BAG00014983,TKT00011915,PAX00011915,25.4,Oversized,Loaded
BAG00014984,TKT00011916,PAX00011916,17.4,Oversized,Loaded
BAG00014985,TKT00011916,PAX00011916,11.9,Carry-on,Loaded
BAG00014986,TKT00011919,PAX00011919,15.7,Oversized,Loaded
BAG00014987,TKT00011919,PAX00011919,18.9,Oversized,Loaded
BAG00014988,TKT00011921,PAX00011921,15.8,Checked,Loaded
BAG00014989,TKT00011922,PAX00011922,19.9,Checked,Loaded
BAG00014990,TKT00011922,PAX00011922,16.5,Checked,Loaded
BAG00014991,TKT00011923,PAX00011923,22.0,Oversized,Loaded
BAG00014992,TKT00011923,PAX00011923,18.0,Oversized,Loaded
BAG00014993,TKT00011923,PAX00011923,15.6,Checked,Loaded
BAG00014994,TKT00011926,PAX00011926,19.2,Checked,Loaded
BAG00014995,TKT00011927,PAX00011927,21.6,Oversized,Loaded
BAG00014996,TKT00011929,PAX00011929,10.3,Oversized,Loaded
BAG00014997,TKT00011930,PAX00011930,25.7,Checked,Loaded
BAG00014998,TKT00011931,PAX00011931,18.0,Checked,Loaded
BAG00014999,TKT00011931,PAX00011931,11.8,Checked,Loaded
BAG00015000,TKT00011932,PAX00011932,22.5,Oversized,Delayed
BAG00015001,TKT00011932,PAX00011932,19.1,Checked,Loaded
BAG00015002,TKT00011933,PAX00011933,20.9,Checked,Loaded
BAG00015003,TKT00011934,PAX00011934,17.2,Carry-on,Loaded
BAG00015004,TKT00011934,PAX00011934,25.1,Oversized,Loaded
BAG00015005,TKT00011935,PAX00011935,16.0,Carry-on,Loaded
BAG00015006,TKT00011936,PAX00011936,15.3,Checked,Loaded
BAG00015007,TKT00011936,PAX00011936,4.9,Checked,Delayed
BAG00015008,TKT00011937,PAX00011937,17.8,Carry-on,Loaded
BAG00015009,TKT00011938,PAX00011938,20.5,Oversized,Loaded
BAG00015010,TKT00011938,PAX00011938,21.5,Checked,Loaded
BAG00015011,TKT00011939,PAX00011939,19.9,Checked,Delayed
BAG00015012,TKT00011940,PAX00011940,24.3,Oversized,Loaded
BAG00015013,TKT00011941,PAX00011941,,Checked,Loaded
BAG00015014,TKT00011942,PAX00011942,14.7,Checked,Loaded
BAG00015015,TKT00011943,PAX00011943,11.5,Carry-on,Loaded
BAG00015016,TKT00011944,PAX00011944,16.5,Carry-on,Loaded
BAG00015017,TKT00011945,PAX00011945,14.4,Carry-on,Loaded
BAG00015018,TKT00011946,PAX00011946,22.0,Carry-on,Loaded
BAG00015019,TKT00011947,PAX00011947,18.7,Oversized,Delayed
BAG00015020,TKT00011947,PAX00011947,,Carry-on,Loaded
BAG00015021,TKT00011948,PAX00011948,17.5,Checked,Lost
BAG00015022,TKT00011949,PAX00011949,29.6,Checked,Loaded
BAG00015023,TKT00011950,PAX00011950,5.4,Checked,Loaded
BAG00015024,TKT00011950,PAX00011950,13.8,Checked,Loaded
BAG00015025,TKT00011951,PAX00011951,17.4,Checked,Loaded
BAG00015026,TKT00011952,PAX00011952,5.6,Checked,Loaded
BAG00015027,TKT00011953,PAX00011953,24.5,Checked,Loaded
BAG00015028,TKT00011954,PAX00011954,14.7,Checked,Loaded
BAG00015029,TKT00011954,PAX00011954,20.9,Carry-on,Loaded
BAG00015030,TKT00011954,PAX00011954,11.9,Oversized,Lost
BAG00015031,TKT00011956,PAX00011956,21.3,Checked,Delayed
BAG00015032,TKT00011957,PAX00011957,12.9,Checked,Loaded
BAG00015033,TKT00011957,PAX00011957,28.0,Carry-on,Loaded
BAG00015034,TKT00011958,PAX00011958,17.8,Carry-on,Loaded
BAG00015035,TKT00011959,PAX00011959,12.8,Checked,Loaded
BAG00015036,TKT00011959,PAX00011959,12.6,Carry-on,Loaded
BAG00015037,TKT00011960,PAX00011960,16.0,Oversized,Loaded
BAG00015038,TKT00011960,PAX00011960,17.0,Checked,Loaded
BAG00015039,TKT00011961,PAX00011961,13.1,Checked,Loaded
BAG00015040,TKT00011962,PAX00011962,13.2,Checked,Loaded
BAG00015041,TKT00011962,PAX00011962,18.2,Checked,Loaded
