ticket_id,passenger_id,booking_id,flight_id,fare_class,ticket_price,ticket_status
TKT00083394,PAX00083394,BK00045180,FLT0023545,Economy,470.13,Issued
TKT00083395,PAX00083395,BK00045181,FLT0017024,Economy,518.38,Issued
TKT00083396,PAX00083396,BK00045181,FLT0017024,Economy,169.75,Issued
TKT00083397,PAX00083397,BK00045182,FLT0050692,Business,1568.68,Issued
TKT00083398,PAX00083398,BK00045183,FLT0003637,First,7135.9,Issued
TKT00083399,PAX00083399,BK00045183,FLT0003637,Economy,440.62,Issued
TKT00083400,PAX00083400,BK00045183,FLT0003637,Economy,347.33,Issued
TKT00083401,PAX00083401,BK00045184,FLT0074716,Economy,94.26,Issued
TKT00083402,PAX00083402,BK00045184,FLT0074716,Economy,413.72,Issued
TKT00083403,PAX00083403,BK00045185,FLT0062829,Economy,355.73,Issued
TKT00083404,PAX00083404,BK00045186,FLT0009133,Business,1536.91,Cancelled
TKT00083405,PAX00083405,BK00045186,FLT0009133,Economy,203.68,Cancelled
TKT00083406,PAX00083406,BK00045186,FLT0009133,Economy,487.27,Cancelled
TKT00083407,PAX00083407,BK00045187,FLT0046028,Premium Economy,547.05,Issued
TKT00083408,PAX00083408,BK00045188,FLT0051447,Economy,342.38,Issued
TKT00083409,PAX00083409,BK00045189,FLT0068780,Economy,135.94,Issued
TKT00083410,PAX00083410,BK00045190,FLT0060890,Economy,271.7,Issued
TKT00083411,PAX00083411,BK00045190,FLT0060890,Economy,123.32,Issued
TKT00083412,PAX00083412,BK00045190,FLT0060890,First,4903.28,Issued
TKT00083413,PAX00083413,BK00045190,FLT0060890,Premium Economy,1182.45,Issued
TKT00083414,PAX00083414,BK00045191,FLT0073732,Premium Economy,733.16,Issued
TKT00083415,PAX00083415,BK00045192,FLT0027079,Business,1195.02,Issued
TKT00083416,PAX00083416,BK00045193,FLT0016535,Economy,157.63,Issued
TKT00083417,PAX00083417,BK00045194,FLT0058159,Economy,188.85,Issued
TKT00083418,PAX00083418,BK00045194,FLT0058159,Premium Economy,1117.1,Issued
TKT00083419,PAX00083419,BK00045195,FLT0077255,Economy,192.79,Issued
TKT00083420,PAX00083420,BK00045196,FLT0074539,Economy,585.51,Issued
TKT00083421,PAX00083421,BK00045197,FLT0052999,Economy,192.48,Issued
TKT00083422,PAX00083422,BK00045198,FLT0050121,Economy,594.3,Issued
TKT00083423,PAX00083423,BK00045198,FLT0050121,Economy,262.72,Issued
TKT00083424,PAX00083424,BK00045198,FLT0050121,Economy,399.88,Issued
TKT00083425,PAX00083425,BK00045199,FLT0066572,Economy,497.58,Issued
TKT00083426,PAX00083426,BK00045199,FLT0066572,Economy,254.66,Issued
TKT00083427,PAX00083427,BK00045200,FLT0032227,Economy,257.99,Issued
TKT00083428,PAX00083428,BK00045200,FLT0032227,Economy,504.27,Issued
TKT00083429,PAX00083429,BK00045201,FLT0022852,Economy,547.03,Issued
TKT00083430,PAX00083430,BK00045202,FLT0044201,First,8195.36,Issued
TKT00083431,PAX00083431,BK00045203,FLT0068291,Economy,112.87,Issued
TKT00083432,PAX00083432,BK00045203,FLT0068291,Business,1229.42,Issued
TKT00083433,PAX00083433,BK00045203,FLT0068291,Economy,484.0,Issued
TKT00083434,PAX00083434,BK00045204,FLT0021378,Business,3135.47,Issued
TKT00083435,PAX00083435,BK00045205,FLT0059218,Economy,301.03,Issued
TKT00083436,PAX00083436,BK00045205,FLT0059218,Economy,249.37,Issued
TKT00083437,PAX00083437,BK00045206,FLT0078631,Economy,379.94,Issued
TKT00083438,PAX00083438,BK00045206,FLT0078631,Economy,387.78,Issued
TKT00083439,PAX00083439,BK00045207,FLT0028605,Economy,445.87,Issued
TKT00083440,PAX00083440,BK00045208,FLT0042606,Economy,357.82,Cancelled
TKT00083441,PAX00083441,BK00045209,FLT0062231,Economy,572.17,Issued
TKT00083442,PAX00083442,BK00045209,FLT0062231,Premium Economy,1161.46,Issued
TKT00083443,PAX00083443,BK00045210,FLT0034515,Business,1838.3,Issued
TKT00083444,PAX00083444,BK00045210,FLT0034515,Premium Economy,863.1,Issued
TKT00083445,PAX00083445,BK00045211,FLT0051665,Economy,423.75,Issued
TKT00083446,PAX00083446,BK00045211,FLT0051665,Economy,415.17,Issued
TKT00083447,PAX00083447,BK00045212,FLT0010627,Premium Economy,636.88,Issued
TKT00083448,PAX00083448,BK00045212,FLT0010627,Economy,472.51,Issued
TKT00083449,PAX00083449,BK00045213,FLT0076558,Premium Economy,461.64,Cancelled
TKT00083450,PAX00083450,BK00045213,FLT0076558,Economy,375.51,Cancelled
TKT00083451,PAX00083451,BK00045214,FLT0067481,Economy,566.87,Issued
TKT00083452,PAX00083452,BK00045214,FLT0067481,Economy,427.27,Issued
TKT00083453,PAX00083453,BK00045214,FLT0067481,Economy,498.07,Issued
TKT00083454,PAX00083454,BK00045214,FLT0067481,Economy,237.05,Issued
TKT00083455,PAX00083455,BK00045215,FLT0065576,Economy,453.84,Issued
TKT00083456,PAX00083456,BK00045215,FLT0065576,Premium Economy,942.35,Issued
TKT00083457,PAX00083457,BK00045216,FLT0044999,Premium Economy,607.68,Issued
TKT00083458,PAX00083458,BK00045216,FLT0044999,Economy,434.54,Issued
TKT00083459,PAX00083459,BK00045216,FLT0044999,Economy,150.12,Issued
TKT00083460,PAX00083460,BK00045217,FLT0068658,Economy,535.93,Issued
TKT00083461,PAX00083461,BK00045217,FLT0068658,First,7415.73,Issued
TKT00083462,PAX00083462,BK00045218,FLT0021398,Economy,152.4,Issued
TKT00083463,PAX00083463,BK00045219,FLT0063701,Business,3166.0,Issued
TKT00083464,PAX00083464,BK00045219,FLT0063701,Economy,328.46,Issued
TKT00083465,PAX00083465,BK00045220,FLT0017550,Economy,354.08,Issued
TKT00083466,PAX00083466,BK00045220,FLT0017550,Economy,579.2,Issued
TKT00083467,PAX00083467,BK00045221,FLT0022356,Economy,590.29,Issued
TKT00083468,PAX00083468,BK00045221,FLT0022356,Economy,361.55,Issued
TKT00083469,PAX00083469,BK00045221,FLT0022356,First,5171.13,Issued
TKT00083470,PAX00083470,BK00045222,FLT0012658,Economy,280.12,Issued
TKT00083471,PAX00083471,BK00045222,FLT0012658,Economy,469.54,Issued
TKT00083472,PAX00083472,BK00045223,FLT0009182,Economy,385.25,Issued
TKT00083473,PAX00083473,BK00045223,FLT0009182,Premium Economy,650.23,Issued
TKT00083474,PAX00083474,BK00045223,FLT0009182,Premium Economy,473.56,Issued
TKT00083475,PAX00083475,BK00045224,FLT0047112,Premium Economy,706.94,Issued
TKT00083476,PAX00083476,BK00045225,FLT0059580,Premium Economy,1197.65,Cancelled
TKT00083477,PAX00083477,BK00045225,FLT0059580,Economy,429.87,Cancelled
TKT00083478,PAX00083478,BK00045226,FLT0035763,Economy,523.06,Issued
TKT00083479,PAX00083479,BK00045227,FLT0055814,Economy,526.82,Issued
TKT00083480,PAX00083480,BK00045227,FLT0055814,Business,2980.09,Issued
TKT00083481,PAX00083481,BK00045227,FLT0055814,Economy,325.87,Issued
TKT00083482,PAX00083482,BK00045228,FLT0045267,Premium Economy,985.76,Issued
TKT00083483,PAX00083483,BK00045228,FLT0045267,Business,2509.87,Issued
TKT00083484,PAX00083484,BK00045228,FLT0045267,Economy,142.93,Issued
TKT00083485,PAX00083485,BK00045229,FLT0075036,Premium Economy,874.79,Issued
TKT00083486,PAX00083486,BK00045229,FLT0075036,Economy,94.95,Issued
TKT00083487,PAX00083487,BK00045230,FLT0045701,Business,1519.45,Cancelled
TKT00083488,PAX00083488,BK00045230,FLT0045701,Premium Economy,624.12,Cancelled
TKT00083489,PAX00083489,BK00045231,FLT0002288,Business,2149.39,Issued
TKT00083490,PAX00083490,BK00045231,FLT0002288,Economy,313.26,Issued
TKT00083491,PAX00083491,BK00045232,FLT0077415,Economy,147.56,Cancelled
TKT00083492,PAX00083492,BK00045232,FLT0077415,Business,2864.94,Cancelled
TKT00083493,PAX00083493,BK00045233,FLT0058981,Economy,192.8,Issued
TKT00083494,PAX00083494,BK00045234,FLT0071801,Economy,551.61,Issued
TKT00083495,PAX00083495,BK00045235,FLT0027112,Economy,382.06,Issued
TKT00083496,PAX00083496,BK00045236,FLT0022455,Business,1129.32,Issued
TKT00083497,PAX00083497,BK00045236,FLT0022455,Economy,402.22,Issued
TKT00083498,PAX00083498,BK00045237,FLT0002335,Economy,384.98,Issued
TKT00083499,PAX00083499,BK00045237,FLT0002335,Economy,525.33,Issued
TKT00083500,PAX00083500,BK00045237,FLT0002335,Economy,439.88,Issued
TKT00083501,PAX00083501,BK00045238,FLT0046375,Economy,398.22,Issued
TKT00083502,PAX00083502,BK00045239,FLT0029547,Business,2084.88,Issued
TKT00083503,PAX00083503,BK00045239,FLT0029547,Economy,593.25,Issued
TKT00083504,PAX00083504,BK00045239,FLT0029547,Economy,190.05,Issued
TKT00083505,PAX00083505,BK00045239,FLT0029547,Economy,94.28,Issued
TKT00083506,PAX00083506,BK00045240,FLT0035757,Economy,288.15,Issued
TKT00083507,PAX00083507,BK00045241,FLT0025908,Business,2405.67,Issued
TKT00083508,PAX00083508,BK00045242,FLT0026439,Economy,516.0,Issued
TKT00083509,PAX00083509,BK00045243,FLT0052084,Business,1053.39,Issued
TKT00083510,PAX00083510,BK00045243,FLT0052084,Economy,345.68,Issued
TKT00083511,PAX00083511,BK00045243,FLT0052084,Economy,204.21,Issued
TKT00083512,PAX00083512,BK00045244,FLT0032913,Economy,180.75,Issued
TKT00083513,PAX00083513,BK00045244,FLT0032913,Economy,282.16,Issued
TKT00083514,PAX00083514,BK00045245,FLT0063959,Economy,196.88,Issued
TKT00083515,PAX00083515,BK00045245,FLT0063959,Business,2392.59,Issued
TKT00083516,PAX00083516,BK00045246,FLT0011828,Economy,143.23,Issued
TKT00083517,PAX00083517,BK00045247,FLT0075145,Premium Economy,588.07,Issued
TKT00083518,PAX00083518,BK00045247,FLT0075145,Business,1397.83,Issued
TKT00083519,PAX00083519,BK00045247,FLT0075145,Economy,188.05,Issued
TKT00083520,PAX00083520,BK00045248,FLT0067548,Economy,473.51,Issued
TKT00083521,PAX00083521,BK00045248,FLT0067548,Economy,397.77,Issued
TKT00083522,PAX00083522,BK00045249,FLT0036820,First,5686.81,Issued
TKT00083523,PAX00083523,BK00045250,FLT0030114,Economy,181.88,Issued
TKT00083524,PAX00083524,BK00045250,FLT0030114,Premium Economy,574.84,Issued
TKT00083525,PAX00083525,BK00045251,FLT0003027,Economy,543.44,Issued
TKT00083526,PAX00083526,BK00045252,FLT0002289,Economy,217.48,Issued
TKT00083527,PAX00083527,BK00045252,FLT0002289,Economy,325.65,Issued
TKT00083528,PAX00083528,BK00045252,FLT0002289,Business,1224.19,Issued
TKT00083529,PAX00083529,BK00045253,FLT0055824,Business,2228.07,Cancelled
TKT00083530,PAX00083530,BK00045254,FLT0018486,Business,2362.17,Issued
TKT00083531,PAX00083531,BK00045254,FLT0018486,Economy,265.28,Issued
TKT00083532,PAX00083532,BK00045254,FLT0018486,Economy,437.51,Issued
TKT00083533,PAX00083533,BK00045254,FLT0018486,Economy,187.07,Issued
TKT00083534,PAX00083534,BK00045255,FLT0039632,Economy,538.9,Issued
TKT00083535,PAX00083535,BK00045255,FLT0039632,Economy,163.44,Issued
TKT00083536,PAX00083536,BK00045256,FLT0046077,Premium Economy,711.84,Issued
TKT00083537,PAX00083537,BK00045257,FLT0079923,Premium Economy,1045.99,Issued
TKT00083538,PAX00083538,BK00045257,FLT0079923,Economy,449.51,Issued
TKT00083539,PAX00083539,BK00045257,FLT0079923,Economy,422.4,Issued
TKT00083540,PAX00083540,BK00045257,FLT0079923,Economy,272.96,Issued
TKT00083541,PAX00083541,BK00045258,FLT0041729,Economy,594.69,Issued
TKT00083542,PAX00083542,BK00045258,FLT0041729,Economy,345.17,Issued
TKT00083543,PAX00083543,BK00045259,FLT0021264,Economy,108.29,Issued
TKT00083544,PAX00083544,BK00045259,FLT0021264,Business,3017.38,Issued
TKT00083545,PAX00083545,BK00045260,FLT0037949,Economy,599.75,Issued
TKT00083546,PAX00083546,BK00045261,FLT0000080,Economy,409.93,Issued
TKT00083547,PAX00083547,BK00045261,FLT0000080,First,8607.65,Issued
TKT00083548,PAX00083548,BK00045261,FLT0000080,Premium Economy,967.66,Issued
TKT00083549,PAX00083549,BK00045262,FLT0067316,Economy,441.32,Issued
TKT00083550,PAX00083550,BK00045262,FLT0067316,Economy,578.21,Issued
TKT00083551,PAX00083551,BK00045262,FLT0067316,Economy,289.32,Issued
TKT00083552,PAX00083552,BK00045263,FLT0056978,Business,2751.73,Issued
TKT00083553,PAX00083553,BK00045263,FLT0056978,Business,2492.05,Issued
TKT00083554,PAX00083554,BK00045264,FLT0048984,Economy,215.44,Issued
TKT00083555,PAX00083555,BK00045265,FLT0029493,Premium Economy,1069.62,Issued
TKT00083556,PAX00083556,BK00045266,FLT0045791,Economy,123.08,Issued
TKT00083557,PAX00083557,BK00045266,FLT0045791,Economy,257.98,Issued
TKT00083558,PAX00083558,BK00045267,FLT0024784,Economy,534.3,Issued
TKT00083559,PAX00083559,BK00045267,FLT0024784,Economy,409.94,Issued
TKT00083560,PAX00083560,BK00045267,FLT0024784,Economy,559.65,Issued
TKT00083561,PAX00083561,BK00045267,FLT0024784,Premium Economy,801.47,Issued
TKT00083562,PAX00083562,BK00045268,FLT0053444,Economy,85.2,Issued
TKT00083563,PAX00083563,BK00045268,FLT0053444,Premium Economy,764.75,Issued
TKT00083564,PAX00083564,BK00045269,FLT0066324,Economy,195.03,Issued
TKT00083565,PAX00083565,BK00045269,FLT0066324,Economy,510.49,Issued
TKT00083566,PAX00083566,BK00045269,FLT0066324,Economy,310.27,Issued
TKT00083567,PAX00083567,BK00045270,FLT0071299,Economy,101.8,Issued
TKT00083568,PAX00083568,BK00045271,FLT0042237,Economy,569.31,Issued
TKT00083569,PAX00083569,BK00045271,FLT0042237,Economy,390.68,Issued
TKT00083570,PAX00083570,BK00045271,FLT0042237,Economy,202.93,Issued
TKT00083571,PAX00083571,BK00045271,FLT0042237,Economy,508.0,Issued
TKT00083572,PAX00083572,BK00045272,FLT0038135,Economy,479.88,Issued
TKT00083573,PAX00083573,BK00045272,FLT0038135,Business,1684.55,Issued
TKT00083574,PAX00083574,BK00045273,FLT0051244,Economy,296.33,Issued
TKT00083575,PAX00083575,BK00045274,FLT0049563,Economy,567.0,Issued
TKT00083576,PAX00083576,BK00045274,FLT0049563,Premium Economy,855.94,Issued
TKT00083577,PAX00083577,BK00045275,FLT0041255,Economy,555.64,Issued
TKT00083578,PAX00083578,BK00045275,FLT0041255,Economy,262.53,Issued
TKT00083579,PAX00083579,BK00045275,FLT0041255,Business,1227.09,Issued
TKT00083580,PAX00083580,BK00045276,FLT0077937,Premium Economy,365.95,Issued
TKT00083581,PAX00083581,BK00045276,FLT0077937,Premium Economy,1127.43,Issued
TKT00083582,PAX00083582,BK00045276,FLT0077937,Economy,147.03,Issued
TKT00083583,PAX00083583,BK00045277,FLT0006163,First,3756.9,Issued
TKT00083584,PAX00083584,BK00045278,FLT0052029,Premium Economy,831.89,Issued
TKT00083585,PAX00083585,BK00045278,FLT0052029,Economy,221.52,Issued
TKT00083586,PAX00083586,BK00045279,FLT0003287,Economy,170.96,Issued
TKT00083587,PAX00083587,BK00045280,FLT0014198,Economy,482.82,Issued
TKT00083588,PAX00083588,BK00045281,FLT0027525,Economy,521.07,Issued
TKT00083589,PAX00083589,BK00045282,FLT0053588,Economy,587.98,Issued
TKT00083590,PAX00083590,BK00045283,FLT0046001,Premium Economy,963.57,Issued
TKT00083591,PAX00083591,BK00045284,FLT0070257,Economy,370.2,Issued
TKT00083592,PAX00083592,BK00045285,FLT0034472,Economy,549.61,Issued
TKT00083593,PAX00083593,BK00045286,FLT0062783,Economy,213.14,Issued
TKT00083594,PAX00083594,BK00045287,FLT0026848,Business,2735.34,Issued
TKT00083595,PAX00083595,BK00045287,FLT0026848,Premium Economy,938.05,Issued
TKT00083596,PAX00083596,BK00045287,FLT0026848,Economy,91.18,Issued
TKT00083597,PAX00083597,BK00045288,FLT0027865,Economy,493.25,Issued
TKT00083598,PAX00083598,BK00045289,FLT0016277,Economy,344.28,Issued
TKT00083599,PAX00083599,BK00045290,FLT0059534,Economy,511.85,Issued
TKT00083600,PAX00083600,BK00045291,FLT0027126,Premium Economy,632.65,Issued
TKT00083601,PAX00083601,BK00045291,FLT0027126,Economy,457.21,Issued
TKT00083602,PAX00083602,BK00045292,FLT0052803,Economy,261.18,Issued
TKT00083603,PAX00083603,BK00045293,FLT0036703,Economy,569.13,Issued
TKT00083604,PAX00083604,BK00045294,FLT0044994,Business,3325.13,Issued
TKT00083605,PAX00083605,BK00045294,FLT0044994,Economy,257.87,Issued
TKT00083606,PAX00083606,BK00045295,FLT0074696,Economy,527.02,Issued
TKT00083607,PAX00083607,BK00045295,FLT0074696,Economy,103.15,Issued
TKT00083608,PAX00083608,BK00045295,FLT0074696,Economy,440.98,Issued
TKT00083609,PAX00083609,BK00045296,FLT0027383,Economy,543.01,Issued
TKT00083610,PAX00083610,BK00045296,FLT0027383,Economy,264.41,Issued
TKT00083611,PAX00083611,BK00045296,FLT0027383,Economy,223.92,Issued
TKT00083612,PAX00083612,BK00045296,FLT0027383,Economy,83.98,Issued
TKT00083613,PAX00083613,BK00045297,FLT0042005,Business,2014.02,Issued
TKT00083614,PAX00083614,BK00045297,FLT0042005,Premium Economy,509.84,Issued
TKT00083615,PAX00083615,BK00045297,FLT0042005,Premium Economy,396.81,Issued
TKT00083616,PAX00083616,BK00045298,FLT0035824,Economy,492.57,Issued
TKT00083617,PAX00083617,BK00045299,FLT0001792,Economy,262.15,Issued
TKT00083618,PAX00083618,BK00045300,FLT0051446,Business,1546.36,Issued
TKT00083619,PAX00083619,BK00045300,FLT0051446,Economy,238.15,Issued
TKT00083620,PAX00083620,BK00045301,FLT0065768,Economy,345.49,Issued
TKT00083621,PAX00083621,BK00045302,FLT0059014,Economy,411.78,Issued
TKT00083622,PAX00083622,BK00045302,FLT0059014,Economy,597.89,Issued
TKT00083623,PAX00083623,BK00045302,FLT0059014,Economy,598.38,Issued
TKT00083624,PAX00083624,BK00045303,FLT0033213,Economy,461.31,Cancelled
TKT00083625,PAX00083625,BK00045303,FLT0033213,Premium Economy,936.71,Cancelled
TKT00083626,PAX00083626,BK00045304,FLT0022754,Business,1489.08,Issued
TKT00083627,PAX00083627,BK00045305,FLT0071287,Economy,378.58,Cancelled
TKT00083628,PAX00083628,BK00045305,FLT0071287,Premium Economy,969.87,Cancelled
TKT00083629,PAX00083629,BK00045306,FLT0054386,Economy,283.84,Cancelled
TKT00083630,PAX00083630,BK00045307,FLT0033743,Economy,480.52,Issued
TKT00083631,PAX00083631,BK00045308,FLT0041825,Premium Economy,793.93,Issued
TKT00083632,PAX00083632,BK00045308,FLT0041825,Economy,168.55,Issued
TKT00083633,PAX00083633,BK00045309,FLT0016355,Premium Economy,501.91,Issued
TKT00083634,PAX00083634,BK00045310,FLT0035918,Economy,133.66,Issued
TKT00083635,PAX00083635,BK00045311,FLT0074228,Economy,432.81,Issued
TKT00083636,PAX00083636,BK00045311,FLT0074228,Business,3021.23,Issued
TKT00083637,PAX00083637,BK00045311,FLT0074228,Premium Economy,645.12,Issued
TKT00083638,PAX00083638,BK00045312,FLT0003237,Economy,280.92,Issued
TKT00083639,PAX00083639,BK00045312,FLT0003237,Economy,339.0,Issued
TKT00083640,PAX00083640,BK00045312,FLT0003237,Premium Economy,856.61,Issued
TKT00083641,PAX00083641,BK00045313,FLT0033227,Economy,415.35,Issued
TKT00083642,PAX00083642,BK00045313,FLT0033227,First,6673.84,Issued
TKT00083643,PAX00083643,BK00045314,FLT0069218,Business,2452.79,Issued
TKT00083644,PAX00083644,BK00045314,FLT0069218,Economy,112.36,Issued
TKT00083645,PAX00083645,BK00045315,FLT0067866,Economy,80.04,Issued
TKT00083646,PAX00083646,BK00045315,FLT0067866,Economy,433.12,Issued
TKT00083647,PAX00083647,BK00045315,FLT0067866,Economy,334.88,Issued
TKT00083648,PAX00083648,BK00045316,FLT0005540,Business,1742.75,Cancelled
TKT00083649,PAX00083649,BK00045317,FLT0016691,Economy,94.21,Cancelled
TKT00083650,PAX00083650,BK00045317,FLT0016691,Business,2575.09,Cancelled
TKT00083651,PAX00083651,BK00045318,FLT0053047,Premium Economy,700.21,Issued
TKT00083652,PAX00083652,BK00045319,FLT0043405,Economy,280.27,Issued
TKT00083653,PAX00083653,BK00045319,FLT0043405,Economy,540.77,Issued
TKT00083654,PAX00083654,BK00045320,FLT0020447,Economy,217.52,Issued
TKT00083655,PAX00083655,BK00045321,FLT0054130,Economy,344.36,Issued
TKT00083656,PAX00083656,BK00045322,FLT0005235,Economy,467.52,Issued
TKT00083657,PAX00083657,BK00045323,FLT0072463,Economy,524.37,Issued
TKT00083658,PAX00083658,BK00045323,FLT0072463,Premium Economy,564.67,Issued
TKT00083659,PAX00083659,BK00045324,FLT0053669,Economy,210.15,Issued
TKT00083660,PAX00083660,BK00045325,FLT0040876,Economy,475.79,Issued
TKT00083661,PAX00083661,BK00045325,FLT0040876,Economy,547.48,Issued
TKT00083662,PAX00083662,BK00045325,FLT0040876,Premium Economy,1022.09,Issued
TKT00083663,PAX00083663,BK00045326,FLT0056160,Economy,107.3,Issued
TKT00083664,PAX00083664,BK00045326,FLT0056160,Economy,371.49,Issued
TKT00083665,PAX00083665,BK00045326,FLT0056160,Economy,212.66,Issued
TKT00083666,PAX00083666,BK00045327,FLT0079886,Premium Economy,805.53,Issued
TKT00083667,PAX00083667,BK00045327,FLT0079886,Economy,324.43,Issued
TKT00083668,PAX00083668,BK00045327,FLT0079886,Premium Economy,936.44,Issued
TKT00083669,PAX00083669,BK00045327,FLT0079886,Premium Economy,464.22,Issued
TKT00083670,PAX00083670,BK00045328,FLT0007490,Economy,233.78,Issued
TKT00083671,PAX00083671,BK00045328,FLT0007490,Economy,266.6,Issued
TKT00083672,PAX00083672,BK00045329,FLT0047258,Economy,439.67,Issued
TKT00083673,PAX00083673,BK00045330,FLT0009331,Economy,447.23,Issued
TKT00083674,PAX00083674,BK00045330,FLT0009331,Premium Economy,508.54,Issued
TKT00083675,PAX00083675,BK00045330,FLT0009331,Economy,84.68,Issued
TKT00083676,PAX00083676,BK00045330,FLT0009331,Economy,586.56,Issued
TKT00083677,PAX00083677,BK00045331,FLT0072187,Economy,261.55,Issued
TKT00083678,PAX00083678,BK00045331,FLT0072187,Economy,213.34,Issued
TKT00083679,PAX00083679,BK00045332,FLT0059103,Economy,258.16,Issued
TKT00083680,PAX00083680,BK00045333,FLT0053712,Business,2787.54,Cancelled
TKT00083681,PAX00083681,BK00045334,FLT0002905,Economy,344.21,Issued
TKT00083682,PAX00083682,BK00045334,FLT0002905,Economy,548.67,Issued
TKT00083683,PAX00083683,BK00045335,FLT0044660,Economy,210.03,Issued
TKT00083684,PAX00083684,BK00045336,FLT0004507,Premium Economy,664.9,Issued
TKT00083685,PAX00083685,BK00045337,FLT0050919,Premium Economy,893.46,Issued
TKT00083686,PAX00083686,BK00045337,FLT0050919,Business,2750.63,Issued
TKT00083687,PAX00083687,BK00045338,FLT0061869,Premium Economy,1073.4,Issued
TKT00083688,PAX00083688,BK00045339,FLT0049728,Economy,515.8,Issued
TKT00083689,PAX00083689,BK00045339,FLT0049728,Business,1330.69,Issued
TKT00083690,PAX00083690,BK00045339,FLT0049728,Premium Economy,798.85,Issued
TKT00083691,PAX00083691,BK00045340,FLT0037727,First,5769.55,Issued
TKT00083692,PAX00083692,BK00045340,FLT0037727,First,3618.76,Issued
TKT00083693,PAX00083693,BK00045341,FLT0008416,Premium Economy,1155.63,Issued
TKT00083694,PAX00083694,BK00045341,FLT0008416,Premium Economy,639.72,Issued
TKT00083695,PAX00083695,BK00045342,FLT0056255,Economy,111.39,Issued
TKT00083696,PAX00083696,BK00045342,FLT0056255,Economy,518.58,Issued
TKT00083697,PAX00083697,BK00045343,FLT0030191,Economy,362.23,Issued
TKT00083698,PAX00083698,BK00045343,FLT0030191,Economy,121.96,Issued
TKT00083699,PAX00083699,BK00045344,FLT0010178,Business,2528.4,Issued
TKT00083700,PAX00083700,BK00045345,FLT0018452,Business,1025.06,Issued
TKT00083701,PAX00083701,BK00045346,FLT0015719,Premium Economy,564.51,Issued
TKT00083702,PAX00083702,BK00045347,FLT0074612,Economy,304.84,Issued
TKT00083703,PAX00083703,BK00045347,FLT0074612,Premium Economy,343.22,Issued
TKT00083704,PAX00083704,BK00045348,FLT0051276,Economy,265.37,Issued
TKT00083705,PAX00083705,BK00045348,FLT0051276,Premium Economy,913.31,Issued
TKT00083706,PAX00083706,BK00045348,FLT0051276,Economy,147.15,Issued
TKT00083707,PAX00083707,BK00045349,FLT0013383,Economy,190.25,Issued
TKT00083708,PAX00083708,BK00045350,FLT0037580,Economy,86.25,Issued
TKT00083709,PAX00083709,BK00045351,FLT0063321,Business,3481.48,Issued
TKT00083710,PAX00083710,BK00045351,FLT0063321,Economy,216.44,Issued
TKT00083711,PAX00083711,BK00045352,FLT0066422,Economy,117.06,Issued
TKT00083712,PAX00083712,BK00045352,FLT0066422,Economy,317.61,Issued
TKT00083713,PAX00083713,BK00045353,FLT0052008,Economy,388.46,Issued
TKT00083714,PAX00083714,BK00045353,FLT0052008,First,7217.57,Issued
TKT00083715,PAX00083715,BK00045353,FLT0052008,Economy,226.59,Issued
TKT00083716,PAX00083716,BK00045354,FLT0002289,Economy,205.14,Issued
TKT00083717,PAX00083717,BK00045355,FLT0076413,Economy,258.83,Issued
TKT00083718,PAX00083718,BK00045355,FLT0076413,Economy,224.29,Issued
TKT00083719,PAX00083719,BK00045356,FLT0024860,Economy,379.84,Issued
TKT00083720,PAX00083720,BK00045357,FLT0006455,Economy,275.53,Issued
TKT00083721,PAX00083721,BK00045357,FLT0006455,Economy,369.21,Issued
TKT00083722,PAX00083722,BK00045358,FLT0009769,Economy,121.81,Issued
TKT00083723,PAX00083723,BK00045359,FLT0007857,First,2720.89,Issued
TKT00083724,PAX00083724,BK00045360,FLT0078706,Economy,152.8,Issued
TKT00083725,PAX00083725,BK00045361,FLT0028124,Economy,86.89,Cancelled
TKT00083726,PAX00083726,BK00045362,FLT0043311,First,2739.32,Issued
TKT00083727,PAX00083727,BK00045363,FLT0012730,Economy,522.36,Issued
TKT00083728,PAX00083728,BK00045363,FLT0012730,Business,2732.46,Issued
TKT00083729,PAX00083729,BK00045364,FLT0029705,Economy,560.95,Issued
TKT00083730,PAX00083730,BK00045364,FLT0029705,Premium Economy,411.7,Issued
TKT00083731,PAX00083731,BK00045365,FLT0053330,Economy,145.31,Issued
TKT00083732,PAX00083732,BK00045365,FLT0053330,First,3892.93,Issued
TKT00083733,PAX00083733,BK00045365,FLT0053330,Business,2502.56,Issued
TKT00083734,PAX00083734,BK00045366,FLT0017283,Economy,440.42,Issued
TKT00083735,PAX00083735,BK00045367,FLT0048659,Economy,306.13,Issued
TKT00083736,PAX00083736,BK00045367,FLT0048659,Economy,498.35,Issued
TKT00083737,PAX00083737,BK00045368,FLT0049811,First,7777.3,Issued
TKT00083738,PAX00083738,BK00045369,FLT0068402,Economy,447.94,Issued
TKT00083739,PAX00083739,BK00045369,FLT0068402,Economy,162.46,Issued
TKT00083740,PAX00083740,BK00045370,FLT0023453,Business,2719.97,Issued
TKT00083741,PAX00083741,BK00045371,FLT0053295,Economy,417.48,Issued
TKT00083742,PAX00083742,BK00045371,FLT0053295,Economy,111.23,Issued
TKT00083743,PAX00083743,BK00045372,FLT0021733,Economy,468.1,Cancelled
TKT00083744,PAX00083744,BK00045372,FLT0021733,Premium Economy,514.71,Cancelled
TKT00083745,PAX00083745,BK00045373,FLT0038094,Economy,247.55,Issued
