loyalty_id,customer_id,tier,points_balance,enrollment_date,status
LOY0005204,CUS0011408,Gold,166488,2019-04-17,Expired
LOY0005205,CUS0003948,Silver,220274,2023-04-08,Suspended
LOY0005206,CUS0048459,Silver,135596,2023-10-21,Active
LOY0005207,CUS0014103,Gold,3892,2024-07-16,Active
LOY0005208,CUS0057807,Gold,89876,2025-07-11,Active
LOY0005209,CUS0032160,Gold,24263,2018-07-05,Active
LOY0005210,CUS0013429,Platinum,230993,2018-01-31,Active
LOY0005211,CUS0039145,Gold,21244,2025-12-26,Active
LOY0005212,CUS0041080,Platinum,191802,2021-02-03,Active
LOY0005213,CUS0011490,Silver,49082,2026-03-02,Active
LOY0005214,CUS0001720,Blue,231448,2025-01-17,Active
LOY0005215,CUS0008247,Blue,138791,2026-04-03,Active
LOY0005216,CUS0037876,Silver,184449,2024-05-20,Active
LOY0005217,CUS0015731,Gold,228999,2019-02-13,Expired
LOY0005218,CUS0004563,Silver,236282,2022-08-03,Expired
LOY0005219,CUS0029915,Gold,191866,2022-10-17,Active
LOY0005220,CUS0018812,Silver,227042,2017-10-09,Active
LOY0005221,CUS0036229,Gold,164390,2020-11-26,Suspended
LOY0005222,CUS0045326,Silver,135262,2022-11-18,Suspended
LOY0005223,CUS0003787,Gold,57127,2015-08-16,Suspended
LOY0005224,CUS0008577,Silver,67016,2022-09-27,Active
LOY0005225,CUS0025705,Silver,153420,2021-05-22,Active
LOY0005226,CUS0011174,Gold,144214,2016-08-29,Active
LOY0005227,CUS0018868,Silver,56697,2022-09-24,Suspended
LOY0005228,CUS0031561,Silver,46065,2021-05-21,Active
LOY0005229,CUS0040780,Blue,93981,2018-09-24,Active
LOY0005230,CUS0054456,Gold,24853,2021-01-31,Active
LOY0005231,CUS0018957,Blue,94495,2017-08-15,Active
LOY0005232,CUS0038336,Blue,177905,2025-06-26,Active
LOY0005233,CUS0003297,Silver,202525,2018-07-17,Expired
LOY0005234,CUS0051150,Gold,174282,2025-02-08,Expired
LOY0005235,CUS0049970,Silver,10513,2017-06-09,Active
LOY0005236,CUS0023499,Silver,104996,2024-05-04,Active
LOY0005237,CUS0005661,Gold,179199,2020-06-15,Active
LOY0005238,CUS0015542,Platinum,246648,2016-08-25,Active
LOY0005239,CUS0050502,Gold,3247,2018-10-19,Suspended
LOY0005240,CUS0020200,Gold,188721,2024-01-04,Expired
LOY0005241,CUS0030646,Gold,20446,2024-05-31,Active
LOY0005242,CUS0027557,Platinum,130944,2017-08-17,Suspended
LOY0005243,CUS0011848,Platinum,17798,2022-10-09,Suspended
LOY0005244,CUS0040997,Gold,86281,2024-01-17,Expired
LOY0005245,CUS0059994,Gold,196036,2018-12-21,Suspended
LOY0005246,CUS0038125,Blue,239779,2019-05-25,Suspended
LOY0005247,CUS0036404,Blue,169927,2019-03-16,Active
LOY0005248,CUS0025984,Platinum,207740,2021-07-15,Suspended
LOY0005249,CUS0057401,Gold,6257,2020-12-15,Suspended
LOY0005250,CUS0000064,Platinum,170110,2025-05-30,Expired
LOY0005251,CUS0002397,Gold,42102,2023-10-20,Suspended
LOY0005252,CUS0052868,Gold,155953,2024-02-12,Active
LOY0005253,CUS0012833,Silver,73355,2024-06-17,Active
LOY0005254,CUS0047199,Silver,29196,2016-08-28,Active
LOY0005255,CUS0042999,Gold,10817,2020-11-02,Suspended
LOY0005256,CUS0028908,Gold,1582,2021-09-03,Expired
LOY0005257,CUS0044635,Silver,125000,2022-10-10,Suspended
LOY0005258,CUS0042532,Silver,106679,2021-01-28,Suspended
LOY0005259,CUS0023103,Gold,107309,2021-03-17,Active
LOY0005260,CUS0040063,Gold,150927,2020-12-26,Expired
LOY0005261,CUS0021809,Silver,47642,2025-10-25,Active
LOY0005262,CUS0049850,Silver,229297,2016-01-03,Active
LOY0005263,CUS0052637,Silver,36810,2019-10-01,Suspended
LOY0005264,CUS0036503,Blue,133923,2016-06-13,Active
LOY0005265,CUS0020327,Silver,228193,2025-01-18,Expired
LOY0005266,CUS0000592,Gold,41514,2022-10-26,Suspended
LOY0005267,CUS0056795,Silver,200027,2015-07-18,Active
LOY0005268,CUS0023213,Gold,211227,2019-10-19,Active
LOY0005269,CUS0030615,Platinum,237677,2019-09-03,Expired
LOY0005270,CUS0054357,Silver,60683,2026-01-13,Active
LOY0005271,CUS0035071,Gold,225461,2017-05-16,Suspended
LOY0005272,CUS0010070,Platinum,78251,2026-06-03,Active
LOY0005273,CUS0048075,Blue,86037,2025-12-14,Suspended
LOY0005274,CUS0038519,Gold,132033,2022-06-27,Active
LOY0005275,CUS0041487,Silver,132445,2017-12-12,Active
LOY0005276,CUS0001220,Platinum,1521,2015-03-28,Active
LOY0005277,CUS0044911,Silver,85419,2022-06-30,Suspended
LOY0005278,CUS0020587,Silver,64499,2025-01-07,Active
LOY0005279,CUS0057852,Gold,228940,2018-11-03,Expired
LOY0005280,CUS0008337,Platinum,214754,2016-02-17,Expired
LOY0005281,CUS0025539,Gold,53910,2024-10-21,Expired
LOY0005282,CUS0000026,Silver,224693,2016-12-07,Active
LOY0005283,CUS0032700,Silver,192741,2023-02-10,Active
LOY0005284,CUS0031298,Gold,126370,2021-08-14,Suspended
LOY0005285,CUS0041658,Silver,7412,2017-08-31,Suspended
LOY0005286,CUS0004868,Blue,48054,2017-08-01,Active
LOY0005287,CUS0037080,Silver,204463,2021-06-04,Suspended
LOY0005288,CUS0046105,Blue,198421,2016-09-08,Suspended
LOY0005289,CUS0046092,Silver,223594,2020-11-01,Active
LOY0005290,CUS0058738,Platinum,106659,2025-07-03,Suspended
LOY0005291,CUS0007707,Gold,57641,2020-08-29,Suspended
LOY0005292,CUS0051716,Silver,204596,2020-05-07,Suspended
LOY0005293,CUS0019012,Silver,213861,2016-03-13,Active
LOY0005294,CUS0038352,Gold,14455,2022-02-21,Expired
LOY0005295,CUS0025896,Platinum,126727,2019-11-11,Suspended
LOY0005296,CUS0009470,Gold,213213,2022-03-01,Active
LOY0005297,CUS0017614,Silver,19932,2025-10-26,Suspended
LOY0005298,CUS0051428,Silver,228417,2015-09-22,Active
LOY0005299,CUS0031780,Blue,161031,2016-07-16,Suspended
LOY0005300,CUS0035037,Silver,140318,2024-01-14,Active
LOY0005301,CUS0000135,Silver,183284,2017-05-10,Expired
LOY0005302,CUS0042448,Gold,151985,2021-10-29,Active
LOY0005303,CUS0025314,Silver,15530,2021-12-30,Active
LOY0005304,CUS0007273,Silver,204626,2019-01-10,Expired
LOY0005305,CUS0050785,Silver,59799,2016-06-22,Active
LOY0005306,CUS0053359,Silver,35666,2015-04-27,Suspended
LOY0005307,CUS0026173,Silver,181874,2018-03-06,Active
LOY0005308,CUS0054789,Blue,4390,2022-12-10,Active
LOY0005309,CUS0042315,Silver,100726,2023-06-05,Active
LOY0005310,CUS0008111,Gold,39792,2022-09-30,Suspended
LOY0005311,CUS0009705,Silver,125817,2023-08-09,Active
LOY0005312,CUS0009541,Silver,110905,2023-08-17,Active
LOY0005313,CUS0023890,Gold,145605,2023-06-18,Active
LOY0005314,CUS0010505,Platinum,21853,2024-08-13,Expired
LOY0005315,CUS0034651,Blue,42880,2020-11-06,Active
LOY0005316,CUS0004583,Gold,165465,2024-08-10,Expired
LOY0005317,CUS0000950,Blue,185998,2017-01-31,Active
LOY0005318,CUS0056037,Gold,190899,2024-05-29,Expired
LOY0005319,CUS0058385,Silver,139951,2016-05-27,Expired
LOY0005320,CUS0024442,Blue,163176,2018-03-16,Active
LOY0005321,CUS0028717,Gold,246449,2023-03-15,Active
LOY0005322,CUS0014337,Silver,96150,2017-03-29,Active
LOY0005323,CUS0028977,Silver,33717,2021-07-27,Suspended
LOY0005324,CUS0026599,Silver,73919,2018-09-09,Active
LOY0005325,CUS0029624,Silver,13104,2023-10-26,Expired
LOY0005326,CUS0022648,Gold,174292,2025-09-18,Active
LOY0005327,CUS0028738,Gold,229436,2018-04-29,Active
LOY0005328,CUS0058645,Blue,12416,2017-05-02,Active
LOY0005329,CUS0028893,Gold,153228,2019-06-03,Active
LOY0005330,CUS0023467,Gold,45310,2025-02-13,Active
LOY0005331,CUS0038294,Gold,153125,2024-08-29,Suspended
LOY0005332,CUS0030462,Gold,182750,2026-03-23,Active
LOY0005333,CUS0032283,Platinum,26230,2022-10-06,Active
LOY0005334,CUS0043320,Silver,110441,2023-06-23,Expired
LOY0005335,CUS0037146,Silver,29381,2020-03-15,Expired
LOY0005336,CUS0056401,Silver,165431,2019-12-25,Suspended
LOY0005337,CUS0045880,Gold,212374,2024-11-13,Active
LOY0005338,CUS0008660,Silver,27487,2026-03-01,Active
LOY0005339,CUS0025455,Silver,7706,2018-02-11,Expired
LOY0005340,CUS0044412,Gold,149576,2024-08-21,Active
LOY0005341,CUS0055815,Blue,144169,2026-05-30,Suspended
LOY0005342,CUS0036827,Silver,179271,2017-05-25,Suspended
LOY0005343,CUS0000504,Blue,115396,2023-03-24,Active
LOY0005344,CUS0040754,Silver,144697,2018-03-23,Active
LOY0005345,CUS0025037,Silver,135997,2017-12-30,Active
LOY0005346,CUS0024264,Silver,144612,2024-06-08,Active
LOY0005347,CUS0023808,Platinum,39896,2022-12-18,Expired
LOY0005348,CUS0014684,Gold,62882,2018-03-11,Active
LOY0005349,CUS0042144,Silver,154955,2026-06-25,Active
LOY0005350,CUS0007425,Silver,17107,2022-12-01,Active
LOY0005351,CUS0049497,Gold,86216,2025-10-09,Active
LOY0005352,CUS0028360,Blue,24321,2015-10-03,Active
LOY0005353,CUS0015344,Platinum,105688,2024-10-27,Active
LOY0005354,CUS0001844,Silver,3332,2021-03-22,Active
LOY0005355,CUS0003908,Silver,115509,2016-08-09,Active
LOY0005356,CUS0006879,Platinum,221651,2016-06-28,Active
LOY0005357,CUS0000336,Silver,30004,2025-10-31,Expired
LOY0005358,CUS0046833,Silver,192236,2021-08-10,Expired
LOY0005359,CUS0024142,Blue,229839,2020-02-03,Active
LOY0005360,CUS0007545,Blue,204666,2016-08-27,Expired
LOY0005361,CUS0009019,Gold,198757,2022-03-19,Suspended
LOY0005362,CUS0007565,Blue,190836,2021-05-01,Expired
LOY0005363,CUS0005090,Silver,169387,2025-08-12,Suspended
LOY0005364,CUS0002030,Gold,243279,2015-09-01,Active
LOY0005365,CUS0026983,Silver,228481,2024-11-15,Suspended
LOY0005366,CUS0003406,Platinum,75948,2020-02-24,Active
LOY0005367,CUS0027017,Silver,191592,2022-06-18,Active
LOY0005368,CUS0058764,Blue,185598,2018-09-20,Active
LOY0005369,CUS0058550,Silver,223985,2019-03-14,Expired
LOY0005370,CUS0042371,Gold,222410,2025-09-25,Expired
LOY0005371,CUS0047286,Silver,32905,2023-02-18,Suspended
LOY0005372,CUS0003215,Blue,176875,2026-06-13,Active
LOY0005373,CUS0008116,Gold,169627,2025-10-19,Active
LOY0005374,CUS0051788,Silver,198184,2016-04-09,Active
LOY0005375,CUS0054324,Gold,151406,2025-05-31,Active
LOY0005376,CUS0021264,Silver,91175,2025-11-11,Active
LOY0005377,CUS0055101,Gold,66765,2026-04-29,Expired
LOY0005378,CUS0035330,Silver,233435,2019-02-02,Expired
LOY0005379,CUS0044066,Silver,17843,2019-08-18,Active
LOY0005380,CUS0056463,Silver,76083,2022-01-19,Expired
LOY0005381,CUS0032017,Gold,144939,2022-12-28,Active
LOY0005382,CUS0043121,Silver,190986,2023-11-13,Active
LOY0005383,CUS0053888,Silver,192907,2023-11-14,Active
LOY0005384,CUS0039837,Silver,22438,2019-03-25,Suspended
LOY0005385,CUS0056125,Gold,1544,2018-09-20,Active
LOY0005386,CUS0017660,Silver,15176,2015-02-06,Active
LOY0005387,CUS0059732,Silver,212313,2024-10-02,Active
LOY0005388,CUS0045350,Gold,34280,2017-03-25,Suspended
LOY0005389,CUS0015278,Silver,222590,2017-02-22,Active
LOY0005390,CUS0032487,Platinum,22250,2015-09-06,Active
LOY0005391,CUS0016123,Silver,53272,2025-08-19,Expired
LOY0005392,CUS0007516,Gold,100982,2021-04-06,Active
LOY0005393,CUS0034574,Gold,2077,2016-03-15,Expired
LOY0005394,CUS0025756,Silver,243540,2021-05-07,Active
LOY0005395,CUS0012354,Gold,202249,2015-04-01,Suspended
LOY0005396,CUS0005242,Blue,228404,2019-12-11,Active
LOY0005397,CUS0039617,Gold,50413,2018-12-10,Active
LOY0005398,CUS0042562,Silver,135271,2019-10-10,Active
LOY0005399,CUS0005715,Gold,77862,2025-10-17,Active
LOY0005400,CUS0052837,Platinum,168799,2026-04-03,Active
LOY0005401,CUS0011739,Platinum,28681,2019-11-13,Suspended
LOY0005402,CUS0026042,Gold,23685,2025-07-09,Expired
LOY0005403,CUS0040344,Silver,64343,2020-01-02,Active
LOY0005404,CUS0025172,Platinum,162272,2025-09-05,Active
LOY0005405,CUS0016908,Gold,117996,2022-02-06,Active
LOY0005406,CUS0046567,Gold,104807,2016-06-22,Suspended
LOY0005407,CUS0045790,Gold,13856,2025-10-14,Suspended
LOY0005408,CUS0052687,Silver,132240,2017-08-25,Active
LOY0005409,CUS0038716,Gold,241913,2018-04-08,Active
LOY0005410,CUS0039019,Platinum,5537,2025-06-10,Active
LOY0005411,CUS0017865,Silver,75333,2016-01-16,Suspended
LOY0005412,CUS0023504,Silver,222012,2015-01-26,Suspended
LOY0005413,CUS0014520,Platinum,76711,2017-02-21,Suspended
LOY0005414,CUS0035043,Silver,31670,2020-05-21,Active
LOY0005415,CUS0055457,Gold,237626,2025-01-25,Active
LOY0005416,CUS0051919,Gold,18350,2015-10-13,Suspended
LOY0005417,CUS0037974,Silver,208259,2025-09-26,Suspended
LOY0005418,CUS0005220,Gold,108484,2023-03-28,Active
LOY0005419,CUS0029596,Gold,83903,2020-05-29,Active
LOY0005420,CUS0004082,Gold,184640,2020-06-01,Active
LOY0005421,CUS0022602,Gold,60776,2019-09-04,Active
LOY0005422,CUS0054175,Gold,167366,2024-03-20,Suspended
LOY0005423,CUS0019997,Blue,209867,2023-06-03,Expired
LOY0005424,CUS0017235,Silver,130704,2024-06-08,Suspended
LOY0005425,CUS0005174,Platinum,52756,2020-04-03,Active
LOY0005426,CUS0041283,Silver,212776,2018-09-12,Active
LOY0005427,CUS0003045,Blue,45913,2024-03-03,Suspended
LOY0005428,CUS0046997,Gold,175827,2023-04-08,Active
LOY0005429,CUS0047453,Gold,134090,2023-06-03,Suspended
LOY0005430,CUS0051031,Blue,235254,2021-12-26,Active
LOY0005431,CUS0014094,Silver,113551,2023-02-15,Active
LOY0005432,CUS0021308,Silver,140342,2022-09-08,Expired
LOY0005433,CUS0047219,Blue,142447,2019-08-28,Active
LOY0005434,CUS0017507,Silver,85842,2018-05-01,Active
LOY0005435,CUS0028713,Gold,93351,2024-05-11,Active
LOY0005436,CUS0056386,Silver,239604,2019-08-31,Active
LOY0005437,CUS0014912,Silver,189292,2019-10-13,Active
LOY0005438,CUS0033942,Gold,222672,2015-04-04,Active
LOY0005439,CUS0034378,Platinum,107180,2024-04-15,Active
LOY0005440,CUS0053659,Blue,215502,2022-03-13,Suspended
LOY0005441,CUS0047455,Blue,14869,2018-08-28,Active
LOY0005442,CUS0021003,Silver,246811,2025-04-12,Suspended
LOY0005443,CUS0024637,Blue,246591,2023-04-20,Expired
LOY0005444,CUS0057736,Gold,95738,2018-12-23,Expired
LOY0005445,CUS0009527,Silver,50185,2017-12-22,Expired
LOY0005446,CUS0048661,Blue,174822,2021-02-19,Active
LOY0005447,CUS0023981,Blue,101431,2015-05-08,Active
LOY0005448,CUS0032920,Gold,93948,2018-01-03,Active
LOY0005449,CUS0045122,Gold,156336,2015-03-18,Active
LOY0005450,CUS0041257,Blue,155666,2015-06-01,Suspended
LOY0005451,CUS0031500,Silver,133940,2023-02-05,Expired
LOY0005452,CUS0006708,Silver,191684,2019-04-14,Active
LOY0005453,CUS0026263,Silver,233527,2022-09-11,Active
LOY0005454,CUS0004962,Gold,7200,2023-04-08,Active
LOY0005455,CUS0027484,Gold,221713,2025-11-18,Expired
LOY0005456,CUS0038093,Silver,164150,2019-12-10,Active
LOY0005457,CUS0037901,Silver,86006,2019-09-27,Suspended
LOY0005458,CUS0021644,Silver,194577,2023-08-04,Suspended
LOY0005459,CUS0044543,Platinum,214930,2019-03-14,Active
LOY0005460,CUS0035490,Platinum,5479,2024-12-13,Suspended
LOY0005461,CUS0035276,Blue,222185,2023-01-08,Active
LOY0005462,CUS0016826,Silver,25114,2020-12-17,Suspended
LOY0005463,CUS0052906,Blue,213430,2022-01-25,Expired
LOY0005464,CUS0046628,Gold,146315,2016-12-27,Expired
LOY0005465,CUS0024975,Gold,86683,2017-01-18,Active
LOY0005466,CUS0057729,Blue,6494,2022-03-12,Active
LOY0005467,CUS0024921,Silver,44502,2025-10-19,Active
LOY0005468,CUS0016805,Gold,227347,2020-11-03,Active
LOY0005469,CUS0003108,Blue,118035,2018-06-18,Expired
LOY0005470,CUS0025907,Silver,60880,2021-02-10,Expired
LOY0005471,CUS0054574,Blue,71598,2018-03-23,Expired
LOY0005472,CUS0043072,Silver,78089,2021-11-27,Expired
LOY0005473,CUS0012505,Silver,248952,2019-09-20,Expired
LOY0005474,CUS0037170,Blue,221791,2018-10-31,Active
LOY0005475,CUS0028323,Blue,36073,2025-04-15,Active
LOY0005476,CUS0043578,Gold,110302,2018-08-18,Active
LOY0005477,CUS0017767,Gold,108476,2026-02-20,Suspended
LOY0005478,CUS0045521,Blue,190344,2020-04-23,Active
LOY0005479,CUS0057902,Gold,142282,2019-04-01,Active
LOY0005480,CUS0048836,Platinum,132314,2023-07-23,Active
LOY0005481,CUS0022555,Blue,1367,2025-08-04,Active
LOY0005482,CUS0032749,Silver,249868,2015-06-20,Suspended
LOY0005483,CUS0000863,Silver,62340,2016-01-03,Active
LOY0005484,CUS0054321,Platinum,5779,2016-10-27,Active
LOY0005485,CUS0032505,Platinum,89684,2023-10-12,Expired
LOY0005486,CUS0011136,Blue,5543,2019-10-20,Suspended
LOY0005487,CUS0026480,Blue,119678,2021-09-25,Active
LOY0005488,CUS0020120,Blue,45289,2019-12-18,Expired
LOY0005489,CUS0002465,Blue,77918,2015-06-10,Expired
LOY0005490,CUS0039101,Platinum,205319,2022-04-09,Active
LOY0005491,CUS0052493,Silver,106406,2017-01-04,Expired
LOY0005492,CUS0048194,Gold,117917,2025-04-08,Active
LOY0005493,CUS0018663,Blue,85542,2023-12-02,Active
LOY0005494,CUS0046067,Platinum,39147,2015-05-25,Active
LOY0005495,CUS0055979,Gold,199361,2022-03-13,Active
LOY0005496,CUS0010967,Platinum,155050,2016-05-08,Suspended
LOY0005497,CUS0008171,Silver,58948,2015-02-19,Active
LOY0005498,CUS0027166,Silver,79684,2020-09-13,Suspended
LOY0005499,CUS0003910,Silver,68252,2017-02-25,Active
LOY0005500,CUS0052106,Gold,179908,2022-10-19,Active
LOY0005501,CUS0019914,Silver,213353,2024-06-30,Active
LOY0005502,CUS0035714,Blue,146308,2015-01-28,Suspended
LOY0005503,CUS0000951,Platinum,144061,2024-06-13,Active
LOY0005504,CUS0046679,Silver,239628,2015-07-09,Active
LOY0005505,CUS0030571,Gold,160311,2023-09-26,Active
LOY0005506,CUS0059423,Platinum,159567,2015-02-04,Active
LOY0005507,CUS0043596,Platinum,100495,2022-07-27,Active
LOY0005508,CUS0037785,Gold,91482,2025-02-19,Suspended
LOY0005509,CUS0000425,Platinum,5455,2015-06-14,Active
LOY0005510,CUS0019084,Silver,215788,2018-06-07,Active
LOY0005511,CUS0016468,Gold,218396,2017-09-30,Active
LOY0005512,CUS0006006,Gold,113074,2019-06-26,Suspended
LOY0005513,CUS0005870,Silver,25599,2020-02-19,Suspended
LOY0005514,CUS0048105,Gold,124027,2025-09-24,Active
LOY0005515,CUS0054889,Gold,98187,2015-06-04,Active
LOY0005516,CUS0038087,Silver,91024,2018-12-08,Suspended
LOY0005517,CUS0043114,Gold,248790,2015-11-25,Suspended
LOY0005518,CUS0024614,Blue,222433,2024-11-14,Expired
LOY0005519,CUS0013298,Gold,152877,2016-10-23,Active
LOY0005520,CUS0007747,Blue,204695,2021-06-01,Active
LOY0005521,CUS0003745,Silver,166075,2017-08-16,Active
LOY0005522,CUS0058636,Silver,127627,2023-07-02,Active
LOY0005523,CUS0029223,Gold,161590,2017-01-08,Suspended
LOY0005524,CUS0056621,Silver,247151,2020-04-02,Active
LOY0005525,CUS0059108,Silver,83304,2024-12-27,Expired
LOY0005526,CUS0002087,Gold,153091,2019-06-27,Expired
LOY0005527,CUS0026494,Gold,223525,2018-09-19,Expired
LOY0005528,CUS0015727,Silver,15421,2019-09-25,Suspended
LOY0005529,CUS0059742,Silver,108731,2019-08-08,Suspended
LOY0005530,CUS0040353,Silver,207339,2021-02-01,Expired
LOY0005531,CUS0025332,Silver,91753,2017-07-07,Active
LOY0005532,CUS0049391,Silver,85364,2023-02-03,Suspended
LOY0005533,CUS0024404,Silver,74767,2016-03-13,Active
LOY0005534,CUS0029935,Silver,124876,2022-11-09,Active
LOY0005535,CUS0020425,Gold,200388,2023-10-02,Active
LOY0005536,CUS0021607,Gold,59296,2017-01-24,Suspended
LOY0005537,CUS0019644,Gold,169543,2015-12-31,Suspended
LOY0005538,CUS0020349,Blue,219266,2015-08-30,Suspended
LOY0005539,CUS0037102,Gold,3684,2017-02-19,Expired
LOY0005540,CUS0019376,Silver,177433,2017-09-29,Expired
LOY0005541,CUS0020304,Blue,147489,2026-01-18,Active
LOY0005542,CUS0003146,Silver,127203,2018-10-22,Suspended
LOY0005543,CUS0054892,Platinum,195270,2022-07-22,Expired
LOY0005544,CUS0037706,Gold,57307,2026-04-25,Active
LOY0005545,CUS0040368,Gold,246266,2016-04-04,Active
LOY0005546,CUS0004657,Silver,151740,2015-01-15,Active
LOY0005547,CUS0021754,Platinum,42040,2021-04-05,Suspended
LOY0005548,CUS0001161,Gold,45185,2018-10-13,Expired
LOY0005549,CUS0037576,Silver,63948,2020-02-26,Suspended
LOY0005550,CUS0047193,Silver,47443,2020-03-24,Active
LOY0005551,CUS0047253,Gold,200914,2025-12-05,Active
LOY0005552,CUS0021105,Gold,243271,2025-04-26,Expired
LOY0005553,CUS0049679,Gold,194723,2015-05-12,Active
LOY0005554,CUS0052308,Silver,202566,2025-07-20,Active
LOY0005555,CUS0052632,Platinum,249899,2016-03-29,Active
LOY0005556,CUS0017496,Silver,14898,2020-04-15,Active
LOY0005557,CUS0052456,Blue,173248,2024-12-29,Expired
LOY0005558,CUS0042630,Silver,118181,2021-09-25,Active
LOY0005559,CUS0008355,Silver,111227,2019-08-28,Suspended
LOY0005560,CUS0037082,Silver,207251,2016-03-12,Expired
LOY0005561,CUS0056170,Platinum,44801,2015-01-28,Expired
LOY0005562,CUS0046521,Blue,195206,2021-07-20,Suspended
LOY0005563,CUS0053266,Blue,47083,2023-12-01,Active
LOY0005564,CUS0026086,Silver,80625,2023-09-06,Active
LOY0005565,CUS0010842,Blue,178525,2023-04-25,Active
LOY0005566,CUS0050822,Gold,54401,2015-12-01,Active
LOY0005567,CUS0005668,Blue,13971,2024-05-29,Suspended
LOY0005568,CUS0034499,Platinum,88970,2020-03-21,Active
LOY0005569,CUS0004418,Silver,214312,2017-02-26,Active
LOY0005570,CUS0018220,Blue,70564,2023-06-21,Active
LOY0005571,CUS0021455,Silver,179484,2018-08-02,Active
LOY0005572,CUS0036655,Blue,144880,2017-10-14,Active
LOY0005573,CUS0009582,Silver,248697,2025-07-10,Suspended
LOY0005574,CUS0041185,Blue,9966,2021-08-03,Suspended
LOY0005575,CUS0010325,Gold,39958,2019-06-25,Active
LOY0005576,CUS0042801,Silver,211759,2019-09-23,Active
LOY0005577,CUS0007831,Gold,53706,2025-07-25,Expired
LOY0005578,CUS0029176,Platinum,145887,2015-09-10,Suspended
LOY0005579,CUS0041685,Gold,225710,2015-10-15,Active
LOY0005580,CUS0009801,Silver,238110,2015-12-25,Suspended
LOY0005581,CUS0050949,Blue,198497,2026-02-17,Active
LOY0005582,CUS0045473,Silver,204479,2022-11-19,Active
LOY0005583,CUS0051224,Silver,51005,2015-06-16,Active
LOY0005584,CUS0009170,Gold,16205,2024-02-11,Expired
LOY0005585,CUS0042024,Gold,104852,2023-04-27,Active
LOY0005586,CUS0018208,Gold,107324,2022-11-11,Expired
LOY0005587,CUS0058284,Silver,80903,2024-04-30,Expired
LOY0005588,CUS0037809,Blue,134657,2016-09-11,Active
LOY0005589,CUS0057707,Silver,110053,2015-05-20,Suspended
LOY0005590,CUS0028445,Gold,192841,2020-08-06,Active
LOY0005591,CUS0056660,Silver,134140,2015-07-20,Active
LOY0005592,CUS0040692,Silver,220514,2023-12-29,Suspended
LOY0005593,CUS0059556,Silver,216076,2021-10-27,Expired
LOY0005594,CUS0021134,Blue,19132,2019-05-15,Expired
LOY0005595,CUS0001369,Blue,17783,2021-03-13,Expired
LOY0005596,CUS0037303,Silver,100722,2019-05-15,Expired
LOY0005597,CUS0011387,Gold,129140,2026-01-18,Active
LOY0005598,CUS0001078,Gold,19217,2016-09-21,Active
LOY0005599,CUS0005428,Silver,19980,2021-03-27,Active
LOY0005600,CUS0002343,Silver,96463,2015-03-23,Active
LOY0005601,CUS0055287,Blue,108405,2024-05-21,Active
LOY0005602,CUS0058293,Blue,29706,2023-12-19,Active
LOY0005603,CUS0032841,Blue,212792,2017-05-06,Expired
LOY0005604,CUS0021608,Silver,18197,2016-05-29,Active
LOY0005605,CUS0033784,Silver,117719,2019-09-12,Expired
LOY0005606,CUS0026501,Blue,223469,2021-10-26,Active
LOY0005607,CUS0041662,Blue,149023,2024-01-13,Suspended
LOY0005608,CUS0049873,Silver,229409,2024-02-27,Active
LOY0005609,CUS0033711,Blue,16891,2015-08-16,Expired
LOY0005610,CUS0005134,Blue,53227,2018-04-25,Expired
LOY0005611,CUS0041798,Platinum,135129,2018-02-13,Expired
LOY0005612,CUS0005133,Silver,187993,2023-10-29,Suspended
LOY0005613,CUS0004498,Gold,34719,2022-02-09,Expired
LOY0005614,CUS0013366,Platinum,90468,2016-01-04,Active
LOY0005615,CUS0039020,Silver,148753,2016-07-27,Active
LOY0005616,CUS0043939,Platinum,87442,2015-06-10,Active
LOY0005617,CUS0007114,Silver,92564,2024-10-07,Active
LOY0005618,CUS0010852,Gold,28944,2019-09-29,Active
LOY0005619,CUS0020744,Blue,141629,2024-11-03,Active
LOY0005620,CUS0045443,Silver,4293,2018-09-04,Active
LOY0005621,CUS0015911,Silver,231569,2015-01-23,Active
LOY0005622,CUS0027672,Gold,208368,2021-07-23,Active
LOY0005623,CUS0013972,Blue,143760,2020-05-22,Active
LOY0005624,CUS0038304,Blue,84571,2015-07-02,Active
LOY0005625,CUS0038141,Blue,83842,2021-09-28,Expired
LOY0005626,CUS0009335,Silver,127791,2019-07-08,Expired
LOY0005627,CUS0045625,Silver,23009,2022-05-23,Expired
LOY0005628,CUS0052839,Platinum,206916,2021-05-01,Active
LOY0005629,CUS0012228,Platinum,104505,2016-10-22,Active
LOY0005630,CUS0054100,Silver,96964,2019-02-13,Active
LOY0005631,CUS0022262,Silver,123040,2020-09-16,Active
LOY0005632,CUS0046006,Silver,194536,2025-08-21,Active
LOY0005633,CUS0029285,Silver,93433,2025-06-25,Active
LOY0005634,CUS0057133,Silver,136272,2018-02-22,Active
LOY0005635,CUS0022286,Gold,10852,2016-02-03,Suspended
LOY0005636,CUS0053730,Silver,12774,2025-12-28,Expired
LOY0005637,CUS0023554,Platinum,174303,2020-09-23,Active
LOY0005638,CUS0034955,Gold,79143,2017-03-17,Active
LOY0005639,CUS0048918,Gold,76902,2016-03-28,Active
LOY0005640,CUS0007102,Blue,158772,2015-01-05,Expired
LOY0005641,CUS0046154,Gold,78122,2022-06-15,Active
LOY0005642,CUS0035302,Silver,76411,2021-07-02,Expired
