booking_id,customer_id,booking_date,flight_id,channel,booking_status,total_amount,currency
BK00040141,CUS0030986,2025-10-14,FLT0014413,Mobile App,Confirmed,1355.25,USD
BK00040142,CUS0003353,2026-01-08,FLT0015966,Call Center,Confirmed,102.41,USD
BK00040143,CUS0039090,2025-06-26,FLT0033807,Travel Agent,Confirmed,3949.63,USD
BK00040144,CUS0027208,2026-01-08,FLT0004761,Website,Confirmed,3297.25,USD
BK00040145,CUS0034011,2025-12-13,FLT0024429,Travel Agent,Confirmed,913.78,CAD
BK00040146,CUS0027625,2025-09-17,FLT0046623,Travel Agent,Confirmed,996.43,USD
BK00040147,CUS0043868,2025-09-02,FLT0073697,Call Center,Confirmed,3670.7,GBP
BK00040148,CUS0026267,2026-01-19,FLT0070530,Website,Confirmed,346.62,GBP
BK00040149,CUS0008586,2025-11-25,FLT0017258,Travel Agent,Confirmed,2948.12,USD
BK00040150,CUS0028721,2026-06-22,FLT0046118,Website,Confirmed,100.86,GBP
BK00040151,CUS0019575,2026-03-17,FLT0007901,Mobile App,Confirmed,3860.19,USD
BK00040152,CUS0002788,2026-07-10,FLT0023026,Website,Confirmed,3150.59,GBP
BK00040153,CUS0025049,2025-10-01,FLT0048775,Call Center,Confirmed,1922.96,USD
BK00040154,CUS0002286,2026-02-19,FLT0015878,Airport Kiosk,Confirmed,2806.82,USD
BK00040155,CUS0049380,2025-10-17,FLT0079578,Travel Agent,Confirmed,4377.46,CAD
BK00040156,CUS0005183,2026-02-09,FLT0038611,Call Center,Confirmed,3212.31,EUR
BK00040157,CUS0027126,2026-02-26,FLT0063832,Call Center,Confirmed,4144.04,USD
BK00040158,CUS0045126,2026-01-26,FLT0068137,Travel Agent,Confirmed,2773.19,CAD
BK00040159,CUS0002715,2025-12-25,FLT0017461,Mobile App,Cancelled,4478.57,USD
BK00040160,CUS0001808,2025-08-04,FLT0049481,Mobile App,Cancelled,2761.25,USD
BK00040161,CUS0058366,2025-09-13,FLT0077675,Travel Agent,Confirmed,3714.09,EUR
BK00040162,CUS0028450,2025-06-22,FLT0027716,Mobile App,Confirmed,2459.02,USD
BK00040163,CUS0052750,2026-04-28,FLT0064363,Travel Agent,Confirmed,1864.87,USD
BK00040164,CUS0053106,2025-08-30,FLT0060317,Mobile App,Confirmed,2158.67,USD
BK00040165,CUS0001789,2025-04-30,FLT0027632,Travel Agent,Confirmed,3217.32,EUR
BK00040166,CUS0034875,2026-01-09,FLT0050706,Travel Agent,Confirmed,494.48,USD
BK00040167,CUS0043307,2026-02-12,FLT0007391,Call Center,Confirmed,1670.33,EUR
BK00040168,CUS0011374,2025-08-24,FLT0066460,Airport Kiosk,Confirmed,3566.31,EUR
BK00040169,CUS0051761,2026-07-15,FLT0066550,Call Center,Confirmed,3931.29,CAD
BK00040170,CUS0006564,2026-05-23,FLT0012882,Mobile App,Confirmed,3991.86,CAD
BK00040171,CUS0046802,2026-05-14,FLT0054552,Airport Kiosk,Confirmed,1970.34,USD
BK00040172,CUS0029093,2026-04-13,FLT0068006,Call Center,Confirmed,3845.08,USD
BK00040173,CUS0058914,2025-11-27,FLT0041905,Airport Kiosk,Cancelled,960.86,EUR
BK00040174,CUS0036495,2025-09-29,FLT0022566,Website,Confirmed,2219.91,CAD
BK00040175,CUS0018015,2026-03-29,FLT0008952,Website,Confirmed,2173.36,GBP
BK00040176,CUS0035006,2026-01-05,FLT0001198,Airport Kiosk,Confirmed,2955.03,USD
BK00040177,CUS0010897,2026-02-14,FLT0028027,Airport Kiosk,Confirmed,1830.08,EUR
BK00040178,CUS0020047,2026-04-12,FLT0021859,Website,Confirmed,686.46,EUR
BK00040179,CUS0019670,2025-10-13,FLT0055860,Mobile App,Confirmed,2380.94,USD
BK00040180,CUS0034720,2026-04-25,FLT0028936,Call Center,Confirmed,3782.13,EUR
BK00040181,CUS0050812,2025-08-12,FLT0074565,Website,Confirmed,988.92,USD
BK00040182,CUS0039738,2025-08-24,FLT0067586,Mobile App,Confirmed,4309.83,EUR
BK00040183,CUS0039948,2026-07-21,FLT0004499,Airport Kiosk,Confirmed,3973.75,EUR
BK00040184,CUS0050225,2026-04-21,FLT0078970,Website,Confirmed,454.51,USD
BK00040185,CUS0003233,2026-01-01,FLT0000011,Website,Confirmed,394.11,GBP
BK00040186,CUS0011451,2025-04-29,FLT0075358,Call Center,Confirmed,978.08,USD
BK00040187,CUS0034229,2026-04-12,FLT0029138,Call Center,Confirmed,3498.05,USD
BK00040188,CUS0040881,2026-05-20,FLT0005580,Travel Agent,Confirmed,4147.95,USD
BK00040189,CUS0052459,2025-05-23,FLT0021489,Airport Kiosk,Confirmed,1649.59,AUD
BK00040190,CUS0046816,2025-07-19,FLT0056908,Mobile App,Confirmed,1028.35,USD
BK00040191,CUS0051753,2025-10-25,FLT0022557,Airport Kiosk,Confirmed,3637.45,USD
BK00040192,CUS0024285,2025-08-01,FLT0072071,Travel Agent,Confirmed,2166.32,GBP
BK00040193,CUS0007218,2025-06-04,FLT0059694,Mobile App,Confirmed,3818.1,USD
BK00040194,CUS0028896,2025-11-16,FLT0021224,Airport Kiosk,Confirmed,1394.08,EUR
BK00040195,CUS0057794,2025-09-17,FLT0023981,Travel Agent,Confirmed,2217.1,AUD
BK00040196,CUS0036543,2025-12-04,FLT0019991,Travel Agent,Confirmed,3281.49,USD
BK00040197,CUS0008818,2025-12-20,FLT0057113,Website,Confirmed,4295.63,USD
BK00040198,CUS0015727,2026-04-08,FLT0023713,Travel Agent,Confirmed,1586.98,USD
BK00040199,CUS0006779,2025-12-17,FLT0046087,Travel Agent,Confirmed,2661.95,USD
BK00040200,CUS0002267,2025-12-30,FLT0066644,Travel Agent,Confirmed,1131.92,CAD
BK00040201,CUS0043321,2025-11-13,FLT0012350,Website,Confirmed,3243.67,CAD
BK00040202,CUS0031993,2025-07-23,FLT0011760,Website,Confirmed,2981.7,EUR
BK00040203,CUS0055706,2025-12-27,FLT0031366,Mobile App,Confirmed,2473.58,USD
BK00040204,CUS0058553,2026-05-20,FLT0009267,Website,Confirmed,4402.24,USD
BK00040205,CUS0019758,2025-03-24,FLT0067905,Website,Cancelled,4058.12,USD
BK00040206,CUS0032778,2025-07-05,FLT0031160,Mobile App,Confirmed,3592.03,USD
BK00040207,CUS0026981,2025-10-27,FLT0069672,Website,Confirmed,3737.53,USD
BK00040208,CUS0007714,2025-04-12,FLT0041912,Travel Agent,Confirmed,650.58,AUD
BK00040209,CUS0008931,2025-07-15,FLT0047544,Travel Agent,Confirmed,1998.36,GBP
BK00040210,CUS0059818,2025-06-11,FLT0029376,Mobile App,Cancelled,921.73,USD
BK00040211,CUS0051750,2025-04-24,FLT0049316,Call Center,Confirmed,2963.99,USD
BK00040212,CUS0029660,2025-10-19,FLT0069069,Mobile App,Cancelled,857.2,CAD
BK00040213,CUS0008894,2025-07-28,FLT0028456,Mobile App,Confirmed,2440.13,GBP
BK00040214,CUS0046535,2026-02-07,FLT0009311,Mobile App,Confirmed,2246.04,CAD
BK00040215,CUS0001372,2025-08-09,FLT0078796,Mobile App,Confirmed,205.85,USD
BK00040216,CUS0004669,2025-07-20,FLT0066171,Mobile App,Confirmed,2675.44,USD
BK00040217,CUS0055946,2025-12-18,FLT0013694,Mobile App,Confirmed,761.91,GBP
BK00040218,CUS0053035,2025-12-04,FLT0025349,Call Center,Confirmed,3886.35,USD
BK00040219,CUS0018500,2025-11-25,FLT0044827,Airport Kiosk,Confirmed,2282.27,EUR
BK00040220,CUS0037702,2025-05-09,FLT0064709,Travel Agent,Confirmed,196.71,EUR
BK00040221,CUS0049957,2025-10-20,FLT0036634,Website,Confirmed,761.35,USD
BK00040222,CUS0017286,2025-07-15,FLT0061248,Airport Kiosk,Confirmed,954.6,USD
BK00040223,CUS0015213,2026-02-16,FLT0027732,Call Center,Confirmed,578.17,GBP
BK00040224,CUS0054682,2026-02-06,FLT0065028,Call Center,Confirmed,4229.18,USD
BK00040225,CUS0021773,2025-11-29,FLT0037667,Website,Confirmed,2000.06,USD
BK00040226,CUS0009352,2026-06-11,FLT0012233,Call Center,Confirmed,3812.97,USD
BK00040227,CUS0007839,2026-02-11,FLT0007481,Website,Confirmed,3280.52,EUR
BK00040228,CUS0010057,2025-08-13,FLT0016442,Mobile App,Confirmed,2175.35,USD
BK00040229,CUS0002360,2025-07-30,FLT0045943,Airport Kiosk,Confirmed,4104.39,EUR
BK00040230,CUS0012019,2025-06-14,FLT0058434,Website,Confirmed,4252.67,USD
BK00040231,CUS0013541,2026-06-08,FLT0028981,Travel Agent,Cancelled,135.77,AUD
BK00040232,CUS0018239,2025-08-31,FLT0078598,Call Center,Cancelled,322.48,EUR
BK00040233,CUS0023931,2025-11-29,FLT0020572,Airport Kiosk,Confirmed,1799.74,AUD
BK00040234,CUS0057391,2025-06-08,FLT0054763,Call Center,Confirmed,1357.32,USD
BK00040235,CUS0040850,2025-12-15,FLT0047614,Call Center,Confirmed,1096.2,USD
BK00040236,CUS0001548,2026-02-26,FLT0023679,Website,Confirmed,4184.28,USD
BK00040237,CUS0023024,2026-05-12,FLT0044110,Travel Agent,Confirmed,3595.75,USD
BK00040238,CUS0004859,2026-04-21,FLT0020051,Airport Kiosk,Confirmed,3437.37,USD
BK00040239,CUS0008975,2026-04-13,FLT0050756,Website,Confirmed,4056.36,USD
BK00040240,CUS0009760,2025-12-31,FLT0001123,Travel Agent,Confirmed,522.36,EUR
BK00040241,CUS0009609,2025-07-25,FLT0010013,Mobile App,Confirmed,3665.43,USD
BK00040242,CUS0006523,2026-07-18,FLT0061001,Website,Confirmed,1283.26,EUR
BK00040243,CUS0030277,2025-12-10,FLT0068142,Travel Agent,Confirmed,2298.63,USD
BK00040244,CUS0011829,2025-10-17,FLT0047939,Travel Agent,Confirmed,3240.47,AUD
BK00040245,CUS0051975,2025-06-18,FLT0020754,Website,Confirmed,3729.73,EUR
BK00040246,CUS0032255,2025-05-18,FLT0023882,Call Center,Confirmed,4053.51,GBP
BK00040247,CUS0032290,2025-06-22,FLT0054884,Website,Confirmed,2480.36,USD
BK00040248,CUS0027764,2025-09-14,FLT0070983,Website,Confirmed,3181.84,EUR
BK00040249,CUS0039226,2025-06-07,FLT0036105,Call Center,Confirmed,2363.35,USD
BK00040250,CUS0026426,2025-06-18,FLT0015798,Call Center,Confirmed,3445.31,USD
BK00040251,CUS0018862,2026-05-23,FLT0036965,Website,Confirmed,1237.58,USD
BK00040252,CUS0008481,2026-05-15,FLT0009258,Travel Agent,Confirmed,3001.76,USD
BK00040253,CUS0003485,2026-06-12,FLT0071254,Mobile App,Confirmed,4064.7,USD
BK00040254,CUS0055573,2025-03-31,FLT0078194,Website,Confirmed,2179.37,USD
BK00040255,CUS0042256,2025-04-29,FLT0068565,Mobile App,Confirmed,2056.3,USD
BK00040256,CUS0053395,2025-10-25,FLT0076211,Airport Kiosk,Confirmed,3021.71,USD
BK00040257,CUS0056158,2026-03-07,FLT0062525,Website,Confirmed,3273.23,USD
BK00040258,CUS0008321,2026-05-26,FLT0056359,Call Center,Confirmed,2841.83,USD
BK00040259,CUS0017662,2025-11-04,FLT0063843,Website,Cancelled,1181.63,USD
BK00040260,CUS0034366,2025-10-10,FLT0012754,Mobile App,Confirmed,3148.04,AUD
BK00040261,CUS0050787,2025-08-12,FLT0003396,Website,Confirmed,394.32,USD
BK00040262,CUS0028033,2026-06-28,FLT0054738,Airport Kiosk,Confirmed,2197.76,GBP
BK00040263,CUS0006467,2025-11-12,FLT0054121,Airport Kiosk,Confirmed,1406.06,USD
BK00040264,CUS0056704,2026-01-14,FLT0066496,Travel Agent,Confirmed,2915.66,GBP
BK00040265,CUS0037074,2026-02-01,FLT0054409,Travel Agent,Confirmed,2569.77,USD
BK00040266,CUS0021739,2025-07-07,FLT0053901,Website,Cancelled,2255.58,CAD
BK00040267,CUS0005520,2026-01-26,FLT0050477,Website,Confirmed,3636.51,USD
BK00040268,CUS0021924,2025-10-20,FLT0013732,Airport Kiosk,Confirmed,3957.7,GBP
BK00040269,CUS0042654,2025-08-26,FLT0004900,Airport Kiosk,Confirmed,1498.25,USD
BK00040270,CUS0000274,2026-06-11,FLT0059098,Travel Agent,Confirmed,87.72,EUR
BK00040271,CUS0036800,2025-08-28,FLT0072174,Mobile App,Confirmed,2546.41,USD
BK00040272,CUS0030284,2026-02-11,FLT0005137,Website,Cancelled,225.39,AUD
BK00040273,CUS0057451,2025-04-08,FLT0070830,Website,Confirmed,2285.57,GBP
BK00040274,CUS0028607,2025-06-30,FLT0031074,Website,Confirmed,3231.7,CAD
BK00040275,CUS0002580,2025-05-16,FLT0076943,Travel Agent,Confirmed,2465.96,USD
BK00040276,CUS0006934,2025-05-07,FLT0058948,Mobile App,Confirmed,1012.48,USD
BK00040277,CUS0021531,2025-06-07,FLT0003297,Website,Confirmed,3047.88,USD
BK00040278,CUS0030548,2026-02-19,FLT0008910,Website,Confirmed,2856.16,CAD
BK00040279,CUS0027756,2026-06-02,FLT0062848,Airport Kiosk,Confirmed,2295.37,USD
BK00040280,CUS0030163,2025-09-22,FLT0002870,Call Center,Confirmed,4480.84,USD
BK00040281,CUS0046956,2026-05-15,FLT0079673,Travel Agent,Confirmed,1309.44,EUR
BK00040282,CUS0044338,2025-08-27,FLT0042775,Call Center,Confirmed,2778.23,AUD
BK00040283,CUS0015086,2026-06-13,FLT0016806,Airport Kiosk,Confirmed,2071.9,USD
BK00040284,CUS0047406,2025-09-08,FLT0071608,Travel Agent,Confirmed,3223.27,USD
BK00040285,CUS0033507,2025-07-06,FLT0030449,Call Center,Confirmed,2594.64,USD
BK00040286,CUS0036542,2026-07-25,FLT0022648,Travel Agent,Confirmed,1487.0,GBP
BK00040287,CUS0017275,2026-07-30,FLT0056227,Airport Kiosk,Confirmed,1615.94,USD
BK00040288,CUS0020661,2026-06-09,FLT0029271,Website,Confirmed,3416.82,EUR
BK00040289,CUS0045768,2025-04-15,FLT0066059,Mobile App,Confirmed,3011.61,USD
BK00040290,CUS0043229,2026-02-22,FLT0062230,Travel Agent,Confirmed,3542.31,EUR
BK00040291,CUS0037737,2025-05-17,FLT0042547,Mobile App,Confirmed,421.89,USD
BK00040292,CUS0008485,2025-08-28,FLT0017904,Mobile App,Confirmed,1996.15,USD
BK00040293,CUS0022216,2025-06-02,FLT0073276,Travel Agent,Confirmed,1014.45,USD
BK00040294,CUS0044219,2025-02-18,FLT0016166,Call Center,Confirmed,418.53,USD
BK00040295,CUS0014614,2025-10-31,FLT0048399,Website,Confirmed,1478.35,USD
BK00040296,CUS0016347,2025-08-03,FLT0040245,Airport Kiosk,Confirmed,429.37,GBP
BK00040297,CUS0034658,2026-03-08,FLT0054191,Airport Kiosk,Confirmed,4126.62,EUR
BK00040298,CUS0048351,2025-12-15,FLT0019728,Airport Kiosk,Confirmed,3527.01,USD
BK00040299,CUS0042691,2026-01-19,FLT0059717,Airport Kiosk,Confirmed,2681.82,EUR
BK00040300,CUS0026120,2025-11-09,FLT0027987,Mobile App,Confirmed,2157.15,CAD
BK00040301,CUS0007008,2025-10-26,FLT0023697,Website,Confirmed,3738.05,GBP
BK00040302,CUS0040871,2025-09-02,FLT0051545,Airport Kiosk,Cancelled,4166.94,USD
BK00040303,CUS0017873,2026-04-18,FLT0048346,Call Center,Confirmed,4352.72,EUR
BK00040304,CUS0043526,2025-07-25,FLT0057512,Call Center,Confirmed,3609.04,GBP
BK00040305,CUS0012064,2026-05-05,FLT0040327,Mobile App,Confirmed,2838.02,AUD
BK00040306,CUS0009458,2025-09-10,FLT0028595,Airport Kiosk,Confirmed,766.58,USD
BK00040307,CUS0039344,2025-11-18,FLT0057557,Airport Kiosk,Confirmed,3520.42,USD
BK00040308,CUS0040398,2025-08-26,FLT0068183,Travel Agent,Cancelled,1833.35,USD
BK00040309,CUS0006529,2026-05-31,FLT0058176,Mobile App,Confirmed,3251.23,USD
BK00040310,CUS0022951,2026-04-09,FLT0071269,Website,Confirmed,4028.51,USD
BK00040311,CUS0025466,2025-07-21,FLT0033512,Call Center,Confirmed,1066.31,USD
BK00040312,CUS0039580,2026-03-08,FLT0061343,Airport Kiosk,Confirmed,2175.97,USD
BK00040313,CUS0046243,2025-10-21,FLT0061697,Airport Kiosk,Confirmed,2746.26,USD
BK00040314,CUS0017337,2026-03-22,FLT0040012,Mobile App,Confirmed,2366.12,USD
BK00040315,CUS0006781,2026-03-11,FLT0044187,Call Center,Confirmed,4167.58,USD
BK00040316,CUS0053165,2025-10-04,FLT0017485,Travel Agent,Confirmed,1742.49,USD
BK00040317,CUS0000242,2025-06-27,FLT0059844,Call Center,Confirmed,2079.22,USD
BK00040318,CUS0059238,2025-09-21,FLT0022028,Call Center,Confirmed,951.62,USD
BK00040319,CUS0050956,2025-08-15,FLT0077902,Website,Cancelled,3584.64,USD
BK00040320,CUS0025684,2025-11-22,FLT0039553,Website,Confirmed,2952.61,USD
BK00040321,CUS0043569,2026-02-25,FLT0017839,Website,Cancelled,208.55,USD
BK00040322,CUS0051890,2025-10-03,FLT0072192,Airport Kiosk,Confirmed,198.98,USD
BK00040323,CUS0059145,2025-12-27,FLT0045104,Airport Kiosk,Confirmed,2885.17,USD
BK00040324,CUS0046927,2026-01-17,FLT0035027,Website,Confirmed,401.32,GBP
BK00040325,CUS0047139,2026-04-02,FLT0058581,Call Center,Confirmed,2235.99,USD
BK00040326,CUS0022548,2026-01-27,FLT0058294,Call Center,Cancelled,3784.85,USD
BK00040327,CUS0055665,2026-04-17,FLT0031958,Call Center,Confirmed,2730.4,GBP
BK00040328,CUS0009419,2025-07-16,FLT0017580,Mobile App,Confirmed,4130.03,USD
BK00040329,CUS0004741,2026-06-07,FLT0026738,Mobile App,Confirmed,3902.44,GBP
BK00040330,CUS0038257,2025-09-16,FLT0035770,Website,Confirmed,1387.75,USD
BK00040331,CUS0035278,2025-10-08,FLT0058521,Call Center,Confirmed,2758.64,GBP
BK00040332,CUS0023135,2025-09-07,FLT0050487,Travel Agent,Confirmed,2597.51,CAD
BK00040333,CUS0013822,2025-06-03,FLT0052692,Mobile App,Confirmed,1168.46,CAD
BK00040334,CUS0022437,2025-05-14,FLT0044216,Travel Agent,Confirmed,1661.45,CAD
BK00040335,CUS0049808,2026-04-10,FLT0007342,Travel Agent,Confirmed,3193.77,AUD
BK00040336,CUS0031896,2025-08-31,FLT0079807,Airport Kiosk,Confirmed,333.81,CAD
BK00040337,CUS0046704,2025-08-30,FLT0031071,Mobile App,Confirmed,3397.11,EUR
BK00040338,CUS0016633,2025-07-27,FLT0066152,Mobile App,Confirmed,4465.37,AUD
BK00040339,CUS0051740,2025-07-03,FLT0007140,Call Center,Confirmed,130.71,USD
BK00040340,CUS0013789,2025-08-16,FLT0043999,Website,Cancelled,204.34,CAD
BK00040341,CUS0055546,2025-09-20,FLT0058931,Call Center,Confirmed,2616.42,USD
BK00040342,CUS0030611,2026-05-16,FLT0068630,Mobile App,Confirmed,268.56,USD
BK00040343,CUS0026667,2025-11-18,FLT0048453,Airport Kiosk,Confirmed,4314.95,USD
BK00040344,CUS0021481,2025-11-17,FLT0055304,Travel Agent,Confirmed,2684.41,USD
BK00040345,CUS0037489,2025-08-07,FLT0069143,Call Center,Confirmed,1942.52,USD
BK00040346,CUS0015551,2026-07-05,FLT0036667,Travel Agent,Confirmed,710.99,CAD
BK00040347,CUS0014107,2026-02-20,FLT0004449,Travel Agent,Confirmed,910.17,CAD
BK00040348,CUS0044098,2025-06-28,FLT0001818,Website,Cancelled,619.77,EUR
BK00040349,CUS0011008,2025-07-01,FLT0000324,Travel Agent,Confirmed,2515.46,USD
BK00040350,CUS0006402,2025-08-24,FLT0024176,Website,Confirmed,114.64,USD
BK00040351,CUS0047275,2025-07-06,FLT0035005,Call Center,Confirmed,2512.87,EUR
BK00040352,CUS0038603,2026-02-18,FLT0027248,Mobile App,Confirmed,1436.8,AUD
BK00040353,CUS0019707,2025-05-18,FLT0009575,Website,Confirmed,3245.96,USD
BK00040354,CUS0022533,2025-09-17,FLT0048349,Call Center,Confirmed,1794.28,USD
BK00040355,CUS0021913,2025-10-07,FLT0070212,Mobile App,Confirmed,344.13,USD
BK00040356,CUS0044390,2026-01-15,FLT0025890,Mobile App,Confirmed,2134.33,EUR
BK00040357,CUS0044977,2025-07-12,FLT0071530,Airport Kiosk,Confirmed,574.69,USD
BK00040358,CUS0042884,2026-01-05,FLT0015642,Mobile App,Confirmed,470.48,USD
BK00040359,CUS0004858,2025-07-29,FLT0024227,Travel Agent,Confirmed,3531.7,USD
BK00040360,CUS0029547,2025-03-24,FLT0077173,Call Center,Confirmed,719.01,EUR
BK00040361,CUS0012576,2025-07-09,FLT0002515,Call Center,Confirmed,1832.07,AUD
BK00040362,CUS0033060,2026-01-01,FLT0074602,Airport Kiosk,Confirmed,2938.62,USD
BK00040363,CUS0027681,2026-05-11,FLT0078543,Mobile App,Confirmed,2684.37,USD
BK00040364,CUS0018234,2025-08-11,FLT0074584,Website,Confirmed,4472.71,AUD
BK00040365,CUS0039060,2026-01-14,FLT0064678,Airport Kiosk,Confirmed,1935.85,USD
BK00040366,CUS0014694,2025-12-08,FLT0060798,Travel Agent,Confirmed,2386.45,GBP
BK00040367,CUS0031172,2025-08-17,FLT0041698,Call Center,Cancelled,3176.54,EUR
BK00040368,CUS0013724,2025-08-01,FLT0049583,Mobile App,Confirmed,1434.65,USD
BK00040369,CUS0012806,2026-02-13,FLT0046715,Travel Agent,Confirmed,4166.73,AUD
BK00040370,CUS0041931,2026-02-22,FLT0059835,Website,Confirmed,2596.73,USD
BK00040371,CUS0054980,2026-05-17,FLT0072018,Mobile App,Confirmed,1035.71,GBP
BK00040372,CUS0028469,2026-02-20,FLT0005297,Website,Cancelled,2082.3,USD
BK00040373,CUS0002915,2026-02-01,FLT0001133,Mobile App,Confirmed,2075.31,USD
BK00040374,CUS0055627,2025-11-23,FLT0020149,Travel Agent,Cancelled,1129.18,USD
BK00040375,CUS0016674,2026-05-03,FLT0030273,Mobile App,Confirmed,1022.49,USD
BK00040376,CUS0029782,2025-09-23,FLT0061259,Website,Confirmed,2460.08,CAD
BK00040377,CUS0021609,2025-02-11,FLT0040695,Website,Confirmed,3627.2,USD
BK00040378,CUS0043615,2025-09-23,FLT0038288,Airport Kiosk,Confirmed,961.39,USD
BK00040379,CUS0041432,2026-03-07,FLT0040540,Call Center,Confirmed,4170.71,EUR
BK00040380,CUS0053484,2026-05-10,FLT0069811,Website,Confirmed,557.01,USD
BK00040381,CUS0020412,2025-05-01,FLT0053322,Airport Kiosk,Confirmed,953.0,USD
BK00040382,CUS0031580,2025-10-11,FLT0066813,Website,Confirmed,2803.75,EUR
BK00040383,CUS0010139,2026-06-09,FLT0032280,Call Center,Confirmed,170.22,EUR
BK00040384,CUS0055779,2026-04-26,FLT0067524,Airport Kiosk,Confirmed,1673.72,EUR
BK00040385,CUS0049604,2026-01-13,FLT0033501,Travel Agent,Confirmed,2887.67,EUR
BK00040386,CUS0056706,2025-11-08,FLT0058973,Call Center,Confirmed,1356.76,USD
BK00040387,CUS0008719,2025-12-17,FLT0054187,Call Center,Confirmed,1884.69,CAD
BK00040388,CUS0054405,2025-05-27,FLT0032527,Travel Agent,Confirmed,2314.17,AUD
BK00040389,CUS0018583,2026-01-15,FLT0070343,Airport Kiosk,Confirmed,3031.87,GBP
BK00040390,CUS0037592,2025-06-09,FLT0004860,Travel Agent,Confirmed,2212.99,GBP
BK00040391,CUS0028701,2026-02-26,FLT0041816,Airport Kiosk,Confirmed,1084.86,GBP
BK00040392,CUS0017339,2026-03-06,FLT0043733,Call Center,Confirmed,556.13,GBP
BK00040393,CUS0054943,2025-04-26,FLT0052224,Mobile App,Confirmed,2429.78,AUD
BK00040394,CUS0031541,2025-08-06,FLT0018763,Airport Kiosk,Confirmed,1544.77,GBP
BK00040395,CUS0005393,2025-11-24,FLT0034625,Travel Agent,Confirmed,2832.43,USD
BK00040396,CUS0008118,2025-10-18,FLT0028356,Airport Kiosk,Confirmed,1863.13,USD
BK00040397,CUS0027479,2025-10-02,FLT0007997,Mobile App,Confirmed,3398.66,AUD
BK00040398,CUS0016845,2026-01-14,FLT0032233,Travel Agent,Confirmed,1311.64,AUD
BK00040399,CUS0044825,2026-03-02,FLT0036309,Mobile App,Confirmed,608.38,USD
BK00040400,CUS0027724,2026-01-10,FLT0044513,Call Center,Confirmed,229.59,USD
BK00040401,CUS0030185,2025-11-26,FLT0026323,Airport Kiosk,Confirmed,2641.41,EUR
BK00040402,CUS0004217,2026-03-26,FLT0029901,Website,Confirmed,4312.17,USD
BK00040403,CUS0032567,2025-04-10,FLT0065659,Mobile App,Confirmed,856.45,USD
BK00040404,CUS0057497,2025-06-24,FLT0018643,Website,Confirmed,2497.84,EUR
BK00040405,CUS0058740,2026-05-06,FLT0060349,Airport Kiosk,Confirmed,187.07,EUR
BK00040406,CUS0012077,2025-09-25,FLT0069045,Mobile App,Cancelled,2303.97,EUR
BK00040407,CUS0006333,2026-04-26,FLT0072237,Airport Kiosk,Confirmed,4489.7,USD
BK00040408,CUS0009068,2025-09-06,FLT0018779,Call Center,Confirmed,258.93,USD
BK00040409,CUS0059346,2025-07-27,FLT0000162,Mobile App,Confirmed,4244.02,USD
BK00040410,CUS0045138,2026-01-17,FLT0004077,Airport Kiosk,Confirmed,4168.75,USD
BK00040411,CUS0050431,2025-07-15,FLT0022112,Airport Kiosk,Confirmed,2442.51,USD
BK00040412,CUS0044674,2026-03-20,FLT0044580,Airport Kiosk,Confirmed,4378.77,USD
BK00040413,CUS0028632,2026-01-15,FLT0058654,Website,Confirmed,571.74,USD
BK00040414,CUS0034470,2025-05-14,FLT0006927,Travel Agent,Confirmed,696.36,USD
BK00040415,CUS0013854,2026-03-28,FLT0001068,Airport Kiosk,Confirmed,498.96,AUD
BK00040416,CUS0032505,2025-06-18,FLT0031592,Travel Agent,Confirmed,2165.57,USD
BK00040417,CUS0051057,2026-01-26,FLT0052577,Website,Confirmed,947.3,USD
BK00040418,CUS0000629,2026-04-09,FLT0032896,Airport Kiosk,Confirmed,291.1,USD
BK00040419,CUS0049002,2025-10-20,FLT0006936,Website,Confirmed,2112.6,EUR
BK00040420,CUS0053047,2025-10-07,FLT0057018,Travel Agent,Confirmed,3270.19,USD
BK00040421,CUS0055859,2026-04-27,FLT0030189,Travel Agent,Confirmed,653.06,USD
BK00040422,CUS0000714,2025-05-11,FLT0028976,Mobile App,Confirmed,4369.16,USD
BK00040423,CUS0020368,2026-04-26,FLT0050087,Call Center,Confirmed,1621.82,USD
BK00040424,CUS0055937,2025-10-09,FLT0038098,Airport Kiosk,Confirmed,4015.9,USD
BK00040425,CUS0059546,2025-12-17,FLT0077522,Website,Confirmed,2879.71,GBP
BK00040426,CUS0052200,2025-08-10,FLT0058673,Call Center,Confirmed,1321.11,USD
BK00040427,CUS0008720,2025-11-19,FLT0073213,Mobile App,Confirmed,4098.0,GBP
BK00040428,CUS0011753,2025-10-10,FLT0001479,Website,Confirmed,4396.28,USD
BK00040429,CUS0055474,2025-08-16,FLT0007974,Airport Kiosk,Cancelled,252.76,USD
BK00040430,CUS0041488,2026-02-09,FLT0039275,Call Center,Confirmed,1590.17,CAD
BK00040431,CUS0044264,2026-03-24,FLT0037714,Call Center,Confirmed,3924.45,USD
BK00040432,CUS0025791,2025-09-23,FLT0036026,Call Center,Confirmed,2870.07,EUR
BK00040433,CUS0019524,2025-04-24,FLT0055052,Mobile App,Confirmed,3193.37,EUR
BK00040434,CUS0028171,2025-05-11,FLT0043405,Website,Confirmed,2961.64,EUR
BK00040435,CUS0045709,2025-11-03,FLT0017465,Travel Agent,Confirmed,2075.81,USD
BK00040436,CUS0039430,2026-05-13,FLT0043340,Airport Kiosk,Confirmed,2346.7,EUR
