history_id,aircraft_id,maintenance_date,maintenance_type,cost,next_due_date
AMH001425,ACFT00446,2023-09-25,Unscheduled Repair,225032.67,2025-05-13
AMH001426,ACFT00294,2026-05-23,C-Check,394914.38,2027-06-27
AMH001427,ACFT00062,2025-01-15,C-Check,300002.64,2026-08-16
AMH001428,ACFT00149,2020-07-26,B-Check,198561.63,2022-05-23
AMH001429,ACFT00206,2024-06-05,Unscheduled Repair,155575.07,2024-11-28
AMH001430,ACFT00402,2018-04-09,C-Check,283585.12,2019-07-06
AMH001431,ACFT00537,2019-06-17,A-Check,109923.11,2020-03-18
AMH001432,ACFT00331,2023-06-09,D-Check,333631.02,2025-04-17
AMH001433,ACFT00541,2020-06-27,A-Check,240152.74,2021-08-28
AMH001434,ACFT00533,2024-07-02,C-Check,25231.02,2025-10-08
AMH001435,ACFT00240,2022-10-13,A-Check,286459.05,2023-11-28
AMH001436,ACFT00582,2019-07-17,B-Check,314369.28,2020-08-18
AMH001437,ACFT00138,2019-02-20,A-Check,80506.41,2020-02-01
AMH001438,ACFT00362,2023-10-14,A-Check,432902.0,2024-07-12
AMH001439,ACFT00542,2020-02-27,B-Check,486884.05,2021-12-10
AMH001440,ACFT00454,2023-10-04,B-Check,344253.62,2025-01-31
AMH001441,ACFT00351,2019-12-31,A-Check,187975.96,2020-11-30
AMH001442,ACFT00368,2023-05-11,A-Check,429736.22,2025-04-05
AMH001443,ACFT00439,2023-06-10,A-Check,277083.13,2025-06-07
AMH001444,ACFT00345,2024-09-05,D-Check,168511.32,2026-08-29
AMH001445,ACFT00435,2020-01-15,A-Check,334225.93,2020-08-27
AMH001446,ACFT00023,2024-11-11,A-Check,11333.46,2025-10-15
AMH001447,ACFT00378,2018-12-30,A-Check,153997.39,2020-01-12
AMH001448,ACFT00157,2021-11-30,C-Check,451379.82,2022-09-26
AMH001449,ACFT00135,2024-02-08,D-Check,34544.03,2024-06-05
AMH001450,ACFT00301,2019-09-19,B-Check,452347.6,2021-09-14
AMH001451,ACFT00209,2022-05-12,A-Check,125411.34,2022-10-15
AMH001452,ACFT00238,2024-09-24,C-Check,423430.19,2026-05-26
AMH001453,ACFT00369,2022-07-10,B-Check,457433.86,2023-12-17
AMH001454,ACFT00084,2019-03-31,B-Check,455732.37,2020-02-01
AMH001455,ACFT00226,2024-04-25,B-Check,191030.2,2025-12-27
AMH001456,ACFT00403,2024-04-10,A-Check,125868.47,2024-07-12
AMH001457,ACFT00315,2023-11-17,B-Check,69320.33,2024-05-15
AMH001458,ACFT00179,2019-07-24,A-Check,341889.28,2021-04-09
AMH001459,ACFT00214,2021-05-07,C-Check,157646.06,2022-05-16
AMH001460,ACFT00272,2023-04-25,A-Check,395728.66,2023-12-28
AMH001461,ACFT00553,2024-03-17,A-Check,188679.07,2025-10-16
AMH001462,ACFT00378,2020-07-12,A-Check,309003.73,2021-12-10
AMH001463,ACFT00300,2026-06-19,A-Check,150579.08,2028-04-29
AMH001464,ACFT00183,2019-07-24,A-Check,54059.66,2020-12-05
AMH001465,ACFT00429,2021-03-06,D-Check,445729.4,2022-11-19
AMH001466,ACFT00209,2023-06-13,A-Check,222270.44,2024-12-10
AMH001467,ACFT00101,2023-12-17,A-Check,409634.55,2025-08-23
AMH001468,ACFT00008,2023-09-06,C-Check,259821.83,2025-03-24
AMH001469,ACFT00515,2024-11-07,A-Check,120188.69,2026-04-05
AMH001470,ACFT00277,2018-08-03,A-Check,105576.6,2019-02-10
AMH001471,ACFT00551,2021-05-19,C-Check,428703.43,2021-10-23
AMH001472,ACFT00240,2024-09-22,D-Check,84740.9,2025-01-19
AMH001473,ACFT00199,2024-07-25,B-Check,484882.17,2025-07-08
AMH001474,ACFT00580,2020-05-03,C-Check,113803.06,2021-09-06
AMH001475,ACFT00085,2024-04-08,D-Check,495861.21,2024-10-27
AMH001476,ACFT00388,2022-09-27,D-Check,128803.13,2024-08-08
AMH001477,ACFT00328,2021-01-12,B-Check,7726.15,2022-12-20
AMH001478,ACFT00261,2020-09-05,Unscheduled Repair,368464.72,2021-07-11
AMH001479,ACFT00326,2025-09-22,D-Check,261914.88,2026-03-19
AMH001480,ACFT00190,2026-07-20,B-Check,406249.95,2027-04-15
AMH001481,ACFT00548,2018-07-05,C-Check,56777.08,2019-09-20
AMH001482,ACFT00411,2021-02-28,C-Check,304665.33,2022-03-13
AMH001483,ACFT00228,2024-12-18,C-Check,296490.1,2026-04-29
AMH001484,ACFT00120,2019-01-02,A-Check,227792.91,2020-02-11
AMH001485,ACFT00329,2022-09-01,B-Check,457297.72,2023-11-12
AMH001486,ACFT00493,2026-02-01,C-Check,136346.4,2027-12-26
AMH001487,ACFT00410,2019-01-23,A-Check,301831.91,2020-02-29
AMH001488,ACFT00495,2020-02-17,A-Check,114157.63,2021-08-10
AMH001489,ACFT00548,2021-03-02,A-Check,228929.94,2022-12-16
AMH001490,ACFT00362,2022-05-15,C-Check,470690.44,2023-07-19
AMH001491,ACFT00235,2025-03-29,A-Check,371773.49,2025-07-20
AMH001492,ACFT00380,2021-01-06,B-Check,399464.2,2022-08-05
AMH001493,ACFT00305,2018-03-21,A-Check,361439.58,2018-11-10
AMH001494,ACFT00462,2025-06-18,A-Check,24124.1,2026-09-20
AMH001495,ACFT00195,2021-02-22,B-Check,157267.32,2022-03-28
AMH001496,ACFT00219,2025-08-01,Unscheduled Repair,231687.37,2026-06-16
AMH001497,ACFT00336,2024-06-23,A-Check,316691.52,2025-07-07
AMH001498,ACFT00460,2019-01-30,A-Check,68814.43,2020-10-10
AMH001499,ACFT00404,2023-06-23,A-Check,314686.0,2024-11-10
AMH001500,ACFT00502,2018-01-17,C-Check,419115.88,2018-12-20
AMH001501,ACFT00165,2022-10-22,C-Check,420828.27,2024-06-04
AMH001502,ACFT00533,2020-05-08,A-Check,194639.5,2021-11-13
AMH001503,ACFT00173,2025-03-18,A-Check,71520.67,2025-07-08
AMH001504,ACFT00002,2019-04-21,C-Check,343296.02,2020-08-08
AMH001505,ACFT00452,2023-12-23,B-Check,187153.34,2025-12-13
AMH001506,ACFT00391,2021-12-22,A-Check,496585.46,2023-01-14
AMH001507,ACFT00345,2026-05-11,A-Check,376598.82,2026-12-09
AMH001508,ACFT00504,2018-06-09,A-Check,118144.64,2019-08-03
AMH001509,ACFT00590,2026-01-23,A-Check,184487.9,2027-09-27
AMH001510,ACFT00061,2022-11-07,C-Check,313697.16,2024-05-20
AMH001511,ACFT00092,2021-06-16,C-Check,475896.78,2022-06-28
AMH001512,ACFT00453,2022-12-18,A-Check,32798.11,2023-04-22
AMH001513,ACFT00435,2018-12-26,A-Check,179238.51,2020-02-29
AMH001514,ACFT00462,2018-02-13,B-Check,54409.12,2019-06-15
AMH001515,ACFT00132,2018-10-24,A-Check,287747.75,2019-05-30
AMH001516,ACFT00305,2018-09-20,A-Check,240305.37,2020-08-16
AMH001517,ACFT00299,2026-01-04,Unscheduled Repair,86444.84,2027-04-22
AMH001518,ACFT00383,2025-11-02,C-Check,495907.86,2026-12-01
AMH001519,ACFT00018,2026-08-01,C-Check,369168.46,2027-05-03
AMH001520,ACFT00543,2023-05-20,C-Check,26489.08,2024-10-06
AMH001521,ACFT00449,2020-01-18,A-Check,76966.18,2021-03-02
AMH001522,ACFT00266,2021-07-19,B-Check,338052.38,2022-12-24
AMH001523,ACFT00596,2019-12-22,C-Check,19879.47,2020-09-12
AMH001524,ACFT00244,2025-09-19,C-Check,291334.13,2026-06-04
AMH001525,ACFT00575,2025-03-27,B-Check,33910.0,2026-05-14
AMH001526,ACFT00360,2024-10-09,B-Check,252969.81,2026-05-19
AMH001527,ACFT00156,2019-04-06,B-Check,203334.02,2020-09-26
AMH001528,ACFT00448,2021-04-28,Unscheduled Repair,284572.37,2022-03-03
AMH001529,ACFT00491,2022-05-03,A-Check,106545.02,2023-01-06
AMH001530,ACFT00223,2018-02-04,A-Check,69725.18,2018-06-14
AMH001531,ACFT00232,2025-06-21,C-Check,224003.81,2027-03-06
AMH001532,ACFT00366,2023-06-09,A-Check,311531.51,2024-01-15
AMH001533,ACFT00038,2024-03-13,C-Check,44911.5,2025-05-23
AMH001534,ACFT00101,2025-02-23,B-Check,265261.59,2025-07-09
AMH001535,ACFT00255,2021-04-19,Unscheduled Repair,188045.4,2021-09-25
AMH001536,ACFT00183,2018-04-28,B-Check,480157.39,2020-04-13
AMH001537,ACFT00339,2020-08-14,A-Check,61357.01,2022-03-29
AMH001538,ACFT00150,2023-08-18,D-Check,248462.32,2025-07-28
AMH001539,ACFT00194,2019-01-06,B-Check,176681.14,2019-11-04
AMH001540,ACFT00253,2025-09-23,A-Check,20262.56,2026-01-21
AMH001541,ACFT00324,2018-01-17,A-Check,441827.07,2018-12-11
AMH001542,ACFT00187,2021-03-13,A-Check,198583.32,2022-12-05
AMH001543,ACFT00352,2021-12-16,C-Check,221988.98,2023-03-30
AMH001544,ACFT00014,2021-03-23,A-Check,304419.03,2022-04-22
AMH001545,ACFT00107,2022-02-03,B-Check,438764.62,2022-07-21
AMH001546,ACFT00079,2019-09-02,A-Check,246357.29,2021-05-29
AMH001547,ACFT00329,2026-06-11,C-Check,347796.99,2027-04-18
AMH001548,ACFT00096,2022-05-05,A-Check,179235.36,2022-09-01
AMH001549,ACFT00081,2024-06-16,C-Check,375938.46,2025-05-29
AMH001550,ACFT00387,2019-09-21,Unscheduled Repair,223523.66,2019-12-30
AMH001551,ACFT00360,2018-08-02,C-Check,407851.43,2019-01-08
AMH001552,ACFT00399,2020-06-03,B-Check,216272.5,2021-12-05
AMH001553,ACFT00161,2019-06-20,A-Check,201148.98,2021-03-11
AMH001554,ACFT00443,2021-11-17,A-Check,248044.77,2022-07-08
AMH001555,ACFT00421,2018-12-22,C-Check,46679.93,2019-05-06
AMH001556,ACFT00225,2019-12-17,A-Check,37473.46,2020-07-25
AMH001557,ACFT00092,2025-09-11,B-Check,8364.42,2027-03-31
AMH001558,ACFT00165,2018-03-31,B-Check,277714.25,2019-12-29
AMH001559,ACFT00109,2022-11-14,B-Check,160529.57,2023-12-20
AMH001560,ACFT00163,2025-04-02,A-Check,354929.38,2026-06-05
AMH001561,ACFT00049,2018-02-13,C-Check,406720.11,2019-07-24
AMH001562,ACFT00330,2025-06-03,B-Check,122063.47,2026-02-04
AMH001563,ACFT00142,2023-11-16,A-Check,53928.37,2025-07-29
AMH001564,ACFT00475,2023-01-13,C-Check,473907.11,2023-08-09
AMH001565,ACFT00518,2024-10-23,A-Check,425581.42,2026-04-02
AMH001566,ACFT00238,2019-06-13,A-Check,50243.51,2020-10-09
AMH001567,ACFT00558,2024-09-11,A-Check,21457.72,2026-04-22
AMH001568,ACFT00447,2024-11-09,A-Check,174051.42,2025-05-20
AMH001569,ACFT00455,2018-04-05,A-Check,355170.14,2019-02-19
AMH001570,ACFT00001,2021-06-08,A-Check,179254.25,2021-11-03
AMH001571,ACFT00536,2019-05-17,A-Check,352957.86,2020-12-22
AMH001572,ACFT00320,2023-03-19,D-Check,268381.43,2023-07-25
AMH001573,ACFT00398,2019-07-03,A-Check,26721.2,2020-10-21
AMH001574,ACFT00561,2023-07-08,A-Check,314453.61,2024-10-18
AMH001575,ACFT00008,2021-11-25,C-Check,67507.81,2023-11-20
AMH001576,ACFT00021,2020-05-26,C-Check,304312.19,2021-06-14
AMH001577,ACFT00032,2021-02-24,A-Check,408961.31,2021-07-10
AMH001578,ACFT00525,2022-12-29,A-Check,52754.32,2024-08-12
AMH001579,ACFT00598,2025-07-07,B-Check,322809.91,2026-02-15
AMH001580,ACFT00191,2021-04-14,A-Check,322217.73,2022-04-24
AMH001581,ACFT00487,2018-01-08,A-Check,326968.9,2018-10-16
AMH001582,ACFT00158,2022-01-01,A-Check,274931.47,2023-02-05
AMH001583,ACFT00103,2020-01-08,A-Check,166706.76,2021-01-16
AMH001584,ACFT00596,2023-07-31,A-Check,363513.83,2024-12-05
AMH001585,ACFT00042,2018-06-10,B-Check,433844.48,2019-05-22
AMH001586,ACFT00409,2024-07-07,B-Check,379247.0,2025-05-03
AMH001587,ACFT00167,2024-08-18,C-Check,114448.37,2026-03-16
AMH001588,ACFT00069,2025-09-03,A-Check,22607.8,2026-04-23
AMH001589,ACFT00135,2022-10-10,A-Check,150690.12,2023-12-25
AMH001590,ACFT00167,2022-05-21,B-Check,340056.9,2024-04-20
AMH001591,ACFT00583,2019-09-24,D-Check,202888.97,2020-03-28
AMH001592,ACFT00236,2025-11-11,A-Check,208172.5,2026-04-08
AMH001593,ACFT00365,2022-05-04,A-Check,388366.48,2023-12-18
AMH001594,ACFT00097,2022-05-29,C-Check,54717.07,2022-10-09
AMH001595,ACFT00226,2022-01-09,Unscheduled Repair,278790.41,2022-05-21
AMH001596,ACFT00271,2018-12-19,C-Check,17176.36,2020-11-30
AMH001597,ACFT00090,2019-11-11,Unscheduled Repair,359387.1,2020-07-27
AMH001598,ACFT00228,2019-10-01,C-Check,34196.37,2020-08-23
AMH001599,ACFT00467,2020-04-20,A-Check,224862.56,2020-07-25
AMH001600,ACFT00533,2021-07-06,C-Check,86609.48,2022-09-05
AMH001601,ACFT00393,2021-04-16,A-Check,205524.83,2022-08-19
AMH001602,ACFT00494,2019-07-02,C-Check,73246.6,2020-07-16
AMH001603,ACFT00421,2019-10-05,A-Check,18375.36,2020-07-04
AMH001604,ACFT00210,2018-12-21,A-Check,355685.61,2020-06-29
AMH001605,ACFT00393,2019-10-17,B-Check,320854.68,2020-10-23
AMH001606,ACFT00380,2022-05-23,B-Check,347845.9,2022-11-01
AMH001607,ACFT00227,2022-01-12,B-Check,419240.56,2022-09-12
AMH001608,ACFT00321,2018-07-22,C-Check,277730.75,2019-10-10
AMH001609,ACFT00555,2023-12-20,C-Check,52195.23,2024-09-08
AMH001610,ACFT00535,2024-01-21,A-Check,371095.34,2025-05-26
AMH001611,ACFT00307,2020-06-27,D-Check,264704.8,2021-08-28
AMH001612,ACFT00478,2021-10-31,C-Check,285403.01,2022-04-26
AMH001613,ACFT00269,2022-05-27,A-Check,485625.97,2023-02-14
AMH001614,ACFT00116,2022-11-17,D-Check,96648.02,2023-05-08
AMH001615,ACFT00082,2020-05-12,A-Check,308787.24,2021-01-06
AMH001616,ACFT00162,2019-05-09,C-Check,234842.03,2019-11-20
AMH001617,ACFT00177,2024-11-15,C-Check,21340.84,2025-07-03
AMH001618,ACFT00198,2021-11-07,B-Check,127978.11,2022-07-13
AMH001619,ACFT00409,2019-02-15,B-Check,128556.54,2020-06-29
AMH001620,ACFT00018,2023-01-01,C-Check,309691.48,2024-01-23
AMH001621,ACFT00123,2024-10-14,B-Check,324678.17,2025-06-27
AMH001622,ACFT00126,2025-01-12,B-Check,347555.74,2026-10-17
AMH001623,ACFT00371,2023-08-30,A-Check,125923.65,2025-02-28
AMH001624,ACFT00080,2022-08-17,B-Check,361350.55,2023-10-08
AMH001625,ACFT00312,2019-01-20,B-Check,382554.19,2020-12-24
AMH001626,ACFT00284,2024-06-29,A-Check,416224.09,2026-05-30
AMH001627,ACFT00196,2021-01-05,Unscheduled Repair,335798.05,2022-11-22
AMH001628,ACFT00267,2022-05-23,C-Check,353311.53,2023-10-11
AMH001629,ACFT00042,2018-04-01,A-Check,326398.37,2019-06-13
AMH001630,ACFT00007,2019-10-27,A-Check,272382.93,2021-08-21
AMH001631,ACFT00432,2020-02-10,B-Check,150410.49,2021-03-29
AMH001632,ACFT00062,2023-09-24,D-Check,453497.87,2024-08-11
AMH001633,ACFT00375,2018-12-06,A-Check,276603.58,2019-07-16
AMH001634,ACFT00502,2019-11-04,A-Check,239115.33,2021-01-06
AMH001635,ACFT00504,2020-01-22,C-Check,267434.8,2020-11-28
AMH001636,ACFT00371,2025-12-26,A-Check,374142.33,2027-07-28
AMH001637,ACFT00088,2023-10-21,A-Check,118841.52,2024-05-16
AMH001638,ACFT00196,2020-09-27,A-Check,82878.85,2021-09-15
AMH001639,ACFT00304,2020-08-19,A-Check,367887.45,2022-01-26
AMH001640,ACFT00071,2021-01-31,C-Check,36465.18,2022-03-30
AMH001641,ACFT00465,2022-03-06,C-Check,209483.7,2023-01-21
AMH001642,ACFT00264,2022-08-14,A-Check,195319.31,2023-10-26
AMH001643,ACFT00205,2018-07-29,C-Check,119969.58,2019-03-05
AMH001644,ACFT00152,2024-05-29,B-Check,72984.96,2025-08-12
AMH001645,ACFT00366,2022-09-20,A-Check,202454.28,2024-01-02
AMH001646,ACFT00072,2021-11-02,Unscheduled Repair,251756.19,2022-03-01
AMH001647,ACFT00305,2018-05-24,A-Check,423171.02,2019-11-17
AMH001648,ACFT00592,2018-10-14,Unscheduled Repair,119729.1,2019-11-02
AMH001649,ACFT00164,2020-10-15,B-Check,82935.28,2021-03-23
AMH001650,ACFT00033,2021-10-12,C-Check,100767.01,2023-04-12
AMH001651,ACFT00567,2024-06-10,B-Check,473015.05,2026-02-22
AMH001652,ACFT00187,2022-06-19,A-Check,141030.56,2022-10-25
AMH001653,ACFT00563,2025-11-19,Unscheduled Repair,445385.2,2027-01-14
AMH001654,ACFT00256,2019-06-05,A-Check,311745.45,2020-07-01
AMH001655,ACFT00135,2025-06-07,A-Check,166366.25,2027-02-21
AMH001656,ACFT00016,2020-08-22,A-Check,123639.77,2021-11-06
AMH001657,ACFT00255,2024-07-13,B-Check,203870.87,2026-04-16
AMH001658,ACFT00100,2020-04-23,A-Check,139623.31,2020-12-27
AMH001659,ACFT00526,2021-01-22,C-Check,127901.52,2022-04-04
AMH001660,ACFT00451,2024-03-29,D-Check,293201.81,2024-09-21
AMH001661,ACFT00487,2021-04-28,A-Check,249652.43,2021-07-30
AMH001662,ACFT00101,2023-03-25,B-Check,87884.5,2023-07-24
AMH001663,ACFT00597,2018-03-10,B-Check,71935.24,2019-05-07
AMH001664,ACFT00509,2019-10-11,A-Check,332828.13,2020-04-25
AMH001665,ACFT00394,2022-08-13,A-Check,332415.36,2023-04-13
AMH001666,ACFT00581,2018-04-21,A-Check,18561.76,2019-08-22
AMH001667,ACFT00549,2024-04-30,B-Check,216156.54,2025-08-30
AMH001668,ACFT00410,2025-03-27,D-Check,444885.68,2025-07-03
AMH001669,ACFT00216,2019-09-22,D-Check,283793.17,2021-01-28
AMH001670,ACFT00231,2024-06-29,A-Check,78207.94,2025-10-19
AMH001671,ACFT00341,2026-04-26,A-Check,357548.09,2026-09-13
AMH001672,ACFT00151,2024-10-01,C-Check,404337.5,2025-11-06
AMH001673,ACFT00396,2023-07-02,A-Check,116911.93,2024-04-17
AMH001674,ACFT00015,2024-06-29,A-Check,433661.15,2025-02-09
AMH001675,ACFT00545,2019-11-19,Unscheduled Repair,438033.91,2020-07-19
AMH001676,ACFT00589,2018-02-19,Unscheduled Repair,440231.76,2019-11-10
AMH001677,ACFT00473,2018-09-03,A-Check,10469.17,2019-12-10
AMH001678,ACFT00475,2021-07-04,D-Check,261892.07,2023-02-26
AMH001679,ACFT00535,2019-12-30,B-Check,456392.88,2020-05-07
AMH001680,ACFT00181,2020-08-12,A-Check,490886.4,2021-08-01
AMH001681,ACFT00230,2021-04-29,B-Check,280082.69,2021-12-10
AMH001682,ACFT00031,2020-05-16,Unscheduled Repair,126625.09,2021-05-04
AMH001683,ACFT00556,2023-08-05,B-Check,71765.24,2024-11-11
AMH001684,ACFT00567,2026-05-26,A-Check,54095.93,2028-05-16
AMH001685,ACFT00065,2020-05-19,Unscheduled Repair,69882.25,2020-12-20
AMH001686,ACFT00541,2022-05-09,A-Check,110351.59,2024-02-18
AMH001687,ACFT00073,2026-07-03,Unscheduled Repair,69453.68,2027-05-29
AMH001688,ACFT00231,2022-07-14,C-Check,360444.29,2023-10-07
AMH001689,ACFT00389,2020-06-25,C-Check,478353.87,2021-07-08
AMH001690,ACFT00002,2022-10-14,A-Check,424370.33,2024-03-01
AMH001691,ACFT00144,2026-02-10,C-Check,146472.34,2027-09-03
AMH001692,ACFT00322,2023-09-10,Unscheduled Repair,444403.92,2024-03-22
AMH001693,ACFT00120,2020-10-06,B-Check,171666.4,2022-09-02
AMH001694,ACFT00317,2022-03-09,A-Check,468472.61,2022-08-16
AMH001695,ACFT00009,2018-03-04,B-Check,252853.03,2019-11-16
AMH001696,ACFT00244,2019-05-18,A-Check,387559.26,2021-02-28
AMH001697,ACFT00461,2025-07-31,A-Check,200754.27,2026-11-17
AMH001698,ACFT00024,2018-01-01,B-Check,165004.47,2018-05-18
AMH001699,ACFT00410,2019-05-16,A-Check,382073.32,2020-07-13
AMH001700,ACFT00118,2019-01-18,C-Check,318571.43,2020-05-29
AMH001701,ACFT00265,2024-03-08,A-Check,67307.81,2025-02-18
AMH001702,ACFT00342,2021-03-26,C-Check,452623.98,2023-02-01
AMH001703,ACFT00326,2024-03-28,B-Check,48637.05,2024-09-04
AMH001704,ACFT00121,2022-10-30,C-Check,419290.64,2024-04-12
AMH001705,ACFT00061,2026-05-21,A-Check,420409.99,2028-05-06
AMH001706,ACFT00487,2023-05-10,B-Check,474519.19,2024-06-22
AMH001707,ACFT00453,2018-08-04,A-Check,243972.66,2019-09-26
AMH001708,ACFT00297,2019-02-06,A-Check,398686.52,2019-10-09
AMH001709,ACFT00235,2024-12-04,A-Check,416436.41,2025-07-12
AMH001710,ACFT00227,2018-03-27,B-Check,381008.29,2018-10-30
AMH001711,ACFT00276,2020-08-28,A-Check,350039.0,2022-04-24
AMH001712,ACFT00264,2020-08-18,C-Check,495281.1,2021-05-18
AMH001713,ACFT00010,2021-08-30,A-Check,226489.61,2023-07-19
AMH001714,ACFT00282,2020-02-21,A-Check,233620.94,2020-05-23
AMH001715,ACFT00079,2024-03-15,A-Check,128505.97,2024-10-28
AMH001716,ACFT00532,2020-07-03,A-Check,33437.74,2021-03-03
AMH001717,ACFT00449,2018-01-09,A-Check,161991.99,2018-10-28
AMH001718,ACFT00024,2023-10-27,A-Check,458680.8,2024-10-22
AMH001719,ACFT00120,2022-06-27,A-Check,168972.31,2024-06-14
AMH001720,ACFT00308,2019-10-17,C-Check,143190.22,2020-09-10
AMH001721,ACFT00331,2025-04-02,A-Check,294998.82,2027-02-14
AMH001722,ACFT00366,2022-02-27,C-Check,323534.17,2022-07-29
AMH001723,ACFT00052,2021-01-11,C-Check,494902.54,2022-01-15
AMH001724,ACFT00458,2019-12-02,A-Check,15118.16,2020-06-12
AMH001725,ACFT00276,2023-09-28,Unscheduled Repair,235123.66,2025-07-13
AMH001726,ACFT00088,2026-02-01,Unscheduled Repair,257623.81,2027-10-12
AMH001727,ACFT00049,2020-06-07,A-Check,159382.26,2021-08-31
AMH001728,ACFT00580,2021-08-31,A-Check,467083.34,2022-06-29
AMH001729,ACFT00163,2022-02-10,A-Check,147630.48,2023-02-01
AMH001730,ACFT00301,2018-12-02,C-Check,141521.59,2020-02-09
AMH001731,ACFT00054,2026-01-21,D-Check,146756.02,2027-12-05
AMH001732,ACFT00076,2026-06-08,A-Check,349337.13,2027-01-17
AMH001733,ACFT00055,2020-11-26,B-Check,79238.81,2021-09-13
AMH001734,ACFT00277,2020-02-04,D-Check,44561.66,2021-03-17
AMH001735,ACFT00039,2020-08-30,B-Check,32126.75,2022-08-12
AMH001736,ACFT00401,2025-08-23,A-Check,178016.65,2026-03-28
AMH001737,ACFT00421,2021-07-29,B-Check,193327.71,2021-10-28
AMH001738,ACFT00559,2021-07-31,D-Check,18842.76,2023-02-01
AMH001739,ACFT00001,2022-08-14,C-Check,208995.7,2023-02-28
AMH001740,ACFT00532,2019-08-31,A-Check,372689.93,2020-03-01
AMH001741,ACFT00023,2018-03-29,A-Check,220573.44,2020-03-18
AMH001742,ACFT00572,2023-04-30,C-Check,189307.02,2024-07-04
AMH001743,ACFT00316,2022-01-05,A-Check,493593.07,2023-01-04
AMH001744,ACFT00402,2023-01-15,B-Check,64217.52,2024-01-17
AMH001745,ACFT00573,2020-06-18,B-Check,37864.08,2021-03-02
AMH001746,ACFT00024,2022-07-12,A-Check,339330.9,2024-06-06
AMH001747,ACFT00222,2024-12-22,D-Check,302413.88,2026-05-21
AMH001748,ACFT00313,2021-10-12,C-Check,391372.27,2023-08-12
AMH001749,ACFT00300,2019-07-12,A-Check,395829.39,2021-01-13
AMH001750,ACFT00022,2019-09-27,Unscheduled Repair,388135.13,2021-02-10
AMH001751,ACFT00210,2026-02-09,Unscheduled Repair,452696.84,2027-08-19
AMH001752,ACFT00446,2020-08-31,B-Check,396289.36,2021-11-17
AMH001753,ACFT00427,2018-10-04,A-Check,417779.0,2019-06-09
AMH001754,ACFT00207,2026-04-04,Unscheduled Repair,347064.71,2028-01-15
AMH001755,ACFT00354,2020-06-14,A-Check,365176.36,2022-01-26
AMH001756,ACFT00465,2020-12-03,A-Check,290415.87,2022-01-08
AMH001757,ACFT00538,2023-07-02,A-Check,184403.48,2024-04-29
AMH001758,ACFT00588,2024-04-17,A-Check,220046.75,2025-12-15
AMH001759,ACFT00495,2020-08-21,A-Check,325369.01,2022-03-27
AMH001760,ACFT00490,2019-01-13,B-Check,438278.42,2019-08-30
AMH001761,ACFT00185,2022-10-13,C-Check,413002.48,2023-07-05
AMH001762,ACFT00113,2023-11-17,B-Check,142662.17,2025-08-06
AMH001763,ACFT00267,2022-12-23,B-Check,83577.92,2024-02-18
AMH001764,ACFT00238,2020-08-10,B-Check,436601.27,2021-08-19
AMH001765,ACFT00091,2018-10-02,A-Check,266840.32,2019-12-31
AMH001766,ACFT00333,2022-02-03,C-Check,447526.63,2023-09-03
AMH001767,ACFT00290,2025-06-16,Unscheduled Repair,89360.91,2026-06-03
AMH001768,ACFT00075,2018-05-11,B-Check,22278.86,2019-09-09
AMH001769,ACFT00161,2023-02-07,A-Check,292487.99,2024-03-22
AMH001770,ACFT00213,2020-03-31,B-Check,136476.15,2020-12-02
AMH001771,ACFT00198,2018-01-25,C-Check,6309.43,2019-07-31
AMH001772,ACFT00500,2019-04-01,A-Check,284679.5,2019-11-29
AMH001773,ACFT00430,2020-11-01,Unscheduled Repair,112272.83,2021-08-06
AMH001774,ACFT00046,2021-07-26,A-Check,229135.0,2023-04-26
AMH001775,ACFT00432,2024-12-07,A-Check,205564.79,2026-07-30
AMH001776,ACFT00554,2018-12-17,D-Check,98270.44,2019-06-16
AMH001777,ACFT00064,2019-07-03,C-Check,47613.79,2021-03-24
AMH001778,ACFT00211,2020-06-25,A-Check,400725.06,2022-06-10
AMH001779,ACFT00360,2020-05-17,C-Check,179253.94,2021-03-22
AMH001780,ACFT00492,2023-09-05,A-Check,418594.92,2024-07-27
AMH001781,ACFT00295,2024-05-10,C-Check,106062.2,2025-02-10
AMH001782,ACFT00523,2024-06-14,B-Check,164437.53,2025-12-26
AMH001783,ACFT00227,2020-01-29,Unscheduled Repair,471525.94,2021-09-21
AMH001784,ACFT00108,2026-02-21,C-Check,6404.34,2027-05-19
AMH001785,ACFT00219,2020-09-04,B-Check,432585.86,2021-02-19
AMH001786,ACFT00222,2023-09-07,C-Check,41456.73,2024-12-31
AMH001787,ACFT00239,2024-11-22,A-Check,128703.5,2026-08-26
AMH001788,ACFT00179,2020-09-29,B-Check,47165.75,2021-05-11
AMH001789,ACFT00312,2020-05-29,B-Check,494092.99,2021-12-14
AMH001790,ACFT00596,2022-04-25,B-Check,291871.75,2024-04-02
AMH001791,ACFT00120,2019-02-16,B-Check,449963.56,2019-06-07
AMH001792,ACFT00410,2018-05-29,B-Check,343492.14,2019-12-20
AMH001793,ACFT00101,2022-10-13,B-Check,320639.66,2023-08-29
AMH001794,ACFT00541,2019-12-31,C-Check,66456.78,2020-07-27
AMH001795,ACFT00187,2019-03-28,B-Check,375303.18,2020-02-28
AMH001796,ACFT00309,2023-11-09,C-Check,66330.21,2024-11-24
AMH001797,ACFT00234,2025-12-10,A-Check,452607.13,2027-02-08
