route_id,origin_airport_id,destination_airport_id,distance_km,typical_duration_min
RT00696,APT00105,APT00145,4331,345
RT00697,APT00006,APT00156,8315,633
RT00698,APT00250,APT00057,4396,346
RT00699,APT00213,APT00052,339,58
RT00700,APT00045,APT00107,5561,449
RT00701,APT00238,APT00032,7668,600
RT00702,APT00201,APT00223,10736,815
RT00703,APT00106,APT00067,2082,189
RT00704,APT00233,APT00182,6778,542
RT00705,APT00143,APT00039,2942,236
RT00706,APT00174,APT00165,2322,208
RT00707,APT00046,APT00051,1883,170
RT00708,APT00027,APT00070,10686,837
RT00709,APT00134,APT00104,12889,994
RT00710,APT00081,APT00031,9354,713
RT00711,APT00246,APT00031,5420,435
RT00712,APT00021,APT00190,13299,1010
RT00713,APT00193,APT00087,7060,546
RT00714,APT00153,APT00145,7505,598
RT00715,APT00221,APT00164,8956,710
RT00716,APT00250,APT00158,9231,716
RT00717,APT00219,APT00160,6991,542
RT00718,APT00094,APT00244,6814,532
RT00719,APT00176,APT00160,4587,361
RT00720,APT00040,APT00087,9594,746
RT00721,APT00122,APT00071,9478,732
RT00722,APT00067,APT00202,6218,477
RT00723,APT00063,APT00106,10026,779
RT00724,APT00146,APT00143,2102,186
RT00725,APT00031,APT00205,5943,475
RT00726,APT00145,APT00059,13816,1074
RT00727,APT00101,APT00056,10324,805
RT00728,APT00058,APT00013,10141,790
RT00729,APT00144,APT00018,12112,924
RT00730,APT00190,APT00157,8599,667
RT00731,APT00155,APT00127,9343,723
RT00732,APT00022,APT00074,6843,551
RT00733,APT00144,APT00053,11601,894
RT00734,APT00159,APT00176,10017,781
RT00735,APT00173,APT00021,7424,582
RT00736,APT00107,APT00177,1949,157
RT00737,APT00024,APT00227,11322,887
RT00738,APT00032,APT00115,4700,382
RT00739,APT00082,APT00125,5154,402
RT00740,APT00161,APT00136,1920,155
RT00741,APT00187,APT00024,3195,277
RT00742,APT00171,APT00159,1939,164
RT00743,APT00078,APT00092,1545,125
RT00744,APT00111,APT00118,494,65
RT00745,APT00012,APT00006,4267,330
RT00746,APT00201,APT00221,10631,813
RT00747,APT00089,APT00083,12121,945
RT00748,APT00130,APT00019,3336,261
RT00749,APT00113,APT00197,6049,485
RT00750,APT00071,APT00246,11681,904
RT00751,APT00042,APT00132,9954,765
RT00752,APT00239,APT00009,12681,969
RT00753,APT00030,APT00248,6002,474
RT00754,APT00237,APT00052,2526,214
RT00755,APT00028,APT00060,2176,199
RT00756,APT00024,APT00179,9982,765
RT00757,APT00227,APT00082,562,69
RT00758,APT00237,APT00021,6552,521
RT00759,APT00225,APT00173,5075,390
RT00760,APT00196,APT00065,12881,1002
RT00761,APT00125,APT00217,13975,1087
RT00762,APT00027,APT00038,6884,528
RT00763,APT00151,APT00228,8206,632
RT00764,APT00132,APT00183,5428,440
RT00765,APT00186,APT00060,10921,853
RT00766,APT00009,APT00148,4264,333
RT00767,APT00019,APT00235,10472,822
RT00768,APT00150,APT00016,12669,969
RT00769,APT00215,APT00207,2569,210
RT00770,APT00234,APT00116,3321,269
RT00771,APT00145,APT00238,5419,436
RT00772,APT00092,APT00052,11622,887
RT00773,APT00119,APT00182,9045,704
RT00774,APT00130,APT00243,2879,227
RT00775,APT00158,APT00086,5278,409
RT00776,APT00057,APT00027,9078,713
RT00777,APT00097,APT00098,13513,1034
RT00778,APT00137,APT00152,6424,514
RT00779,APT00214,APT00160,1228,124
RT00780,APT00202,APT00121,1643,162
RT00781,APT00190,APT00234,596,58
RT00782,APT00054,APT00148,1937,183
RT00783,APT00103,APT00163,5893,477
RT00784,APT00142,APT00240,4084,329
RT00785,APT00243,APT00236,4354,340
RT00786,APT00089,APT00086,10779,822
RT00787,APT00231,APT00071,6784,533
RT00788,APT00189,APT00187,10259,779
RT00789,APT00161,APT00134,7678,587
RT00790,APT00178,APT00113,3030,252
RT00791,APT00200,APT00177,13286,1022
RT00792,APT00177,APT00168,6771,542
RT00793,APT00171,APT00229,11737,919
RT00794,APT00095,APT00092,1538,133
RT00795,APT00108,APT00190,11923,913
RT00796,APT00153,APT00057,10080,771
RT00797,APT00212,APT00235,3649,289
RT00798,APT00165,APT00021,11147,859
RT00799,APT00248,APT00190,10447,822
RT00800,APT00173,APT00025,12530,975
RT00801,APT00103,APT00221,3094,269
RT00802,APT00147,APT00241,12423,954
RT00803,APT00159,APT00206,10716,832
RT00804,APT00218,APT00199,4862,395
RT00805,APT00064,APT00120,5035,394
RT00806,APT00062,APT00061,3712,301
RT00807,APT00051,APT00247,6779,534
RT00808,APT00014,APT00135,12572,963
RT00809,APT00171,APT00206,11760,906
RT00810,APT00241,APT00181,2214,189
RT00811,APT00156,APT00178,2012,161
RT00812,APT00015,APT00089,1018,109
RT00813,APT00091,APT00108,8673,687
RT00814,APT00227,APT00111,4536,372
RT00815,APT00013,APT00154,10699,840
RT00816,APT00156,APT00182,10692,823
RT00817,APT00111,APT00050,2928,230
RT00818,APT00231,APT00057,9779,751
RT00819,APT00131,APT00012,10750,841
RT00820,APT00144,APT00134,13821,1050
RT00821,APT00183,APT00170,10172,788
RT00822,APT00207,APT00053,5161,397
RT00823,APT00131,APT00180,13996,1068
RT00824,APT00182,APT00001,4006,313
RT00825,APT00203,APT00218,11313,861
RT00826,APT00134,APT00175,5419,420
RT00827,APT00181,APT00173,13103,1008
RT00828,APT00091,APT00179,10995,854
RT00829,APT00089,APT00090,8475,653
RT00830,APT00001,APT00249,3157,270
RT00831,APT00170,APT00189,2800,231
RT00832,APT00063,APT00046,13278,1027
RT00833,APT00205,APT00232,11263,869
RT00834,APT00239,APT00187,7273,576
RT00835,APT00220,APT00077,12308,962
RT00836,APT00069,APT00238,11007,864
RT00837,APT00166,APT00062,5550,443
RT00838,APT00190,APT00164,11616,909
RT00839,APT00128,APT00170,11185,869
RT00840,APT00130,APT00242,6807,528
RT00841,APT00110,APT00146,468,73
RT00842,APT00077,APT00249,10430,796
RT00843,APT00146,APT00071,4886,390
RT00844,APT00248,APT00202,5232,406
RT00845,APT00055,APT00061,10048,786
RT00846,APT00012,APT00250,11390,890
RT00847,APT00014,APT00193,1412,139
RT00848,APT00149,APT00159,11569,880
RT00849,APT00067,APT00017,4241,336
RT00850,APT00116,APT00126,8013,620
RT00851,APT00238,APT00036,12185,926
RT00852,APT00019,APT00230,3210,265
RT00853,APT00044,APT00095,3249,254
RT00854,APT00054,APT00209,13589,1047
RT00855,APT00115,APT00228,5347,428
RT00856,APT00176,APT00027,13268,1022
RT00857,APT00046,APT00192,5128,421
RT00858,APT00027,APT00075,8753,689
RT00859,APT00021,APT00027,7241,560
RT00860,APT00202,APT00065,13777,1060
RT00861,APT00008,APT00141,7793,618
RT00862,APT00159,APT00215,7138,570
RT00863,APT00148,APT00175,6635,526
RT00864,APT00025,APT00058,5381,415
RT00865,APT00141,APT00074,6273,493
RT00866,APT00071,APT00076,6554,526
RT00867,APT00131,APT00186,10738,817
RT00868,APT00034,APT00132,833,89
RT00869,APT00169,APT00006,7113,559
RT00870,APT00201,APT00019,7777,599
RT00871,APT00001,APT00019,10594,814
RT00872,APT00136,APT00241,9394,743
RT00873,APT00164,APT00128,6160,489
RT00874,APT00001,APT00124,1711,166
RT00875,APT00183,APT00192,5334,424
RT00876,APT00138,APT00048,3727,314
RT00877,APT00076,APT00008,3016,254
RT00878,APT00121,APT00068,10152,798
RT00879,APT00173,APT00052,6798,528
RT00880,APT00163,APT00201,11151,857
RT00881,APT00196,APT00206,2110,169
RT00882,APT00009,APT00161,13804,1051
RT00883,APT00199,APT00229,6732,518
RT00884,APT00009,APT00117,3694,292
RT00885,APT00165,APT00060,5207,409
RT00886,APT00088,APT00082,11811,921
RT00887,APT00016,APT00035,9997,770
RT00888,APT00175,APT00226,2575,227
RT00889,APT00141,APT00154,13863,1073
RT00890,APT00169,APT00195,2006,189
RT00891,APT00094,APT00070,4000,325
RT00892,APT00069,APT00182,10263,804
RT00893,APT00159,APT00082,7510,585
RT00894,APT00054,APT00112,6353,504
RT00895,APT00205,APT00166,12982,1007
RT00896,APT00173,APT00246,11156,850
RT00897,APT00250,APT00143,13477,1021
RT00898,APT00007,APT00180,4099,321
RT00899,APT00149,APT00152,11938,926
RT00900,APT00142,APT00107,3142,259
