checkin_id,ticket_id,passenger_id,flight_id,checkin_time,checkin_method
CHK00060372,TKT00071772,PAX00071772,FLT0029480,2026-03-18 14:24:00,Online
CHK00060373,TKT00071773,PAX00071773,FLT0013529,2026-05-31 08:23:00,Mobile App
CHK00060374,TKT00071774,PAX00071774,FLT0079476,2026-05-18 19:41:00,Online
CHK00060375,TKT00071775,PAX00071775,FLT0078065,2025-09-08 02:08:00,Counter
CHK00060376,TKT00071776,PAX00071776,FLT0078065,2025-09-08 03:32:00,Airport Kiosk
CHK00060377,TKT00071777,PAX00071777,FLT0078065,2025-09-08 02:06:00,Online
CHK00060378,TKT00071778,PAX00071778,FLT0042419,2025-09-23 10:12:00,Mobile App
CHK00060379,TKT00071779,PAX00071779,FLT0042419,2025-09-23 09:16:00,Online
CHK00060380,TKT00071780,PAX00071780,FLT0015961,2026-06-07 06:45:00,Online
CHK00060381,TKT00071781,PAX00071781,FLT0024050,2025-08-29 10:58:00,Mobile App
CHK00060382,TKT00071782,PAX00071782,FLT0024050,2025-08-29 11:00:00,Online
CHK00060383,TKT00071783,PAX00071783,FLT0024050,2025-08-29 11:19:00,Airport Kiosk
CHK00060384,TKT00071784,PAX00071784,FLT0024050,2025-08-29 11:18:00,Counter
CHK00060385,TKT00071785,PAX00071785,FLT0012742,2025-10-01 16:46:00,Online
CHK00060386,TKT00071786,PAX00071786,FLT0043690,2026-04-23 14:26:00,Online
CHK00060387,TKT00071787,PAX00071787,FLT0047615,2026-06-29 04:01:00,Online
CHK00060388,TKT00071788,PAX00071788,FLT0047615,2026-06-29 03:52:00,Airport Kiosk
CHK00060389,TKT00071789,PAX00071789,FLT0066754,2025-11-11 09:56:00,Airport Kiosk
CHK00060390,TKT00071790,PAX00071790,FLT0066754,2025-11-11 09:04:00,Online
CHK00060391,TKT00071791,PAX00071791,FLT0059938,2026-02-26 10:11:00,Online
CHK00060392,TKT00071792,PAX00071792,FLT0079108,2026-08-07 06:35:00,Airport Kiosk
CHK00060393,TKT00071793,PAX00071793,FLT0063296,2026-06-27 00:42:00,Mobile App
CHK00060394,TKT00071794,PAX00071794,FLT0063296,2026-06-27 00:28:00,Online
CHK00060395,TKT00071795,PAX00071795,FLT0063296,2026-06-27 00:56:00,Mobile App
CHK00060396,TKT00071796,PAX00071796,FLT0062057,2026-01-05 11:00:00,Airport Kiosk
CHK00060397,TKT00071797,PAX00071797,FLT0021384,2026-05-11 11:56:00,Online
CHK00060398,TKT00071798,PAX00071798,FLT0021384,2026-05-11 12:10:00,Airport Kiosk
CHK00060399,TKT00071799,PAX00071799,FLT0021384,2026-05-11 10:40:00,Airport Kiosk
CHK00060400,TKT00071800,PAX00071800,FLT0044476,2025-11-24 04:59:00,Mobile App
CHK00060401,TKT00071801,PAX00071801,FLT0044476,2025-11-24 05:01:00,Counter
CHK00060402,TKT00071802,PAX00071802,FLT0044476,2025-11-24 04:29:00,Mobile App
CHK00060403,TKT00071803,PAX00071803,FLT0058152,2025-10-01 10:41:00,Mobile App
CHK00060404,TKT00071804,PAX00071804,FLT0058152,2025-10-01 11:07:00,Online
CHK00060405,TKT00071806,PAX00071806,FLT0027359,2025-12-10 17:28:00,Online
CHK00060406,TKT00071807,PAX00071807,FLT0050777,2026-03-15 07:07:00,Online
CHK00060407,TKT00071808,PAX00071808,FLT0008016,2026-03-14 12:40:00,Airport Kiosk
CHK00060408,TKT00071809,PAX00071809,FLT0077607,2026-03-10 13:42:00,Online
CHK00060409,TKT00071810,PAX00071810,FLT0026523,2025-09-11 16:26:00,Mobile App
CHK00060410,TKT00071811,PAX00071811,FLT0063241,2026-01-29 01:03:00,Mobile App
CHK00060411,TKT00071812,PAX00071812,FLT0063241,2026-01-29 01:14:00,Airport Kiosk
CHK00060412,TKT00071813,PAX00071813,FLT0063241,2026-01-29 01:47:00,Mobile App
CHK00060413,TKT00071814,PAX00071814,FLT0000394,2025-08-02 02:40:00,Airport Kiosk
CHK00060414,TKT00071816,PAX00071816,FLT0002850,2026-06-05 19:44:00,Counter
CHK00060415,TKT00071817,PAX00071817,FLT0002850,2026-06-05 21:31:00,Online
CHK00060416,TKT00071819,PAX00071819,FLT0052679,2025-10-23 00:01:00,Mobile App
CHK00060417,TKT00071820,PAX00071820,FLT0000907,2025-10-15 09:03:00,Mobile App
CHK00060418,TKT00071821,PAX00071821,FLT0000907,2025-10-15 11:33:00,Online
CHK00060419,TKT00071822,PAX00071822,FLT0039790,2025-12-14 05:32:00,Airport Kiosk
CHK00060420,TKT00071823,PAX00071823,FLT0039790,2025-12-14 06:27:00,Airport Kiosk
CHK00060421,TKT00071824,PAX00071824,FLT0031476,2025-10-08 20:13:00,Online
CHK00060422,TKT00071825,PAX00071825,FLT0031476,2025-10-08 19:47:00,Mobile App
CHK00060423,TKT00071826,PAX00071826,FLT0031476,2025-10-08 19:10:00,Online
CHK00060424,TKT00071827,PAX00071827,FLT0031476,2025-10-08 20:58:00,Airport Kiosk
CHK00060425,TKT00071828,PAX00071828,FLT0078159,2025-12-05 00:44:00,Mobile App
CHK00060426,TKT00071829,PAX00071829,FLT0019190,2025-09-09 21:41:00,Online
CHK00060427,TKT00071830,PAX00071830,FLT0019190,2025-09-09 21:38:00,Airport Kiosk
CHK00060428,TKT00071831,PAX00071831,FLT0019190,2025-09-09 21:10:00,Airport Kiosk
CHK00060429,TKT00071832,PAX00071832,FLT0046589,2025-08-09 16:43:00,Online
CHK00060430,TKT00071833,PAX00071833,FLT0046589,2025-08-09 15:48:00,Airport Kiosk
CHK00060431,TKT00071834,PAX00071834,FLT0038089,2025-08-30 19:36:00,Mobile App
CHK00060432,TKT00071836,PAX00071836,FLT0038217,2025-10-13 00:00:00,Online
CHK00060433,TKT00071837,PAX00071837,FLT0038217,2025-10-12 22:28:00,Online
CHK00060434,TKT00071838,PAX00071838,FLT0038217,2025-10-12 22:02:00,Mobile App
CHK00060435,TKT00071839,PAX00071839,FLT0043676,2026-07-01 16:23:00,Mobile App
CHK00060436,TKT00071840,PAX00071840,FLT0063008,2026-05-24 11:23:00,Mobile App
CHK00060437,TKT00071842,PAX00071842,FLT0055944,2025-08-03 15:45:00,Online
CHK00060438,TKT00071846,PAX00071846,FLT0043294,2026-02-25 19:08:00,Online
CHK00060439,TKT00071847,PAX00071847,FLT0043294,2026-02-25 18:12:00,Online
CHK00060440,TKT00071849,PAX00071849,FLT0007571,2026-03-08 04:28:00,Online
CHK00060441,TKT00071850,PAX00071850,FLT0065670,2025-08-08 20:14:00,Online
CHK00060442,TKT00071851,PAX00071851,FLT0065670,2025-08-08 18:25:00,Online
CHK00060443,TKT00071852,PAX00071852,FLT0076418,2026-07-21 20:55:00,Airport Kiosk
CHK00060444,TKT00071853,PAX00071853,FLT0028058,2026-01-20 12:12:00,Mobile App
CHK00060445,TKT00071855,PAX00071855,FLT0021252,2026-06-24 05:10:00,Counter
CHK00060446,TKT00071856,PAX00071856,FLT0073589,2025-10-06 17:24:00,Mobile App
CHK00060447,TKT00071857,PAX00071857,FLT0020785,2025-11-02 13:17:00,Online
CHK00060448,TKT00071858,PAX00071858,FLT0020785,2025-11-02 11:37:00,Online
CHK00060449,TKT00071859,PAX00071859,FLT0020785,2025-11-02 11:51:00,Online
CHK00060450,TKT00071862,PAX00071862,FLT0013543,2025-09-22 14:49:00,Online
CHK00060451,TKT00071863,PAX00071863,FLT0072826,2026-01-21 21:35:00,Mobile App
CHK00060452,TKT00071864,PAX00071864,FLT0072826,2026-01-21 21:18:00,Airport Kiosk
CHK00060453,TKT00071865,PAX00071865,FLT0039956,2026-02-05 02:46:00,Airport Kiosk
CHK00060454,TKT00071866,PAX00071866,FLT0068722,2026-03-27 21:44:00,Online
CHK00060455,TKT00071867,PAX00071867,FLT0015472,2026-06-30 03:54:00,Counter
CHK00060456,TKT00071868,PAX00071868,FLT0015472,2026-06-30 04:17:00,Mobile App
CHK00060457,TKT00071869,PAX00071869,FLT0015472,2026-06-30 03:59:00,Counter
CHK00060458,TKT00071870,PAX00071870,FLT0015472,2026-06-30 04:53:00,Online
CHK00060459,TKT00071871,PAX00071871,FLT0066920,2025-09-19 11:23:00,Online
CHK00060460,TKT00071872,PAX00071872,FLT0070559,2025-08-30 08:25:00,Online
CHK00060461,TKT00071873,PAX00071873,FLT0043570,2026-01-13 16:44:00,Online
CHK00060462,TKT00071874,PAX00071874,FLT0005953,2026-08-15 15:50:00,Airport Kiosk
CHK00060463,TKT00071875,PAX00071875,FLT0005953,2026-08-15 15:31:00,Counter
CHK00060464,TKT00071876,PAX00071876,FLT0070900,2026-03-11 03:05:00,Online
CHK00060465,TKT00071877,PAX00071877,FLT0046621,2026-04-06 23:29:00,Mobile App
CHK00060466,TKT00071878,PAX00071878,FLT0023716,2025-09-07 13:01:00,Online
CHK00060467,TKT00071880,PAX00071880,FLT0040746,2026-06-09 02:27:00,Mobile App
CHK00060468,TKT00071882,PAX00071882,FLT0028630,2025-09-08 15:29:00,Online
CHK00060469,TKT00071883,PAX00071883,FLT0028630,2025-09-08 15:32:00,Airport Kiosk
CHK00060470,TKT00071884,PAX00071884,FLT0028630,2025-09-08 13:42:00,Mobile App
CHK00060471,TKT00071885,PAX00071885,FLT0023917,2026-08-05 17:30:00,Online
CHK00060472,TKT00071886,PAX00071886,FLT0068988,2026-08-07 07:24:00,Online
CHK00060473,TKT00071888,PAX00071888,FLT0034834,2025-10-10 13:31:00,Airport Kiosk
CHK00060474,TKT00071889,PAX00071889,FLT0044242,2026-07-23 00:21:00,Airport Kiosk
CHK00060475,TKT00071890,PAX00071890,FLT0035067,2026-05-18 21:46:00,Online
CHK00060476,TKT00071891,PAX00071891,FLT0035067,2026-05-18 21:40:00,Mobile App
CHK00060477,TKT00071892,PAX00071892,FLT0035067,2026-05-18 20:44:00,Counter
CHK00060478,TKT00071893,PAX00071893,FLT0014420,2026-03-04 15:48:00,Mobile App
CHK00060479,TKT00071894,PAX00071894,FLT0048563,2025-10-17 05:19:00,Airport Kiosk
CHK00060480,TKT00071895,PAX00071895,FLT0036006,2026-04-30 01:21:00,Online
CHK00060481,TKT00071896,PAX00071896,FLT0036006,2026-04-30 03:14:00,Mobile App
CHK00060482,TKT00071897,PAX00071897,FLT0046018,2025-10-06 10:35:00,Online
CHK00060483,TKT00071898,PAX00071898,FLT0046018,2025-10-06 08:55:00,Counter
CHK00060484,TKT00071899,PAX00071899,FLT0046018,2025-10-06 09:44:00,Mobile App
CHK00060485,TKT00071900,PAX00071900,FLT0056190,2026-01-28 23:46:00,Airport Kiosk
CHK00060486,TKT00071901,PAX00071901,FLT0056190,2026-01-28 23:03:00,Airport Kiosk
CHK00060487,TKT00071905,PAX00071905,FLT0068402,2026-05-11 01:40:00,Counter
CHK00060488,TKT00071906,PAX00071906,FLT0068402,2026-05-11 01:40:00,Online
CHK00060489,TKT00071907,PAX00071907,FLT0075793,2026-01-26 05:11:00,Online
CHK00060490,TKT00071908,PAX00071908,FLT0075793,2026-01-26 06:37:00,Online
CHK00060491,TKT00071909,PAX00071909,FLT0075793,2026-01-26 06:20:00,Online
CHK00060492,TKT00071911,PAX00071911,FLT0004909,2026-05-20 21:38:00,Online
CHK00060493,TKT00071912,PAX00071912,FLT0004909,2026-05-20 20:06:00,Online
CHK00060494,TKT00071913,PAX00071913,FLT0004909,2026-05-20 21:09:00,Mobile App
CHK00060495,TKT00071915,PAX00071915,FLT0063749,2026-06-07 22:20:00,Online
CHK00060496,TKT00071916,PAX00071916,FLT0063749,2026-06-07 20:39:00,Online
CHK00060497,TKT00071917,PAX00071917,FLT0078413,2026-07-30 20:17:00,Online
CHK00060498,TKT00071918,PAX00071918,FLT0069875,2025-09-04 11:02:00,Airport Kiosk
CHK00060499,TKT00071920,PAX00071920,FLT0012988,2025-11-08 09:09:00,Airport Kiosk
CHK00060500,TKT00071921,PAX00071921,FLT0012988,2025-11-08 10:36:00,Online
CHK00060501,TKT00071922,PAX00071922,FLT0028679,2026-07-23 20:22:00,Airport Kiosk
CHK00060502,TKT00071923,PAX00071923,FLT0028679,2026-07-23 20:05:00,Online
CHK00060503,TKT00071924,PAX00071924,FLT0061057,2026-08-09 00:13:00,Mobile App
CHK00060504,TKT00071925,PAX00071925,FLT0061057,2026-08-09 02:13:00,Mobile App
CHK00060505,TKT00071926,PAX00071926,FLT0030435,2026-03-11 14:33:00,Airport Kiosk
CHK00060506,TKT00071927,PAX00071927,FLT0005943,2026-05-06 16:28:00,Airport Kiosk
CHK00060507,TKT00071928,PAX00071928,FLT0004884,2025-12-27 17:59:00,Online
CHK00060508,TKT00071929,PAX00071929,FLT0004884,2025-12-27 17:30:00,Mobile App
CHK00060509,TKT00071930,PAX00071930,FLT0001465,2026-04-10 06:36:00,Airport Kiosk
CHK00060510,TKT00071935,PAX00071935,FLT0077427,2026-01-07 13:56:00,Airport Kiosk
CHK00060511,TKT00071936,PAX00071936,FLT0077427,2026-01-07 12:29:00,Airport Kiosk
CHK00060512,TKT00071937,PAX00071937,FLT0073818,2025-09-14 21:05:00,Mobile App
CHK00060513,TKT00071938,PAX00071938,FLT0073818,2025-09-14 21:54:00,Airport Kiosk
CHK00060514,TKT00071940,PAX00071940,FLT0042817,2026-01-21 19:41:00,Online
CHK00060515,TKT00071941,PAX00071941,FLT0042817,2026-01-21 19:59:00,Online
CHK00060516,TKT00071942,PAX00071942,FLT0027650,2025-09-06 12:09:00,Airport Kiosk
CHK00060517,TKT00071943,PAX00071943,FLT0027650,2025-09-06 11:23:00,Online
CHK00060518,TKT00071945,PAX00071945,FLT0027650,2025-09-06 11:39:00,Airport Kiosk
CHK00060519,TKT00071946,PAX00071946,FLT0076353,2026-04-19 07:29:00,Airport Kiosk
CHK00060520,TKT00071947,PAX00071947,FLT0076353,2026-04-19 08:19:00,Mobile App
CHK00060521,TKT00071949,PAX00071949,FLT0078710,2026-04-03 20:15:00,Online
CHK00060522,TKT00071950,PAX00071950,FLT0044189,2026-05-18 05:20:00,Online
CHK00060523,TKT00071951,PAX00071951,FLT0044189,2026-05-18 06:08:00,Mobile App
CHK00060524,TKT00071952,PAX00071952,FLT0025589,2026-05-26 23:31:00,Mobile App
CHK00060525,TKT00071953,PAX00071953,FLT0025589,2026-05-26 22:11:00,Mobile App
CHK00060526,TKT00071954,PAX00071954,FLT0079481,2026-06-08 05:37:00,Online
CHK00060527,TKT00071955,PAX00071955,FLT0079481,2026-06-08 04:51:00,Online
CHK00060528,TKT00071956,PAX00071956,FLT0065694,2026-04-12 02:15:00,Mobile App
CHK00060529,TKT00071957,PAX00071957,FLT0041003,2025-12-08 11:47:00,Mobile App
CHK00060530,TKT00071958,PAX00071958,FLT0041003,2025-12-08 11:47:00,Online
CHK00060531,TKT00071961,PAX00071961,FLT0004318,2026-02-11 23:24:00,Airport Kiosk
CHK00060532,TKT00071962,PAX00071962,FLT0029906,2025-10-06 12:22:00,Online
CHK00060533,TKT00071963,PAX00071963,FLT0029906,2025-10-06 12:12:00,Mobile App
CHK00060534,TKT00071965,PAX00071965,FLT0021097,2026-05-19 04:49:00,Online
CHK00060535,TKT00071966,PAX00071966,FLT0021097,2026-05-19 05:43:00,Counter
CHK00060536,TKT00071967,PAX00071967,FLT0021097,2026-05-19 03:52:00,Mobile App
CHK00060537,TKT00071968,PAX00071968,FLT0044563,2025-11-16 17:34:00,Online
CHK00060538,TKT00071970,PAX00071970,FLT0044563,2025-11-16 16:22:00,Online
CHK00060539,TKT00071971,PAX00071971,FLT0047599,2025-12-04 15:07:00,Counter
CHK00060540,TKT00071973,PAX00071973,FLT0047599,2025-12-04 16:29:00,Counter
CHK00060541,TKT00071974,PAX00071974,FLT0047599,2025-12-04 16:28:00,Mobile App
CHK00060542,TKT00071975,PAX00071975,FLT0058251,2026-03-22 00:02:00,Online
CHK00060543,TKT00071977,PAX00071977,FLT0029164,2026-04-10 06:31:00,Online
CHK00060544,TKT00071978,PAX00071978,FLT0068773,2025-10-04 21:04:00,Online
CHK00060545,TKT00071979,PAX00071979,FLT0001520,2025-10-08 20:09:00,Mobile App
CHK00060546,TKT00071980,PAX00071980,FLT0001520,2025-10-08 21:32:00,Airport Kiosk
CHK00060547,TKT00071982,PAX00071982,FLT0025848,2026-05-11 10:13:00,Online
CHK00060548,TKT00071983,PAX00071983,FLT0025848,2026-05-11 11:00:00,Mobile App
CHK00060549,TKT00071985,PAX00071985,FLT0054522,2026-07-10 13:42:00,Online
CHK00060550,TKT00071986,PAX00071986,FLT0054522,2026-07-10 12:23:00,Mobile App
CHK00060551,TKT00071987,PAX00071987,FLT0014632,2026-06-15 07:21:00,Counter
CHK00060552,TKT00071988,PAX00071988,FLT0044577,2026-03-09 02:35:00,Online
CHK00060553,TKT00071989,PAX00071989,FLT0044577,2026-03-09 00:41:00,Mobile App
CHK00060554,TKT00071990,PAX00071990,FLT0075792,2025-09-26 18:40:00,Online
CHK00060555,TKT00071991,PAX00071991,FLT0075792,2025-09-26 20:10:00,Airport Kiosk
CHK00060556,TKT00071992,PAX00071992,FLT0030764,2026-07-11 13:32:00,Airport Kiosk
CHK00060557,TKT00071993,PAX00071993,FLT0030764,2026-07-11 12:44:00,Counter
CHK00060558,TKT00071994,PAX00071994,FLT0043364,2025-11-24 02:44:00,Mobile App
CHK00060559,TKT00071995,PAX00071995,FLT0043364,2025-11-24 01:59:00,Mobile App
CHK00060560,TKT00071996,PAX00071996,FLT0043364,2025-11-24 01:11:00,Mobile App
CHK00060561,TKT00071997,PAX00071997,FLT0069099,2026-01-04 08:45:00,Online
CHK00060562,TKT00071998,PAX00071998,FLT0069099,2026-01-04 07:26:00,Mobile App
CHK00060563,TKT00071999,PAX00071999,FLT0069099,2026-01-04 08:35:00,Online
CHK00060564,TKT00072000,PAX00072000,FLT0035522,2025-12-02 10:30:00,Mobile App
CHK00060565,TKT00072001,PAX00072001,FLT0035522,2025-12-02 12:16:00,Counter
CHK00060566,TKT00072002,PAX00072002,FLT0068921,2026-05-06 19:30:00,Online
CHK00060567,TKT00072003,PAX00072003,FLT0068921,2026-05-06 19:24:00,Airport Kiosk
CHK00060568,TKT00072004,PAX00072004,FLT0068921,2026-05-06 20:23:00,Online
CHK00060569,TKT00072005,PAX00072005,FLT0051332,2025-10-22 13:53:00,Online
CHK00060570,TKT00072006,PAX00072006,FLT0007363,2025-11-04 05:05:00,Mobile App
CHK00060571,TKT00072007,PAX00072007,FLT0061112,2026-02-03 10:53:00,Airport Kiosk
CHK00060572,TKT00072008,PAX00072008,FLT0020627,2026-01-19 20:44:00,Counter
CHK00060573,TKT00072009,PAX00072009,FLT0033766,2026-08-04 22:29:00,Online
CHK00060574,TKT00072010,PAX00072010,FLT0079599,2026-05-14 23:52:00,Online
CHK00060575,TKT00072012,PAX00072012,FLT0052914,2025-09-06 15:12:00,Counter
CHK00060576,TKT00072015,PAX00072015,FLT0059271,2026-02-05 10:58:00,Online
CHK00060577,TKT00072016,PAX00072016,FLT0059271,2026-02-05 10:57:00,Mobile App
CHK00060578,TKT00072017,PAX00072017,FLT0025195,2025-11-16 02:56:00,Online
CHK00060579,TKT00072018,PAX00072018,FLT0025195,2025-11-16 01:57:00,Mobile App
CHK00060580,TKT00072020,PAX00072020,FLT0067040,2025-11-13 15:12:00,Online
CHK00060581,TKT00072021,PAX00072021,FLT0047760,2026-04-27 12:58:00,Mobile App
CHK00060582,TKT00072022,PAX00072022,FLT0064053,2025-08-21 09:11:00,Online
CHK00060583,TKT00072023,PAX00072023,FLT0064053,2025-08-21 07:59:00,Online
CHK00060584,TKT00072024,PAX00072024,FLT0064053,2025-08-21 08:03:00,Online
CHK00060585,TKT00072025,PAX00072025,FLT0050828,2026-01-26 19:28:00,Airport Kiosk
CHK00060586,TKT00072026,PAX00072026,FLT0050828,2026-01-26 19:52:00,Mobile App
CHK00060587,TKT00072027,PAX00072027,FLT0045632,2025-08-12 01:35:00,Online
CHK00060588,TKT00072028,PAX00072028,FLT0045632,2025-08-12 00:02:00,Mobile App
CHK00060589,TKT00072029,PAX00072029,FLT0045632,2025-08-12 01:06:00,Mobile App
CHK00060590,TKT00072030,PAX00072030,FLT0045632,2025-08-12 01:59:00,Mobile App
CHK00060591,TKT00072031,PAX00072031,FLT0066415,2026-07-08 08:15:00,Mobile App
CHK00060592,TKT00072032,PAX00072032,FLT0066615,2025-11-24 19:36:00,Online
CHK00060593,TKT00072033,PAX00072033,FLT0066615,2025-11-24 20:22:00,Counter
CHK00060594,TKT00072034,PAX00072034,FLT0017682,2026-02-28 17:06:00,Mobile App
CHK00060595,TKT00072035,PAX00072035,FLT0017682,2026-02-28 15:07:00,Online
CHK00060596,TKT00072036,PAX00072036,FLT0017682,2026-02-28 16:12:00,Online
CHK00060597,TKT00072037,PAX00072037,FLT0065817,2026-07-03 14:20:00,Airport Kiosk
CHK00060598,TKT00072038,PAX00072038,FLT0065817,2026-07-03 14:01:00,Online
CHK00060599,TKT00072039,PAX00072039,FLT0051259,2026-01-18 13:05:00,Mobile App
CHK00060600,TKT00072041,PAX00072041,FLT0051259,2026-01-18 13:01:00,Online
CHK00060601,TKT00072042,PAX00072042,FLT0037488,2025-09-28 15:03:00,Mobile App
CHK00060602,TKT00072043,PAX00072043,FLT0037488,2025-09-28 14:00:00,Airport Kiosk
CHK00060603,TKT00072044,PAX00072044,FLT0037488,2025-09-28 12:25:00,Online
CHK00060604,TKT00072045,PAX00072045,FLT0003173,2025-12-16 23:35:00,Counter
CHK00060605,TKT00072046,PAX00072046,FLT0003173,2025-12-17 00:04:00,Online
CHK00060606,TKT00072047,PAX00072047,FLT0074693,2026-06-28 12:26:00,Airport Kiosk
CHK00060607,TKT00072048,PAX00072048,FLT0074693,2026-06-28 13:01:00,Mobile App
CHK00060608,TKT00072049,PAX00072049,FLT0074693,2026-06-28 14:45:00,Online
CHK00060609,TKT00072051,PAX00072051,FLT0012724,2026-05-24 12:00:00,Mobile App
CHK00060610,TKT00072052,PAX00072052,FLT0012724,2026-05-24 13:07:00,Mobile App
CHK00060611,TKT00072053,PAX00072053,FLT0012724,2026-05-24 13:32:00,Online
CHK00060612,TKT00072054,PAX00072054,FLT0035764,2025-08-04 23:46:00,Mobile App
CHK00060613,TKT00072055,PAX00072055,FLT0055804,2026-07-06 23:57:00,Counter
CHK00060614,TKT00072056,PAX00072056,FLT0055804,2026-07-06 21:55:00,Mobile App
CHK00060615,TKT00072057,PAX00072057,FLT0022552,2026-07-19 09:36:00,Online
CHK00060616,TKT00072058,PAX00072058,FLT0022552,2026-07-19 08:28:00,Online
CHK00060617,TKT00072060,PAX00072060,FLT0066176,2026-04-25 17:35:00,Airport Kiosk
CHK00060618,TKT00072061,PAX00072061,FLT0066176,2026-04-25 16:50:00,Online
CHK00060619,TKT00072062,PAX00072062,FLT0066176,2026-04-25 16:59:00,Counter
CHK00060620,TKT00072063,PAX00072063,FLT0063415,2026-06-07 04:17:00,Online
CHK00060621,TKT00072064,PAX00072064,FLT0067619,2026-06-12 15:15:00,Online
CHK00060622,TKT00072065,PAX00072065,FLT0056706,2026-07-28 20:56:00,Online
CHK00060623,TKT00072066,PAX00072066,FLT0006786,2026-02-03 10:35:00,Mobile App
CHK00060624,TKT00072067,PAX00072067,FLT0000045,2025-11-22 02:26:00,Online
CHK00060625,TKT00072068,PAX00072068,FLT0000045,2025-11-22 02:44:00,Airport Kiosk
CHK00060626,TKT00072069,PAX00072069,FLT0026437,2025-08-30 04:43:00,Online
CHK00060627,TKT00072070,PAX00072070,FLT0026437,2025-08-30 03:45:00,Online
CHK00060628,TKT00072071,PAX00072071,FLT0026437,2025-08-30 03:47:00,Counter
CHK00060629,TKT00072072,PAX00072072,FLT0002176,2026-03-17 05:59:00,Counter
CHK00060630,TKT00072073,PAX00072073,FLT0041457,2026-04-16 06:27:00,Online
CHK00060631,TKT00072074,PAX00072074,FLT0041457,2026-04-16 06:33:00,Online
CHK00060632,TKT00072075,PAX00072075,FLT0000464,2026-08-07 14:56:00,Online
CHK00060633,TKT00072076,PAX00072076,FLT0000464,2026-08-07 16:18:00,Online
CHK00060634,TKT00072077,PAX00072077,FLT0000464,2026-08-07 14:49:00,Online
CHK00060635,TKT00072078,PAX00072078,FLT0052360,2026-04-20 16:25:00,Online
CHK00060636,TKT00072079,PAX00072079,FLT0052360,2026-04-20 17:01:00,Mobile App
CHK00060637,TKT00072081,PAX00072081,FLT0027591,2025-10-20 13:52:00,Online
CHK00060638,TKT00072082,PAX00072082,FLT0027591,2025-10-20 13:25:00,Airport Kiosk
CHK00060639,TKT00072083,PAX00072083,FLT0069569,2025-08-21 22:32:00,Online
CHK00060640,TKT00072084,PAX00072084,FLT0069569,2025-08-21 21:46:00,Mobile App
CHK00060641,TKT00072085,PAX00072085,FLT0069569,2025-08-21 22:12:00,Mobile App
CHK00060642,TKT00072086,PAX00072086,FLT0040254,2026-04-09 08:34:00,Online
CHK00060643,TKT00072092,PAX00072092,FLT0031489,2026-03-27 03:53:00,Online
CHK00060644,TKT00072093,PAX00072093,FLT0031489,2026-03-27 04:47:00,Airport Kiosk
CHK00060645,TKT00072094,PAX00072094,FLT0057791,2026-06-02 11:23:00,Online
CHK00060646,TKT00072095,PAX00072095,FLT0052629,2026-08-12 06:31:00,Airport Kiosk
CHK00060647,TKT00072096,PAX00072096,FLT0052629,2026-08-12 05:34:00,Online
CHK00060648,TKT00072097,PAX00072097,FLT0052629,2026-08-12 05:45:00,Online
CHK00060649,TKT00072098,PAX00072098,FLT0052629,2026-08-12 05:29:00,Mobile App
CHK00060650,TKT00072099,PAX00072099,FLT0017327,2026-07-06 06:19:00,Mobile App
CHK00060651,TKT00072100,PAX00072100,FLT0017327,2026-07-06 07:33:00,Airport Kiosk
CHK00060652,TKT00072101,PAX00072101,FLT0017327,2026-07-06 07:24:00,Counter
CHK00060653,TKT00072102,PAX00072102,FLT0004567,2025-11-29 03:42:00,Mobile App
CHK00060654,TKT00072105,PAX00072105,FLT0038583,2026-06-30 02:56:00,Mobile App
CHK00060655,TKT00072106,PAX00072106,FLT0038583,2026-06-30 04:05:00,Online
CHK00060656,TKT00072107,PAX00072107,FLT0068873,2026-01-12 07:32:00,Online
CHK00060657,TKT00072108,PAX00072108,FLT0067543,2026-05-02 11:11:00,Online
CHK00060658,TKT00072109,PAX00072109,FLT0022060,2026-01-16 06:56:00,Mobile App
CHK00060659,TKT00072110,PAX00072110,FLT0022060,2026-01-16 07:37:00,Airport Kiosk
CHK00060660,TKT00072111,PAX00072111,FLT0022218,2026-04-09 23:22:00,Airport Kiosk
CHK00060661,TKT00072112,PAX00072112,FLT0058890,2026-04-26 15:33:00,Mobile App
CHK00060662,TKT00072113,PAX00072113,FLT0058890,2026-04-26 14:35:00,Online
CHK00060663,TKT00072114,PAX00072114,FLT0018194,2025-11-07 08:47:00,Online
CHK00060664,TKT00072115,PAX00072115,FLT0045262,2026-04-06 03:55:00,Airport Kiosk
CHK00060665,TKT00072120,PAX00072120,FLT0065522,2026-06-14 07:55:00,Counter
CHK00060666,TKT00072121,PAX00072121,FLT0065522,2026-06-14 07:53:00,Online
CHK00060667,TKT00072123,PAX00072123,FLT0047544,2025-08-03 23:18:00,Online
CHK00060668,TKT00072124,PAX00072124,FLT0047544,2025-08-03 22:43:00,Mobile App
CHK00060669,TKT00072126,PAX00072126,FLT0005701,2026-04-24 14:56:00,Online
CHK00060670,TKT00072127,PAX00072127,FLT0072874,2026-03-17 03:31:00,Airport Kiosk
CHK00060671,TKT00072129,PAX00072129,FLT0051902,2025-11-07 11:48:00,Mobile App
CHK00060672,TKT00072131,PAX00072131,FLT0034480,2026-05-22 08:35:00,Mobile App
CHK00060673,TKT00072132,PAX00072132,FLT0034480,2026-05-22 09:07:00,Online
CHK00060674,TKT00072133,PAX00072133,FLT0041957,2026-01-03 09:07:00,Online
