feedback_id,customer_id,flight_id,rating,comments,submitted_date
FB004293,CUS0040405,FLT0017603,5,Great service!,2024-06-10
FB004294,CUS0052006,FLT0072520,4,Flight was delayed but staff were helpful.,2024-05-20
FB004295,CUS0000422,FLT0011997,2,"Lost my baggage, very disappointed.",2024-10-26
FB004296,CUS0014296,FLT0053085,3,Food could be better.,2025-07-03
FB004297,CUS0031588,FLT0072148,3,Comfortable seats.,2024-12-30
FB004298,CUS0057471,,2,"Excellent crew, will fly again.",2024-01-04
FB004299,CUS0011695,,4,,2025-07-17
FB004300,CUS0022638,,4,Comfortable seats.,2024-06-30
FB004301,CUS0047571,FLT0057869,2,,2025-02-13
FB004302,CUS0009842,FLT0075996,2,,2024-02-18
FB004303,CUS0059208,FLT0001559,4,Flight was delayed but staff were helpful.,2024-04-01
FB004304,CUS0000943,FLT0078101,2,,2024-02-06
FB004305,CUS0022116,FLT0056315,3,,2025-10-13
FB004306,CUS0018943,FLT0008951,4,Flight was delayed but staff were helpful.,2025-10-01
FB004307,CUS0004089,FLT0056143,3,,2024-11-04
FB004308,CUS0015131,,2,,2026-01-27
FB004309,CUS0028293,FLT0004141,3,,2024-09-12
FB004310,CUS0036798,FLT0073480,2,Great service!,2026-07-30
FB004311,CUS0027881,FLT0044960,2,Food could be better.,2025-05-16
FB004312,CUS0038229,,4,,2026-03-01
FB004313,CUS0013155,FLT0071678,3,"Lost my baggage, very disappointed.",2025-08-20
FB004314,CUS0029718,FLT0078452,1,Comfortable seats.,2026-05-02
FB004315,CUS0001724,FLT0032791,4,Food could be better.,2026-01-20
FB004316,CUS0053409,FLT0057114,3,Great service!,2025-08-28
FB004317,CUS0010528,FLT0005703,1,,2024-02-03
FB004318,CUS0019928,FLT0074638,5,"Lost my baggage, very disappointed.",2026-05-13
FB004319,CUS0019723,FLT0041332,2,Comfortable seats.,2024-02-20
FB004320,CUS0051321,FLT0021980,5,,2025-09-21
FB004321,CUS0008219,,2,"Excellent crew, will fly again.",2024-09-30
FB004322,CUS0029527,FLT0076524,2,Food could be better.,2024-09-02
FB004323,CUS0027198,FLT0032459,3,Comfortable seats.,2024-04-12
FB004324,CUS0059199,FLT0040262,1,Flight was delayed but staff were helpful.,2025-03-07
FB004325,CUS0026624,FLT0061358,3,,2024-03-02
FB004326,CUS0010803,FLT0055272,5,Comfortable seats.,2025-09-16
FB004327,CUS0031900,FLT0049377,1,Smooth check-in process.,2024-05-27
FB004328,CUS0056388,,5,Food could be better.,2025-10-03
FB004329,CUS0044110,FLT0001810,3,,2024-04-29
FB004330,CUS0018140,FLT0050590,4,Food could be better.,2024-03-15
FB004331,CUS0006333,FLT0065823,2,Flight was delayed but staff were helpful.,2025-06-30
FB004332,CUS0034319,FLT0057393,3,"Lost my baggage, very disappointed.",2026-05-21
FB004333,CUS0059683,FLT0005418,2,Food could be better.,2025-07-07
FB004334,CUS0038618,FLT0058123,5,"Excellent crew, will fly again.",2024-01-30
FB004335,CUS0050700,FLT0015733,4,,2026-04-16
FB004336,CUS0054795,FLT0013393,2,"Excellent crew, will fly again.",2025-05-10
FB004337,CUS0033538,,1,Food could be better.,2024-06-30
FB004338,CUS0027060,FLT0008715,2,,2026-06-23
FB004339,CUS0010537,FLT0006360,5,"Lost my baggage, very disappointed.",2025-11-11
FB004340,CUS0000544,FLT0005019,5,"Excellent crew, will fly again.",2024-08-09
FB004341,CUS0010439,FLT0016147,2,"Excellent crew, will fly again.",2025-02-22
FB004342,CUS0046777,FLT0010533,5,Food could be better.,2026-01-03
FB004343,CUS0008526,FLT0056499,3,Food could be better.,2025-10-07
FB004344,CUS0010048,FLT0038887,1,"Lost my baggage, very disappointed.",2024-12-06
FB004345,CUS0012906,FLT0007772,3,"Excellent crew, will fly again.",2025-03-06
FB004346,CUS0024259,FLT0053574,1,Comfortable seats.,2026-05-08
FB004347,CUS0018442,,4,Great service!,2026-06-21
FB004348,CUS0043180,,3,,2025-07-28
FB004349,CUS0052242,FLT0030831,4,Food could be better.,2024-04-14
FB004350,CUS0019080,FLT0004788,3,,2025-02-02
FB004351,CUS0014197,,5,Flight was delayed but staff were helpful.,2025-07-17
FB004352,CUS0022253,FLT0049018,3,"Excellent crew, will fly again.",2025-04-01
FB004353,CUS0049449,,4,"Excellent crew, will fly again.",2026-07-18
FB004354,CUS0011488,FLT0008307,1,"Lost my baggage, very disappointed.",2024-01-27
FB004355,CUS0042935,FLT0025028,4,"Lost my baggage, very disappointed.",2026-06-11
FB004356,CUS0013489,FLT0011269,1,Flight was delayed but staff were helpful.,2026-02-20
FB004357,CUS0006868,FLT0019962,1,Comfortable seats.,2025-10-02
FB004358,CUS0033487,FLT0030738,3,Food could be better.,2025-05-08
FB004359,CUS0044287,,1,Flight was delayed but staff were helpful.,2026-07-16
FB004360,CUS0015025,FLT0073639,5,,2024-09-25
FB004361,CUS0036472,,1,,2024-09-30
FB004362,CUS0000827,FLT0066184,3,Comfortable seats.,2025-03-26
FB004363,CUS0020316,FLT0031602,3,"Excellent crew, will fly again.",2024-11-13
FB004364,CUS0040017,FLT0076022,2,Food could be better.,2025-10-14
FB004365,CUS0022053,FLT0008831,5,,2025-12-31
FB004366,CUS0050950,FLT0012960,5,,2026-03-28
FB004367,CUS0033011,FLT0073622,3,,2025-01-08
FB004368,CUS0009908,,2,,2024-05-08
FB004369,CUS0050942,,4,,2024-01-22
FB004370,CUS0030884,FLT0021593,4,"Lost my baggage, very disappointed.",2026-01-15
FB004371,CUS0053070,,1,Great service!,2025-06-24
FB004372,CUS0015351,FLT0041167,2,,2025-09-01
FB004373,CUS0047025,FLT0066251,5,,2025-07-23
FB004374,CUS0023912,FLT0079166,4,Flight was delayed but staff were helpful.,2026-05-08
FB004375,CUS0058827,FLT0048281,4,Great service!,2024-02-22
FB004376,CUS0001347,,5,,2024-04-22
FB004377,CUS0046952,FLT0015744,2,Great service!,2024-08-03
FB004378,CUS0019887,,3,,2025-04-14
FB004379,CUS0023886,FLT0035023,5,Food could be better.,2024-04-14
FB004380,CUS0001853,FLT0048493,4,,2025-05-31
FB004381,CUS0020520,FLT0047732,3,"Lost my baggage, very disappointed.",2026-01-29
FB004382,CUS0055209,FLT0046989,2,"Excellent crew, will fly again.",2025-08-24
FB004383,CUS0039468,FLT0002545,1,,2025-10-20
FB004384,CUS0010392,FLT0054547,5,"Lost my baggage, very disappointed.",2026-04-07
FB004385,CUS0016848,FLT0058392,4,,2024-05-18
FB004386,CUS0008327,FLT0046531,1,Flight was delayed but staff were helpful.,2026-06-16
FB004387,CUS0056735,,2,,2024-12-10
FB004388,CUS0031632,FLT0033151,2,"Excellent crew, will fly again.",2025-08-08
FB004389,CUS0036473,FLT0039631,1,"Excellent crew, will fly again.",2026-03-28
FB004390,CUS0039039,FLT0019031,5,"Excellent crew, will fly again.",2026-05-30
FB004391,CUS0056370,FLT0023828,4,,2025-04-21
FB004392,CUS0022078,FLT0052411,2,,2024-08-28
FB004393,CUS0017537,FLT0050266,3,,2024-05-13
FB004394,CUS0011120,FLT0055889,5,Smooth check-in process.,2026-04-26
FB004395,CUS0012521,FLT0033977,5,"Lost my baggage, very disappointed.",2026-01-21
FB004396,CUS0011384,FLT0046298,1,"Lost my baggage, very disappointed.",2025-03-26
FB004397,CUS0046219,FLT0047282,4,Great service!,2025-01-09
FB004398,CUS0055794,FLT0058849,5,,2026-01-06
FB004399,CUS0050711,FLT0006435,5,,2025-09-07
FB004400,CUS0003438,,2,,2024-09-09
FB004401,CUS0012552,,4,"Excellent crew, will fly again.",2026-06-04
FB004402,CUS0000903,FLT0001667,2,"Excellent crew, will fly again.",2025-08-26
FB004403,CUS0027695,FLT0017787,1,Food could be better.,2026-01-09
FB004404,CUS0053274,FLT0021128,1,Great service!,2024-10-21
FB004405,CUS0049789,FLT0053399,4,,2025-04-14
FB004406,CUS0034882,,3,Comfortable seats.,2025-11-28
FB004407,CUS0014890,,2,,2026-04-05
FB004408,CUS0034779,FLT0038777,2,,2024-11-28
FB004409,CUS0020042,FLT0035486,5,"Excellent crew, will fly again.",2026-06-02
FB004410,CUS0056131,FLT0031705,3,,2025-08-23
FB004411,CUS0000319,,4,,2024-01-14
FB004412,CUS0031259,FLT0072139,3,"Lost my baggage, very disappointed.",2026-01-28
FB004413,CUS0029255,FLT0079341,2,,2025-04-04
FB004414,CUS0011952,FLT0050367,4,"Excellent crew, will fly again.",2024-08-08
FB004415,CUS0046147,FLT0076153,5,,2025-12-25
FB004416,CUS0041817,FLT0052813,5,"Excellent crew, will fly again.",2026-07-10
FB004417,CUS0007435,FLT0029754,3,Flight was delayed but staff were helpful.,2025-10-13
FB004418,CUS0049372,,1,"Lost my baggage, very disappointed.",2024-06-12
FB004419,CUS0029681,FLT0029763,4,,2025-07-16
FB004420,CUS0038730,,5,"Excellent crew, will fly again.",2024-11-17
FB004421,CUS0042159,,5,"Excellent crew, will fly again.",2024-06-01
FB004422,CUS0020629,FLT0022293,2,Flight was delayed but staff were helpful.,2026-03-26
FB004423,CUS0011101,,3,"Lost my baggage, very disappointed.",2026-07-16
FB004424,CUS0010575,FLT0052286,4,Smooth check-in process.,2025-05-30
FB004425,CUS0021976,FLT0079166,4,Great service!,2024-11-20
FB004426,CUS0046984,FLT0018146,2,,2024-11-06
FB004427,CUS0033639,FLT0039503,1,"Lost my baggage, very disappointed.",2025-03-11
FB004428,CUS0013639,FLT0029533,1,Smooth check-in process.,2025-04-07
FB004429,CUS0047367,FLT0028853,4,Comfortable seats.,2026-07-27
FB004430,CUS0021942,FLT0005428,2,,2024-09-14
FB004431,CUS0031863,FLT0002198,2,Great service!,2025-09-09
FB004432,CUS0049830,,5,,2025-12-30
FB004433,CUS0056723,FLT0064941,4,Great service!,2025-07-28
FB004434,CUS0032587,,5,,2025-06-03
FB004435,CUS0000244,FLT0045588,3,,2025-03-18
FB004436,CUS0040247,FLT0057506,5,Great service!,2024-10-15
FB004437,CUS0045193,FLT0051342,4,Smooth check-in process.,2025-07-17
FB004438,CUS0035229,FLT0052819,5,Flight was delayed but staff were helpful.,2024-12-09
FB004439,CUS0001684,FLT0002843,1,Great service!,2024-08-25
FB004440,CUS0044040,FLT0005736,1,Smooth check-in process.,2024-03-29
FB004441,CUS0029716,FLT0061241,1,Food could be better.,2025-05-14
FB004442,CUS0037456,FLT0006151,5,,2024-07-30
FB004443,CUS0010996,FLT0029014,3,Food could be better.,2026-04-22
FB004444,CUS0040429,FLT0008018,2,Flight was delayed but staff were helpful.,2025-02-27
FB004445,CUS0052471,,2,"Lost my baggage, very disappointed.",2025-05-25
FB004446,CUS0025091,FLT0024529,1,"Excellent crew, will fly again.",2026-05-16
FB004447,CUS0005822,FLT0061642,3,Smooth check-in process.,2026-02-27
FB004448,CUS0057567,FLT0079883,1,Smooth check-in process.,2024-02-10
FB004449,CUS0000118,FLT0048917,4,,2024-08-30
FB004450,CUS0032256,,1,Great service!,2026-05-31
FB004451,CUS0014948,FLT0032928,2,Smooth check-in process.,2025-07-27
FB004452,CUS0029270,FLT0002860,2,Comfortable seats.,2025-03-11
FB004453,CUS0023884,FLT0025449,5,,2024-10-24
FB004454,CUS0040583,,2,Food could be better.,2024-05-13
FB004455,CUS0024769,,5,Comfortable seats.,2026-04-09
FB004456,CUS0026719,FLT0013720,5,Comfortable seats.,2026-04-28
FB004457,CUS0000220,FLT0010070,3,"Lost my baggage, very disappointed.",2024-05-06
FB004458,CUS0006875,FLT0055043,5,,2024-07-16
FB004459,CUS0008456,FLT0015933,5,Flight was delayed but staff were helpful.,2024-07-20
FB004460,CUS0004565,FLT0037707,3,"Lost my baggage, very disappointed.",2025-04-21
FB004461,CUS0001496,FLT0029273,2,,2026-06-23
FB004462,CUS0041431,FLT0040235,5,,2026-07-14
FB004463,CUS0010591,,3,Great service!,2024-09-01
FB004464,CUS0056269,,1,Comfortable seats.,2024-04-16
FB004465,CUS0059930,FLT0044412,5,,2025-07-01
FB004466,CUS0025452,FLT0038926,1,Flight was delayed but staff were helpful.,2026-06-04
FB004467,CUS0057938,FLT0063495,2,"Lost my baggage, very disappointed.",2024-08-26
FB004468,CUS0050775,FLT0057731,4,Food could be better.,2026-06-20
FB004469,CUS0002048,FLT0058932,1,"Lost my baggage, very disappointed.",2024-06-12
FB004470,CUS0058820,,4,,2025-08-07
FB004471,CUS0034024,FLT0037694,5,"Excellent crew, will fly again.",2025-09-10
FB004472,CUS0055509,FLT0040959,2,Great service!,2024-06-04
FB004473,CUS0046983,FLT0023339,4,"Lost my baggage, very disappointed.",2025-06-12
FB004474,CUS0043771,FLT0072386,1,,2025-04-10
FB004475,CUS0002896,FLT0047785,2,Food could be better.,2026-02-15
FB004476,CUS0011766,FLT0057350,4,Smooth check-in process.,2025-11-29
FB004477,CUS0025537,,5,Food could be better.,2026-02-20
FB004478,CUS0058845,FLT0035988,1,"Lost my baggage, very disappointed.",2024-01-04
FB004479,CUS0014852,FLT0046527,4,Smooth check-in process.,2025-05-18
FB004480,CUS0035808,FLT0001359,4,Comfortable seats.,2025-11-04
FB004481,CUS0003179,FLT0059112,3,Comfortable seats.,2025-01-13
FB004482,CUS0054182,FLT0005206,3,Comfortable seats.,2026-04-21
FB004483,CUS0003038,FLT0045577,2,,2026-02-07
FB004484,CUS0045387,,4,Flight was delayed but staff were helpful.,2026-01-25
FB004485,CUS0031487,FLT0043813,1,Flight was delayed but staff were helpful.,2025-02-08
FB004486,CUS0010181,FLT0033729,4,Smooth check-in process.,2026-02-03
FB004487,CUS0059198,FLT0067996,5,"Lost my baggage, very disappointed.",2024-04-18
FB004488,CUS0045275,,1,,2025-09-13
FB004489,CUS0036916,FLT0027463,2,,2025-11-13
FB004490,CUS0043091,FLT0031852,2,Flight was delayed but staff were helpful.,2025-09-24
FB004491,CUS0028440,FLT0019915,3,,2025-03-30
FB004492,CUS0009607,,5,Comfortable seats.,2025-12-01
FB004493,CUS0001333,FLT0009107,4,Smooth check-in process.,2025-09-26
FB004494,CUS0029394,FLT0020436,4,Flight was delayed but staff were helpful.,2024-10-23
FB004495,CUS0017760,,2,"Excellent crew, will fly again.",2026-01-04
FB004496,CUS0022800,FLT0056613,1,,2026-03-16
FB004497,CUS0006524,,1,,2024-07-23
FB004498,CUS0009558,FLT0024761,5,,2026-05-20
FB004499,CUS0007356,FLT0050425,4,Smooth check-in process.,2024-12-05
FB004500,CUS0013516,FLT0069742,2,,2026-01-02
FB004501,CUS0003684,FLT0004732,1,"Excellent crew, will fly again.",2024-10-13
FB004502,CUS0023427,,2,Comfortable seats.,2024-12-08
FB004503,CUS0058915,FLT0048666,1,,2025-09-23
FB004504,CUS0039095,FLT0043055,1,Smooth check-in process.,2025-11-01
FB004505,CUS0002158,FLT0073996,2,,2024-02-07
FB004506,CUS0021283,FLT0067917,4,Smooth check-in process.,2025-01-15
FB004507,CUS0004638,,4,"Excellent crew, will fly again.",2024-04-07
FB004508,CUS0041671,FLT0002350,3,Smooth check-in process.,2025-10-02
FB004509,CUS0040537,FLT0072211,5,Smooth check-in process.,2025-04-11
FB004510,CUS0011114,FLT0000918,4,"Lost my baggage, very disappointed.",2025-01-27
FB004511,CUS0049189,,1,"Lost my baggage, very disappointed.",2026-07-25
FB004512,CUS0058507,,4,"Excellent crew, will fly again.",2025-03-27
FB004513,CUS0056561,FLT0006778,3,,2024-04-29
FB004514,CUS0020513,FLT0039195,5,Great service!,2024-02-08
FB004515,CUS0035387,FLT0004794,4,"Lost my baggage, very disappointed.",2024-09-03
FB004516,CUS0045094,FLT0011803,5,,2026-04-25
FB004517,CUS0029836,FLT0025596,4,Smooth check-in process.,2024-04-07
FB004518,CUS0005883,FLT0028493,2,"Lost my baggage, very disappointed.",2024-09-09
FB004519,CUS0020366,FLT0023327,5,,2026-02-05
FB004520,CUS0035246,FLT0070307,5,,2024-08-13
FB004521,CUS0006343,FLT0018400,2,Food could be better.,2024-10-18
FB004522,CUS0016422,FLT0003504,5,"Lost my baggage, very disappointed.",2024-09-13
FB004523,CUS0009288,FLT0010367,1,Smooth check-in process.,2026-05-30
FB004524,CUS0010888,FLT0057728,2,"Lost my baggage, very disappointed.",2024-11-23
FB004525,CUS0054867,FLT0064800,4,,2024-09-30
FB004526,CUS0025699,FLT0059175,1,Food could be better.,2026-04-02
FB004527,CUS0043146,FLT0043118,3,"Lost my baggage, very disappointed.",2024-07-28
FB004528,CUS0019123,,3,Comfortable seats.,2024-01-16
FB004529,CUS0025453,FLT0005501,4,Great service!,2024-01-24
FB004530,CUS0053931,FLT0029863,5,,2024-12-22
FB004531,CUS0035335,FLT0038590,3,"Lost my baggage, very disappointed.",2026-05-13
FB004532,CUS0043931,,4,Flight was delayed but staff were helpful.,2024-06-20
FB004533,CUS0001143,FLT0075146,3,Smooth check-in process.,2024-02-20
FB004534,CUS0002940,FLT0006557,4,"Excellent crew, will fly again.",2024-09-10
FB004535,CUS0036784,,5,"Excellent crew, will fly again.",2025-05-31
FB004536,CUS0021861,FLT0073439,4,,2026-01-10
FB004537,CUS0012220,FLT0078862,3,Comfortable seats.,2024-01-30
FB004538,CUS0014157,FLT0041586,1,Smooth check-in process.,2024-10-21
FB004539,CUS0000577,FLT0059940,4,Food could be better.,2024-09-02
FB004540,CUS0030277,FLT0058582,5,Flight was delayed but staff were helpful.,2024-08-02
FB004541,CUS0025412,,2,"Lost my baggage, very disappointed.",2026-03-08
FB004542,CUS0010991,FLT0050488,2,"Excellent crew, will fly again.",2024-09-27
FB004543,CUS0024304,FLT0041298,3,"Excellent crew, will fly again.",2026-04-06
FB004544,CUS0034368,FLT0020651,5,Flight was delayed but staff were helpful.,2024-11-28
FB004545,CUS0038625,FLT0005053,1,,2024-11-12
FB004546,CUS0047518,,3,,2025-02-15
FB004547,CUS0005408,FLT0018574,2,,2025-01-19
FB004548,CUS0011872,FLT0000476,5,Smooth check-in process.,2024-10-19
FB004549,CUS0012044,,3,,2024-05-06
FB004550,CUS0032810,,5,,2024-02-11
FB004551,CUS0046756,FLT0057745,1,,2026-01-15
FB004552,CUS0026891,FLT0045545,5,Food could be better.,2025-08-04
FB004553,CUS0055307,FLT0072516,5,Comfortable seats.,2024-05-06
FB004554,CUS0050410,,5,,2025-05-26
FB004555,CUS0013470,FLT0057369,3,,2024-12-18
FB004556,CUS0057951,,3,Great service!,2025-05-27
FB004557,CUS0033421,FLT0055051,5,"Excellent crew, will fly again.",2024-10-24
FB004558,CUS0023252,FLT0007864,3,,2026-02-13
FB004559,CUS0031184,FLT0001199,4,Comfortable seats.,2024-01-04
FB004560,CUS0005699,FLT0027920,4,,2025-02-12
FB004561,CUS0036460,FLT0073590,4,Great service!,2026-04-22
FB004562,CUS0016108,,4,,2025-02-16
FB004563,CUS0010197,FLT0004551,4,"Lost my baggage, very disappointed.",2024-03-24
FB004564,CUS0010828,FLT0054606,4,Great service!,2024-01-21
FB004565,CUS0033011,FLT0052841,5,"Excellent crew, will fly again.",2024-04-07
FB004566,CUS0048538,FLT0041619,1,,2025-10-16
FB004567,CUS0040022,FLT0024728,4,Flight was delayed but staff were helpful.,2024-07-10
FB004568,CUS0040665,FLT0072128,5,Smooth check-in process.,2024-08-08
FB004569,CUS0018939,FLT0026644,1,,2026-06-12
FB004570,CUS0042837,,3,Great service!,2024-09-19
FB004571,CUS0020915,,2,Comfortable seats.,2025-05-07
FB004572,CUS0041474,,3,,2025-09-25
FB004573,CUS0001281,FLT0039360,1,"Excellent crew, will fly again.",2024-04-26
FB004574,CUS0054132,FLT0043907,3,Food could be better.,2024-02-14
FB004575,CUS0015023,FLT0040504,3,"Excellent crew, will fly again.",2026-04-12
FB004576,CUS0008052,FLT0031209,1,,2024-05-04
FB004577,CUS0040101,FLT0029418,4,Great service!,2025-09-16
FB004578,CUS0052658,,1,Great service!,2024-05-29
FB004579,CUS0030794,FLT0025743,3,Comfortable seats.,2025-11-28
FB004580,CUS0004740,FLT0022433,4,Comfortable seats.,2024-09-18
FB004581,CUS0021383,FLT0067020,1,"Excellent crew, will fly again.",2025-04-08
FB004582,CUS0029988,FLT0026589,5,Smooth check-in process.,2025-04-25
FB004583,CUS0028334,FLT0042489,2,,2026-07-11
FB004584,CUS0031107,,1,,2025-03-07
FB004585,CUS0039056,FLT0070371,4,,2025-06-03
FB004586,CUS0012964,FLT0011918,2,Comfortable seats.,2025-03-17
FB004587,CUS0056811,FLT0003749,4,Comfortable seats.,2025-08-12
FB004588,CUS0043179,FLT0022246,4,Food could be better.,2025-06-03
FB004589,CUS0001038,FLT0043407,3,,2025-10-16
FB004590,CUS0029013,FLT0006990,5,Comfortable seats.,2024-06-08
FB004591,CUS0029407,FLT0022817,2,Comfortable seats.,2024-12-13
FB004592,CUS0057204,,2,"Lost my baggage, very disappointed.",2025-06-10
FB004593,CUS0003221,FLT0044443,5,,2024-07-26
FB004594,CUS0024294,FLT0064762,4,,2026-05-14
FB004595,CUS0030107,FLT0013332,2,Food could be better.,2026-01-25
FB004596,CUS0038047,,4,Great service!,2026-07-25
FB004597,CUS0026800,FLT0048782,1,"Excellent crew, will fly again.",2026-01-15
FB004598,CUS0030661,FLT0016938,1,"Lost my baggage, very disappointed.",2025-06-04
FB004599,CUS0020958,FLT0043858,1,Comfortable seats.,2025-12-18
FB004600,CUS0020792,,5,Smooth check-in process.,2024-08-21
FB004601,CUS0056519,FLT0029131,1,"Excellent crew, will fly again.",2025-04-07
FB004602,CUS0009861,FLT0001961,2,Food could be better.,2024-11-21
FB004603,CUS0014485,FLT0071607,2,,2025-10-17
FB004604,CUS0053221,FLT0011740,4,Great service!,2025-12-09
FB004605,CUS0020516,FLT0040574,4,"Lost my baggage, very disappointed.",2026-02-27
FB004606,CUS0012481,FLT0069612,5,,2025-07-05
FB004607,CUS0037961,FLT0052654,5,Great service!,2024-03-07
FB004608,CUS0029041,FLT0076432,3,Food could be better.,2025-05-22
FB004609,CUS0025514,,4,"Excellent crew, will fly again.",2026-07-23
FB004610,CUS0044715,FLT0021657,3,Great service!,2024-12-25
FB004611,CUS0004403,FLT0023116,5,Comfortable seats.,2024-12-03
FB004612,CUS0032628,,4,,2026-07-30
FB004613,CUS0034157,FLT0041273,2,"Excellent crew, will fly again.",2025-03-24
FB004614,CUS0019175,FLT0045397,4,,2024-10-09
FB004615,CUS0047826,FLT0039220,4,,2025-07-26
FB004616,CUS0006454,FLT0066926,2,Food could be better.,2026-01-22
FB004617,CUS0016768,,3,,2025-10-04
FB004618,CUS0026118,FLT0053601,4,,2024-08-11
FB004619,CUS0033543,FLT0013566,2,,2025-01-02
FB004620,CUS0001988,,5,,2026-02-12
FB004621,CUS0021886,FLT0020293,5,Smooth check-in process.,2024-12-04
FB004622,CUS0025088,FLT0031700,4,Comfortable seats.,2025-05-07
FB004623,CUS0035112,FLT0054995,5,,2025-12-21
FB004624,CUS0038560,FLT0062208,4,,2024-10-05
FB004625,CUS0000734,FLT0026962,4,Food could be better.,2025-05-08
FB004626,CUS0042403,FLT0019145,3,Smooth check-in process.,2026-04-02
FB004627,CUS0031031,FLT0043466,1,Smooth check-in process.,2026-04-08
FB004628,CUS0016671,FLT0044200,2,,2025-09-05
FB004629,CUS0023428,FLT0051721,5,,2024-01-19
FB004630,CUS0058112,,2,,2024-05-29
FB004631,CUS0053366,FLT0046759,4,,2024-06-07
FB004632,CUS0008242,,3,Great service!,2024-09-13
FB004633,CUS0053625,,3,"Lost my baggage, very disappointed.",2026-05-07
FB004634,CUS0029458,FLT0067769,4,Comfortable seats.,2025-12-29
FB004635,CUS0049653,FLT0048207,3,"Excellent crew, will fly again.",2025-04-14
FB004636,CUS0001838,,2,,2025-03-20
FB004637,CUS0016498,FLT0054157,4,Food could be better.,2026-03-26
FB004638,CUS0002023,FLT0001412,5,Flight was delayed but staff were helpful.,2024-08-19
FB004639,CUS0016634,,3,Food could be better.,2025-09-08
FB004640,CUS0041928,FLT0032837,2,Comfortable seats.,2024-02-20
FB004641,CUS0017070,FLT0014952,3,,2024-08-12
FB004642,CUS0025188,FLT0034885,2,"Excellent crew, will fly again.",2026-06-01
FB004643,CUS0033512,FLT0078035,3,,2025-05-02
FB004644,CUS0020163,FLT0078773,1,"Excellent crew, will fly again.",2024-02-29
FB004645,CUS0026992,FLT0061304,4,,2025-02-15
FB004646,CUS0031733,,3,Food could be better.,2024-10-08
FB004647,CUS0012275,FLT0017776,2,"Excellent crew, will fly again.",2025-03-20
FB004648,CUS0034133,FLT0072269,4,,2025-08-30
FB004649,CUS0032496,,5,Great service!,2024-08-22
FB004650,CUS0054160,FLT0048665,1,,2024-10-27
FB004651,CUS0058724,FLT0053891,4,,2025-03-07
FB004652,CUS0049068,,1,,2025-04-13
FB004653,CUS0002665,FLT0034531,3,Comfortable seats.,2025-08-13
FB004654,CUS0011738,,4,"Excellent crew, will fly again.",2025-08-28
FB004655,CUS0023211,FLT0024777,2,,2026-02-11
FB004656,CUS0030260,FLT0025443,4,Flight was delayed but staff were helpful.,2024-01-05
FB004657,CUS0019496,,2,Food could be better.,2026-01-15
FB004658,CUS0002633,FLT0035698,2,,2024-05-06
FB004659,CUS0016762,FLT0059038,5,,2025-07-14
FB004660,CUS0031658,FLT0033972,5,Comfortable seats.,2025-03-04
FB004661,CUS0054749,FLT0001729,2,Comfortable seats.,2025-07-02
FB004662,CUS0047838,FLT0045435,3,Great service!,2024-02-05
FB004663,CUS0039931,,2,"Excellent crew, will fly again.",2024-05-29
FB004664,CUS0037110,FLT0030317,4,Great service!,2026-05-14
FB004665,CUS0032764,FLT0014151,5,Great service!,2024-05-29
FB004666,CUS0021296,FLT0001814,4,Great service!,2026-06-03
FB004667,CUS0055475,FLT0064590,1,"Excellent crew, will fly again.",2025-01-23
FB004668,CUS0031474,FLT0005065,4,Food could be better.,2025-05-29
FB004669,CUS0012221,FLT0022010,3,Smooth check-in process.,2025-05-10
FB004670,CUS0004425,FLT0030621,2,Smooth check-in process.,2026-02-05
FB004671,CUS0039760,FLT0024198,5,Flight was delayed but staff were helpful.,2024-09-28
FB004672,CUS0050798,FLT0014176,4,"Excellent crew, will fly again.",2026-07-29
FB004673,CUS0029464,,4,,2025-05-12
FB004674,CUS0004990,FLT0053628,4,,2024-11-10
FB004675,CUS0044642,FLT0078068,4,,2024-06-04
FB004676,CUS0034060,FLT0069473,4,"Excellent crew, will fly again.",2026-05-03
FB004677,CUS0002646,FLT0032781,2,Food could be better.,2024-01-25
FB004678,CUS0003350,FLT0025417,3,Great service!,2026-01-02
FB004679,CUS0007412,FLT0055440,3,,2025-02-12
FB004680,CUS0007309,FLT0030284,5,"Excellent crew, will fly again.",2025-12-01
FB004681,CUS0045599,FLT0062053,2,,2025-07-30
FB004682,CUS0042345,FLT0016581,3,"Lost my baggage, very disappointed.",2025-05-04
FB004683,CUS0043028,FLT0018868,3,,2025-09-01
FB004684,CUS0027875,FLT0069091,3,,2026-03-19
FB004685,CUS0057088,FLT0057095,4,Great service!,2024-06-08
FB004686,CUS0005299,FLT0061621,1,"Lost my baggage, very disappointed.",2024-05-11
FB004687,CUS0004865,,5,Smooth check-in process.,2024-04-04
FB004688,CUS0003505,,2,Food could be better.,2024-04-14
FB004689,CUS0054483,FLT0004207,4,"Excellent crew, will fly again.",2026-01-29
FB004690,CUS0017584,FLT0058622,1,Comfortable seats.,2024-04-21
FB004691,CUS0002374,FLT0051326,4,,2024-07-22
FB004692,CUS0049873,FLT0057987,1,"Lost my baggage, very disappointed.",2024-05-28
FB004693,CUS0043842,FLT0029116,3,Comfortable seats.,2024-05-14
FB004694,CUS0000431,,4,,2025-02-07
FB004695,CUS0011184,FLT0001821,5,Flight was delayed but staff were helpful.,2024-07-20
FB004696,CUS0047314,FLT0029804,5,"Lost my baggage, very disappointed.",2026-06-05
FB004697,CUS0011740,FLT0072059,2,Smooth check-in process.,2026-02-21
