assignment_id,flight_id,crew_id,role_on_flight
CA00002389,FLT0000598,CRW001112,Captain
CA00002390,FLT0000598,CRW000012,First Officer
CA00002391,FLT0000598,CRW000471,Flight Attendant
CA00002392,FLT0000598,CRW000271,Flight Attendant
CA00002393,FLT0000599,CRW001960,Captain
CA00002394,FLT0000599,CRW001877,First Officer
CA00002395,FLT0000599,CRW000225,Flight Attendant
CA00002396,FLT0000599,CRW001347,Flight Attendant
CA00002397,FLT0000600,CRW000785,Captain
CA00002398,FLT0000600,CRW001236,First Officer
CA00002399,FLT0000600,CRW000820,Flight Attendant
CA00002400,FLT0000600,CRW002356,Flight Attendant
CA00002401,FLT0000601,CRW001140,Captain
CA00002402,FLT0000601,CRW002204,First Officer
CA00002403,FLT0000601,CRW001047,Flight Attendant
CA00002404,FLT0000601,CRW000205,Flight Attendant
CA00002405,FLT0000602,CRW002070,Captain
CA00002406,FLT0000602,CRW000359,First Officer
CA00002407,FLT0000602,CRW001109,Flight Attendant
CA00002408,FLT0000602,CRW001230,Flight Attendant
CA00002409,FLT0000603,CRW001199,Captain
CA00002410,FLT0000603,CRW002480,First Officer
CA00002411,FLT0000603,CRW001166,Flight Attendant
CA00002412,FLT0000603,CRW000107,Flight Attendant
CA00002413,FLT0000604,CRW002135,Captain
CA00002414,FLT0000604,CRW001452,First Officer
CA00002415,FLT0000604,CRW001823,Flight Attendant
CA00002416,FLT0000604,CRW001168,Flight Attendant
CA00002417,FLT0000605,CRW001176,Captain
CA00002418,FLT0000605,CRW001487,First Officer
CA00002419,FLT0000605,CRW002018,Flight Attendant
CA00002420,FLT0000605,CRW001490,Flight Attendant
CA00002421,FLT0000606,CRW001435,Captain
CA00002422,FLT0000606,CRW000722,First Officer
CA00002423,FLT0000606,CRW001878,Flight Attendant
CA00002424,FLT0000606,CRW000205,Flight Attendant
CA00002425,FLT0000607,CRW001654,Captain
CA00002426,FLT0000607,CRW001060,First Officer
CA00002427,FLT0000607,CRW001028,Flight Attendant
CA00002428,FLT0000607,CRW001424,Flight Attendant
CA00002429,FLT0000608,CRW002152,Captain
CA00002430,FLT0000608,CRW000765,First Officer
CA00002431,FLT0000608,CRW001250,Flight Attendant
CA00002432,FLT0000608,CRW001279,Flight Attendant
CA00002433,FLT0000609,CRW001066,Captain
CA00002434,FLT0000609,CRW002443,First Officer
CA00002435,FLT0000609,CRW000126,Flight Attendant
CA00002436,FLT0000609,CRW000320,Flight Attendant
CA00002437,FLT0000610,CRW001444,Captain
CA00002438,FLT0000610,CRW002319,First Officer
CA00002439,FLT0000610,CRW001959,Flight Attendant
CA00002440,FLT0000610,CRW001235,Flight Attendant
CA00002441,FLT0000611,CRW002348,Captain
CA00002442,FLT0000611,CRW000944,First Officer
CA00002443,FLT0000611,CRW001207,Flight Attendant
CA00002444,FLT0000611,CRW001030,Flight Attendant
CA00002445,FLT0000612,CRW001383,Captain
CA00002446,FLT0000612,CRW002324,First Officer
CA00002447,FLT0000612,CRW001322,Flight Attendant
CA00002448,FLT0000612,CRW001846,Flight Attendant
CA00002449,FLT0000613,CRW000837,Captain
CA00002450,FLT0000613,CRW000133,First Officer
CA00002451,FLT0000613,CRW001319,Flight Attendant
CA00002452,FLT0000613,CRW001085,Flight Attendant
CA00002453,FLT0000614,CRW000961,Captain
CA00002454,FLT0000614,CRW000180,First Officer
CA00002455,FLT0000614,CRW001957,Flight Attendant
CA00002456,FLT0000614,CRW001318,Flight Attendant
CA00002457,FLT0000615,CRW002158,Captain
CA00002458,FLT0000615,CRW002138,First Officer
CA00002459,FLT0000615,CRW001276,Flight Attendant
CA00002460,FLT0000615,CRW002208,Flight Attendant
CA00002461,FLT0000616,CRW002135,Captain
CA00002462,FLT0000616,CRW002388,First Officer
CA00002463,FLT0000616,CRW001235,Flight Attendant
CA00002464,FLT0000616,CRW000142,Flight Attendant
CA00002465,FLT0000617,CRW000106,Captain
CA00002466,FLT0000617,CRW002279,First Officer
CA00002467,FLT0000617,CRW001207,Flight Attendant
CA00002468,FLT0000617,CRW000350,Flight Attendant
CA00002469,FLT0000618,CRW001145,Captain
CA00002470,FLT0000618,CRW001711,First Officer
CA00002471,FLT0000618,CRW001563,Flight Attendant
CA00002472,FLT0000618,CRW000436,Flight Attendant
CA00002473,FLT0000619,CRW002158,Captain
CA00002474,FLT0000619,CRW000399,First Officer
CA00002475,FLT0000619,CRW000398,Flight Attendant
CA00002476,FLT0000619,CRW001251,Flight Attendant
CA00002477,FLT0000620,CRW001053,Captain
CA00002478,FLT0000620,CRW000657,First Officer
CA00002479,FLT0000620,CRW000344,Flight Attendant
CA00002480,FLT0000620,CRW002429,Flight Attendant
CA00002481,FLT0000621,CRW002372,Captain
CA00002482,FLT0000621,CRW001839,First Officer
CA00002483,FLT0000621,CRW001693,Flight Attendant
CA00002484,FLT0000621,CRW002475,Flight Attendant
CA00002485,FLT0000622,CRW002408,Captain
CA00002486,FLT0000622,CRW002214,First Officer
CA00002487,FLT0000622,CRW002207,Flight Attendant
CA00002488,FLT0000622,CRW001235,Flight Attendant
CA00002489,FLT0000623,CRW001491,Captain
CA00002490,FLT0000623,CRW001674,First Officer
CA00002491,FLT0000623,CRW000706,Flight Attendant
CA00002492,FLT0000623,CRW001981,Flight Attendant
CA00002493,FLT0000624,CRW001067,Captain
CA00002494,FLT0000624,CRW001674,First Officer
CA00002495,FLT0000624,CRW001993,Flight Attendant
CA00002496,FLT0000624,CRW002056,Flight Attendant
CA00002497,FLT0000625,CRW002305,Captain
CA00002498,FLT0000625,CRW001077,First Officer
CA00002499,FLT0000625,CRW001362,Flight Attendant
CA00002500,FLT0000625,CRW001109,Flight Attendant
CA00002501,FLT0000626,CRW001583,Captain
CA00002502,FLT0000626,CRW000105,First Officer
CA00002503,FLT0000626,CRW000862,Flight Attendant
CA00002504,FLT0000626,CRW002278,Flight Attendant
CA00002505,FLT0000627,CRW001790,Captain
CA00002506,FLT0000627,CRW001009,First Officer
CA00002507,FLT0000627,CRW000673,Flight Attendant
CA00002508,FLT0000627,CRW002223,Flight Attendant
CA00002509,FLT0000628,CRW002472,Captain
CA00002510,FLT0000628,CRW000162,First Officer
CA00002511,FLT0000628,CRW000923,Flight Attendant
CA00002512,FLT0000628,CRW000902,Flight Attendant
CA00002513,FLT0000629,CRW002472,Captain
CA00002514,FLT0000629,CRW000591,First Officer
CA00002515,FLT0000629,CRW000419,Flight Attendant
CA00002516,FLT0000629,CRW002230,Flight Attendant
CA00002517,FLT0000630,CRW000927,Captain
CA00002518,FLT0000630,CRW001809,First Officer
CA00002519,FLT0000630,CRW001323,Flight Attendant
CA00002520,FLT0000630,CRW001170,Flight Attendant
CA00002521,FLT0000631,CRW000517,Captain
CA00002522,FLT0000631,CRW000133,First Officer
CA00002523,FLT0000631,CRW001507,Flight Attendant
CA00002524,FLT0000631,CRW002092,Flight Attendant
CA00002525,FLT0000632,CRW001302,Captain
CA00002526,FLT0000632,CRW000812,First Officer
CA00002527,FLT0000632,CRW000939,Flight Attendant
CA00002528,FLT0000632,CRW000926,Flight Attendant
CA00002529,FLT0000633,CRW000533,Captain
CA00002530,FLT0000633,CRW000434,First Officer
CA00002531,FLT0000633,CRW000026,Flight Attendant
CA00002532,FLT0000633,CRW000248,Flight Attendant
CA00002533,FLT0000634,CRW000544,Captain
CA00002534,FLT0000634,CRW000695,First Officer
CA00002535,FLT0000634,CRW002011,Flight Attendant
CA00002536,FLT0000634,CRW000253,Flight Attendant
CA00002537,FLT0000635,CRW000013,Captain
CA00002538,FLT0000635,CRW000545,First Officer
CA00002539,FLT0000635,CRW000098,Flight Attendant
CA00002540,FLT0000635,CRW000621,Flight Attendant
CA00002541,FLT0000636,CRW000289,Captain
CA00002542,FLT0000636,CRW000913,First Officer
CA00002543,FLT0000636,CRW000490,Flight Attendant
CA00002544,FLT0000636,CRW000870,Flight Attendant
CA00002545,FLT0000637,CRW001176,Captain
CA00002546,FLT0000637,CRW000482,First Officer
CA00002547,FLT0000637,CRW000263,Flight Attendant
CA00002548,FLT0000637,CRW000975,Flight Attendant
CA00002549,FLT0000638,CRW001522,Captain
CA00002550,FLT0000638,CRW000173,First Officer
CA00002551,FLT0000638,CRW002325,Flight Attendant
CA00002552,FLT0000638,CRW002276,Flight Attendant
CA00002553,FLT0000639,CRW001442,Captain
CA00002554,FLT0000639,CRW002214,First Officer
CA00002555,FLT0000639,CRW000994,Flight Attendant
CA00002556,FLT0000639,CRW000772,Flight Attendant
CA00002557,FLT0000640,CRW000639,Captain
CA00002558,FLT0000640,CRW000516,First Officer
CA00002559,FLT0000640,CRW000320,Flight Attendant
CA00002560,FLT0000640,CRW001705,Flight Attendant
CA00002561,FLT0000641,CRW002264,Captain
CA00002562,FLT0000641,CRW002478,First Officer
CA00002563,FLT0000641,CRW000148,Flight Attendant
CA00002564,FLT0000641,CRW002193,Flight Attendant
CA00002565,FLT0000642,CRW001868,Captain
CA00002566,FLT0000642,CRW000334,First Officer
CA00002567,FLT0000642,CRW000748,Flight Attendant
CA00002568,FLT0000642,CRW001810,Flight Attendant
CA00002569,FLT0000643,CRW001579,Captain
CA00002570,FLT0000643,CRW002327,First Officer
CA00002571,FLT0000643,CRW001061,Flight Attendant
CA00002572,FLT0000643,CRW002466,Flight Attendant
CA00002573,FLT0000644,CRW000592,Captain
CA00002574,FLT0000644,CRW002191,First Officer
CA00002575,FLT0000644,CRW001952,Flight Attendant
CA00002576,FLT0000644,CRW001170,Flight Attendant
CA00002577,FLT0000645,CRW000800,Captain
CA00002578,FLT0000645,CRW001788,First Officer
CA00002579,FLT0000645,CRW001737,Flight Attendant
CA00002580,FLT0000645,CRW000006,Flight Attendant
CA00002581,FLT0000646,CRW001727,Captain
CA00002582,FLT0000646,CRW001367,First Officer
CA00002583,FLT0000646,CRW001717,Flight Attendant
CA00002584,FLT0000646,CRW001628,Flight Attendant
CA00002585,FLT0000647,CRW000589,Captain
CA00002586,FLT0000647,CRW001805,First Officer
CA00002587,FLT0000647,CRW000488,Flight Attendant
CA00002588,FLT0000647,CRW001019,Flight Attendant
CA00002589,FLT0000648,CRW001833,Captain
CA00002590,FLT0000648,CRW000012,First Officer
CA00002591,FLT0000648,CRW001681,Flight Attendant
CA00002592,FLT0000648,CRW000285,Flight Attendant
CA00002593,FLT0000649,CRW000249,Captain
CA00002594,FLT0000649,CRW001857,First Officer
CA00002595,FLT0000649,CRW001751,Flight Attendant
CA00002596,FLT0000649,CRW001024,Flight Attendant
CA00002597,FLT0000650,CRW000882,Captain
CA00002598,FLT0000650,CRW000821,First Officer
CA00002599,FLT0000650,CRW000950,Flight Attendant
CA00002600,FLT0000650,CRW000703,Flight Attendant
CA00002601,FLT0000651,CRW001715,Captain
CA00002602,FLT0000651,CRW001285,First Officer
CA00002603,FLT0000651,CRW002353,Flight Attendant
CA00002604,FLT0000651,CRW000609,Flight Attendant
CA00002605,FLT0000652,CRW000563,Captain
CA00002606,FLT0000652,CRW001156,First Officer
CA00002607,FLT0000652,CRW001793,Flight Attendant
CA00002608,FLT0000652,CRW001525,Flight Attendant
CA00002609,FLT0000653,CRW002293,Captain
CA00002610,FLT0000653,CRW000325,First Officer
CA00002611,FLT0000653,CRW001919,Flight Attendant
CA00002612,FLT0000653,CRW000854,Flight Attendant
CA00002613,FLT0000654,CRW000852,Captain
CA00002614,FLT0000654,CRW001548,First Officer
CA00002615,FLT0000654,CRW001974,Flight Attendant
CA00002616,FLT0000654,CRW001192,Flight Attendant
CA00002617,FLT0000655,CRW001767,Captain
CA00002618,FLT0000655,CRW000928,First Officer
CA00002619,FLT0000655,CRW000353,Flight Attendant
CA00002620,FLT0000655,CRW000217,Flight Attendant
CA00002621,FLT0000656,CRW000249,Captain
CA00002622,FLT0000656,CRW000138,First Officer
CA00002623,FLT0000656,CRW001323,Flight Attendant
CA00002624,FLT0000656,CRW000293,Flight Attendant
CA00002625,FLT0000657,CRW001874,Captain
CA00002626,FLT0000657,CRW000348,First Officer
CA00002627,FLT0000657,CRW000724,Flight Attendant
CA00002628,FLT0000657,CRW001787,Flight Attendant
CA00002629,FLT0000658,CRW002168,Captain
CA00002630,FLT0000658,CRW001146,First Officer
CA00002631,FLT0000658,CRW000125,Flight Attendant
CA00002632,FLT0000658,CRW001983,Flight Attendant
CA00002633,FLT0000659,CRW000729,Captain
CA00002634,FLT0000659,CRW000821,First Officer
CA00002635,FLT0000659,CRW000242,Flight Attendant
CA00002636,FLT0000659,CRW001694,Flight Attendant
CA00002637,FLT0000660,CRW001715,Captain
CA00002638,FLT0000660,CRW002191,First Officer
CA00002639,FLT0000660,CRW001397,Flight Attendant
CA00002640,FLT0000660,CRW001594,Flight Attendant
CA00002641,FLT0000661,CRW001206,Captain
CA00002642,FLT0000661,CRW002155,First Officer
CA00002643,FLT0000661,CRW000161,Flight Attendant
CA00002644,FLT0000661,CRW000795,Flight Attendant
CA00002645,FLT0000662,CRW001442,Captain
CA00002646,FLT0000662,CRW000075,First Officer
CA00002647,FLT0000662,CRW002260,Flight Attendant
CA00002648,FLT0000662,CRW001115,Flight Attendant
CA00002649,FLT0000663,CRW000381,Captain
CA00002650,FLT0000663,CRW001077,First Officer
CA00002651,FLT0000663,CRW002310,Flight Attendant
CA00002652,FLT0000663,CRW000668,Flight Attendant
CA00002653,FLT0000664,CRW000198,Captain
CA00002654,FLT0000664,CRW000784,First Officer
CA00002655,FLT0000664,CRW002087,Flight Attendant
CA00002656,FLT0000664,CRW000555,Flight Attendant
CA00002657,FLT0000665,CRW001651,Captain
CA00002658,FLT0000665,CRW001674,First Officer
CA00002659,FLT0000665,CRW000862,Flight Attendant
CA00002660,FLT0000665,CRW000662,Flight Attendant
CA00002661,FLT0000666,CRW002116,Captain
CA00002662,FLT0000666,CRW001156,First Officer
CA00002663,FLT0000666,CRW000051,Flight Attendant
CA00002664,FLT0000666,CRW002173,Flight Attendant
CA00002665,FLT0000667,CRW001790,Captain
CA00002666,FLT0000667,CRW000657,First Officer
CA00002667,FLT0000667,CRW002247,Flight Attendant
CA00002668,FLT0000667,CRW000638,Flight Attendant
CA00002669,FLT0000668,CRW000563,Captain
CA00002670,FLT0000668,CRW001431,First Officer
CA00002671,FLT0000668,CRW002074,Flight Attendant
CA00002672,FLT0000668,CRW002345,Flight Attendant
CA00002673,FLT0000669,CRW001053,Captain
CA00002674,FLT0000669,CRW001873,First Officer
CA00002675,FLT0000669,CRW000683,Flight Attendant
CA00002676,FLT0000669,CRW000199,Flight Attendant
CA00002677,FLT0000670,CRW002203,Captain
CA00002678,FLT0000670,CRW000482,First Officer
CA00002679,FLT0000670,CRW000772,Flight Attendant
CA00002680,FLT0000670,CRW000894,Flight Attendant
CA00002681,FLT0000671,CRW002362,Captain
CA00002682,FLT0000671,CRW000376,First Officer
CA00002683,FLT0000671,CRW000339,Flight Attendant
CA00002684,FLT0000671,CRW002146,Flight Attendant
CA00002685,FLT0000672,CRW001653,Captain
CA00002686,FLT0000672,CRW000143,First Officer
CA00002687,FLT0000672,CRW000127,Flight Attendant
CA00002688,FLT0000672,CRW002112,Flight Attendant
CA00002689,FLT0000673,CRW001112,Captain
CA00002690,FLT0000673,CRW000072,First Officer
CA00002691,FLT0000673,CRW000877,Flight Attendant
CA00002692,FLT0000673,CRW002100,Flight Attendant
CA00002693,FLT0000674,CRW000294,Captain
CA00002694,FLT0000674,CRW001661,First Officer
CA00002695,FLT0000674,CRW000351,Flight Attendant
CA00002696,FLT0000674,CRW000419,Flight Attendant
CA00002697,FLT0000675,CRW000448,Captain
CA00002698,FLT0000675,CRW000539,First Officer
CA00002699,FLT0000675,CRW000115,Flight Attendant
CA00002700,FLT0000675,CRW000371,Flight Attendant
CA00002701,FLT0000676,CRW000322,Captain
CA00002702,FLT0000676,CRW002394,First Officer
CA00002703,FLT0000676,CRW001957,Flight Attendant
CA00002704,FLT0000676,CRW001225,Flight Attendant
CA00002705,FLT0000677,CRW000033,Captain
CA00002706,FLT0000677,CRW001673,First Officer
CA00002707,FLT0000677,CRW000847,Flight Attendant
CA00002708,FLT0000677,CRW001922,Flight Attendant
CA00002709,FLT0000678,CRW000381,Captain
CA00002710,FLT0000678,CRW001894,First Officer
CA00002711,FLT0000678,CRW001397,Flight Attendant
CA00002712,FLT0000678,CRW000056,Flight Attendant
CA00002713,FLT0000679,CRW001359,Captain
CA00002714,FLT0000679,CRW002096,First Officer
CA00002715,FLT0000679,CRW000169,Flight Attendant
CA00002716,FLT0000679,CRW001061,Flight Attendant
CA00002717,FLT0000680,CRW001978,Captain
CA00002718,FLT0000680,CRW000693,First Officer
CA00002719,FLT0000680,CRW001305,Flight Attendant
CA00002720,FLT0000680,CRW000991,Flight Attendant
CA00002721,FLT0000681,CRW001217,Captain
CA00002722,FLT0000681,CRW001063,First Officer
CA00002723,FLT0000681,CRW001664,Flight Attendant
CA00002724,FLT0000681,CRW001551,Flight Attendant
CA00002725,FLT0000682,CRW000729,Captain
CA00002726,FLT0000682,CRW002434,First Officer
CA00002727,FLT0000682,CRW001547,Flight Attendant
CA00002728,FLT0000682,CRW000436,Flight Attendant
CA00002729,FLT0000683,CRW000139,Captain
CA00002730,FLT0000683,CRW002324,First Officer
CA00002731,FLT0000683,CRW000368,Flight Attendant
CA00002732,FLT0000683,CRW000118,Flight Attendant
CA00002733,FLT0000684,CRW001821,Captain
CA00002734,FLT0000684,CRW000756,First Officer
CA00002735,FLT0000684,CRW000429,Flight Attendant
CA00002736,FLT0000684,CRW002358,Flight Attendant
CA00002737,FLT0000685,CRW002130,Captain
CA00002738,FLT0000685,CRW000763,First Officer
CA00002739,FLT0000685,CRW001834,Flight Attendant
CA00002740,FLT0000685,CRW002081,Flight Attendant
CA00002741,FLT0000686,CRW001444,Captain
CA00002742,FLT0000686,CRW001487,First Officer
CA00002743,FLT0000686,CRW000245,Flight Attendant
CA00002744,FLT0000686,CRW001681,Flight Attendant
CA00002745,FLT0000687,CRW001106,Captain
CA00002746,FLT0000687,CRW002480,First Officer
CA00002747,FLT0000687,CRW002181,Flight Attendant
CA00002748,FLT0000687,CRW000994,Flight Attendant
CA00002749,FLT0000688,CRW002135,Captain
CA00002750,FLT0000688,CRW001216,First Officer
CA00002751,FLT0000688,CRW000205,Flight Attendant
CA00002752,FLT0000688,CRW001250,Flight Attendant
CA00002753,FLT0000689,CRW001201,Captain
CA00002754,FLT0000689,CRW000012,First Officer
CA00002755,FLT0000689,CRW000820,Flight Attendant
CA00002756,FLT0000689,CRW001919,Flight Attendant
CA00002757,FLT0000690,CRW000102,Captain
CA00002758,FLT0000690,CRW001554,First Officer
CA00002759,FLT0000690,CRW001161,Flight Attendant
CA00002760,FLT0000690,CRW001374,Flight Attendant
CA00002761,FLT0000691,CRW000288,Captain
CA00002762,FLT0000691,CRW001167,First Officer
CA00002763,FLT0000691,CRW000745,Flight Attendant
CA00002764,FLT0000691,CRW002028,Flight Attendant
CA00002765,FLT0000692,CRW000639,Captain
CA00002766,FLT0000692,CRW000143,First Officer
CA00002767,FLT0000692,CRW001240,Flight Attendant
CA00002768,FLT0000692,CRW001769,Flight Attendant
CA00002769,FLT0000693,CRW001393,Captain
CA00002770,FLT0000693,CRW001809,First Officer
CA00002771,FLT0000693,CRW000945,Flight Attendant
CA00002772,FLT0000693,CRW001109,Flight Attendant
CA00002773,FLT0000694,CRW002264,Captain
CA00002774,FLT0000694,CRW000784,First Officer
CA00002775,FLT0000694,CRW002051,Flight Attendant
CA00002776,FLT0000694,CRW000027,Flight Attendant
CA00002777,FLT0000695,CRW001421,Captain
CA00002778,FLT0000695,CRW002327,First Officer
CA00002779,FLT0000695,CRW001687,Flight Attendant
CA00002780,FLT0000695,CRW000976,Flight Attendant
CA00002781,FLT0000696,CRW000301,Captain
CA00002782,FLT0000696,CRW002308,First Officer
CA00002783,FLT0000696,CRW000223,Flight Attendant
CA00002784,FLT0000696,CRW000894,Flight Attendant
CA00002785,FLT0000697,CRW001960,Captain
CA00002786,FLT0000697,CRW000898,First Officer
CA00002787,FLT0000697,CRW000656,Flight Attendant
CA00002788,FLT0000697,CRW001195,Flight Attendant
CA00002789,FLT0000698,CRW002472,Captain
CA00002790,FLT0000698,CRW000130,First Officer
CA00002791,FLT0000698,CRW002486,Flight Attendant
CA00002792,FLT0000698,CRW000976,Flight Attendant
CA00002793,FLT0000699,CRW000198,Captain
CA00002794,FLT0000699,CRW002487,First Officer
CA00002795,FLT0000699,CRW001045,Flight Attendant
CA00002796,FLT0000699,CRW000414,Flight Attendant
CA00002797,FLT0000700,CRW001477,Captain
CA00002798,FLT0000700,CRW002480,First Officer
CA00002799,FLT0000700,CRW000353,Flight Attendant
CA00002800,FLT0000700,CRW000834,Flight Attendant
CA00002801,FLT0000701,CRW002216,Captain
CA00002802,FLT0000701,CRW002413,First Officer
CA00002803,FLT0000701,CRW002496,Flight Attendant
CA00002804,FLT0000701,CRW002310,Flight Attendant
CA00002805,FLT0000702,CRW000919,Captain
CA00002806,FLT0000702,CRW001631,First Officer
CA00002807,FLT0000702,CRW001181,Flight Attendant
CA00002808,FLT0000702,CRW000868,Flight Attendant
CA00002809,FLT0000703,CRW002271,Captain
CA00002810,FLT0000703,CRW000941,First Officer
CA00002811,FLT0000703,CRW002482,Flight Attendant
CA00002812,FLT0000703,CRW002163,Flight Attendant
CA00002813,FLT0000704,CRW002077,Captain
CA00002814,FLT0000704,CRW002343,First Officer
CA00002815,FLT0000704,CRW002137,Flight Attendant
CA00002816,FLT0000704,CRW002210,Flight Attendant
CA00002817,FLT0000705,CRW000755,Captain
CA00002818,FLT0000705,CRW001437,First Officer
CA00002819,FLT0000705,CRW001363,Flight Attendant
CA00002820,FLT0000705,CRW002023,Flight Attendant
CA00002821,FLT0000706,CRW001585,Captain
CA00002822,FLT0000706,CRW001063,First Officer
CA00002823,FLT0000706,CRW001082,Flight Attendant
CA00002824,FLT0000706,CRW001738,Flight Attendant
CA00002825,FLT0000707,CRW000120,Captain
CA00002826,FLT0000707,CRW000712,First Officer
CA00002827,FLT0000707,CRW000223,Flight Attendant
CA00002828,FLT0000707,CRW000926,Flight Attendant
CA00002829,FLT0000708,CRW002342,Captain
CA00002830,FLT0000708,CRW000362,First Officer
CA00002831,FLT0000708,CRW000137,Flight Attendant
CA00002832,FLT0000708,CRW001901,Flight Attendant
CA00002833,FLT0000709,CRW001334,Captain
CA00002834,FLT0000709,CRW000504,First Officer
CA00002835,FLT0000709,CRW002261,Flight Attendant
CA00002836,FLT0000709,CRW000601,Flight Attendant
CA00002837,FLT0000710,CRW000201,Captain
CA00002838,FLT0000710,CRW000695,First Officer
CA00002839,FLT0000710,CRW000908,Flight Attendant
CA00002840,FLT0000710,CRW000793,Flight Attendant
CA00002841,FLT0000711,CRW000564,Captain
CA00002842,FLT0000711,CRW001185,First Officer
CA00002843,FLT0000711,CRW000551,Flight Attendant
CA00002844,FLT0000711,CRW000285,Flight Attendant
CA00002845,FLT0000712,CRW000041,Captain
CA00002846,FLT0000712,CRW001809,First Officer
CA00002847,FLT0000712,CRW000299,Flight Attendant
CA00002848,FLT0000712,CRW000824,Flight Attendant
CA00002849,FLT0000713,CRW002055,Captain
CA00002850,FLT0000713,CRW002481,First Officer
CA00002851,FLT0000713,CRW000621,Flight Attendant
CA00002852,FLT0000713,CRW000734,Flight Attendant
CA00002853,FLT0000714,CRW001214,Captain
CA00002854,FLT0000714,CRW000258,First Officer
CA00002855,FLT0000714,CRW001225,Flight Attendant
CA00002856,FLT0000714,CRW001648,Flight Attendant
CA00002857,FLT0000715,CRW000715,Captain
CA00002858,FLT0000715,CRW001709,First Officer
CA00002859,FLT0000715,CRW002042,Flight Attendant
CA00002860,FLT0000715,CRW002421,Flight Attendant
CA00002861,FLT0000716,CRW002271,Captain
CA00002862,FLT0000716,CRW001530,First Officer
CA00002863,FLT0000716,CRW001717,Flight Attendant
CA00002864,FLT0000716,CRW000285,Flight Attendant
CA00002865,FLT0000717,CRW000195,Captain
CA00002866,FLT0000717,CRW002487,First Officer
CA00002867,FLT0000717,CRW001019,Flight Attendant
CA00002868,FLT0000717,CRW001567,Flight Attendant
CA00002869,FLT0000718,CRW001217,Captain
CA00002870,FLT0000718,CRW001531,First Officer
CA00002871,FLT0000718,CRW001094,Flight Attendant
CA00002872,FLT0000718,CRW001838,Flight Attendant
CA00002873,FLT0000719,CRW000416,Captain
CA00002874,FLT0000719,CRW000475,First Officer
CA00002875,FLT0000719,CRW001341,Flight Attendant
CA00002876,FLT0000719,CRW002452,Flight Attendant
CA00002877,FLT0000720,CRW001678,Captain
CA00002878,FLT0000720,CRW000674,First Officer
CA00002879,FLT0000720,CRW002273,Flight Attendant
CA00002880,FLT0000720,CRW000267,Flight Attendant
CA00002881,FLT0000721,CRW000013,Captain
CA00002882,FLT0000721,CRW001036,First Officer
CA00002883,FLT0000721,CRW000803,Flight Attendant
CA00002884,FLT0000721,CRW002261,Flight Attendant
CA00002885,FLT0000722,CRW002233,Captain
CA00002886,FLT0000722,CRW001546,First Officer
CA00002887,FLT0000722,CRW002100,Flight Attendant
CA00002888,FLT0000722,CRW002331,Flight Attendant
CA00002889,FLT0000723,CRW001778,Captain
CA00002890,FLT0000723,CRW000325,First Officer
CA00002891,FLT0000723,CRW000861,Flight Attendant
CA00002892,FLT0000723,CRW001811,Flight Attendant
CA00002893,FLT0000724,CRW002291,Captain
CA00002894,FLT0000724,CRW001910,First Officer
CA00002895,FLT0000724,CRW001305,Flight Attendant
CA00002896,FLT0000724,CRW000724,Flight Attendant
CA00002897,FLT0000725,CRW000564,Captain
CA00002898,FLT0000725,CRW001709,First Officer
CA00002899,FLT0000725,CRW000161,Flight Attendant
CA00002900,FLT0000725,CRW000711,Flight Attendant
CA00002901,FLT0000726,CRW001491,Captain
CA00002902,FLT0000726,CRW000012,First Officer
CA00002903,FLT0000726,CRW001204,Flight Attendant
CA00002904,FLT0000726,CRW002331,Flight Attendant
CA00002905,FLT0000727,CRW002240,Captain
CA00002906,FLT0000727,CRW002478,First Officer
CA00002907,FLT0000727,CRW002124,Flight Attendant
CA00002908,FLT0000727,CRW000414,Flight Attendant
CA00002909,FLT0000728,CRW001822,Captain
CA00002910,FLT0000728,CRW000543,First Officer
CA00002911,FLT0000728,CRW001845,Flight Attendant
CA00002912,FLT0000728,CRW001084,Flight Attendant
CA00002913,FLT0000729,CRW000852,Captain
CA00002914,FLT0000729,CRW002220,First Officer
CA00002915,FLT0000729,CRW000473,Flight Attendant
CA00002916,FLT0000729,CRW000267,Flight Attendant
CA00002917,FLT0000730,CRW002441,Captain
CA00002918,FLT0000730,CRW001631,First Officer
CA00002919,FLT0000730,CRW001723,Flight Attendant
CA00002920,FLT0000730,CRW000219,Flight Attendant
CA00002921,FLT0000731,CRW001496,Captain
CA00002922,FLT0000731,CRW001774,First Officer
CA00002923,FLT0000731,CRW002454,Flight Attendant
CA00002924,FLT0000731,CRW001721,Flight Attendant
CA00002925,FLT0000732,CRW001653,Captain
CA00002926,FLT0000732,CRW000334,First Officer
CA00002927,FLT0000732,CRW001846,Flight Attendant
CA00002928,FLT0000732,CRW001322,Flight Attendant
CA00002929,FLT0000733,CRW001302,Captain
CA00002930,FLT0000733,CRW001889,First Officer
CA00002931,FLT0000733,CRW001721,Flight Attendant
CA00002932,FLT0000733,CRW000490,Flight Attendant
CA00002933,FLT0000734,CRW001067,Captain
CA00002934,FLT0000734,CRW000546,First Officer
CA00002935,FLT0000734,CRW001512,Flight Attendant
CA00002936,FLT0000734,CRW001015,Flight Attendant
CA00002937,FLT0000735,CRW001491,Captain
CA00002938,FLT0000735,CRW002343,First Officer
CA00002939,FLT0000735,CRW001909,Flight Attendant
CA00002940,FLT0000735,CRW000188,Flight Attendant
CA00002941,FLT0000736,CRW000041,Captain
