flight_id,schedule_id,flight_date,aircraft_id,airline_id,route_id,scheduled_departure_time,scheduled_arrival_time,origin_airport_id,dest_airport_id,status,actual_departure_time,actual_arrival_time,gate_id
FLT0006974,SCH001221,2026-02-18,ACFT00384,AL0015,RT00126,22:45:00,04:35:00,APT00195,APT00245,Arrived,2026-02-18 22:45:00,2026-02-19 04:35:00,GATE00429
FLT0006975,SCH002113,2025-10-10,ACFT00236,AL0016,RT00231,11:00:00,16:06:00,APT00245,APT00017,Arrived,2025-10-10 11:00:00,2025-10-10 16:06:00,GATE00106
FLT0006976,SCH001514,2026-04-11,ACFT00586,AL0013,RT00436,14:00:00,16:46:00,APT00236,APT00132,Arrived,2026-04-11 14:00:00,2026-04-11 16:46:00,GATE00342
FLT0006977,SCH001667,2025-12-07,ACFT00202,AL0009,RT00307,09:00:00,01:49:00,APT00168,APT00067,Arrived,2025-12-07 09:00:00,2025-12-08 01:49:00,GATE00526
FLT0006978,SCH001327,2025-11-23,ACFT00256,AL0015,RT00372,16:30:00,17:14:00,APT00053,APT00180,Arrived,2025-11-23 16:30:00,2025-11-23 17:14:00,GATE00489
FLT0006979,SCH002014,2025-08-29,ACFT00259,AL0009,RT00471,13:00:00,06:45:00,APT00166,APT00232,Cancelled,,,
FLT0006980,SCH001022,2026-02-12,ACFT00475,AL0016,RT00163,06:45:00,12:56:00,APT00156,APT00245,Arrived,2026-02-12 06:45:00,2026-02-12 12:56:00,GATE00257
FLT0006981,SCH000360,2025-10-03,ACFT00591,AL0004,RT00277,07:15:00,13:32:00,APT00009,APT00225,Arrived,2025-10-03 07:15:00,2025-10-03 13:32:00,GATE00237
FLT0006982,SCH000795,2025-11-24,ACFT00083,AL0014,RT00455,05:45:00,19:00:00,APT00059,APT00201,Delayed,2025-11-24 09:17:00,2025-11-24 22:32:00,GATE00227
FLT0006983,SCH001992,2026-01-10,ACFT00375,AL0009,RT00567,01:00:00,12:34:00,APT00126,APT00186,Delayed,2026-01-10 02:08:00,2026-01-10 13:42:00,GATE00268
FLT0006984,SCH001961,2025-12-03,ACFT00067,AL0013,RT00689,21:15:00,13:35:00,APT00177,APT00107,Arrived,2025-12-03 21:15:00,2025-12-04 13:35:00,GATE00310
FLT0006985,SCH001724,2025-09-13,ACFT00314,AL0008,RT00461,17:00:00,23:29:00,APT00174,APT00204,Arrived,2025-09-13 17:00:00,2025-09-13 23:29:00,
FLT0006986,SCH002416,2025-11-26,ACFT00210,AL0001,RT00612,12:15:00,20:54:00,APT00171,APT00237,Cancelled,,,
FLT0006987,SCH001979,2026-05-02,ACFT00233,AL0002,RT00897,07:45:00,00:46:00,APT00250,APT00143,Arrived,2026-05-02 07:45:00,2026-05-03 00:46:00,GATE00079
FLT0006988,SCH001645,2025-12-02,ACFT00536,AL0011,RT00344,00:00:00,16:18:00,APT00069,APT00018,Delayed,2025-12-02 03:12:00,2025-12-02 19:30:00,GATE00182
FLT0006989,SCH001201,2026-06-09,ACFT00280,AL0014,RT00697,06:15:00,16:48:00,APT00006,APT00156,Arrived,2026-06-09 06:15:00,2026-06-09 16:48:00,GATE00075
FLT0006990,SCH001456,2025-08-30,ACFT00588,AL0009,RT00614,11:45:00,18:05:00,APT00143,APT00161,Delayed,2025-08-30 15:02:00,2025-08-30 21:22:00,GATE00229
FLT0006991,SCH001322,2026-01-06,ACFT00092,AL0019,RT00097,06:15:00,19:15:00,APT00168,APT00207,Delayed,2026-01-06 09:31:00,2026-01-06 22:31:00,GATE00526
FLT0006992,SCH001335,2025-12-25,ACFT00354,AL0002,RT00285,09:30:00,18:18:00,APT00203,APT00021,Arrived,2025-12-25 09:30:00,2025-12-25 18:18:00,GATE00056
FLT0006993,SCH002299,2025-12-29,ACFT00563,AL0012,RT00610,21:45:00,13:51:00,APT00118,APT00108,Arrived,2025-12-29 21:45:00,2025-12-30 13:51:00,GATE00561
FLT0006994,SCH002473,2025-09-26,ACFT00162,AL0009,RT00441,05:00:00,16:29:00,APT00071,APT00116,Arrived,2025-09-26 05:00:00,2025-09-26 16:29:00,GATE00559
FLT0006995,SCH001039,2025-08-03,ACFT00081,AL0001,RT00895,23:45:00,16:32:00,APT00205,APT00166,Arrived,2025-08-03 23:45:00,2025-08-04 16:32:00,GATE00457
FLT0006996,SCH000534,2025-12-01,ACFT00119,AL0015,RT00570,03:15:00,09:23:00,APT00157,APT00025,Arrived,2025-12-01 03:15:00,2025-12-01 09:23:00,GATE00436
FLT0006997,SCH000969,2026-02-08,ACFT00049,AL0014,RT00194,13:45:00,22:19:00,APT00038,APT00235,Arrived,2026-02-08 13:45:00,2026-02-08 22:19:00,GATE00309
FLT0006998,SCH000532,2025-09-23,ACFT00102,AL0006,RT00461,22:15:00,04:44:00,APT00174,APT00204,Arrived,2025-09-23 22:15:00,2025-09-24 04:44:00,GATE00162
FLT0006999,SCH001466,2026-02-23,ACFT00107,AL0001,RT00347,14:00:00,07:30:00,APT00077,APT00028,Arrived,2026-02-23 14:00:00,2026-02-24 07:30:00,GATE00095
FLT0007000,SCH000907,2026-07-21,ACFT00079,AL0002,RT00640,17:15:00,22:51:00,APT00133,APT00158,Delayed,2026-07-21 21:07:00,2026-07-22 02:43:00,GATE00144
FLT0007001,SCH000763,2025-08-29,ACFT00373,AL0016,RT00139,02:30:00,05:35:00,APT00108,APT00060,Arrived,2025-08-29 02:30:00,2025-08-29 05:35:00,GATE00532
FLT0007002,SCH001247,2025-12-05,ACFT00199,AL0001,RT00581,05:45:00,16:33:00,APT00232,APT00035,Delayed,2025-12-05 09:21:00,2025-12-05 20:09:00,GATE00107
FLT0007003,SCH001203,2025-12-03,ACFT00334,AL0005,RT00830,19:30:00,00:00:00,APT00001,APT00249,Arrived,2025-12-03 19:30:00,2025-12-04 00:00:00,GATE00074
FLT0007004,SCH001597,2026-06-07,ACFT00176,AL0010,RT00469,14:30:00,02:16:00,APT00042,APT00028,Arrived,2026-06-07 14:30:00,2026-06-08 02:16:00,GATE00167
FLT0007005,SCH002281,2025-12-11,ACFT00161,AL0004,RT00455,10:30:00,23:45:00,APT00059,APT00201,Arrived,2025-12-11 10:30:00,2025-12-11 23:45:00,GATE00578
FLT0007006,SCH001877,2026-03-19,ACFT00302,AL0020,RT00229,14:15:00,00:34:00,APT00036,APT00156,Arrived,2026-03-19 14:15:00,2026-03-20 00:34:00,GATE00189
FLT0007007,SCH001615,2026-05-22,ACFT00599,AL0010,RT00685,01:45:00,12:53:00,APT00036,APT00205,Arrived,2026-05-22 01:45:00,2026-05-22 12:53:00,GATE00189
FLT0007008,SCH001474,2025-12-24,ACFT00341,AL0010,RT00353,13:45:00,16:18:00,APT00119,APT00060,Arrived,2025-12-24 13:45:00,2025-12-24 16:18:00,GATE00365
FLT0007009,SCH000899,2026-05-12,ACFT00268,AL0012,RT00209,15:30:00,23:40:00,APT00210,APT00060,Arrived,2026-05-12 15:30:00,2026-05-12 23:40:00,GATE00102
FLT0007010,SCH001844,2025-08-02,ACFT00450,AL0010,RT00628,04:00:00,15:58:00,APT00032,APT00038,Delayed,2025-08-02 05:03:00,2025-08-02 17:01:00,GATE00055
FLT0007011,SCH001166,2025-08-30,ACFT00203,AL0019,RT00442,19:00:00,07:38:00,APT00082,APT00157,Arrived,2025-08-30 19:00:00,2025-08-31 07:38:00,GATE00580
FLT0007012,SCH001419,2026-01-26,ACFT00065,AL0020,RT00657,16:00:00,17:06:00,APT00243,APT00218,Arrived,2026-01-26 16:00:00,2026-01-26 17:06:00,GATE00312
FLT0007013,SCH002114,2025-11-08,ACFT00504,AL0002,RT00090,23:00:00,05:05:00,APT00150,APT00042,Arrived,2025-11-08 23:00:00,2025-11-09 05:05:00,
FLT0007014,SCH001779,2025-11-19,ACFT00036,AL0012,RT00050,19:15:00,08:04:00,APT00056,APT00081,Arrived,2025-11-19 19:15:00,2025-11-20 08:04:00,GATE00070
FLT0007015,SCH002095,2026-02-03,ACFT00315,AL0013,RT00767,14:45:00,04:27:00,APT00019,APT00235,Arrived,2026-02-03 14:45:00,2026-02-04 04:27:00,
FLT0007016,SCH000891,2026-04-19,ACFT00553,AL0020,RT00153,14:30:00,02:02:00,APT00186,APT00017,Arrived,2026-04-19 14:30:00,2026-04-20 02:02:00,GATE00528
FLT0007017,SCH002363,2026-05-24,ACFT00588,AL0009,RT00076,08:45:00,14:40:00,APT00081,APT00087,Arrived,2026-05-24 08:45:00,2026-05-24 14:40:00,GATE00520
FLT0007018,SCH000382,2025-08-20,ACFT00325,AL0005,RT00814,09:30:00,15:42:00,APT00227,APT00111,Arrived,2025-08-20 09:30:00,2025-08-20 15:42:00,GATE00348
FLT0007019,SCH002278,2026-05-20,ACFT00131,AL0005,RT00707,14:30:00,17:20:00,APT00046,APT00051,Arrived,2026-05-20 14:30:00,2026-05-20 17:20:00,GATE00201
FLT0007020,SCH001872,2025-08-31,ACFT00416,AL0005,RT00708,05:15:00,19:12:00,APT00027,APT00070,Arrived,2025-08-31 05:15:00,2025-08-31 19:12:00,GATE00254
FLT0007021,SCH000484,2026-04-21,ACFT00352,AL0019,RT00310,14:30:00,18:37:00,APT00072,APT00068,Cancelled,,,
FLT0007022,SCH002058,2025-12-03,ACFT00572,AL0001,RT00612,14:30:00,23:09:00,APT00171,APT00237,Arrived,2025-12-03 14:30:00,2025-12-03 23:09:00,
FLT0007023,SCH001537,2026-04-04,ACFT00549,AL0007,RT00622,11:30:00,19:22:00,APT00015,APT00225,Arrived,2026-04-04 11:30:00,2026-04-04 19:22:00,GATE00265
FLT0007024,SCH000251,2026-01-20,ACFT00060,AL0013,RT00230,14:15:00,22:01:00,APT00026,APT00171,Arrived,2026-01-20 14:15:00,2026-01-20 22:01:00,GATE00033
FLT0007025,SCH000548,2025-09-07,ACFT00364,AL0018,RT00333,21:45:00,08:02:00,APT00068,APT00128,Delayed,2025-09-07 23:38:00,2025-09-08 09:55:00,GATE00244
FLT0007026,SCH001018,2026-07-01,ACFT00387,AL0003,RT00451,04:00:00,18:28:00,APT00213,APT00151,Arrived,2026-07-01 04:00:00,2026-07-01 18:28:00,GATE00356
FLT0007027,SCH002372,2025-09-17,ACFT00418,AL0002,RT00409,23:30:00,15:38:00,APT00195,APT00084,Delayed,2025-09-18 03:13:00,2025-09-18 19:21:00,GATE00061
FLT0007028,SCH002054,2026-03-19,ACFT00008,AL0013,RT00860,08:00:00,01:40:00,APT00202,APT00065,Arrived,2026-03-19 08:00:00,2026-03-20 01:40:00,GATE00030
FLT0007029,SCH001817,2026-02-24,ACFT00440,AL0013,RT00320,16:15:00,00:31:00,APT00105,APT00097,Arrived,2026-02-24 16:15:00,2026-02-25 00:31:00,GATE00122
FLT0007030,SCH000500,2026-04-11,ACFT00507,AL0002,RT00277,17:15:00,23:32:00,APT00009,APT00225,Arrived,2026-04-11 17:15:00,2026-04-11 23:32:00,GATE00237
FLT0007031,SCH001929,2026-01-13,ACFT00459,AL0016,RT00873,19:15:00,03:24:00,APT00164,APT00128,Arrived,2026-01-13 19:15:00,2026-01-14 03:24:00,GATE00228
FLT0007032,SCH001715,2026-01-18,ACFT00554,AL0020,RT00510,15:45:00,07:49:00,APT00036,APT00247,Arrived,2026-01-18 15:45:00,2026-01-19 07:49:00,GATE00189
FLT0007033,SCH000626,2026-03-21,ACFT00199,AL0001,RT00358,14:45:00,06:07:00,APT00145,APT00054,Arrived,2026-03-21 14:45:00,2026-03-22 06:07:00,GATE00238
FLT0007034,SCH002120,2025-09-22,ACFT00355,AL0008,RT00395,14:45:00,00:42:00,APT00245,APT00064,Arrived,2025-09-22 14:45:00,2025-09-23 00:42:00,GATE00060
FLT0007035,SCH000756,2025-08-02,ACFT00330,AL0017,RT00267,13:30:00,00:46:00,APT00237,APT00131,Delayed,2025-08-02 17:23:00,2025-08-03 04:39:00,GATE00564
FLT0007036,SCH001076,2026-04-10,ACFT00405,AL0006,RT00821,16:00:00,05:08:00,APT00183,APT00170,Cancelled,,,
FLT0007037,SCH001899,2026-08-15,ACFT00540,AL0015,RT00491,20:15:00,22:20:00,APT00151,APT00174,Scheduled,,,GATE00575
FLT0007038,SCH000386,2026-06-24,ACFT00468,AL0018,RT00671,08:45:00,00:57:00,APT00094,APT00182,Delayed,2026-06-24 11:59:00,2026-06-25 04:11:00,
FLT0007039,SCH002103,2025-12-01,ACFT00008,AL0013,RT00506,23:15:00,12:15:00,APT00042,APT00022,Cancelled,,,
FLT0007040,SCH000965,2026-03-26,ACFT00012,AL0020,RT00882,13:30:00,07:01:00,APT00009,APT00161,Delayed,2026-03-26 14:39:00,2026-03-27 08:10:00,GATE00237
FLT0007041,SCH000357,2026-08-06,ACFT00405,AL0006,RT00554,14:00:00,03:31:00,APT00168,APT00108,Scheduled,,,GATE00526
FLT0007042,SCH001956,2026-02-15,ACFT00552,AL0010,RT00613,02:45:00,19:09:00,APT00048,APT00172,Arrived,2026-02-15 02:45:00,2026-02-15 19:09:00,GATE00549
FLT0007043,SCH001787,2025-10-28,ACFT00564,AL0001,RT00012,11:45:00,18:54:00,APT00029,APT00037,Arrived,2025-10-28 11:45:00,2025-10-28 18:54:00,
FLT0007044,SCH001147,2025-12-28,ACFT00009,AL0001,RT00571,00:45:00,03:19:00,APT00214,APT00250,Arrived,2025-12-28 00:45:00,2025-12-28 03:19:00,
FLT0007045,SCH001428,2025-11-27,ACFT00552,AL0010,RT00075,19:15:00,05:53:00,APT00200,APT00105,Arrived,2025-11-27 19:15:00,2025-11-28 05:53:00,GATE00284
FLT0007046,SCH002445,2025-08-05,ACFT00323,AL0005,RT00227,15:45:00,05:41:00,APT00250,APT00010,Arrived,2025-08-05 15:45:00,2025-08-06 05:41:00,GATE00079
FLT0007047,SCH002235,2026-05-05,ACFT00146,AL0004,RT00380,05:00:00,06:44:00,APT00132,APT00098,Arrived,2026-05-05 05:00:00,2026-05-05 06:44:00,GATE00514
FLT0007048,SCH001656,2026-05-06,ACFT00131,AL0005,RT00589,05:30:00,17:44:00,APT00093,APT00071,Arrived,2026-05-06 05:30:00,2026-05-06 17:44:00,GATE00142
FLT0007049,SCH001171,2025-08-16,ACFT00207,AL0013,RT00265,13:15:00,16:44:00,APT00039,APT00227,Arrived,2025-08-16 13:15:00,2025-08-16 16:44:00,GATE00043
FLT0007050,SCH002458,2025-08-16,ACFT00144,AL0008,RT00579,11:45:00,18:25:00,APT00104,APT00038,Arrived,2025-08-16 11:45:00,2025-08-16 18:25:00,GATE00103
FLT0007051,SCH002146,2026-02-09,ACFT00197,AL0006,RT00413,05:00:00,15:42:00,APT00198,APT00011,Arrived,2026-02-09 05:00:00,2026-02-09 15:42:00,GATE00165
FLT0007052,SCH000169,2025-12-05,ACFT00191,AL0013,RT00215,23:00:00,07:51:00,APT00053,APT00168,Delayed,2025-12-06 00:06:00,2025-12-06 08:57:00,GATE00489
FLT0007053,SCH000490,2026-03-26,ACFT00502,AL0014,RT00572,01:00:00,01:51:00,APT00078,APT00087,Arrived,2026-03-26 01:00:00,2026-03-26 01:51:00,GATE00049
FLT0007054,SCH002197,2025-10-06,ACFT00489,AL0006,RT00142,08:00:00,15:22:00,APT00078,APT00041,Arrived,2025-10-06 08:00:00,2025-10-06 15:22:00,GATE00049
FLT0007055,SCH002127,2025-12-08,ACFT00574,AL0012,RT00580,01:00:00,15:51:00,APT00228,APT00196,Arrived,2025-12-08 01:00:00,2025-12-08 15:51:00,GATE00600
FLT0007056,SCH000258,2025-11-26,ACFT00477,AL0010,RT00275,19:15:00,08:31:00,APT00135,APT00168,Arrived,2025-11-26 19:15:00,2025-11-27 08:31:00,GATE00245
FLT0007057,SCH000820,2026-03-06,ACFT00427,AL0001,RT00528,21:00:00,09:09:00,APT00082,APT00099,Delayed,2026-03-06 21:28:00,2026-03-07 09:37:00,GATE00580
FLT0007058,SCH000831,2026-02-28,ACFT00050,AL0018,RT00652,09:30:00,11:47:00,APT00024,APT00162,Arrived,2026-02-28 09:30:00,2026-02-28 11:47:00,GATE00151
FLT0007059,SCH001972,2025-10-31,ACFT00122,AL0005,RT00752,21:15:00,13:24:00,APT00239,APT00009,Arrived,2025-10-31 21:15:00,2025-11-01 13:24:00,GATE00196
FLT0007060,SCH002072,2026-07-24,ACFT00192,AL0006,RT00700,02:15:00,09:44:00,APT00045,APT00107,Arrived,2026-07-24 02:15:00,2026-07-24 09:44:00,GATE00374
FLT0007061,SCH000758,2026-05-08,ACFT00091,AL0019,RT00056,04:00:00,13:43:00,APT00200,APT00033,Arrived,2026-05-08 04:00:00,2026-05-08 13:43:00,GATE00512
FLT0007062,SCH000428,2026-02-15,ACFT00157,AL0015,RT00027,00:45:00,15:47:00,APT00118,APT00040,Arrived,2026-02-15 00:45:00,2026-02-15 15:47:00,GATE00561
FLT0007063,SCH001300,2026-07-17,ACFT00403,AL0003,RT00865,11:45:00,19:58:00,APT00141,APT00074,Arrived,2026-07-17 11:45:00,2026-07-17 19:58:00,GATE00172
FLT0007064,SCH001696,2025-10-18,ACFT00039,AL0020,RT00484,05:45:00,13:26:00,APT00207,APT00078,Arrived,2025-10-18 05:45:00,2025-10-18 13:26:00,GATE00032
FLT0007065,SCH001767,2025-12-26,ACFT00342,AL0002,RT00641,06:30:00,13:00:00,APT00099,APT00084,Arrived,2025-12-26 06:30:00,2025-12-26 13:00:00,GATE00215
FLT0007066,SCH001095,2026-02-14,ACFT00398,AL0017,RT00008,23:00:00,02:47:00,APT00160,APT00054,Arrived,2026-02-14 23:00:00,2026-02-15 02:47:00,GATE00002
FLT0007067,SCH002105,2025-08-03,ACFT00394,AL0005,RT00472,08:45:00,20:39:00,APT00118,APT00136,Arrived,2025-08-03 08:45:00,2025-08-03 20:39:00,GATE00561
FLT0007068,SCH001832,2025-08-24,ACFT00193,AL0013,RT00015,22:00:00,23:07:00,APT00027,APT00037,Arrived,2025-08-24 22:00:00,2025-08-24 23:07:00,GATE00254
FLT0007069,SCH000722,2026-03-13,ACFT00585,AL0008,RT00730,01:15:00,12:22:00,APT00190,APT00157,Arrived,2026-03-13 01:15:00,2026-03-13 12:22:00,
FLT0007070,SCH001298,2026-07-19,ACFT00080,AL0017,RT00501,11:45:00,04:33:00,APT00193,APT00070,Arrived,2026-07-19 11:45:00,2026-07-20 04:33:00,GATE00543
FLT0007071,SCH000784,2026-03-27,ACFT00572,AL0001,RT00329,10:00:00,21:53:00,APT00081,APT00035,Cancelled,,,
FLT0007072,SCH000210,2026-05-22,ACFT00206,AL0017,RT00539,04:30:00,12:50:00,APT00118,APT00223,Arrived,2026-05-22 04:30:00,2026-05-22 12:50:00,GATE00561
FLT0007073,SCH000863,2026-07-19,ACFT00278,AL0015,RT00680,00:45:00,11:16:00,APT00074,APT00059,Arrived,2026-07-19 00:45:00,2026-07-19 11:16:00,GATE00395
FLT0007074,SCH002453,2025-09-14,ACFT00199,AL0001,RT00725,17:15:00,01:10:00,APT00031,APT00205,Arrived,2025-09-14 17:15:00,2025-09-15 01:10:00,GATE00199
FLT0007075,SCH001596,2026-07-03,ACFT00047,AL0016,RT00694,07:00:00,16:15:00,APT00240,APT00045,Cancelled,,,
FLT0007076,SCH001801,2026-05-22,ACFT00351,AL0009,RT00392,22:45:00,00:42:00,APT00040,APT00182,Arrived,2026-05-22 22:45:00,2026-05-23 00:42:00,GATE00433
FLT0007077,SCH000248,2026-07-29,ACFT00314,AL0008,RT00704,22:00:00,07:02:00,APT00233,APT00182,Arrived,2026-07-29 22:00:00,2026-07-30 07:02:00,GATE00213
FLT0007078,SCH002308,2026-05-02,ACFT00203,AL0019,RT00867,20:15:00,09:52:00,APT00131,APT00186,Arrived,2026-05-02 20:15:00,2026-05-03 09:52:00,GATE00305
FLT0007079,SCH000649,2026-04-22,ACFT00003,AL0002,RT00150,14:30:00,20:44:00,APT00195,APT00185,Arrived,2026-04-22 14:30:00,2026-04-22 20:44:00,GATE00061
FLT0007080,SCH001611,2026-01-29,ACFT00008,AL0013,RT00392,19:00:00,20:57:00,APT00040,APT00182,Arrived,2026-01-29 19:00:00,2026-01-29 20:57:00,GATE00433
FLT0007081,SCH002462,2025-10-16,ACFT00547,AL0011,RT00197,17:15:00,04:49:00,APT00218,APT00058,Arrived,2025-10-16 17:15:00,2025-10-17 04:49:00,GATE00352
FLT0007082,SCH000363,2026-07-19,ACFT00316,AL0020,RT00479,22:15:00,12:55:00,APT00088,APT00152,Arrived,2026-07-19 22:15:00,2026-07-20 12:55:00,GATE00089
FLT0007083,SCH000858,2025-11-11,ACFT00252,AL0015,RT00717,06:30:00,15:32:00,APT00219,APT00160,Arrived,2025-11-11 06:30:00,2025-11-11 15:32:00,GATE00104
FLT0007084,SCH000044,2025-12-10,ACFT00408,AL0019,RT00647,04:15:00,09:20:00,APT00107,APT00108,Arrived,2025-12-10 04:15:00,2025-12-10 09:20:00,GATE00024
FLT0007085,SCH000711,2025-08-06,ACFT00548,AL0019,RT00219,01:30:00,15:01:00,APT00118,APT00242,Arrived,2025-08-06 01:30:00,2025-08-06 15:01:00,GATE00561
FLT0007086,SCH001732,2025-11-19,ACFT00600,AL0017,RT00898,18:00:00,23:21:00,APT00007,APT00180,Arrived,2025-11-19 18:00:00,2025-11-19 23:21:00,GATE00373
FLT0007087,SCH001789,2026-06-03,ACFT00409,AL0014,RT00449,07:30:00,14:25:00,APT00136,APT00204,Arrived,2026-06-03 07:30:00,2026-06-03 14:25:00,GATE00533
FLT0007088,SCH001526,2026-07-08,ACFT00444,AL0015,RT00402,22:30:00,13:25:00,APT00101,APT00203,Delayed,2026-07-09 01:20:00,2026-07-09 16:15:00,GATE00336
FLT0007089,SCH001689,2026-04-14,ACFT00061,AL0013,RT00734,02:00:00,15:01:00,APT00159,APT00176,Arrived,2026-04-14 02:00:00,2026-04-14 15:01:00,GATE00414
FLT0007090,SCH002460,2026-08-03,ACFT00105,AL0012,RT00554,02:45:00,16:16:00,APT00168,APT00108,Arrived,2026-08-03 02:45:00,2026-08-03 16:16:00,GATE00526
FLT0007091,SCH001790,2026-01-28,ACFT00593,AL0005,RT00560,13:45:00,05:33:00,APT00055,APT00172,Arrived,2026-01-28 13:45:00,2026-01-29 05:33:00,GATE00554
FLT0007092,SCH000639,2025-11-08,ACFT00450,AL0010,RT00270,07:00:00,00:42:00,APT00102,APT00125,Arrived,2025-11-08 07:00:00,2025-11-09 00:42:00,GATE00261
FLT0007093,SCH001142,2025-09-15,ACFT00566,AL0009,RT00013,04:15:00,17:02:00,APT00224,APT00165,Arrived,2025-09-15 04:15:00,2025-09-15 17:02:00,GATE00137
FLT0007094,SCH002317,2026-03-26,ACFT00555,AL0011,RT00109,21:30:00,14:27:00,APT00175,APT00135,Arrived,2026-03-26 21:30:00,2026-03-27 14:27:00,
FLT0007095,SCH000369,2026-06-20,ACFT00381,AL0003,RT00021,18:15:00,00:25:00,APT00119,APT00065,Arrived,2026-06-20 18:15:00,2026-06-21 00:25:00,GATE00365
FLT0007096,SCH000932,2025-10-03,ACFT00289,AL0001,RT00578,23:00:00,07:08:00,APT00066,APT00173,Arrived,2025-10-03 23:00:00,2025-10-04 07:08:00,GATE00335
FLT0007097,SCH001410,2026-02-28,ACFT00387,AL0003,RT00888,17:45:00,21:32:00,APT00175,APT00226,Arrived,2026-02-28 17:45:00,2026-02-28 21:32:00,GATE00234
FLT0007098,SCH000734,2025-10-13,ACFT00327,AL0006,RT00518,01:45:00,14:20:00,APT00189,APT00244,Arrived,2025-10-13 01:45:00,2025-10-13 14:20:00,GATE00263
FLT0007099,SCH002447,2025-11-10,ACFT00160,AL0020,RT00099,22:15:00,00:53:00,APT00066,APT00235,Arrived,2025-11-10 22:15:00,2025-11-11 00:53:00,GATE00335
FLT0007100,SCH001128,2026-06-15,ACFT00022,AL0010,RT00390,04:15:00,12:39:00,APT00070,APT00230,Arrived,2026-06-15 04:15:00,2026-06-15 12:39:00,
FLT0007101,SCH000924,2026-01-26,ACFT00522,AL0011,RT00497,07:00:00,10:32:00,APT00152,APT00142,Arrived,2026-01-26 07:00:00,2026-01-26 10:32:00,GATE00490
FLT0007102,SCH001822,2026-05-15,ACFT00498,AL0014,RT00603,09:15:00,02:27:00,APT00175,APT00222,Arrived,2026-05-15 09:15:00,2026-05-16 02:27:00,GATE00154
FLT0007103,SCH001870,2025-12-31,ACFT00511,AL0020,RT00238,19:00:00,07:22:00,APT00172,APT00190,Arrived,2025-12-31 19:00:00,2026-01-01 07:22:00,
FLT0007104,SCH002087,2026-07-09,ACFT00295,AL0008,RT00036,12:30:00,21:32:00,APT00096,APT00075,Delayed,2026-07-09 13:11:00,2026-07-09 22:13:00,GATE00218
FLT0007105,SCH002400,2025-09-22,ACFT00531,AL0015,RT00161,02:15:00,07:36:00,APT00061,APT00151,Arrived,2025-09-22 02:15:00,2025-09-22 07:36:00,GATE00098
FLT0007106,SCH000619,2025-10-25,ACFT00100,AL0005,RT00030,11:00:00,19:39:00,APT00169,APT00076,Arrived,2025-10-25 11:00:00,2025-10-25 19:39:00,GATE00163
FLT0007107,SCH000061,2026-06-04,ACFT00557,AL0012,RT00786,19:30:00,09:12:00,APT00089,APT00086,Arrived,2026-06-04 19:30:00,2026-06-05 09:12:00,GATE00205
FLT0007108,SCH001357,2025-11-07,ACFT00214,AL0013,RT00465,01:00:00,10:45:00,APT00087,APT00036,Arrived,2025-11-07 01:00:00,2025-11-07 10:45:00,GATE00371
FLT0007109,SCH001769,2025-12-28,ACFT00357,AL0011,RT00754,17:45:00,21:19:00,APT00237,APT00052,Cancelled,,,
FLT0007110,SCH002137,2025-09-06,ACFT00036,AL0012,RT00733,19:30:00,10:24:00,APT00144,APT00053,Arrived,2025-09-06 19:30:00,2025-09-07 10:24:00,GATE00021
FLT0007111,SCH001212,2026-02-19,ACFT00467,AL0013,RT00085,08:00:00,00:05:00,APT00029,APT00064,Delayed,2026-02-19 11:52:00,2026-02-20 03:57:00,
FLT0007112,SCH001822,2026-05-17,ACFT00082,AL0014,RT00603,09:15:00,02:27:00,APT00175,APT00222,Arrived,2026-05-17 09:15:00,2026-05-18 02:27:00,GATE00255
FLT0007113,SCH001506,2025-09-07,ACFT00065,AL0020,RT00137,04:00:00,19:31:00,APT00250,APT00070,Arrived,2025-09-07 04:00:00,2025-09-07 19:31:00,GATE00066
FLT0007114,SCH000330,2025-12-25,ACFT00125,AL0012,RT00869,10:00:00,19:19:00,APT00169,APT00006,Arrived,2025-12-25 10:00:00,2025-12-25 19:19:00,GATE00163
FLT0007115,SCH000113,2025-10-03,ACFT00003,AL0002,RT00239,20:30:00,23:27:00,APT00245,APT00083,Arrived,2025-10-03 20:30:00,2025-10-03 23:27:00,GATE00060
FLT0007116,SCH000880,2025-10-07,ACFT00046,AL0017,RT00804,23:45:00,06:20:00,APT00218,APT00199,Arrived,2025-10-07 23:45:00,2025-10-08 06:20:00,GATE00352
FLT0007117,SCH000471,2026-02-22,ACFT00308,AL0018,RT00720,00:15:00,12:41:00,APT00040,APT00087,Arrived,2026-02-22 00:15:00,2026-02-22 12:41:00,GATE00433
FLT0007118,SCH000570,2025-10-24,ACFT00239,AL0003,RT00011,03:45:00,12:19:00,APT00201,APT00141,Arrived,2025-10-24 03:45:00,2025-10-24 12:19:00,GATE00120
FLT0007119,SCH000746,2025-11-19,ACFT00118,AL0008,RT00203,00:15:00,13:58:00,APT00125,APT00097,Arrived,2025-11-19 00:15:00,2025-11-19 13:58:00,GATE00272
FLT0007120,SCH000905,2026-01-25,ACFT00302,AL0020,RT00125,09:45:00,20:11:00,APT00074,APT00146,Arrived,2026-01-25 09:45:00,2026-01-25 20:11:00,GATE00273
FLT0007121,SCH001154,2026-04-18,ACFT00139,AL0003,RT00267,14:00:00,01:16:00,APT00237,APT00131,Arrived,2026-04-18 14:00:00,2026-04-19 01:16:00,GATE00046
