fuel_id,flight_id,aircraft_id,fuel_liters,fuel_cost
FUEL0006837,FLT0006837,ACFT00252,45191.4,47017.82
FUEL0006838,FLT0006838,ACFT00563,4630.8,4424.37
FUEL0006839,FLT0006839,ACFT00290,41255.9,43312.27
FUEL0006840,FLT0006840,ACFT00022,23170.1,19609.72
FUEL0006841,FLT0006841,ACFT00562,46436.0,44119.64
FUEL0006842,FLT0006842,ACFT00195,33945.0,26725.47
FUEL0006843,FLT0006843,ACFT00163,54372.2,45223.68
FUEL0006844,FLT0006844,ACFT00497,6376.3,5116.6
FUEL0006845,FLT0006845,ACFT00160,1854.5,1518.87
FUEL0006846,FLT0006846,ACFT00221,37962.5,38979.09
FUEL0006847,FLT0006847,ACFT00368,11627.0,9419.64
FUEL0006848,FLT0006848,ACFT00117,34846.4,36940.26
FUEL0006849,FLT0006849,ACFT00133,26447.2,22860.54
FUEL0006850,FLT0006850,ACFT00431,34400.5,37465.71
FUEL0006851,FLT0006851,ACFT00176,29144.4,25241.5
FUEL0006852,FLT0006852,ACFT00307,40832.6,31621.38
FUEL0006853,FLT0006853,ACFT00462,26130.8,26622.32
FUEL0006854,FLT0006854,ACFT00421,40116.0,40077.31
FUEL0006855,FLT0006855,ACFT00219,24740.6,27021.59
FUEL0006856,FLT0006856,ACFT00320,7999.8,8288.5
FUEL0006857,FLT0006857,ACFT00026,49876.8,54864.36
FUEL0006858,FLT0006858,ACFT00532,52451.1,56799.11
FUEL0006859,FLT0006859,ACFT00062,50679.6,51651.84
FUEL0006860,FLT0006860,ACFT00321,12241.7,10422.43
FUEL0006861,FLT0006861,ACFT00065,7099.0,6430.7
FUEL0006862,FLT0006862,ACFT00470,4557.8,3950.72
FUEL0006863,FLT0006863,ACFT00461,14418.0,13770.53
FUEL0006864,FLT0006864,ACFT00591,15002.3,14523.23
FUEL0006865,FLT0006865,ACFT00094,35396.3,31156.32
FUEL0006866,FLT0006866,ACFT00119,14362.5,12683.02
FUEL0006867,FLT0006867,ACFT00292,16713.1,15298.76
FUEL0006868,FLT0006868,ACFT00416,30949.7,27474.97
FUEL0006869,FLT0006869,ACFT00053,21822.7,22877.45
FUEL0006870,FLT0006870,ACFT00451,24476.1,25278.93
FUEL0006871,FLT0006871,ACFT00238,55706.0,42781.32
FUEL0006872,FLT0006872,ACFT00208,43294.8,44886.09
FUEL0006873,FLT0006873,ACFT00283,12443.9,12307.54
FUEL0006874,FLT0006874,ACFT00233,5889.5,4918.05
FUEL0006875,FLT0006875,ACFT00029,53183.1,49459.39
FUEL0006876,FLT0006876,ACFT00483,48542.0,48466.1
FUEL0006877,FLT0006877,ACFT00168,43326.8,36034.69
FUEL0006878,FLT0006878,ACFT00106,8982.1,8303.11
FUEL0006879,FLT0006879,ACFT00162,32905.2,33029.48
FUEL0006880,FLT0006880,ACFT00270,17536.1,13670.87
FUEL0006881,FLT0006881,ACFT00499,24989.0,21843.68
FUEL0006882,FLT0006882,ACFT00193,13661.0,12909.93
FUEL0006883,FLT0006883,ACFT00068,11601.2,11498.75
FUEL0006884,FLT0006884,ACFT00279,32648.6,30505.04
FUEL0006885,FLT0006885,ACFT00201,13776.7,10750.11
FUEL0006886,FLT0006886,ACFT00058,35229.3,35557.69
FUEL0006887,FLT0006887,ACFT00079,14631.6,15150.44
FUEL0006888,FLT0006888,ACFT00042,23141.1,23648.39
FUEL0006889,FLT0006889,ACFT00160,4586.8,5002.34
FUEL0006890,FLT0006890,ACFT00213,17145.4,14808.2
FUEL0006891,FLT0006891,ACFT00146,47946.2,36207.94
FUEL0006892,FLT0006892,ACFT00496,52639.2,42339.02
FUEL0006893,FLT0006893,ACFT00040,25741.2,22926.83
FUEL0006894,FLT0006894,ACFT00336,38328.5,38038.57
FUEL0006895,FLT0006895,ACFT00082,20348.8,18817.27
FUEL0006896,FLT0006896,ACFT00303,2408.9,2117.98
FUEL0006897,FLT0006897,ACFT00262,18358.8,15296.62
FUEL0006898,FLT0006898,ACFT00495,31633.2,26744.64
FUEL0006899,FLT0006899,ACFT00099,35904.8,37298.59
FUEL0006900,FLT0006900,ACFT00142,19651.6,20143.86
FUEL0006901,FLT0006901,ACFT00210,28499.7,22608.57
FUEL0006902,FLT0006902,ACFT00273,15803.7,13555.71
FUEL0006903,FLT0006903,ACFT00502,36991.5,33844.8
FUEL0006904,FLT0006904,ACFT00228,17696.3,16003.12
FUEL0006905,FLT0006905,ACFT00468,40061.5,42765.26
FUEL0006906,FLT0006906,ACFT00084,42610.8,40139.27
FUEL0006907,FLT0006907,ACFT00250,32680.7,35632.9
FUEL0006908,FLT0006908,ACFT00497,16277.1,13008.29
FUEL0006909,FLT0006909,ACFT00171,11625.0,8815.38
FUEL0006910,FLT0006910,ACFT00114,32670.9,28165.18
FUEL0006911,FLT0006911,ACFT00216,56974.1,59759.34
FUEL0006912,FLT0006912,ACFT00560,20343.5,17258.03
FUEL0006913,FLT0006913,ACFT00544,17899.5,18056.3
FUEL0006914,FLT0006914,ACFT00244,30806.9,23162.6
FUEL0006915,FLT0006915,ACFT00415,4271.8,3573.65
FUEL0006916,FLT0006916,ACFT00123,39851.9,33349.83
FUEL0006917,FLT0006917,ACFT00079,37582.8,36698.03
FUEL0006918,FLT0006918,ACFT00564,42198.7,35349.31
FUEL0006919,FLT0006919,ACFT00310,45252.8,40498.34
FUEL0006920,FLT0006920,ACFT00288,42028.2,43879.77
FUEL0006921,FLT0006921,ACFT00071,40348.1,31251.81
FUEL0006922,FLT0006922,ACFT00170,18643.0,17378.45
FUEL0006923,FLT0006923,ACFT00488,20004.3,17316.11
FUEL0006924,FLT0006924,ACFT00332,15887.6,15262.21
FUEL0006925,FLT0006925,ACFT00174,33666.5,29617.64
FUEL0006926,FLT0006926,ACFT00498,19362.6,18655.8
FUEL0006927,FLT0006927,ACFT00135,38179.8,38867.52
FUEL0006928,FLT0006928,ACFT00184,46129.8,38306.44
FUEL0006929,FLT0006929,ACFT00136,19238.3,20056.1
FUEL0006930,FLT0006930,ACFT00314,49669.8,51759.27
FUEL0006931,FLT0006931,ACFT00224,15271.6,13038.17
FUEL0006932,FLT0006932,ACFT00593,35704.9,29961.43
FUEL0006933,FLT0006933,ACFT00584,8340.5,9072.5
FUEL0006934,FLT0006934,ACFT00357,40639.9,38092.4
FUEL0006935,FLT0006935,ACFT00435,40102.3,43016.29
FUEL0006936,FLT0006936,ACFT00597,13218.7,11152.9
FUEL0006937,FLT0006937,ACFT00010,6939.4,5545.77
FUEL0006938,FLT0006938,ACFT00358,20035.3,15373.37
FUEL0006939,FLT0006939,ACFT00281,9275.5,8761.03
FUEL0006940,FLT0006940,ACFT00502,40387.7,35182.44
FUEL0006941,FLT0006941,ACFT00405,8690.9,9508.24
FUEL0006942,FLT0006942,ACFT00065,3794.4,4089.94
FUEL0006943,FLT0006943,ACFT00029,51118.1,50023.75
FUEL0006944,FLT0006944,ACFT00199,7115.1,5963.74
FUEL0006945,FLT0006945,ACFT00377,42707.7,39639.36
FUEL0006946,FLT0006946,ACFT00484,25139.2,22961.83
FUEL0006947,FLT0006947,ACFT00421,6492.0,5802.06
FUEL0006948,FLT0006948,ACFT00488,38408.7,38257.13
FUEL0006949,FLT0006949,ACFT00153,1574.1,1234.38
FUEL0006950,FLT0006950,ACFT00547,19020.1,17056.33
FUEL0006951,FLT0006951,ACFT00507,23878.4,25067.1
FUEL0006952,FLT0006952,ACFT00073,6819.9,7484.17
FUEL0006953,FLT0006953,ACFT00397,19285.7,19332.73
FUEL0006954,FLT0006954,ACFT00448,10027.3,8708.81
FUEL0006955,FLT0006955,ACFT00403,38722.2,31657.49
FUEL0006956,FLT0006956,ACFT00352,1617.1,1616.15
FUEL0006957,FLT0006957,ACFT00484,41181.9,31943.4
FUEL0006958,FLT0006958,ACFT00580,42988.8,45821.39
FUEL0006959,FLT0006959,ACFT00501,4398.0,3792.43
FUEL0006960,FLT0006960,ACFT00204,22369.0,23394.65
FUEL0006961,FLT0006961,ACFT00363,42770.7,37143.13
FUEL0006962,FLT0006962,ACFT00290,20719.4,18233.76
FUEL0006963,FLT0006963,ACFT00067,9792.0,8195.53
FUEL0006964,FLT0006964,ACFT00158,41478.3,40273.52
FUEL0006965,FLT0006965,ACFT00264,24329.6,18642.67
FUEL0006966,FLT0006966,ACFT00030,24636.2,22115.91
FUEL0006967,FLT0006967,ACFT00227,33878.4,33857.79
FUEL0006968,FLT0006968,ACFT00522,24307.4,23159.51
FUEL0006969,FLT0006969,ACFT00092,17087.2,15609.99
FUEL0006970,FLT0006970,ACFT00142,23338.9,23054.98
FUEL0006971,FLT0006971,ACFT00376,29968.2,26229.47
FUEL0006972,FLT0006972,ACFT00195,25699.1,27419.51
FUEL0006973,FLT0006973,ACFT00047,11661.1,11456.85
FUEL0006974,FLT0006974,ACFT00384,12908.7,12473.87
FUEL0006975,FLT0006975,ACFT00236,13797.1,13238.71
FUEL0006976,FLT0006976,ACFT00586,6834.5,5613.11
FUEL0006977,FLT0006977,ACFT00202,46704.8,40949.41
FUEL0006978,FLT0006978,ACFT00256,1574.9,1477.94
FUEL0006979,FLT0006979,ACFT00259,57332.3,43340.05
FUEL0006980,FLT0006980,ACFT00475,14720.0,14189.44
FUEL0006981,FLT0006981,ACFT00591,14892.1,11515.66
FUEL0006982,FLT0006982,ACFT00083,35930.9,30317.79
FUEL0006983,FLT0006983,ACFT00375,35096.5,26589.43
FUEL0006984,FLT0006984,ACFT00067,49595.9,51093.12
FUEL0006985,FLT0006985,ACFT00314,16962.3,14833.12
FUEL0006986,FLT0006986,ACFT00210,20504.5,22329.3
FUEL0006987,FLT0006987,ACFT00233,54183.6,58221.86
FUEL0006988,FLT0006988,ACFT00536,51701.9,56352.43
FUEL0006989,FLT0006989,ACFT00280,34391.8,36426.45
FUEL0006990,FLT0006990,ACFT00588,16607.8,14818.72
FUEL0006991,FLT0006991,ACFT00092,41778.5,44656.16
FUEL0006992,FLT0006992,ACFT00354,27725.4,29269.46
FUEL0006993,FLT0006993,ACFT00563,49600.9,47354.08
FUEL0006994,FLT0006994,ACFT00162,35186.2,34624.16
FUEL0006995,FLT0006995,ACFT00081,43011.4,32614.45
FUEL0006996,FLT0006996,ACFT00119,15279.2,14147.34
FUEL0006997,FLT0006997,ACFT00049,21742.7,20360.26
FUEL0006998,FLT0006998,ACFT00102,16238.6,15737.09
FUEL0006999,FLT0006999,ACFT00107,51858.8,55500.51
FUEL0007000,FLT0007000,ACFT00079,15947.9,15680.55
FUEL0007001,FLT0007001,ACFT00373,7310.5,7141.43
FUEL0007002,FLT0007002,ACFT00199,32986.7,35213.5
FUEL0007003,FLT0007003,ACFT00334,9885.6,10574.31
FUEL0007004,FLT0007004,ACFT00176,31159.3,28977.08
FUEL0007005,FLT0007005,ACFT00161,37281.6,40015.96
FUEL0007006,FLT0007006,ACFT00302,30511.6,25339.12
FUEL0007007,FLT0007007,ACFT00599,35846.6,33918.72
FUEL0007008,FLT0007008,ACFT00341,7876.3,7145.23
FUEL0007009,FLT0007009,ACFT00268,25079.0,21359.99
FUEL0007010,FLT0007010,ACFT00450,37014.4,30666.44
FUEL0007011,FLT0007011,ACFT00203,35063.9,27359.99
FUEL0007012,FLT0007012,ACFT00065,1399.7,1216.47
FUEL0007013,FLT0007013,ACFT00504,18604.8,18567.15
FUEL0007014,FLT0007014,ACFT00036,30673.3,25114.78
FUEL0007015,FLT0007015,ACFT00315,36090.0,30040.26
FUEL0007016,FLT0007016,ACFT00553,31648.4,31075.75
FUEL0007017,FLT0007017,ACFT00588,17385.8,18780.88
FUEL0007018,FLT0007018,ACFT00325,14392.9,11313.18
FUEL0007019,FLT0007019,ACFT00131,7576.1,7169.44
FUEL0007020,FLT0007020,ACFT00416,39845.1,42381.42
FUEL0007021,FLT0007021,ACFT00352,10115.4,10128.7
FUEL0007022,FLT0007022,ACFT00572,26513.5,20814.12
FUEL0007023,FLT0007023,ACFT00549,21748.8,17731.15
FUEL0007024,FLT0007024,ACFT00060,21624.7,18847.63
FUEL0007025,FLT0007025,ACFT00364,30512.2,28095.78
FUEL0007026,FLT0007026,ACFT00387,43253.9,46873.67
FUEL0007027,FLT0007027,ACFT00418,45223.0,47193.83
FUEL0007028,FLT0007028,ACFT00008,41793.3,44265.01
FUEL0007029,FLT0007029,ACFT00440,25334.4,27776.37
FUEL0007030,FLT0007030,ACFT00507,18385.4,16861.41
FUEL0007031,FLT0007031,ACFT00459,23971.8,25291.53
FUEL0007032,FLT0007032,ACFT00554,38296.5,37919.61
FUEL0007033,FLT0007033,ACFT00199,38150.9,37258.59
FUEL0007034,FLT0007034,ACFT00355,25570.4,19847.65
FUEL0007035,FLT0007035,ACFT00330,34992.2,36972.42
FUEL0007036,FLT0007036,ACFT00405,32235.2,30087.08
FUEL0007037,FLT0007037,ACFT00540,4216.5,4130.8
FUEL0007038,FLT0007038,ACFT00468,38339.6,29339.45
FUEL0007039,FLT0007039,ACFT00008,30989.4,23508.43
FUEL0007040,FLT0007040,ACFT00012,51838.5,42019.66
FUEL0007041,FLT0007041,ACFT00405,43158.3,46709.16
FUEL0007042,FLT0007042,ACFT00552,50829.4,52999.78
FUEL0007043,FLT0007043,ACFT00564,21485.2,16299.26
FUEL0007044,FLT0007044,ACFT00009,5048.5,5094.31
FUEL0007045,FLT0007045,ACFT00552,33195.0,36265.27
FUEL0007046,FLT0007046,ACFT00323,42240.2,39890.26
FUEL0007047,FLT0007047,ACFT00146,4066.6,3085.05
FUEL0007048,FLT0007048,ACFT00131,36867.3,29788.16
FUEL0007049,FLT0007049,ACFT00207,9423.2,10193.0
FUEL0007050,FLT0007050,ACFT00144,20055.3,17242.77
FUEL0007051,FLT0007051,ACFT00197,27699.7,29531.79
FUEL0007052,FLT0007052,ACFT00191,24227.1,23919.17
FUEL0007053,FLT0007053,ACFT00502,982.6,967.6
FUEL0007054,FLT0007054,ACFT00489,18345.0,18178.06
FUEL0007055,FLT0007055,ACFT00574,45411.4,41073.4
FUEL0007056,FLT0007056,ACFT00477,39263.8,36537.6
FUEL0007057,FLT0007057,ACFT00427,31851.9,27610.55
FUEL0007058,FLT0007058,ACFT00050,5329.5,5323.48
FUEL0007059,FLT0007059,ACFT00122,48445.7,49493.13
FUEL0007060,FLT0007060,ACFT00192,20873.5,22042.3
FUEL0007061,FLT0007061,ACFT00091,29192.3,29912.67
FUEL0007062,FLT0007062,ACFT00157,35615.5,34965.51
FUEL0007063,FLT0007063,ACFT00403,20554.8,18558.0
FUEL0007064,FLT0007064,ACFT00039,18799.7,19638.66
FUEL0007065,FLT0007065,ACFT00342,16473.5,13318.25
FUEL0007066,FLT0007066,ACFT00398,10318.9,10951.79
FUEL0007067,FLT0007067,ACFT00394,37143.6,34820.57
FUEL0007068,FLT0007068,ACFT00193,2140.6,2112.64
FUEL0007069,FLT0007069,ACFT00585,30629.9,25834.98
FUEL0007070,FLT0007070,ACFT00080,50407.6,48988.66
FUEL0007071,FLT0007071,ACFT00572,27895.7,30084.4
FUEL0007072,FLT0007072,ACFT00206,19710.4,20046.87
FUEL0007073,FLT0007073,ACFT00278,33710.6,31379.54
FUEL0007074,FLT0007074,ACFT00199,18601.1,20067.78
FUEL0007075,FLT0007075,ACFT00047,21332.6,17840.22
FUEL0007076,FLT0007076,ACFT00351,4769.6,3584.0
FUEL0007077,FLT0007077,ACFT00314,23470.5,18509.86
FUEL0007078,FLT0007078,ACFT00203,42135.4,38818.98
FUEL0007079,FLT0007079,ACFT00003,15449.2,13334.88
FUEL0007080,FLT0007080,ACFT00008,3823.8,3589.92
FUEL0007081,FLT0007081,ACFT00547,28312.4,27218.24
FUEL0007082,FLT0007082,ACFT00316,40594.4,36291.18
FUEL0007083,FLT0007083,ACFT00252,25857.2,21778.72
FUEL0007084,FLT0007084,ACFT00408,14000.6,11362.24
FUEL0007085,FLT0007085,ACFT00548,34743.5,30729.35
FUEL0007086,FLT0007086,ACFT00600,15062.6,15290.22
FUEL0007087,FLT0007087,ACFT00409,17008.0,15589.73
FUEL0007088,FLT0007088,ACFT00444,43151.7,45525.26
FUEL0007089,FLT0007089,ACFT00061,33247.3,34704.68
FUEL0007090,FLT0007090,ACFT00105,38893.1,32100.35
FUEL0007091,FLT0007091,ACFT00593,37928.2,41501.37
FUEL0007092,FLT0007092,ACFT00450,50367.7,52826.39
FUEL0007093,FLT0007093,ACFT00566,30412.2,30624.43
FUEL0007094,FLT0007094,ACFT00555,47731.2,48114.29
FUEL0007095,FLT0007095,ACFT00381,17470.6,16918.12
FUEL0007096,FLT0007096,ACFT00289,21759.6,18103.44
FUEL0007097,FLT0007097,ACFT00387,8468.6,7218.79
FUEL0007098,FLT0007098,ACFT00327,37548.4,34597.09
FUEL0007099,FLT0007099,ACFT00160,5904.3,5022.77
FUEL0007100,FLT0007100,ACFT00022,23590.3,19915.44
FUEL0007101,FLT0007101,ACFT00522,10089.6,7681.65
FUEL0007102,FLT0007102,ACFT00498,49243.5,38439.87
FUEL0007103,FLT0007103,ACFT00511,33681.3,35328.88
FUEL0007104,FLT0007104,ACFT00295,20920.6,19250.98
FUEL0007105,FLT0007105,ACFT00531,16616.9,18056.6
FUEL0007106,FLT0007106,ACFT00100,25899.0,21589.59
FUEL0007107,FLT0007107,ACFT00557,38759.5,37125.56
FUEL0007108,FLT0007108,ACFT00214,24749.9,19345.36
FUEL0007109,FLT0007109,ACFT00357,10508.5,9089.55
FUEL0007110,FLT0007110,ACFT00036,47319.3,51765.94
FUEL0007111,FLT0007111,ACFT00467,52338.8,48651.1
FUEL0007112,FLT0007112,ACFT00082,41946.2,45218.74
FUEL0007113,FLT0007113,ACFT00065,47732.3,43941.72
FUEL0007114,FLT0007114,ACFT00125,23442.9,22482.91
FUEL0007115,FLT0007115,ACFT00003,7669.8,7475.82
FUEL0007116,FLT0007116,ACFT00046,20059.0,20981.47
FUEL0007117,FLT0007117,ACFT00308,38285.8,30536.32
FUEL0007118,FLT0007118,ACFT00239,22677.6,20747.96
FUEL0007119,FLT0007119,ACFT00118,33232.5,33573.39
FUEL0007120,FLT0007120,ACFT00302,26424.6,21147.29
FUEL0007121,FLT0007121,ACFT00139,27132.4,24517.66
FUEL0007122,FLT0007122,ACFT00430,42318.4,38452.29
FUEL0007123,FLT0007123,ACFT00584,21861.4,19612.9
FUEL0007124,FLT0007124,ACFT00478,43713.1,35564.04
FUEL0007125,FLT0007125,ACFT00211,40802.3,39318.47
FUEL0007126,FLT0007126,ACFT00225,48070.6,40346.64
FUEL0007127,FLT0007127,ACFT00266,29045.1,26917.49
FUEL0007128,FLT0007128,ACFT00427,51084.5,45345.14
FUEL0007129,FLT0007129,ACFT00436,21267.3,22891.41
FUEL0007130,FLT0007130,ACFT00536,37259.7,29497.19
FUEL0007131,FLT0007131,ACFT00397,14379.3,13879.97
FUEL0007132,FLT0007132,ACFT00258,52104.1,52161.3
FUEL0007133,FLT0007133,ACFT00353,24458.4,22624.48
FUEL0007134,FLT0007134,ACFT00532,15617.9,12392.25
FUEL0007135,FLT0007135,ACFT00553,2219.9,2212.96
FUEL0007136,FLT0007136,ACFT00047,8029.5,7496.5
FUEL0007137,FLT0007137,ACFT00461,43121.6,35072.27
FUEL0007138,FLT0007138,ACFT00155,7979.6,6517.24
FUEL0007139,FLT0007139,ACFT00085,27740.8,27771.7
FUEL0007140,FLT0007140,ACFT00499,14663.0,15706.26
FUEL0007141,FLT0007141,ACFT00404,50065.4,48109.59
FUEL0007142,FLT0007142,ACFT00172,14024.9,10718.11
FUEL0007143,FLT0007143,ACFT00236,35810.5,33939.81
FUEL0007144,FLT0007144,ACFT00156,49187.8,52913.14
FUEL0007145,FLT0007145,ACFT00140,40104.8,35407.7
FUEL0007146,FLT0007146,ACFT00387,33598.2,25561.46
FUEL0007147,FLT0007147,ACFT00063,31602.5,32210.85
FUEL0007148,FLT0007148,ACFT00243,25483.4,22368.46
FUEL0007149,FLT0007149,ACFT00441,53185.7,58476.04
FUEL0007150,FLT0007150,ACFT00208,22061.9,22148.55
FUEL0007151,FLT0007151,ACFT00311,33112.2,28070.28
FUEL0007152,FLT0007152,ACFT00261,4852.4,4543.81
FUEL0007153,FLT0007153,ACFT00412,37197.3,39173.36
FUEL0007154,FLT0007154,ACFT00147,9629.3,8886.68
FUEL0007155,FLT0007155,ACFT00076,12708.2,12923.58
FUEL0007156,FLT0007156,ACFT00378,15974.0,15354.3
FUEL0007157,FLT0007157,ACFT00001,35570.3,34469.68
FUEL0007158,FLT0007158,ACFT00510,40253.8,42983.29
FUEL0007159,FLT0007159,ACFT00076,35984.9,31782.12
FUEL0007160,FLT0007160,ACFT00308,54601.7,47634.87
FUEL0007161,FLT0007161,ACFT00443,31271.9,26895.23
FUEL0007162,FLT0007162,ACFT00238,42799.4,37071.7
FUEL0007163,FLT0007163,ACFT00065,20339.1,17658.71
FUEL0007164,FLT0007164,ACFT00134,39840.2,37728.77
FUEL0007165,FLT0007165,ACFT00153,4049.0,4227.28
FUEL0007166,FLT0007166,ACFT00135,2924.7,2540.09
FUEL0007167,FLT0007167,ACFT00428,18794.4,20635.86
FUEL0007168,FLT0007168,ACFT00523,20739.0,16776.7
FUEL0007169,FLT0007169,ACFT00499,13936.6,12428.49
FUEL0007170,FLT0007170,ACFT00191,21390.4,18095.77
FUEL0007171,FLT0007171,ACFT00350,28461.9,23343.07
FUEL0007172,FLT0007172,ACFT00571,30281.6,30052.5
FUEL0007173,FLT0007173,ACFT00501,24535.1,26832.96
FUEL0007174,FLT0007174,ACFT00395,8480.5,7564.33
FUEL0007175,FLT0007175,ACFT00096,54462.2,57215.71
FUEL0007176,FLT0007176,ACFT00526,26442.8,22132.02
FUEL0007177,FLT0007177,ACFT00308,4611.8,4607.18
FUEL0007178,FLT0007178,ACFT00557,32293.9,34410.06
FUEL0007179,FLT0007179,ACFT00436,49142.8,47709.28
FUEL0007180,FLT0007180,ACFT00591,3492.3,2723.06
FUEL0007181,FLT0007181,ACFT00177,10482.6,11271.42
FUEL0007182,FLT0007182,ACFT00178,24760.6,22605.2
FUEL0007183,FLT0007183,ACFT00597,33308.9,33857.05
FUEL0007184,FLT0007184,ACFT00040,35057.6,26655.89
FUEL0007185,FLT0007185,ACFT00386,15538.0,16827.85
FUEL0007186,FLT0007186,ACFT00139,24295.2,23633.71
FUEL0007187,FLT0007187,ACFT00062,13017.5,14078.64
FUEL0007188,FLT0007188,ACFT00398,21959.9,18459.42
FUEL0007189,FLT0007189,ACFT00505,29554.5,31670.32
FUEL0007190,FLT0007190,ACFT00558,44713.0,44238.38
FUEL0007191,FLT0007191,ACFT00170,18411.4,17650.44
FUEL0007192,FLT0007192,ACFT00138,21419.3,22728.95
FUEL0007193,FLT0007193,ACFT00521,2317.3,1869.47
FUEL0007194,FLT0007194,ACFT00074,2376.4,2394.1
FUEL0007195,FLT0007195,ACFT00144,43490.5,35984.65
FUEL0007196,FLT0007196,ACFT00016,18307.4,17650.5
FUEL0007197,FLT0007197,ACFT00148,15605.2,14686.67
FUEL0007198,FLT0007198,ACFT00460,48345.6,44016.91
FUEL0007199,FLT0007199,ACFT00429,11135.4,10688.25
FUEL0007200,FLT0007200,ACFT00449,20541.9,18663.73
FUEL0007201,FLT0007201,ACFT00363,19295.3,16021.19
FUEL0007202,FLT0007202,ACFT00229,53336.2,53983.43
FUEL0007203,FLT0007203,ACFT00333,20694.0,18491.33
FUEL0007204,FLT0007204,ACFT00177,16277.7,16089.44
FUEL0007205,FLT0007205,ACFT00314,30362.3,24524.41
FUEL0007206,FLT0007206,ACFT00085,16629.4,17749.87
FUEL0007207,FLT0007207,ACFT00030,20446.4,17999.05
FUEL0007208,FLT0007208,ACFT00237,12413.0,9476.95
FUEL0007209,FLT0007209,ACFT00198,49680.4,46458.95
FUEL0007210,FLT0007210,ACFT00512,4751.9,4024.07
FUEL0007211,FLT0007211,ACFT00306,9689.8,8017.63
FUEL0007212,FLT0007212,ACFT00235,8767.7,9630.57
FUEL0007213,FLT0007213,ACFT00166,13718.0,10584.41
FUEL0007214,FLT0007214,ACFT00431,29328.5,25372.77
FUEL0007215,FLT0007215,ACFT00308,13653.2,10643.66
FUEL0007216,FLT0007216,ACFT00210,17485.4,18501.74
FUEL0007217,FLT0007217,ACFT00174,5298.2,4897.58
FUEL0007218,FLT0007218,ACFT00446,12692.1,12171.59
FUEL0007219,FLT0007219,ACFT00481,33413.8,30777.13
FUEL0007220,FLT0007220,ACFT00007,48557.5,39936.46
FUEL0007221,FLT0007221,ACFT00088,20353.8,19107.94
FUEL0007222,FLT0007222,ACFT00247,26070.8,25785.21
FUEL0007223,FLT0007223,ACFT00044,18851.3,16826.4
FUEL0007224,FLT0007224,ACFT00328,2444.3,2030.34
FUEL0007225,FLT0007225,ACFT00580,53481.6,52337.61
FUEL0007226,FLT0007226,ACFT00357,8230.0,8857.53
FUEL0007227,FLT0007227,ACFT00451,45486.2,42835.52
FUEL0007228,FLT0007228,ACFT00374,56992.8,43036.9
FUEL0007229,FLT0007229,ACFT00307,20733.9,17618.74
FUEL0007230,FLT0007230,ACFT00441,36281.1,31478.6
FUEL0007231,FLT0007231,ACFT00487,6472.5,6340.77
FUEL0007232,FLT0007232,ACFT00023,27625.5,21014.6
FUEL0007233,FLT0007233,ACFT00035,12675.0,11885.2
FUEL0007234,FLT0007234,ACFT00136,27254.4,23437.26
FUEL0007235,FLT0007235,ACFT00389,40368.7,42698.91
FUEL0007236,FLT0007236,ACFT00105,2992.4,2988.76
FUEL0007237,FLT0007237,ACFT00292,33956.9,26966.26
FUEL0007238,FLT0007238,ACFT00076,4724.7,4005.38
FUEL0007239,FLT0007239,ACFT00091,16030.6,14199.0
FUEL0007240,FLT0007240,ACFT00223,35128.9,29160.72
FUEL0007241,FLT0007241,ACFT00363,1198.0,968.88
FUEL0007242,FLT0007242,ACFT00396,19709.5,17247.89
FUEL0007243,FLT0007243,ACFT00192,16354.8,17959.82
FUEL0007244,FLT0007244,ACFT00299,2980.6,3132.75
FUEL0007245,FLT0007245,ACFT00071,43643.3,40437.2
FUEL0007246,FLT0007246,ACFT00008,41790.1,39398.99
FUEL0007247,FLT0007247,ACFT00269,30432.2,30591.47
FUEL0007248,FLT0007248,ACFT00170,43326.6,38802.11
FUEL0007249,FLT0007249,ACFT00009,11254.6,9562.61
FUEL0007250,FLT0007250,ACFT00238,36291.5,27768.7
FUEL0007251,FLT0007251,ACFT00590,40402.7,32965.44
FUEL0007252,FLT0007252,ACFT00358,53331.3,56379.99
FUEL0007253,FLT0007253,ACFT00350,8932.6,7721.11
FUEL0007254,FLT0007254,ACFT00515,44724.1,45251.69
FUEL0007255,FLT0007255,ACFT00358,21148.7,21976.94
FUEL0007256,FLT0007256,ACFT00175,43689.0,36825.89
FUEL0007257,FLT0007257,ACFT00239,30245.7,24670.56
FUEL0007258,FLT0007258,ACFT00083,1094.3,1147.49
FUEL0007259,FLT0007259,ACFT00337,30037.5,27529.96
FUEL0007260,FLT0007260,ACFT00051,28552.0,26659.7
FUEL0007261,FLT0007261,ACFT00594,36904.0,31468.06
FUEL0007262,FLT0007262,ACFT00548,32236.0,31727.27
FUEL0007263,FLT0007263,ACFT00451,3095.0,2526.32
FUEL0007264,FLT0007264,ACFT00381,48087.3,43224.61
FUEL0007265,FLT0007265,ACFT00160,32442.5,26059.05
FUEL0007266,FLT0007266,ACFT00526,13060.8,14263.75
FUEL0007267,FLT0007267,ACFT00021,22472.3,19128.52
FUEL0007268,FLT0007268,ACFT00109,30199.4,30711.07
FUEL0007269,FLT0007269,ACFT00080,24502.9,26617.79
FUEL0007270,FLT0007270,ACFT00416,6690.8,5067.89
FUEL0007271,FLT0007271,ACFT00170,1154.3,1141.97
FUEL0007272,FLT0007272,ACFT00462,6229.4,5542.53
