service_id,booking_id,passenger_id,service_type,amount,status
ANC0025291,BK00011204,PAX00020790,Pet Fee,100.98,Cancelled
ANC0025292,BK00011204,PAX00020790,Lounge Access,77.17,Confirmed
ANC0025293,BK00033176,PAX00061352,Seat Upgrade,75.98,Confirmed
ANC0025294,BK00004050,PAX00007513,Lounge Access,66.26,Confirmed
ANC0025295,BK00060010,PAX00110746,Extra Baggage,40.79,Confirmed
ANC0025296,BK00060010,PAX00110746,Priority Boarding,27.65,Confirmed
ANC0025297,BK00015725,PAX00029090,Seat Upgrade,158.75,Cancelled
ANC0025298,BK00028316,PAX00052435,Priority Boarding,27.31,Confirmed
ANC0025299,BK00062447,PAX00115294,Travel Insurance,41.45,Confirmed
ANC0025300,BK00006529,PAX00012142,Pet Fee,191.24,Confirmed
ANC0025301,BK00006529,PAX00012141,Wi-Fi,16.44,Cancelled
ANC0025302,BK00048678,PAX00089881,Lounge Access,66.72,Cancelled
ANC0025303,BK00048678,PAX00089881,Travel Insurance,11.07,Confirmed
ANC0025304,BK00009879,PAX00018291,Priority Boarding,31.5,Cancelled
ANC0025305,BK00066637,PAX00123071,Extra Baggage,46.28,Cancelled
ANC0025306,BK00066637,PAX00123071,Pet Fee,183.74,Confirmed
ANC0025307,BK00075212,PAX00138978,Pet Fee,57.38,Confirmed
ANC0025308,BK00075212,PAX00138978,Pet Fee,140.23,Confirmed
ANC0025309,BK00125379,PAX00231787,Priority Boarding,32.69,Confirmed
ANC0025310,BK00125379,PAX00231787,Priority Boarding,17.34,Confirmed
ANC0025311,BK00043082,PAX00079525,Pet Fee,105.64,Confirmed
ANC0025312,BK00052613,PAX00097130,Wi-Fi,8.4,Confirmed
ANC0025313,BK00118735,PAX00219543,Lounge Access,70.64,Confirmed
ANC0025314,BK00133523,PAX00246817,Wi-Fi,14.92,Confirmed
ANC0025315,BK00133523,PAX00246817,Priority Boarding,24.27,Confirmed
ANC0025316,BK00053967,PAX00099591,Wi-Fi,5.46,Confirmed
ANC0025317,BK00091193,PAX00168655,Pet Fee,112.67,Confirmed
ANC0025318,BK00065806,PAX00121533,Lounge Access,83.39,Confirmed
ANC0025319,BK00065806,PAX00121533,Wi-Fi,22.64,Cancelled
ANC0025320,BK00140847,PAX00260290,Priority Boarding,26.27,Confirmed
ANC0025321,BK00070852,PAX00130923,Pet Fee,83.45,Cancelled
ANC0025322,BK00113528,PAX00209878,Wi-Fi,11.29,Confirmed
ANC0025323,BK00113528,PAX00209878,Travel Insurance,15.05,Confirmed
ANC0025324,BK00000645,PAX00001183,Extra Baggage,40.98,Confirmed
ANC0025325,BK00000645,PAX00001183,In-flight Meal,15.35,Confirmed
ANC0025326,BK00030434,PAX00056321,Lounge Access,80.82,Confirmed
ANC0025327,BK00030434,PAX00056321,Seat Upgrade,267.92,Confirmed
ANC0025328,BK00036879,PAX00068102,Lounge Access,60.78,Confirmed
ANC0025329,BK00126258,PAX00233381,Seat Upgrade,229.75,Confirmed
ANC0025330,BK00028140,PAX00052097,In-flight Meal,29.64,Cancelled
ANC0025331,BK00028140,PAX00052098,Lounge Access,67.71,Confirmed
ANC0025332,BK00043531,PAX00080353,Lounge Access,65.69,Cancelled
ANC0025333,BK00043531,PAX00080355,Pet Fee,172.95,Confirmed
ANC0025334,BK00136998,PAX00253214,Extra Baggage,33.14,Confirmed
ANC0025335,BK00136998,PAX00253214,Wi-Fi,5.99,Confirmed
ANC0025336,BK00136947,PAX00253127,Wi-Fi,5.32,Confirmed
ANC0025337,BK00034790,PAX00064288,Lounge Access,37.08,Confirmed
ANC0025338,BK00143470,PAX00265157,Seat Upgrade,263.18,Confirmed
ANC0025339,BK00066230,PAX00122336,Seat Upgrade,299.08,Confirmed
ANC0025340,BK00066230,PAX00122337,Lounge Access,67.66,Confirmed
ANC0025341,BK00028598,PAX00052957,In-flight Meal,27.1,Confirmed
ANC0025342,BK00126984,PAX00234703,Wi-Fi,19.34,Confirmed
ANC0025343,BK00078466,PAX00145078,Pet Fee,109.51,Confirmed
ANC0025344,BK00078466,PAX00145078,Wi-Fi,16.1,Cancelled
ANC0025345,BK00076096,PAX00140599,Lounge Access,66.29,Confirmed
ANC0025346,BK00076096,PAX00140599,Seat Upgrade,179.06,Confirmed
ANC0025347,BK00035289,PAX00065179,Priority Boarding,33.15,Cancelled
ANC0025348,BK00062768,PAX00115905,Travel Insurance,16.39,Confirmed
ANC0025349,BK00062768,PAX00115905,Seat Upgrade,31.9,Confirmed
ANC0025350,BK00113600,PAX00210013,In-flight Meal,18.08,Cancelled
ANC0025351,BK00040747,PAX00075212,Pet Fee,168.5,Confirmed
ANC0025352,BK00040747,PAX00075211,Lounge Access,44.46,Confirmed
ANC0025353,BK00108243,PAX00200230,Seat Upgrade,282.7,Confirmed
ANC0025354,BK00108243,PAX00200230,Lounge Access,38.13,Confirmed
ANC0025355,BK00091335,PAX00168923,Extra Baggage,52.39,Confirmed
ANC0025356,BK00059379,PAX00109580,Wi-Fi,18.91,Confirmed
ANC0025357,BK00059379,PAX00109580,Travel Insurance,54.37,Confirmed
ANC0025358,BK00114696,PAX00212004,Pet Fee,83.26,Confirmed
ANC0025359,BK00094199,PAX00174257,Lounge Access,68.97,Confirmed
ANC0025360,BK00094199,PAX00174256,Lounge Access,56.36,Confirmed
ANC0025361,BK00108659,PAX00200977,Travel Insurance,45.65,Confirmed
ANC0025362,BK00003276,PAX00006076,Priority Boarding,35.03,Confirmed
ANC0025363,BK00145766,PAX00269418,Seat Upgrade,266.48,Cancelled
ANC0025364,BK00145766,PAX00269418,Extra Baggage,121.13,Cancelled
ANC0025365,BK00117995,PAX00218166,Seat Upgrade,67.52,Confirmed
ANC0025366,BK00117995,PAX00218166,Pet Fee,52.64,Cancelled
ANC0025367,BK00034604,PAX00063953,In-flight Meal,13.13,Confirmed
ANC0025368,BK00034604,PAX00063953,Seat Upgrade,271.4,Confirmed
ANC0025369,BK00099388,PAX00183853,Extra Baggage,32.22,Confirmed
ANC0025370,BK00099388,PAX00183853,In-flight Meal,21.28,Cancelled
ANC0025371,BK00146103,PAX00270034,Lounge Access,76.34,Confirmed
ANC0025372,BK00146103,PAX00270034,Seat Upgrade,241.37,Confirmed
ANC0025373,BK00015276,PAX00028283,Extra Baggage,133.26,Cancelled
ANC0025374,BK00079492,PAX00146956,Wi-Fi,16.94,Confirmed
ANC0025375,BK00079492,PAX00146956,Lounge Access,47.22,Confirmed
ANC0025376,BK00123186,PAX00227706,Travel Insurance,19.97,Confirmed
ANC0025377,BK00123186,PAX00227706,Wi-Fi,22.7,Cancelled
ANC0025378,BK00097179,PAX00179782,Priority Boarding,27.66,Confirmed
ANC0025379,BK00072919,PAX00134788,Priority Boarding,24.18,Confirmed
ANC0025380,BK00121339,PAX00224275,Lounge Access,50.69,Confirmed
ANC0025381,BK00121339,PAX00224275,Pet Fee,151.52,Confirmed
ANC0025382,BK00039831,PAX00073565,Travel Insurance,48.5,Confirmed
ANC0025383,BK00039831,PAX00073564,Lounge Access,33.03,Confirmed
ANC0025384,BK00142091,PAX00262615,Travel Insurance,26.31,Cancelled
ANC0025385,BK00142091,PAX00262614,Wi-Fi,8.03,Confirmed
ANC0025386,BK00056268,PAX00103834,Extra Baggage,34.63,Confirmed
ANC0025387,BK00056268,PAX00103834,Extra Baggage,137.59,Confirmed
ANC0025388,BK00048414,PAX00089360,Pet Fee,180.17,Confirmed
ANC0025389,BK00045185,PAX00083403,Extra Baggage,138.62,Cancelled
ANC0025390,BK00045185,PAX00083403,Seat Upgrade,119.98,Confirmed
ANC0025391,BK00096965,PAX00179402,Extra Baggage,55.16,Confirmed
ANC0025392,BK00091066,PAX00168428,Lounge Access,84.81,Confirmed
ANC0025393,BK00091066,PAX00168429,Wi-Fi,11.38,Confirmed
ANC0025394,BK00099562,PAX00184191,Extra Baggage,50.08,Confirmed
ANC0025395,BK00015975,PAX00029556,Extra Baggage,94.25,Cancelled
ANC0025396,BK00015975,PAX00029555,Seat Upgrade,34.37,Confirmed
ANC0025397,BK00089915,PAX00166315,Priority Boarding,37.39,Confirmed
ANC0025398,BK00089915,PAX00166316,Pet Fee,127.03,Confirmed
ANC0025399,BK00105166,PAX00194572,In-flight Meal,42.53,Confirmed
ANC0025400,BK00105166,PAX00194573,Travel Insurance,43.94,Confirmed
ANC0025401,BK00081633,PAX00150928,Extra Baggage,63.99,Confirmed
ANC0025402,BK00081633,PAX00150928,Lounge Access,85.01,Confirmed
ANC0025403,BK00092435,PAX00171013,Wi-Fi,17.53,Confirmed
ANC0025404,BK00025604,PAX00047419,Seat Upgrade,282.73,Confirmed
ANC0025405,BK00012003,PAX00022260,Seat Upgrade,158.77,Confirmed
ANC0025406,BK00082750,PAX00153000,Travel Insurance,27.61,Confirmed
ANC0025407,BK00082750,PAX00153000,Pet Fee,180.7,Cancelled
ANC0025408,BK00020267,PAX00037420,Pet Fee,105.16,Confirmed
ANC0025409,BK00020267,PAX00037420,In-flight Meal,13.52,Confirmed
ANC0025410,BK00099683,PAX00184405,Wi-Fi,16.84,Confirmed
ANC0025411,BK00140685,PAX00259983,In-flight Meal,18.99,Confirmed
ANC0025412,BK00140685,PAX00259983,In-flight Meal,24.46,Confirmed
ANC0025413,BK00112246,PAX00207576,Priority Boarding,31.61,Confirmed
ANC0025414,BK00112246,PAX00207576,Lounge Access,82.91,Confirmed
ANC0025415,BK00008086,PAX00015023,Lounge Access,65.31,Cancelled
ANC0025416,BK00050948,PAX00094038,Pet Fee,176.3,Confirmed
ANC0025417,BK00050948,PAX00094038,Travel Insurance,49.42,Confirmed
ANC0025418,BK00037941,PAX00070056,Priority Boarding,27.7,Confirmed
ANC0025419,BK00111036,PAX00205342,Extra Baggage,58.2,Cancelled
ANC0025420,BK00111036,PAX00205344,Priority Boarding,38.77,Confirmed
ANC0025421,BK00002059,PAX00003772,Travel Insurance,40.2,Confirmed
ANC0025422,BK00136200,PAX00251776,Extra Baggage,91.79,Confirmed
ANC0025423,BK00144047,PAX00266218,Extra Baggage,78.43,Cancelled
ANC0025424,BK00135791,PAX00250994,Pet Fee,104.83,Confirmed
ANC0025425,BK00081904,PAX00151443,Wi-Fi,22.47,Cancelled
ANC0025426,BK00081904,PAX00151443,Pet Fee,122.61,Confirmed
ANC0025427,BK00006405,PAX00011921,Lounge Access,87.06,Confirmed
ANC0025428,BK00146206,PAX00270205,Extra Baggage,73.49,Confirmed
ANC0025429,BK00146206,PAX00270205,Wi-Fi,16.09,Confirmed
ANC0025430,BK00119127,PAX00220265,Priority Boarding,15.48,Confirmed
ANC0025431,BK00149369,PAX00276086,Extra Baggage,100.52,Cancelled
ANC0025432,BK00149369,PAX00276086,Wi-Fi,19.36,Confirmed
ANC0025433,BK00108901,PAX00201437,Seat Upgrade,30.32,Confirmed
ANC0025434,BK00137907,PAX00254872,Lounge Access,36.0,Confirmed
ANC0025435,BK00075253,PAX00139060,In-flight Meal,40.97,Confirmed
ANC0025436,BK00131078,PAX00242230,Priority Boarding,15.04,Confirmed
ANC0025437,BK00044840,PAX00082792,Lounge Access,56.44,Confirmed
ANC0025438,BK00044840,PAX00082792,Travel Insurance,56.74,Confirmed
ANC0025439,BK00093523,PAX00172993,Pet Fee,111.21,Cancelled
ANC0025440,BK00093523,PAX00172993,Extra Baggage,148.55,Confirmed
ANC0025441,BK00035130,PAX00064901,Wi-Fi,5.34,Confirmed
ANC0025442,BK00035130,PAX00064902,Seat Upgrade,146.82,Cancelled
ANC0025443,BK00003557,PAX00006591,Extra Baggage,86.25,Confirmed
ANC0025444,BK00010792,PAX00020003,Wi-Fi,20.07,Confirmed
ANC0025445,BK00044314,PAX00081800,Extra Baggage,138.45,Cancelled
ANC0025446,BK00135968,PAX00251334,Travel Insurance,30.41,Confirmed
ANC0025447,BK00017639,PAX00032646,Pet Fee,143.65,Cancelled
ANC0025448,BK00052781,PAX00097439,Pet Fee,130.97,Confirmed
ANC0025449,BK00052781,PAX00097438,Travel Insurance,33.23,Cancelled
ANC0025450,BK00128741,PAX00237921,Priority Boarding,28.12,Cancelled
ANC0025451,BK00128741,PAX00237921,Extra Baggage,50.71,Cancelled
ANC0025452,BK00061224,PAX00112978,Seat Upgrade,49.47,Confirmed
ANC0025453,BK00061224,PAX00112978,Priority Boarding,27.27,Cancelled
ANC0025454,BK00029359,PAX00054337,Priority Boarding,31.86,Cancelled
ANC0025455,BK00029359,PAX00054337,Seat Upgrade,101.67,Confirmed
ANC0025456,BK00082042,PAX00151694,In-flight Meal,38.51,Confirmed
ANC0025457,BK00082042,PAX00151694,Travel Insurance,48.37,Confirmed
ANC0025458,BK00058906,PAX00108689,Pet Fee,68.56,Confirmed
ANC0025459,BK00058906,PAX00108689,Travel Insurance,42.8,Confirmed
ANC0025460,BK00104642,PAX00193574,Priority Boarding,35.85,Confirmed
ANC0025461,BK00014767,PAX00027320,Travel Insurance,43.88,Confirmed
ANC0025462,BK00015338,PAX00028396,Travel Insurance,16.22,Confirmed
ANC0025463,BK00002631,PAX00004892,Lounge Access,76.81,Confirmed
ANC0025464,BK00002631,PAX00004892,Wi-Fi,17.25,Confirmed
ANC0025465,BK00011408,PAX00021170,Extra Baggage,131.29,Confirmed
ANC0025466,BK00111859,PAX00206878,Wi-Fi,13.0,Cancelled
ANC0025467,BK00111859,PAX00206879,Pet Fee,54.05,Confirmed
ANC0025468,BK00064488,PAX00119092,Wi-Fi,23.19,Confirmed
ANC0025469,BK00064488,PAX00119092,Pet Fee,167.95,Cancelled
ANC0025470,BK00051527,PAX00095127,Travel Insurance,10.54,Cancelled
ANC0025471,BK00051527,PAX00095127,Wi-Fi,7.86,Confirmed
ANC0025472,BK00038445,PAX00070981,Extra Baggage,42.04,Cancelled
ANC0025473,BK00038445,PAX00070981,Extra Baggage,77.82,Confirmed
ANC0025474,BK00057291,PAX00105725,Travel Insurance,59.36,Confirmed
ANC0025475,BK00057291,PAX00105725,In-flight Meal,29.06,Confirmed
ANC0025476,BK00038854,PAX00071735,Pet Fee,177.48,Confirmed
ANC0025477,BK00038854,PAX00071735,Pet Fee,158.27,Confirmed
ANC0025478,BK00101603,PAX00187972,Seat Upgrade,247.01,Confirmed
ANC0025479,BK00104000,PAX00192385,Lounge Access,30.85,Confirmed
ANC0025480,BK00048840,PAX00090175,Seat Upgrade,62.56,Confirmed
ANC0025481,BK00072148,PAX00133332,Lounge Access,83.39,Confirmed
ANC0025482,BK00120187,PAX00222180,Lounge Access,65.83,Cancelled
ANC0025483,BK00109311,PAX00202186,Wi-Fi,23.9,Confirmed
ANC0025484,BK00109311,PAX00202186,Priority Boarding,37.58,Confirmed
ANC0025485,BK00106174,PAX00196421,Wi-Fi,5.91,Confirmed
ANC0025486,BK00092533,PAX00171182,Wi-Fi,16.64,Confirmed
ANC0025487,BK00092533,PAX00171182,Pet Fee,119.69,Confirmed
ANC0025488,BK00144475,PAX00266997,Lounge Access,68.92,Confirmed
ANC0025489,BK00118547,PAX00219193,Wi-Fi,14.14,Confirmed
ANC0025490,BK00118547,PAX00219193,Seat Upgrade,269.7,Cancelled
ANC0025491,BK00118801,PAX00219662,Pet Fee,84.89,Confirmed
ANC0025492,BK00032201,PAX00059561,Priority Boarding,38.42,Confirmed
ANC0025493,BK00129519,PAX00239365,Pet Fee,82.1,Confirmed
ANC0025494,BK00046718,PAX00086212,Lounge Access,53.26,Confirmed
ANC0025495,BK00005402,PAX00010011,Lounge Access,37.85,Cancelled
ANC0025496,BK00053457,PAX00098650,Extra Baggage,128.94,Confirmed
ANC0025497,BK00108923,PAX00201477,Seat Upgrade,108.13,Confirmed
ANC0025498,BK00108923,PAX00201477,In-flight Meal,35.63,Confirmed
ANC0025499,BK00130576,PAX00241300,Wi-Fi,19.08,Confirmed
ANC0025500,BK00019610,PAX00036231,Pet Fee,97.62,Confirmed
ANC0025501,BK00049035,PAX00090542,Lounge Access,54.37,Confirmed
ANC0025502,BK00102565,PAX00189741,Lounge Access,77.77,Confirmed
ANC0025503,BK00102565,PAX00189741,Seat Upgrade,297.69,Confirmed
ANC0025504,BK00134933,PAX00249394,Extra Baggage,93.47,Confirmed
ANC0025505,BK00134933,PAX00249394,Lounge Access,64.1,Confirmed
ANC0025506,BK00070212,PAX00129702,Extra Baggage,95.74,Confirmed
ANC0025507,BK00103200,PAX00190890,Priority Boarding,30.28,Confirmed
ANC0025508,BK00126331,PAX00233515,Travel Insurance,30.4,Confirmed
ANC0025509,BK00097227,PAX00179870,Priority Boarding,38.94,Cancelled
ANC0025510,BK00090138,PAX00166744,Extra Baggage,99.86,Confirmed
ANC0025511,BK00030856,PAX00057107,Pet Fee,123.22,Confirmed
ANC0025512,BK00030856,PAX00057107,Seat Upgrade,252.71,Confirmed
ANC0025513,BK00112892,PAX00208714,Lounge Access,50.74,Confirmed
ANC0025514,BK00137080,PAX00253375,In-flight Meal,12.09,Confirmed
ANC0025515,BK00132861,PAX00245567,Pet Fee,145.45,Confirmed
ANC0025516,BK00132861,PAX00245567,Extra Baggage,138.62,Confirmed
ANC0025517,BK00039161,PAX00072312,Seat Upgrade,113.64,Confirmed
ANC0025518,BK00039161,PAX00072311,Priority Boarding,17.31,Confirmed
ANC0025519,BK00029178,PAX00054020,Seat Upgrade,64.6,Confirmed
ANC0025520,BK00029178,PAX00054020,Pet Fee,103.59,Confirmed
ANC0025521,BK00009486,PAX00017591,Priority Boarding,22.57,Confirmed
ANC0025522,BK00009486,PAX00017590,Pet Fee,146.68,Confirmed
ANC0025523,BK00115791,PAX00214053,Travel Insurance,57.5,Confirmed
ANC0025524,BK00115791,PAX00214054,Lounge Access,77.15,Confirmed
ANC0025525,BK00057858,PAX00106766,In-flight Meal,33.2,Confirmed
ANC0025526,BK00057858,PAX00106766,Extra Baggage,96.82,Confirmed
ANC0025527,BK00078636,PAX00145404,Lounge Access,58.06,Confirmed
ANC0025528,BK00121308,PAX00224218,Priority Boarding,30.24,Confirmed
ANC0025529,BK00092790,PAX00171651,Travel Insurance,43.11,Confirmed
ANC0025530,BK00130721,PAX00241561,Travel Insurance,31.36,Confirmed
ANC0025531,BK00140953,PAX00260491,Wi-Fi,9.7,Confirmed
ANC0025532,BK00140953,PAX00260490,Priority Boarding,31.32,Confirmed
ANC0025533,BK00074879,PAX00138373,Seat Upgrade,157.22,Confirmed
ANC0025534,BK00074879,PAX00138372,Pet Fee,77.72,Confirmed
ANC0025535,BK00114531,PAX00211710,Seat Upgrade,295.98,Confirmed
ANC0025536,BK00079921,PAX00147756,Priority Boarding,24.49,Confirmed
ANC0025537,BK00078092,PAX00144353,Seat Upgrade,201.29,Confirmed
ANC0025538,BK00078092,PAX00144351,Lounge Access,55.55,Cancelled
ANC0025539,BK00014370,PAX00026595,Priority Boarding,31.59,Confirmed
ANC0025540,BK00014370,PAX00026595,Priority Boarding,16.08,Confirmed
ANC0025541,BK00034550,PAX00063849,Seat Upgrade,251.74,Confirmed
ANC0025542,BK00145527,PAX00268949,Pet Fee,88.82,Cancelled
ANC0025543,BK00073608,PAX00136061,Seat Upgrade,33.35,Confirmed
ANC0025544,BK00136542,PAX00252418,Travel Insurance,51.58,Confirmed
ANC0025545,BK00116593,PAX00215554,Seat Upgrade,217.39,Confirmed
ANC0025546,BK00116593,PAX00215554,Extra Baggage,106.09,Confirmed
ANC0025547,BK00025984,PAX00048132,In-flight Meal,12.01,Confirmed
ANC0025548,BK00103048,PAX00190604,In-flight Meal,21.03,Confirmed
ANC0025549,BK00016017,PAX00029629,In-flight Meal,29.48,Confirmed
ANC0025550,BK00045070,PAX00083199,Priority Boarding,29.42,Confirmed
ANC0025551,BK00135771,PAX00250961,Pet Fee,159.89,Confirmed
ANC0025552,BK00135771,PAX00250961,Priority Boarding,30.5,Confirmed
ANC0025553,BK00086194,PAX00159394,In-flight Meal,43.82,Confirmed
ANC0025554,BK00132838,PAX00245526,Priority Boarding,25.24,Confirmed
ANC0025555,BK00132838,PAX00245526,Seat Upgrade,135.04,Confirmed
ANC0025556,BK00031678,PAX00058569,Wi-Fi,12.82,Cancelled
ANC0025557,BK00031678,PAX00058569,Pet Fee,178.39,Cancelled
ANC0025558,BK00120544,PAX00222832,Priority Boarding,29.72,Confirmed
ANC0025559,BK00024939,PAX00046178,Pet Fee,147.86,Confirmed
ANC0025560,BK00024939,PAX00046180,Travel Insurance,43.65,Confirmed
ANC0025561,BK00105777,PAX00195688,Priority Boarding,18.66,Confirmed
ANC0025562,BK00089881,PAX00166254,Seat Upgrade,88.8,Confirmed
ANC0025563,BK00089881,PAX00166254,Wi-Fi,10.42,Cancelled
ANC0025564,BK00024851,PAX00046011,In-flight Meal,15.75,Confirmed
ANC0025565,BK00024851,PAX00046010,In-flight Meal,35.48,Confirmed
ANC0025566,BK00135337,PAX00250187,Priority Boarding,29.31,Cancelled
ANC0025567,BK00135337,PAX00250187,Extra Baggage,89.74,Cancelled
ANC0025568,BK00089737,PAX00165993,Seat Upgrade,40.7,Confirmed
ANC0025569,BK00089737,PAX00165992,Travel Insurance,33.02,Confirmed
ANC0025570,BK00118618,PAX00219339,Travel Insurance,50.93,Confirmed
ANC0025571,BK00118618,PAX00219339,Pet Fee,73.34,Confirmed
ANC0025572,BK00001796,PAX00003307,Extra Baggage,117.98,Cancelled
ANC0025573,BK00100329,PAX00185624,Wi-Fi,11.82,Cancelled
ANC0025574,BK00100329,PAX00185626,Lounge Access,89.12,Confirmed
ANC0025575,BK00105678,PAX00195507,Travel Insurance,14.97,Confirmed
ANC0025576,BK00105678,PAX00195507,Pet Fee,143.21,Confirmed
ANC0025577,BK00006570,PAX00012213,Wi-Fi,6.94,Confirmed
ANC0025578,BK00021394,PAX00039538,Wi-Fi,14.34,Confirmed
ANC0025579,BK00021394,PAX00039538,Seat Upgrade,159.05,Cancelled
ANC0025580,BK00047904,PAX00088385,Seat Upgrade,208.43,Confirmed
ANC0025581,BK00047904,PAX00088387,Extra Baggage,73.82,Confirmed
ANC0025582,BK00118745,PAX00219559,Pet Fee,184.87,Cancelled
ANC0025583,BK00029881,PAX00055289,In-flight Meal,33.9,Confirmed
ANC0025584,BK00117742,PAX00217678,Priority Boarding,30.7,Confirmed
ANC0025585,BK00117742,PAX00217678,Seat Upgrade,69.08,Confirmed
ANC0025586,BK00104806,PAX00193893,Wi-Fi,24.93,Cancelled
ANC0025587,BK00105503,PAX00195182,Priority Boarding,26.02,Confirmed
ANC0025588,BK00105503,PAX00195181,Wi-Fi,13.03,Confirmed
ANC0025589,BK00057163,PAX00105492,Priority Boarding,34.68,Confirmed
ANC0025590,BK00057163,PAX00105492,Lounge Access,82.55,Confirmed
ANC0025591,BK00028502,PAX00052789,Priority Boarding,31.67,Confirmed
ANC0025592,BK00083014,PAX00153490,Wi-Fi,10.31,Confirmed
ANC0025593,BK00045686,PAX00084317,Wi-Fi,13.72,Confirmed
ANC0025594,BK00045686,PAX00084317,Priority Boarding,15.51,Confirmed
ANC0025595,BK00144006,PAX00266149,Seat Upgrade,179.26,Cancelled
ANC0025596,BK00039786,PAX00073479,Pet Fee,150.9,Confirmed
ANC0025597,BK00039786,PAX00073480,Extra Baggage,75.03,Cancelled
ANC0025598,BK00128001,PAX00236587,Seat Upgrade,251.67,Confirmed
ANC0025599,BK00019864,PAX00036686,Priority Boarding,17.35,Confirmed
ANC0025600,BK00019864,PAX00036686,Travel Insurance,15.89,Confirmed
ANC0025601,BK00097706,PAX00180767,In-flight Meal,26.64,Confirmed
ANC0025602,BK00097706,PAX00180768,Lounge Access,78.24,Confirmed
ANC0025603,BK00037428,PAX00069115,Travel Insurance,46.75,Confirmed
ANC0025604,BK00006916,PAX00012876,Seat Upgrade,41.17,Confirmed
ANC0025605,BK00006916,PAX00012876,Seat Upgrade,273.13,Cancelled
ANC0025606,BK00082743,PAX00152984,Lounge Access,87.08,Cancelled
ANC0025607,BK00082743,PAX00152984,Lounge Access,41.21,Confirmed
ANC0025608,BK00026370,PAX00048851,In-flight Meal,15.77,Cancelled
ANC0025609,BK00026370,PAX00048851,Seat Upgrade,136.95,Confirmed
ANC0025610,BK00018882,PAX00034924,Travel Insurance,19.71,Confirmed
ANC0025611,BK00149845,PAX00276976,Travel Insurance,52.21,Cancelled
ANC0025612,BK00149845,PAX00276976,Lounge Access,73.41,Confirmed
ANC0025613,BK00051918,PAX00095856,Travel Insurance,29.61,Confirmed
ANC0025614,BK00130479,PAX00241130,Seat Upgrade,40.53,Cancelled
ANC0025615,BK00127405,PAX00235488,Priority Boarding,17.73,Confirmed
ANC0025616,BK00098628,PAX00182477,Wi-Fi,18.87,Cancelled
ANC0025617,BK00023733,PAX00043966,Pet Fee,79.6,Confirmed
ANC0025618,BK00010458,PAX00019358,Priority Boarding,31.78,Confirmed
ANC0025619,BK00010458,PAX00019358,Seat Upgrade,67.9,Confirmed
ANC0025620,BK00130392,PAX00240954,Travel Insurance,11.03,Confirmed
ANC0025621,BK00145877,PAX00269612,Lounge Access,62.23,Confirmed
ANC0025622,BK00145877,PAX00269612,Wi-Fi,6.6,Confirmed
ANC0025623,BK00145717,PAX00269326,Priority Boarding,37.41,Cancelled
ANC0025624,BK00145717,PAX00269324,Seat Upgrade,236.49,Confirmed
ANC0025625,BK00037194,PAX00068677,Extra Baggage,34.84,Confirmed
ANC0025626,BK00037194,PAX00068678,Seat Upgrade,227.16,Confirmed
ANC0025627,BK00075386,PAX00139301,Pet Fee,179.57,Confirmed
ANC0025628,BK00075386,PAX00139301,Extra Baggage,46.52,Cancelled
ANC0025629,BK00130216,PAX00240638,Extra Baggage,50.95,Confirmed
ANC0025630,BK00007835,PAX00014590,Priority Boarding,35.55,Confirmed
ANC0025631,BK00067994,PAX00125623,Travel Insurance,59.26,Cancelled
ANC0025632,BK00049668,PAX00091689,Wi-Fi,23.59,Confirmed
ANC0025633,BK00000401,PAX00000738,Pet Fee,79.95,Cancelled
ANC0025634,BK00000401,PAX00000739,Travel Insurance,33.83,Confirmed
ANC0025635,BK00133883,PAX00247485,Lounge Access,85.29,Confirmed
ANC0025636,BK00133883,PAX00247485,Priority Boarding,19.21,Confirmed
ANC0025637,BK00101644,PAX00188046,Extra Baggage,39.63,Confirmed
ANC0025638,BK00101644,PAX00188046,Pet Fee,188.77,Confirmed
ANC0025639,BK00082117,PAX00151826,Lounge Access,81.05,Confirmed
ANC0025640,BK00075430,PAX00139371,Extra Baggage,50.27,Confirmed
ANC0025641,BK00075430,PAX00139372,Lounge Access,84.69,Confirmed
ANC0025642,BK00075790,PAX00140047,Seat Upgrade,154.02,Confirmed
ANC0025643,BK00075790,PAX00140046,Wi-Fi,16.81,Confirmed
ANC0025644,BK00104092,PAX00192556,Seat Upgrade,194.49,Confirmed
ANC0025645,BK00104092,PAX00192556,Travel Insurance,57.41,Confirmed
ANC0025646,BK00016250,PAX00030052,Travel Insurance,31.62,Confirmed
ANC0025647,BK00087097,PAX00161058,Lounge Access,85.67,Confirmed
ANC0025648,BK00087097,PAX00161058,Pet Fee,174.58,Confirmed
ANC0025649,BK00013843,PAX00025617,Seat Upgrade,250.54,Confirmed
ANC0025650,BK00013843,PAX00025617,Pet Fee,121.24,Cancelled
ANC0025651,BK00032765,PAX00060609,In-flight Meal,30.81,Confirmed
ANC0025652,BK00032765,PAX00060609,Travel Insurance,17.75,Confirmed
ANC0025653,BK00078786,PAX00145684,In-flight Meal,38.18,Cancelled
ANC0025654,BK00080569,PAX00148964,In-flight Meal,39.02,Confirmed
ANC0025655,BK00045223,PAX00083472,Pet Fee,134.54,Confirmed
ANC0025656,BK00035427,PAX00065465,Priority Boarding,21.25,Confirmed
ANC0025657,BK00105652,PAX00195458,Lounge Access,35.14,Confirmed
ANC0025658,BK00105652,PAX00195458,Extra Baggage,126.72,Confirmed
ANC0025659,BK00080943,PAX00149663,Pet Fee,199.84,Confirmed
