transaction_id,loyalty_id,flight_id,points_earned,points_redeemed,transaction_date,transaction_type
LT00009017,LOY0031792,FLT0008989,3764,0,2020-07-21,Earn
LT00009018,LOY0012781,FLT0017392,4181,0,2024-04-21,Earn
LT00009019,LOY0029882,FLT0024820,997,0,2022-10-07,Earn
LT00009020,LOY0021369,FLT0054394,920,0,2025-10-03,Earn
LT00009021,LOY0024498,FLT0022461,2804,0,2021-04-28,Earn
LT00009022,LOY0002206,FLT0065635,744,0,2022-06-12,Earn
LT00009023,LOY0000364,FLT0064758,0,19004,2023-10-21,Redeem
LT00009024,LOY0000778,FLT0040808,0,16533,2021-07-28,Redeem
LT00009025,LOY0030376,FLT0061417,4602,0,2024-01-31,Earn
LT00009026,LOY0020225,FLT0054265,3821,0,2022-01-11,Earn
LT00009027,LOY0022807,,119,0,2020-11-14,Earn
LT00009028,LOY0001694,,3395,0,2020-01-30,Earn
LT00009029,LOY0023222,FLT0003557,4851,0,2025-02-02,Earn
LT00009030,LOY0020128,,410,0,2023-03-07,Earn
LT00009031,LOY0000311,FLT0075973,0,14460,2026-06-30,Redeem
LT00009032,LOY0013606,FLT0037391,0,12874,2020-04-21,Redeem
LT00009033,LOY0003718,FLT0066790,1163,0,2020-05-31,Earn
LT00009034,LOY0028587,FLT0011513,0,9734,2024-11-03,Redeem
LT00009035,LOY0026412,,0,17416,2024-09-08,Redeem
LT00009036,LOY0011128,FLT0017122,0,0,2022-06-29,Adjustment
LT00009037,LOY0031243,FLT0055500,1482,0,2025-06-10,Earn
LT00009038,LOY0009135,FLT0056316,0,0,2021-05-14,Adjustment
LT00009039,LOY0027864,FLT0042606,0,1300,2020-06-08,Redeem
LT00009040,LOY0004798,FLT0057393,4354,0,2024-10-25,Earn
LT00009041,LOY0012074,FLT0019679,0,11454,2023-03-13,Redeem
LT00009042,LOY0015802,FLT0052388,1654,0,2022-10-20,Earn
LT00009043,LOY0007729,FLT0046063,3266,0,2025-04-20,Earn
LT00009044,LOY0020829,FLT0005355,87,0,2022-10-03,Earn
LT00009045,LOY0000858,FLT0048956,0,0,2023-04-13,Adjustment
LT00009046,LOY0026588,,354,0,2020-10-28,Earn
LT00009047,LOY0025398,FLT0064890,2502,0,2022-07-25,Earn
LT00009048,LOY0017338,FLT0032877,4354,0,2024-03-11,Earn
LT00009049,LOY0007086,FLT0019924,244,0,2023-11-14,Earn
LT00009050,LOY0023107,FLT0078473,612,0,2023-08-15,Bonus
LT00009051,LOY0005020,FLT0064294,0,18653,2021-09-11,Redeem
LT00009052,LOY0010321,FLT0040597,4306,0,2022-07-19,Earn
LT00009053,LOY0018105,,920,0,2021-11-02,Earn
LT00009054,LOY0031961,FLT0015970,0,6031,2023-01-15,Redeem
LT00009055,LOY0017255,FLT0024564,0,9438,2020-06-08,Redeem
LT00009056,LOY0027932,,3630,0,2021-10-13,Earn
LT00009057,LOY0025508,FLT0014792,3976,0,2025-01-24,Earn
LT00009058,LOY0005935,FLT0076177,3198,0,2021-05-19,Earn
LT00009059,LOY0031892,FLT0040185,2753,0,2023-06-16,Earn
LT00009060,LOY0014457,FLT0078478,2857,0,2023-10-26,Earn
LT00009061,LOY0032035,,2773,0,2020-10-27,Earn
LT00009062,LOY0001699,FLT0059538,3532,0,2024-04-13,Earn
LT00009063,LOY0014567,FLT0054756,0,5721,2025-11-03,Redeem
LT00009064,LOY0003433,FLT0054325,663,0,2025-12-04,Earn
LT00009065,LOY0023471,FLT0054433,4167,0,2021-01-29,Earn
LT00009066,LOY0026943,,3645,0,2023-05-15,Earn
LT00009067,LOY0018355,,2960,0,2024-05-11,Earn
LT00009068,LOY0012585,,2590,0,2020-05-30,Bonus
LT00009069,LOY0018952,FLT0033150,2117,0,2022-10-14,Earn
LT00009070,LOY0006234,FLT0075677,0,17373,2021-11-30,Redeem
LT00009071,LOY0016577,FLT0000421,1198,0,2022-06-08,Bonus
LT00009072,LOY0025670,FLT0074878,0,11598,2024-02-23,Redeem
LT00009073,LOY0020161,FLT0043106,493,0,2025-08-28,Earn
LT00009074,LOY0001653,FLT0031852,1853,0,2021-06-09,Earn
LT00009075,LOY0015790,FLT0067109,4576,0,2023-08-08,Bonus
LT00009076,LOY0006328,FLT0005023,822,0,2025-08-29,Earn
LT00009077,LOY0013688,,0,0,2022-05-19,Adjustment
LT00009078,LOY0026845,FLT0064849,2793,0,2026-04-19,Earn
LT00009079,LOY0008365,,3724,0,2026-07-05,Earn
LT00009080,LOY0006495,,3267,0,2026-05-21,Earn
LT00009081,LOY0006249,FLT0067678,1451,0,2021-12-21,Earn
LT00009082,LOY0009661,,0,0,2020-11-30,Adjustment
LT00009083,LOY0015345,FLT0033263,587,0,2025-06-28,Earn
LT00009084,LOY0011413,FLT0044441,3398,0,2024-08-25,Earn
LT00009085,LOY0014880,FLT0027312,3405,0,2022-05-06,Earn
LT00009086,LOY0023245,,4657,0,2024-05-19,Bonus
LT00009087,LOY0028948,,0,11913,2026-05-21,Redeem
LT00009088,LOY0023932,FLT0028620,4505,0,2021-01-09,Earn
LT00009089,LOY0013435,FLT0068582,1813,0,2026-03-20,Bonus
LT00009090,LOY0014654,FLT0040833,4356,0,2024-01-22,Bonus
LT00009091,LOY0007776,FLT0000758,0,0,2020-01-20,Adjustment
LT00009092,LOY0004523,FLT0055460,0,17810,2025-09-18,Redeem
LT00009093,LOY0031854,,691,0,2022-12-17,Earn
LT00009094,LOY0008094,,553,0,2020-09-04,Earn
LT00009095,LOY0019231,,0,0,2022-08-05,Adjustment
LT00009096,LOY0032335,FLT0044765,4037,0,2025-04-12,Earn
LT00009097,LOY0012250,FLT0016452,0,10005,2026-04-16,Redeem
LT00009098,LOY0014213,FLT0054957,0,12521,2026-02-07,Redeem
LT00009099,LOY0024480,FLT0076699,4443,0,2021-06-28,Earn
LT00009100,LOY0004725,FLT0077601,2094,0,2024-12-22,Earn
LT00009101,LOY0004599,FLT0032085,4889,0,2022-12-10,Earn
LT00009102,LOY0019472,FLT0044176,0,0,2022-06-13,Adjustment
LT00009103,LOY0015527,FLT0001676,0,12526,2024-12-04,Redeem
LT00009104,LOY0021950,FLT0042428,3790,0,2025-11-29,Earn
LT00009105,LOY0031338,FLT0057421,4809,0,2020-02-01,Earn
LT00009106,LOY0011272,FLT0004532,1260,0,2022-09-14,Earn
LT00009107,LOY0031013,FLT0075435,1611,0,2024-04-25,Earn
LT00009108,LOY0004542,FLT0066489,4239,0,2023-05-06,Bonus
LT00009109,LOY0023281,,0,0,2022-03-09,Adjustment
LT00009110,LOY0004194,FLT0037239,444,0,2023-05-12,Earn
LT00009111,LOY0028201,,0,0,2025-11-27,Adjustment
LT00009112,LOY0015559,FLT0078309,0,0,2020-04-24,Adjustment
LT00009113,LOY0021583,FLT0043065,0,6125,2021-10-21,Redeem
LT00009114,LOY0019033,FLT0046794,272,0,2025-09-13,Earn
LT00009115,LOY0012671,FLT0072357,3359,0,2024-10-19,Earn
LT00009116,LOY0002178,FLT0012899,0,9892,2021-10-12,Redeem
LT00009117,LOY0021394,FLT0052503,438,0,2023-01-02,Bonus
LT00009118,LOY0022966,FLT0072179,3827,0,2020-06-10,Earn
LT00009119,LOY0023995,FLT0068979,0,0,2021-10-04,Adjustment
LT00009120,LOY0030059,FLT0057747,1500,0,2021-06-30,Earn
LT00009121,LOY0006794,,1433,0,2020-08-18,Earn
LT00009122,LOY0029368,FLT0036263,989,0,2025-04-21,Earn
LT00009123,LOY0021666,FLT0021028,0,10981,2020-10-20,Redeem
LT00009124,LOY0007663,,0,13293,2024-04-27,Redeem
LT00009125,LOY0021409,FLT0019070,336,0,2023-02-04,Earn
LT00009126,LOY0002939,,0,0,2025-08-14,Adjustment
LT00009127,LOY0020198,FLT0073213,0,15679,2024-08-31,Redeem
LT00009128,LOY0027791,FLT0042037,1015,0,2021-05-28,Earn
LT00009129,LOY0031728,,0,3638,2020-03-01,Redeem
LT00009130,LOY0022476,,0,0,2021-05-13,Adjustment
LT00009131,LOY0015469,FLT0041837,1076,0,2022-03-15,Earn
LT00009132,LOY0008684,,4559,0,2021-02-11,Earn
LT00009133,LOY0002147,FLT0013285,0,9762,2026-01-04,Redeem
LT00009134,LOY0002264,FLT0037004,0,0,2025-01-19,Adjustment
LT00009135,LOY0032056,FLT0020974,3053,0,2023-01-24,Earn
LT00009136,LOY0004981,FLT0073790,4457,0,2023-01-27,Earn
LT00009137,LOY0022132,FLT0006362,1606,0,2024-09-04,Bonus
LT00009138,LOY0025600,FLT0010076,1258,0,2022-08-16,Earn
LT00009139,LOY0015465,FLT0065184,0,0,2022-03-19,Adjustment
LT00009140,LOY0003575,FLT0030859,0,19713,2025-07-24,Redeem
LT00009141,LOY0022493,FLT0049815,0,0,2025-11-03,Adjustment
LT00009142,LOY0016585,FLT0015844,530,0,2024-07-31,Earn
LT00009143,LOY0018117,FLT0003913,2298,0,2020-08-13,Earn
LT00009144,LOY0016295,FLT0042056,601,0,2023-09-27,Earn
LT00009145,LOY0021974,FLT0036249,1609,0,2022-05-13,Earn
LT00009146,LOY0009387,FLT0017076,185,0,2024-03-20,Earn
LT00009147,LOY0027794,,3443,0,2021-01-20,Earn
LT00009148,LOY0010185,FLT0067969,0,0,2025-12-21,Adjustment
LT00009149,LOY0030040,FLT0055261,511,0,2020-11-19,Earn
LT00009150,LOY0023746,FLT0008811,4954,0,2025-01-27,Earn
LT00009151,LOY0030747,,0,1634,2021-10-05,Redeem
LT00009152,LOY0015599,FLT0050591,2267,0,2024-08-29,Earn
LT00009153,LOY0025320,FLT0007879,2111,0,2021-12-05,Bonus
LT00009154,LOY0000622,FLT0049382,4103,0,2022-08-31,Earn
LT00009155,LOY0007389,FLT0013395,0,0,2023-04-09,Adjustment
LT00009156,LOY0028405,FLT0001443,2118,0,2022-02-12,Bonus
LT00009157,LOY0019802,FLT0079280,620,0,2024-09-27,Earn
LT00009158,LOY0022114,FLT0067100,4811,0,2022-09-03,Earn
LT00009159,LOY0011101,,2820,0,2023-04-29,Earn
LT00009160,LOY0007715,,3612,0,2022-11-24,Earn
LT00009161,LOY0022179,FLT0044636,2459,0,2020-05-27,Earn
LT00009162,LOY0020303,FLT0055581,4379,0,2022-02-18,Earn
LT00009163,LOY0005424,,1390,0,2023-01-16,Earn
LT00009164,LOY0015524,FLT0030271,0,0,2024-07-10,Adjustment
LT00009165,LOY0023812,FLT0074314,2149,0,2025-12-19,Bonus
LT00009166,LOY0003629,FLT0076211,0,5861,2024-11-21,Redeem
LT00009167,LOY0007035,,0,11455,2023-01-25,Redeem
LT00009168,LOY0023087,FLT0076758,0,6465,2023-08-05,Redeem
LT00009169,LOY0010850,FLT0070741,2368,0,2022-11-09,Earn
LT00009170,LOY0025434,FLT0016814,0,6501,2025-07-12,Redeem
LT00009171,LOY0017938,FLT0058474,0,5155,2021-05-23,Redeem
LT00009172,LOY0013442,FLT0067339,828,0,2023-04-26,Earn
LT00009173,LOY0019932,,4109,0,2026-04-02,Earn
LT00009174,LOY0011809,,659,0,2023-08-08,Bonus
LT00009175,LOY0028131,,1431,0,2022-12-10,Earn
LT00009176,LOY0018376,FLT0050235,3631,0,2025-10-02,Earn
LT00009177,LOY0009643,FLT0061027,4177,0,2020-09-05,Earn
LT00009178,LOY0023350,FLT0078222,3914,0,2023-06-30,Earn
LT00009179,LOY0017264,FLT0050019,319,0,2021-11-16,Earn
LT00009180,LOY0005743,,1589,0,2022-05-23,Earn
LT00009181,LOY0001464,,0,19225,2021-03-01,Redeem
LT00009182,LOY0005332,FLT0039827,3367,0,2022-03-23,Earn
LT00009183,LOY0016010,,2193,0,2024-07-11,Earn
LT00009184,LOY0005505,FLT0046790,4887,0,2022-11-13,Earn
LT00009185,LOY0031536,FLT0052296,2948,0,2024-06-17,Earn
LT00009186,LOY0002413,FLT0076686,545,0,2022-01-10,Earn
LT00009187,LOY0014011,FLT0045895,707,0,2025-06-03,Bonus
LT00009188,LOY0012180,FLT0038675,0,8820,2023-05-11,Redeem
LT00009189,LOY0021206,FLT0070623,3812,0,2025-05-22,Earn
LT00009190,LOY0027172,FLT0059483,3319,0,2022-07-29,Earn
LT00009191,LOY0013392,FLT0020042,2851,0,2020-03-06,Earn
LT00009192,LOY0013594,FLT0068217,2672,0,2021-03-15,Earn
LT00009193,LOY0005193,,1595,0,2025-05-03,Earn
LT00009194,LOY0027195,,4429,0,2026-07-04,Earn
LT00009195,LOY0021846,FLT0051245,0,0,2020-06-03,Adjustment
LT00009196,LOY0029571,FLT0069107,1434,0,2021-10-17,Earn
LT00009197,LOY0006564,,0,9949,2022-02-09,Redeem
LT00009198,LOY0029289,FLT0030645,2312,0,2020-11-17,Earn
LT00009199,LOY0030040,FLT0001132,3169,0,2025-08-02,Earn
LT00009200,LOY0000271,,1634,0,2023-01-13,Earn
LT00009201,LOY0029090,,4779,0,2026-07-03,Earn
LT00009202,LOY0031976,FLT0037959,1288,0,2026-05-23,Bonus
LT00009203,LOY0019903,FLT0037152,1284,0,2021-03-24,Earn
LT00009204,LOY0031894,FLT0017743,0,0,2025-05-12,Adjustment
LT00009205,LOY0032956,FLT0014541,3668,0,2022-05-01,Earn
LT00009206,LOY0024958,,2485,0,2024-06-22,Earn
LT00009207,LOY0001939,FLT0012657,0,4213,2021-03-08,Redeem
LT00009208,LOY0026462,FLT0058217,0,0,2023-06-24,Adjustment
LT00009209,LOY0015021,FLT0008778,0,3526,2022-01-09,Redeem
LT00009210,LOY0026220,FLT0061099,220,0,2022-10-17,Earn
LT00009211,LOY0028626,FLT0018745,201,0,2025-05-10,Earn
LT00009212,LOY0031145,FLT0040927,957,0,2020-01-09,Bonus
LT00009213,LOY0032363,,0,7232,2020-12-16,Redeem
LT00009214,LOY0028463,FLT0013335,0,0,2022-11-04,Adjustment
LT00009215,LOY0002184,,0,13217,2020-04-14,Redeem
LT00009216,LOY0020161,FLT0041963,1569,0,2020-09-15,Earn
LT00009217,LOY0031311,,0,14179,2023-12-16,Redeem
LT00009218,LOY0032072,,0,0,2020-01-11,Adjustment
LT00009219,LOY0018028,FLT0006444,1056,0,2024-12-20,Earn
LT00009220,LOY0030122,FLT0029310,2317,0,2023-10-19,Bonus
LT00009221,LOY0004246,,93,0,2024-09-19,Earn
LT00009222,LOY0025510,FLT0037069,194,0,2023-11-17,Bonus
LT00009223,LOY0011700,,3818,0,2025-07-12,Bonus
LT00009224,LOY0001593,FLT0013032,0,16840,2026-01-04,Redeem
LT00009225,LOY0032616,FLT0052665,1890,0,2023-09-21,Earn
LT00009226,LOY0012948,FLT0018480,422,0,2021-01-18,Earn
LT00009227,LOY0026669,,0,3436,2023-05-11,Redeem
LT00009228,LOY0000473,FLT0020825,131,0,2020-08-07,Earn
LT00009229,LOY0008559,FLT0019015,1715,0,2022-06-17,Earn
LT00009230,LOY0006427,FLT0060571,0,13492,2025-09-20,Redeem
LT00009231,LOY0024901,FLT0023098,92,0,2021-07-28,Earn
LT00009232,LOY0029965,,835,0,2024-06-11,Earn
LT00009233,LOY0004639,FLT0048913,3858,0,2026-04-16,Bonus
LT00009234,LOY0023480,FLT0018943,2803,0,2023-01-30,Earn
LT00009235,LOY0028047,FLT0077625,563,0,2023-08-01,Earn
LT00009236,LOY0010918,,1375,0,2025-11-02,Bonus
LT00009237,LOY0013987,FLT0075715,0,1042,2021-03-20,Redeem
LT00009238,LOY0028000,FLT0017736,4549,0,2021-08-01,Earn
LT00009239,LOY0014136,FLT0018882,0,17981,2022-03-10,Redeem
LT00009240,LOY0012941,FLT0056874,4672,0,2023-11-23,Earn
LT00009241,LOY0005744,FLT0046116,0,5043,2022-10-21,Redeem
LT00009242,LOY0002430,FLT0039921,0,3018,2020-06-24,Redeem
LT00009243,LOY0003116,FLT0063959,4018,0,2021-07-15,Earn
LT00009244,LOY0023909,FLT0018881,647,0,2021-07-05,Earn
LT00009245,LOY0005885,FLT0006468,4248,0,2022-02-27,Earn
LT00009246,LOY0015700,,0,17461,2020-02-18,Redeem
LT00009247,LOY0024362,,3435,0,2022-07-19,Bonus
LT00009248,LOY0010573,FLT0056510,0,19395,2021-09-20,Redeem
LT00009249,LOY0017151,FLT0025798,135,0,2022-10-19,Earn
LT00009250,LOY0006377,FLT0077684,1098,0,2020-07-23,Earn
LT00009251,LOY0029848,,0,7762,2026-03-02,Redeem
LT00009252,LOY0014362,,0,2387,2024-08-20,Redeem
LT00009253,LOY0013640,FLT0049254,0,15991,2025-12-02,Redeem
LT00009254,LOY0032175,FLT0060999,1566,0,2026-05-06,Earn
LT00009255,LOY0031393,,0,0,2022-05-07,Adjustment
LT00009256,LOY0014659,,0,17384,2021-03-03,Redeem
LT00009257,LOY0027864,FLT0033994,0,15801,2021-07-08,Redeem
LT00009258,LOY0023611,,0,4866,2023-09-11,Redeem
LT00009259,LOY0002409,FLT0066550,1200,0,2025-09-24,Bonus
LT00009260,LOY0006923,FLT0067693,1326,0,2025-11-28,Earn
LT00009261,LOY0023605,,2911,0,2021-08-09,Earn
LT00009262,LOY0005497,FLT0045591,0,5253,2024-06-06,Redeem
LT00009263,LOY0009176,FLT0001426,0,0,2023-04-14,Adjustment
LT00009264,LOY0009901,FLT0063014,0,0,2025-02-09,Adjustment
LT00009265,LOY0024139,,988,0,2020-05-11,Bonus
LT00009266,LOY0018190,FLT0006528,2091,0,2024-09-27,Earn
LT00009267,LOY0008427,,0,14975,2025-01-09,Redeem
LT00009268,LOY0001871,FLT0019484,381,0,2022-08-21,Earn
LT00009269,LOY0023279,FLT0034868,0,0,2021-07-03,Adjustment
LT00009270,LOY0009151,FLT0017815,4693,0,2021-09-13,Earn
LT00009271,LOY0028933,FLT0046655,4918,0,2021-10-19,Bonus
LT00009272,LOY0021460,,0,2200,2024-05-31,Redeem
LT00009273,LOY0029853,,1474,0,2021-12-10,Earn
LT00009274,LOY0028377,,297,0,2023-04-21,Earn
LT00009275,LOY0030814,,0,0,2024-02-14,Adjustment
LT00009276,LOY0019755,FLT0028613,401,0,2020-03-04,Earn
LT00009277,LOY0029484,,1008,0,2023-12-01,Earn
LT00009278,LOY0017754,,328,0,2025-11-30,Earn
LT00009279,LOY0002724,FLT0032115,0,3618,2022-05-10,Redeem
LT00009280,LOY0015303,FLT0072034,2448,0,2025-12-05,Earn
LT00009281,LOY0028405,FLT0074217,1649,0,2024-05-12,Earn
LT00009282,LOY0003193,,2297,0,2023-03-14,Earn
LT00009283,LOY0026880,FLT0021555,109,0,2022-02-07,Earn
LT00009284,LOY0018271,FLT0036849,2138,0,2025-07-12,Earn
LT00009285,LOY0015264,,1630,0,2020-06-23,Earn
LT00009286,LOY0003307,FLT0022888,4319,0,2025-07-02,Bonus
LT00009287,LOY0007199,FLT0079531,0,0,2022-02-11,Adjustment
LT00009288,LOY0009413,FLT0003393,3399,0,2021-10-17,Earn
LT00009289,LOY0002320,,3048,0,2022-09-04,Earn
LT00009290,LOY0017920,FLT0006962,0,11501,2020-01-23,Redeem
LT00009291,LOY0022632,FLT0021814,1562,0,2024-06-18,Earn
LT00009292,LOY0030716,,2766,0,2026-03-09,Earn
LT00009293,LOY0001764,,0,0,2023-06-11,Adjustment
LT00009294,LOY0010097,FLT0036366,4266,0,2026-03-13,Earn
LT00009295,LOY0023110,FLT0054968,1541,0,2024-06-28,Earn
LT00009296,LOY0004316,FLT0026008,2884,0,2026-04-03,Earn
LT00009297,LOY0004961,FLT0059040,1620,0,2020-07-20,Earn
LT00009298,LOY0023361,FLT0066368,3681,0,2025-11-14,Earn
LT00009299,LOY0024296,FLT0039150,0,2464,2020-02-29,Redeem
LT00009300,LOY0027855,,502,0,2024-07-16,Earn
LT00009301,LOY0022687,FLT0055197,3010,0,2022-04-18,Earn
LT00009302,LOY0003362,FLT0055589,333,0,2022-06-16,Earn
LT00009303,LOY0010392,FLT0062153,2139,0,2021-01-31,Earn
LT00009304,LOY0003374,FLT0036455,0,2960,2020-07-07,Redeem
LT00009305,LOY0013907,FLT0065962,1372,0,2025-07-08,Earn
LT00009306,LOY0005875,FLT0021782,2042,0,2026-03-06,Bonus
LT00009307,LOY0011823,,4864,0,2023-04-06,Earn
LT00009308,LOY0017486,FLT0017256,79,0,2021-04-20,Bonus
LT00009309,LOY0031048,FLT0001008,3998,0,2022-08-11,Earn
LT00009310,LOY0011392,,4485,0,2022-11-05,Earn
LT00009311,LOY0008076,FLT0057213,0,0,2026-01-22,Adjustment
LT00009312,LOY0014152,FLT0065597,1269,0,2020-08-29,Earn
LT00009313,LOY0024335,FLT0035239,0,0,2020-06-14,Adjustment
LT00009314,LOY0019006,FLT0074243,884,0,2022-10-08,Earn
LT00009315,LOY0011552,FLT0072854,0,7210,2022-11-06,Redeem
LT00009316,LOY0002388,FLT0024778,0,13277,2021-03-12,Redeem
LT00009317,LOY0000059,,2960,0,2022-07-06,Earn
LT00009318,LOY0006793,FLT0035368,1563,0,2024-05-20,Bonus
LT00009319,LOY0022893,FLT0046814,2375,0,2021-02-18,Earn
LT00009320,LOY0029954,FLT0059149,433,0,2024-07-21,Earn
LT00009321,LOY0006409,FLT0035248,0,7023,2025-01-18,Redeem
LT00009322,LOY0025635,,0,1142,2022-09-29,Redeem
LT00009323,LOY0027906,FLT0038763,4007,0,2021-10-12,Earn
LT00009324,LOY0032654,FLT0020392,0,818,2022-10-03,Redeem
LT00009325,LOY0029780,,0,3333,2021-01-23,Redeem
LT00009326,LOY0022576,FLT0044304,1829,0,2021-11-30,Earn
LT00009327,LOY0030072,FLT0070799,0,0,2026-05-16,Adjustment
LT00009328,LOY0008563,FLT0062355,0,0,2025-10-21,Adjustment
LT00009329,LOY0023709,,579,0,2023-03-28,Earn
LT00009330,LOY0011782,,124,0,2026-07-29,Earn
LT00009331,LOY0019536,FLT0070522,4598,0,2021-11-27,Earn
LT00009332,LOY0005489,FLT0032352,0,13736,2021-07-16,Redeem
LT00009333,LOY0024227,,4733,0,2021-11-02,Earn
LT00009334,LOY0006870,,2174,0,2022-05-04,Earn
LT00009335,LOY0004411,FLT0013676,2784,0,2020-10-21,Earn
LT00009336,LOY0007410,FLT0037122,0,11770,2022-12-14,Redeem
LT00009337,LOY0007724,FLT0032926,0,0,2021-07-24,Adjustment
LT00009338,LOY0010252,,0,8938,2022-12-02,Redeem
LT00009339,LOY0019403,FLT0013614,0,0,2024-01-21,Adjustment
LT00009340,LOY0012669,FLT0030468,2046,0,2023-09-11,Earn
LT00009341,LOY0025982,FLT0035676,0,14129,2022-06-28,Redeem
LT00009342,LOY0031287,FLT0034048,4098,0,2021-02-07,Earn
LT00009343,LOY0026337,,0,17159,2020-08-19,Redeem
LT00009344,LOY0017054,FLT0005600,711,0,2020-04-27,Earn
LT00009345,LOY0030012,FLT0031248,1579,0,2022-08-29,Earn
LT00009346,LOY0030664,FLT0048768,3712,0,2021-04-11,Earn
LT00009347,LOY0028514,FLT0053989,3876,0,2021-09-29,Earn
LT00009348,LOY0031026,,3386,0,2024-07-20,Earn
LT00009349,LOY0029431,FLT0045329,1404,0,2024-04-04,Earn
LT00009350,LOY0021694,,1548,0,2022-06-23,Earn
LT00009351,LOY0022535,FLT0059909,4576,0,2022-06-14,Earn
LT00009352,LOY0032976,FLT0004141,2007,0,2022-08-26,Earn
LT00009353,LOY0001774,FLT0030902,214,0,2020-07-03,Earn
LT00009354,LOY0004031,FLT0022669,4099,0,2024-04-20,Earn
LT00009355,LOY0008154,FLT0075119,3761,0,2026-06-20,Earn
LT00009356,LOY0028164,,0,0,2022-03-01,Adjustment
LT00009357,LOY0027478,,0,3175,2022-08-04,Redeem
LT00009358,LOY0019405,FLT0050864,3843,0,2022-12-23,Earn
LT00009359,LOY0004317,FLT0045563,0,9117,2023-04-04,Redeem
LT00009360,LOY0026555,FLT0026899,571,0,2023-12-07,Bonus
LT00009361,LOY0004442,FLT0020415,3310,0,2023-05-02,Earn
LT00009362,LOY0020928,,0,14528,2023-02-04,Redeem
LT00009363,LOY0028854,FLT0006691,0,17366,2021-04-22,Redeem
LT00009364,LOY0012079,FLT0034298,0,7588,2023-12-12,Redeem
LT00009365,LOY0028610,FLT0007707,0,0,2026-04-21,Adjustment
LT00009366,LOY0005472,FLT0047680,2312,0,2023-10-27,Earn
LT00009367,LOY0000832,FLT0027624,0,0,2026-07-09,Adjustment
LT00009368,LOY0032316,FLT0065442,0,2108,2021-01-27,Redeem
LT00009369,LOY0031695,FLT0007500,0,0,2021-04-12,Adjustment
LT00009370,LOY0017831,FLT0049029,1465,0,2020-10-08,Earn
LT00009371,LOY0012243,FLT0068595,0,13812,2020-11-24,Redeem
LT00009372,LOY0029573,FLT0068807,0,10669,2022-01-26,Redeem
LT00009373,LOY0013674,FLT0012545,3371,0,2022-02-15,Earn
LT00009374,LOY0016677,FLT0043223,797,0,2023-09-10,Earn
LT00009375,LOY0009834,FLT0040431,0,3228,2024-10-28,Redeem
LT00009376,LOY0007686,FLT0068483,0,0,2022-10-25,Adjustment
LT00009377,LOY0021307,FLT0047818,4037,0,2024-09-19,Earn
LT00009378,LOY0023057,FLT0068027,4085,0,2024-05-06,Earn
LT00009379,LOY0031873,,3139,0,2021-07-28,Bonus
LT00009380,LOY0020664,FLT0000457,0,11852,2023-01-14,Redeem
LT00009381,LOY0019450,,1415,0,2023-01-30,Earn
LT00009382,LOY0010827,FLT0019937,1576,0,2024-07-03,Earn
LT00009383,LOY0022250,FLT0058418,924,0,2023-09-08,Earn
LT00009384,LOY0028685,FLT0019277,2874,0,2021-03-04,Earn
LT00009385,LOY0022384,,3015,0,2023-05-06,Bonus
LT00009386,LOY0006634,FLT0066009,0,9305,2026-07-23,Redeem
LT00009387,LOY0031982,FLT0014570,1460,0,2020-07-24,Bonus
LT00009388,LOY0017289,,55,0,2021-09-10,Earn
LT00009389,LOY0008665,FLT0017655,0,0,2022-07-27,Adjustment
LT00009390,LOY0015829,FLT0006319,0,14070,2020-12-20,Redeem
LT00009391,LOY0029040,FLT0054806,0,7862,2024-03-28,Redeem
LT00009392,LOY0017542,,3193,0,2026-01-10,Earn
LT00009393,LOY0012559,FLT0012069,0,5643,2026-01-03,Redeem
LT00009394,LOY0018384,FLT0076657,4584,0,2024-08-04,Earn
LT00009395,LOY0013304,,0,12062,2024-10-02,Redeem
LT00009396,LOY0006455,,1924,0,2020-02-14,Earn
LT00009397,LOY0032295,FLT0008626,2792,0,2025-07-29,Earn
LT00009398,LOY0023213,,3054,0,2023-08-03,Bonus
LT00009399,LOY0026365,FLT0062536,0,18222,2024-10-11,Redeem
LT00009400,LOY0009381,FLT0015973,3791,0,2023-03-08,Earn
LT00009401,LOY0030402,FLT0060210,0,19139,2020-01-07,Redeem
LT00009402,LOY0002043,,2543,0,2020-06-16,Earn
LT00009403,LOY0012638,,1182,0,2023-09-23,Earn
LT00009404,LOY0021283,,3184,0,2023-11-07,Earn
LT00009405,LOY0020464,FLT0002974,0,0,2025-03-14,Adjustment
LT00009406,LOY0002963,FLT0024691,1728,0,2021-01-29,Earn
LT00009407,LOY0024557,FLT0075082,1084,0,2020-08-21,Earn
LT00009408,LOY0010337,FLT0007587,4473,0,2020-09-12,Earn
LT00009409,LOY0009315,FLT0039485,0,5009,2021-08-28,Redeem
LT00009410,LOY0030293,,3612,0,2022-12-23,Earn
LT00009411,LOY0004790,,0,0,2020-09-13,Adjustment
LT00009412,LOY0011464,FLT0022136,3420,0,2022-01-05,Earn
LT00009413,LOY0025681,FLT0079486,0,4820,2021-05-27,Redeem
LT00009414,LOY0011026,FLT0001083,4678,0,2025-12-24,Earn
LT00009415,LOY0014179,FLT0010902,0,10709,2020-02-28,Redeem
LT00009416,LOY0028238,FLT0068128,0,8313,2024-07-01,Redeem
LT00009417,LOY0013180,FLT0049507,1130,0,2022-11-09,Earn
LT00009418,LOY0019137,FLT0074631,2428,0,2023-06-01,Bonus
