log_id,flight_id,status,status_time,remarks
LOG00001334,FLT0000351,Arrived,2026-07-15 00:15:00,
LOG00001335,FLT0000352,Scheduled,2026-04-21 16:00:00,
LOG00001336,FLT0000352,Boarding,2026-04-21 16:45:00,
LOG00001337,FLT0000352,Departed,2026-04-21 17:30:00,
LOG00001338,FLT0000352,Arrived,2026-04-21 18:15:00,
LOG00001339,FLT0000353,Scheduled,2026-05-09 15:15:00,
LOG00001340,FLT0000353,Boarding,2026-05-09 16:00:00,
LOG00001341,FLT0000353,Departed,2026-05-09 16:45:00,
LOG00001342,FLT0000353,Arrived,2026-05-09 17:30:00,
LOG00001343,FLT0000354,Scheduled,2026-03-23 12:00:00,
LOG00001344,FLT0000354,Boarding,2026-03-23 12:45:00,
LOG00001345,FLT0000354,Departed,2026-03-23 13:30:00,
LOG00001346,FLT0000354,Arrived,2026-03-23 14:15:00,
LOG00001347,FLT0000355,Scheduled,2026-06-14 08:00:00,
LOG00001348,FLT0000355,Boarding,2026-06-14 08:45:00,
LOG00001349,FLT0000355,Departed,2026-06-14 09:30:00,
LOG00001350,FLT0000355,Arrived,2026-06-14 10:15:00,
LOG00001351,FLT0000356,Scheduled,2026-08-11 20:15:00,
LOG00001352,FLT0000357,Scheduled,2026-06-04 02:45:00,
LOG00001353,FLT0000357,Boarding,2026-06-04 03:30:00,
LOG00001354,FLT0000357,Departed,2026-06-04 04:15:00,Delay communicated to passengers
LOG00001355,FLT0000357,Arrived,2026-06-04 05:00:00,
LOG00001356,FLT0000358,Scheduled,2025-12-02 13:15:00,
LOG00001357,FLT0000358,Boarding,2025-12-02 14:00:00,
LOG00001358,FLT0000358,Departed,2025-12-02 14:45:00,
LOG00001359,FLT0000358,Arrived,2025-12-02 15:30:00,
LOG00001360,FLT0000359,Scheduled,2026-04-26 01:15:00,
LOG00001361,FLT0000359,Boarding,2026-04-26 02:00:00,
LOG00001362,FLT0000359,Departed,2026-04-26 02:45:00,
LOG00001363,FLT0000359,Arrived,2026-04-26 03:30:00,
LOG00001364,FLT0000360,Scheduled,2026-05-06 22:00:00,
LOG00001365,FLT0000360,Boarding,2026-05-06 22:45:00,
LOG00001366,FLT0000360,Departed,2026-05-06 23:30:00,
LOG00001367,FLT0000360,Arrived,2026-05-07 00:15:00,
LOG00001368,FLT0000361,Scheduled,2025-11-07 19:00:00,
LOG00001369,FLT0000361,Boarding,2025-11-07 19:45:00,
LOG00001370,FLT0000361,Departed,2025-11-07 20:30:00,Delay communicated to passengers
LOG00001371,FLT0000361,Arrived,2025-11-07 21:15:00,
LOG00001372,FLT0000362,Scheduled,2025-11-15 21:30:00,
LOG00001373,FLT0000362,Boarding,2025-11-15 22:15:00,
LOG00001374,FLT0000362,Departed,2025-11-15 23:00:00,
LOG00001375,FLT0000362,Arrived,2025-11-15 23:45:00,
LOG00001376,FLT0000363,Scheduled,2025-12-07 20:00:00,
LOG00001377,FLT0000363,Boarding,2025-12-07 20:45:00,
LOG00001378,FLT0000363,Departed,2025-12-07 21:30:00,
LOG00001379,FLT0000363,Arrived,2025-12-07 22:15:00,
LOG00001380,FLT0000364,Scheduled,2025-12-15 09:00:00,
LOG00001381,FLT0000364,Boarding,2025-12-15 09:45:00,
LOG00001382,FLT0000364,Departed,2025-12-15 10:30:00,
LOG00001383,FLT0000364,Arrived,2025-12-15 11:15:00,
LOG00001384,FLT0000365,Scheduled,2025-10-16 06:45:00,
LOG00001385,FLT0000365,Boarding,2025-10-16 07:30:00,
LOG00001386,FLT0000365,Departed,2025-10-16 08:15:00,
LOG00001387,FLT0000365,Arrived,2025-10-16 09:00:00,
LOG00001388,FLT0000366,Scheduled,2026-06-15 23:00:00,
LOG00001389,FLT0000366,Boarding,2026-06-15 23:45:00,
LOG00001390,FLT0000366,Departed,2026-06-16 00:30:00,
LOG00001391,FLT0000366,Arrived,2026-06-16 01:15:00,
LOG00001392,FLT0000367,Scheduled,2025-10-18 22:15:00,
LOG00001393,FLT0000367,Boarding,2025-10-18 23:00:00,
LOG00001394,FLT0000367,Departed,2025-10-18 23:45:00,
LOG00001395,FLT0000367,Arrived,2025-10-19 00:30:00,
LOG00001396,FLT0000368,Scheduled,2026-02-11 08:15:00,
LOG00001397,FLT0000368,Boarding,2026-02-11 09:00:00,
LOG00001398,FLT0000368,Departed,2026-02-11 09:45:00,
LOG00001399,FLT0000368,Arrived,2026-02-11 10:30:00,
LOG00001400,FLT0000369,Scheduled,2026-07-28 05:15:00,
LOG00001401,FLT0000369,Boarding,2026-07-28 06:00:00,
LOG00001402,FLT0000369,Departed,2026-07-28 06:45:00,
LOG00001403,FLT0000369,Arrived,2026-07-28 07:30:00,
LOG00001404,FLT0000370,Scheduled,2025-08-07 16:45:00,
LOG00001405,FLT0000370,Boarding,2025-08-07 17:30:00,
LOG00001406,FLT0000370,Departed,2025-08-07 18:15:00,
LOG00001407,FLT0000370,Arrived,2025-08-07 19:00:00,
LOG00001408,FLT0000371,Scheduled,2026-03-14 21:00:00,
LOG00001409,FLT0000371,Boarding,2026-03-14 21:45:00,
LOG00001410,FLT0000371,Departed,2026-03-14 22:30:00,
LOG00001411,FLT0000371,Arrived,2026-03-14 23:15:00,
LOG00001412,FLT0000372,Scheduled,2026-02-26 12:45:00,
LOG00001413,FLT0000372,Boarding,2026-02-26 13:30:00,
LOG00001414,FLT0000372,Departed,2026-02-26 14:15:00,
LOG00001415,FLT0000372,Arrived,2026-02-26 15:00:00,
LOG00001416,FLT0000373,Scheduled,2026-06-04 06:45:00,
LOG00001417,FLT0000373,Boarding,2026-06-04 07:30:00,
LOG00001418,FLT0000373,Departed,2026-06-04 08:15:00,
LOG00001419,FLT0000373,Arrived,2026-06-04 09:00:00,
LOG00001420,FLT0000374,Scheduled,2025-11-23 06:45:00,
LOG00001421,FLT0000374,Boarding,2025-11-23 07:30:00,
LOG00001422,FLT0000374,Departed,2025-11-23 08:15:00,
LOG00001423,FLT0000374,Arrived,2025-11-23 09:00:00,
LOG00001424,FLT0000375,Scheduled,2025-11-28 09:15:00,
LOG00001425,FLT0000375,Boarding,2025-11-28 10:00:00,
LOG00001426,FLT0000375,Departed,2025-11-28 10:45:00,
LOG00001427,FLT0000375,Arrived,2025-11-28 11:30:00,
LOG00001428,FLT0000376,Scheduled,2026-07-21 11:00:00,
LOG00001429,FLT0000376,Boarding,2026-07-21 11:45:00,
LOG00001430,FLT0000376,Departed,2026-07-21 12:30:00,Delay communicated to passengers
LOG00001431,FLT0000376,Arrived,2026-07-21 13:15:00,
LOG00001432,FLT0000377,Scheduled,2026-07-05 09:30:00,
LOG00001433,FLT0000377,Boarding,2026-07-05 10:15:00,
LOG00001434,FLT0000377,Departed,2026-07-05 11:00:00,
LOG00001435,FLT0000377,Arrived,2026-07-05 11:45:00,
LOG00001436,FLT0000378,Scheduled,2026-04-25 08:00:00,
LOG00001437,FLT0000378,Boarding,2026-04-25 08:45:00,
LOG00001438,FLT0000378,Departed,2026-04-25 09:30:00,
LOG00001439,FLT0000378,Arrived,2026-04-25 10:15:00,
LOG00001440,FLT0000379,Scheduled,2026-03-17 01:45:00,
LOG00001441,FLT0000379,Boarding,2026-03-17 02:30:00,
LOG00001442,FLT0000379,Departed,2026-03-17 03:15:00,Delay communicated to passengers
LOG00001443,FLT0000379,Arrived,2026-03-17 04:00:00,
LOG00001444,FLT0000380,Scheduled,2025-11-22 04:15:00,
LOG00001445,FLT0000380,Boarding,2025-11-22 05:00:00,
LOG00001446,FLT0000380,Departed,2025-11-22 05:45:00,
LOG00001447,FLT0000380,Arrived,2025-11-22 06:30:00,
LOG00001448,FLT0000381,Scheduled,2025-10-12 00:00:00,
LOG00001449,FLT0000381,Boarding,2025-10-12 00:45:00,
LOG00001450,FLT0000381,Departed,2025-10-12 01:30:00,
LOG00001451,FLT0000381,Arrived,2025-10-12 02:15:00,
LOG00001452,FLT0000382,Scheduled,2026-05-27 03:15:00,
LOG00001453,FLT0000382,Boarding,2026-05-27 04:00:00,
LOG00001454,FLT0000382,Departed,2026-05-27 04:45:00,
LOG00001455,FLT0000382,Arrived,2026-05-27 05:30:00,
LOG00001456,FLT0000383,Scheduled,2026-03-05 12:45:00,
LOG00001457,FLT0000383,Boarding,2026-03-05 13:30:00,
LOG00001458,FLT0000383,Departed,2026-03-05 14:15:00,
LOG00001459,FLT0000383,Arrived,2026-03-05 15:00:00,
LOG00001460,FLT0000384,Scheduled,2026-01-27 14:15:00,
LOG00001461,FLT0000384,Boarding,2026-01-27 15:00:00,
LOG00001462,FLT0000384,Departed,2026-01-27 15:45:00,
LOG00001463,FLT0000384,Arrived,2026-01-27 16:30:00,
LOG00001464,FLT0000385,Scheduled,2026-03-23 14:15:00,
LOG00001465,FLT0000385,Boarding,2026-03-23 15:00:00,
LOG00001466,FLT0000385,Departed,2026-03-23 15:45:00,
LOG00001467,FLT0000385,Arrived,2026-03-23 16:30:00,
LOG00001468,FLT0000386,Scheduled,2025-09-19 17:15:00,
LOG00001469,FLT0000386,Boarding,2025-09-19 18:00:00,
LOG00001470,FLT0000386,Departed,2025-09-19 18:45:00,
LOG00001471,FLT0000386,Arrived,2025-09-19 19:30:00,
LOG00001472,FLT0000387,Scheduled,2026-05-13 10:15:00,
LOG00001473,FLT0000387,Boarding,2026-05-13 11:00:00,
LOG00001474,FLT0000387,Departed,2026-05-13 11:45:00,
LOG00001475,FLT0000387,Arrived,2026-05-13 12:30:00,
LOG00001476,FLT0000388,Scheduled,2026-05-30 07:30:00,
LOG00001477,FLT0000388,Boarding,2026-05-30 08:15:00,
LOG00001478,FLT0000388,Departed,2026-05-30 09:00:00,
LOG00001479,FLT0000388,Arrived,2026-05-30 09:45:00,
LOG00001480,FLT0000389,Scheduled,2025-10-24 23:30:00,
LOG00001481,FLT0000389,Boarding,2025-10-25 00:15:00,
LOG00001482,FLT0000389,Departed,2025-10-25 01:00:00,
LOG00001483,FLT0000389,Arrived,2025-10-25 01:45:00,
LOG00001484,FLT0000390,Scheduled,2025-12-18 08:00:00,
LOG00001485,FLT0000390,Boarding,2025-12-18 08:45:00,
LOG00001486,FLT0000390,Departed,2025-12-18 09:30:00,
LOG00001487,FLT0000390,Arrived,2025-12-18 10:15:00,
LOG00001488,FLT0000391,Scheduled,2026-06-29 20:15:00,
LOG00001489,FLT0000391,Boarding,2026-06-29 21:00:00,
LOG00001490,FLT0000391,Departed,2026-06-29 21:45:00,
LOG00001491,FLT0000391,Arrived,2026-06-29 22:30:00,
LOG00001492,FLT0000392,Scheduled,2025-10-28 06:00:00,
LOG00001493,FLT0000392,Boarding,2025-10-28 06:45:00,
LOG00001494,FLT0000392,Departed,2025-10-28 07:30:00,
LOG00001495,FLT0000392,Arrived,2025-10-28 08:15:00,
LOG00001496,FLT0000393,Scheduled,2026-06-11 08:30:00,
LOG00001497,FLT0000393,Boarding,2026-06-11 09:15:00,
LOG00001498,FLT0000393,Departed,2026-06-11 10:00:00,
LOG00001499,FLT0000393,Arrived,2026-06-11 10:45:00,
LOG00001500,FLT0000394,Scheduled,2025-08-02 03:00:00,
LOG00001501,FLT0000394,Boarding,2025-08-02 03:45:00,
LOG00001502,FLT0000394,Departed,2025-08-02 04:30:00,
LOG00001503,FLT0000394,Arrived,2025-08-02 05:15:00,
LOG00001504,FLT0000395,Scheduled,2026-03-18 15:00:00,
LOG00001505,FLT0000395,Boarding,2026-03-18 15:45:00,
LOG00001506,FLT0000395,Departed,2026-03-18 16:30:00,
LOG00001507,FLT0000395,Arrived,2026-03-18 17:15:00,
LOG00001508,FLT0000396,Scheduled,2026-03-30 02:00:00,
LOG00001509,FLT0000396,Boarding,2026-03-30 02:45:00,
LOG00001510,FLT0000396,Departed,2026-03-30 03:30:00,
LOG00001511,FLT0000396,Arrived,2026-03-30 04:15:00,
LOG00001512,FLT0000397,Scheduled,2026-04-06 04:30:00,
LOG00001513,FLT0000397,Boarding,2026-04-06 05:15:00,
LOG00001514,FLT0000397,Departed,2026-04-06 06:00:00,
LOG00001515,FLT0000397,Arrived,2026-04-06 06:45:00,
LOG00001516,FLT0000398,Scheduled,2026-04-05 23:30:00,
LOG00001517,FLT0000398,Boarding,2026-04-06 00:15:00,
LOG00001518,FLT0000398,Departed,2026-04-06 01:00:00,Delay communicated to passengers
LOG00001519,FLT0000398,Arrived,2026-04-06 01:45:00,
LOG00001520,FLT0000399,Scheduled,2026-04-04 19:30:00,
LOG00001521,FLT0000399,Boarding,2026-04-04 20:15:00,
LOG00001522,FLT0000399,Departed,2026-04-04 21:00:00,
LOG00001523,FLT0000399,Arrived,2026-04-04 21:45:00,
LOG00001524,FLT0000400,Scheduled,2026-01-11 13:30:00,
LOG00001525,FLT0000400,Boarding,2026-01-11 14:15:00,
LOG00001526,FLT0000400,Departed,2026-01-11 15:00:00,
LOG00001527,FLT0000400,Arrived,2026-01-11 15:45:00,
LOG00001528,FLT0000401,Scheduled,2026-02-28 23:00:00,
LOG00001529,FLT0000401,Boarding,2026-02-28 23:45:00,
LOG00001530,FLT0000401,Departed,2026-03-01 00:30:00,
LOG00001531,FLT0000401,Arrived,2026-03-01 01:15:00,
LOG00001532,FLT0000402,Scheduled,2025-12-11 05:30:00,
LOG00001533,FLT0000402,Boarding,2025-12-11 06:15:00,
LOG00001534,FLT0000402,Departed,2025-12-11 07:00:00,
LOG00001535,FLT0000402,Arrived,2025-12-11 07:45:00,
LOG00001536,FLT0000403,Scheduled,2025-11-07 14:00:00,
LOG00001537,FLT0000403,Boarding,2025-11-07 14:45:00,
LOG00001538,FLT0000403,Departed,2025-11-07 15:30:00,
LOG00001539,FLT0000403,Arrived,2025-11-07 16:15:00,
LOG00001540,FLT0000404,Scheduled,2026-04-06 18:30:00,
LOG00001541,FLT0000404,Boarding,2026-04-06 19:15:00,
LOG00001542,FLT0000404,Departed,2026-04-06 20:00:00,
LOG00001543,FLT0000404,Arrived,2026-04-06 20:45:00,
LOG00001544,FLT0000405,Scheduled,2025-10-25 03:15:00,
LOG00001545,FLT0000405,Boarding,2025-10-25 04:00:00,
LOG00001546,FLT0000405,Departed,2025-10-25 04:45:00,
LOG00001547,FLT0000405,Arrived,2025-10-25 05:30:00,
LOG00001548,FLT0000406,Scheduled,2026-03-29 02:30:00,
LOG00001549,FLT0000406,Boarding,2026-03-29 03:15:00,
LOG00001550,FLT0000406,Departed,2026-03-29 04:00:00,
LOG00001551,FLT0000406,Arrived,2026-03-29 04:45:00,
LOG00001552,FLT0000407,Scheduled,2026-03-18 12:00:00,
LOG00001553,FLT0000407,Boarding,2026-03-18 12:45:00,
LOG00001554,FLT0000407,Departed,2026-03-18 13:30:00,Delay communicated to passengers
LOG00001555,FLT0000407,Arrived,2026-03-18 14:15:00,
LOG00001556,FLT0000408,Scheduled,2026-01-14 18:45:00,
LOG00001557,FLT0000408,Boarding,2026-01-14 19:30:00,
LOG00001558,FLT0000408,Departed,2026-01-14 20:15:00,
LOG00001559,FLT0000408,Arrived,2026-01-14 21:00:00,
LOG00001560,FLT0000409,Scheduled,2025-08-09 02:30:00,
LOG00001561,FLT0000409,Boarding,2025-08-09 03:15:00,
LOG00001562,FLT0000409,Departed,2025-08-09 04:00:00,
LOG00001563,FLT0000409,Arrived,2025-08-09 04:45:00,
LOG00001564,FLT0000410,Scheduled,2026-07-12 00:15:00,
LOG00001565,FLT0000410,Boarding,2026-07-12 01:00:00,
LOG00001566,FLT0000410,Departed,2026-07-12 01:45:00,Delay communicated to passengers
LOG00001567,FLT0000410,Arrived,2026-07-12 02:30:00,
LOG00001568,FLT0000411,Scheduled,2025-09-23 16:30:00,
LOG00001569,FLT0000411,Boarding,2025-09-23 17:15:00,
LOG00001570,FLT0000411,Departed,2025-09-23 18:00:00,
LOG00001571,FLT0000411,Arrived,2025-09-23 18:45:00,
LOG00001572,FLT0000412,Scheduled,2026-02-02 23:15:00,
LOG00001573,FLT0000412,Boarding,2026-02-03 00:00:00,
LOG00001574,FLT0000412,Departed,2026-02-03 00:45:00,Delay communicated to passengers
LOG00001575,FLT0000412,Arrived,2026-02-03 01:30:00,
LOG00001576,FLT0000413,Scheduled,2025-09-16 22:30:00,
LOG00001577,FLT0000413,Boarding,2025-09-16 23:15:00,
LOG00001578,FLT0000413,Departed,2025-09-17 00:00:00,
LOG00001579,FLT0000413,Arrived,2025-09-17 00:45:00,
LOG00001580,FLT0000414,Scheduled,2026-01-22 00:15:00,
LOG00001581,FLT0000414,Boarding,2026-01-22 01:00:00,
LOG00001582,FLT0000414,Departed,2026-01-22 01:45:00,
LOG00001583,FLT0000414,Arrived,2026-01-22 02:30:00,
LOG00001584,FLT0000415,Scheduled,2026-05-18 15:15:00,
LOG00001585,FLT0000415,Boarding,2026-05-18 16:00:00,
LOG00001586,FLT0000415,Departed,2026-05-18 16:45:00,
LOG00001587,FLT0000415,Arrived,2026-05-18 17:30:00,
LOG00001588,FLT0000416,Scheduled,2026-02-13 17:30:00,
LOG00001589,FLT0000416,Boarding,2026-02-13 18:15:00,
LOG00001590,FLT0000416,Departed,2026-02-13 19:00:00,
LOG00001591,FLT0000416,Arrived,2026-02-13 19:45:00,
LOG00001592,FLT0000417,Scheduled,2026-03-14 11:00:00,
LOG00001593,FLT0000417,Boarding,2026-03-14 11:45:00,
LOG00001594,FLT0000417,Departed,2026-03-14 12:30:00,Delay communicated to passengers
LOG00001595,FLT0000417,Arrived,2026-03-14 13:15:00,
LOG00001596,FLT0000418,Scheduled,2026-02-23 23:45:00,
LOG00001597,FLT0000418,Boarding,2026-02-24 00:30:00,
LOG00001598,FLT0000418,Departed,2026-02-24 01:15:00,
LOG00001599,FLT0000418,Arrived,2026-02-24 02:00:00,
LOG00001600,FLT0000419,Scheduled,2026-03-30 13:30:00,
LOG00001601,FLT0000419,Boarding,2026-03-30 14:15:00,
LOG00001602,FLT0000419,Departed,2026-03-30 15:00:00,
LOG00001603,FLT0000419,Arrived,2026-03-30 15:45:00,
LOG00001604,FLT0000420,Scheduled,2025-12-13 18:00:00,
LOG00001605,FLT0000420,Boarding,2025-12-13 18:45:00,
LOG00001606,FLT0000420,Departed,2025-12-13 19:30:00,
LOG00001607,FLT0000420,Arrived,2025-12-13 20:15:00,
LOG00001608,FLT0000421,Scheduled,2025-08-30 15:45:00,
LOG00001609,FLT0000421,Boarding,2025-08-30 16:30:00,
LOG00001610,FLT0000421,Departed,2025-08-30 17:15:00,Delay communicated to passengers
LOG00001611,FLT0000421,Arrived,2025-08-30 18:00:00,
LOG00001612,FLT0000422,Scheduled,2026-01-19 15:00:00,
LOG00001613,FLT0000422,Boarding,2026-01-19 15:45:00,
LOG00001614,FLT0000422,Departed,2026-01-19 16:30:00,Delay communicated to passengers
LOG00001615,FLT0000422,Arrived,2026-01-19 17:15:00,
LOG00001616,FLT0000423,Scheduled,2026-06-12 12:00:00,
LOG00001617,FLT0000423,Boarding,2026-06-12 12:45:00,
LOG00001618,FLT0000423,Departed,2026-06-12 13:30:00,
LOG00001619,FLT0000423,Arrived,2026-06-12 14:15:00,
LOG00001620,FLT0000424,Scheduled,2026-05-13 14:15:00,
LOG00001621,FLT0000424,Boarding,2026-05-13 15:00:00,
LOG00001622,FLT0000424,Departed,2026-05-13 15:45:00,
LOG00001623,FLT0000424,Arrived,2026-05-13 16:30:00,
LOG00001624,FLT0000425,Scheduled,2026-03-17 01:00:00,
LOG00001625,FLT0000425,Boarding,2026-03-17 01:45:00,
LOG00001626,FLT0000425,Departed,2026-03-17 02:30:00,
LOG00001627,FLT0000425,Arrived,2026-03-17 03:15:00,
LOG00001628,FLT0000426,Scheduled,2025-08-18 07:15:00,
LOG00001629,FLT0000426,Boarding,2025-08-18 08:00:00,
LOG00001630,FLT0000426,Departed,2025-08-18 08:45:00,
LOG00001631,FLT0000426,Arrived,2025-08-18 09:30:00,
LOG00001632,FLT0000427,Scheduled,2026-05-14 11:15:00,
LOG00001633,FLT0000427,Boarding,2026-05-14 12:00:00,
LOG00001634,FLT0000427,Departed,2026-05-14 12:45:00,
LOG00001635,FLT0000427,Arrived,2026-05-14 13:30:00,
LOG00001636,FLT0000428,Scheduled,2026-08-14 23:30:00,
LOG00001637,FLT0000429,Scheduled,2025-12-19 01:15:00,
LOG00001638,FLT0000429,Boarding,2025-12-19 02:00:00,
LOG00001639,FLT0000429,Departed,2025-12-19 02:45:00,
LOG00001640,FLT0000429,Arrived,2025-12-19 03:30:00,
LOG00001641,FLT0000430,Scheduled,2026-02-08 05:30:00,
LOG00001642,FLT0000430,Boarding,2026-02-08 06:15:00,
LOG00001643,FLT0000430,Departed,2026-02-08 07:00:00,Delay communicated to passengers
LOG00001644,FLT0000430,Arrived,2026-02-08 07:45:00,
LOG00001645,FLT0000431,Scheduled,2026-06-27 05:00:00,
LOG00001646,FLT0000431,Boarding,2026-06-27 05:45:00,
LOG00001647,FLT0000431,Departed,2026-06-27 06:30:00,
LOG00001648,FLT0000431,Arrived,2026-06-27 07:15:00,
LOG00001649,FLT0000432,Scheduled,2025-11-24 05:15:00,
LOG00001650,FLT0000432,Boarding,2025-11-24 06:00:00,
LOG00001651,FLT0000432,Departed,2025-11-24 06:45:00,
LOG00001652,FLT0000432,Arrived,2025-11-24 07:30:00,
LOG00001653,FLT0000433,Scheduled,2026-06-01 20:00:00,
LOG00001654,FLT0000433,Boarding,2026-06-01 20:45:00,
LOG00001655,FLT0000433,Departed,2026-06-01 21:30:00,
LOG00001656,FLT0000433,Arrived,2026-06-01 22:15:00,
LOG00001657,FLT0000434,Scheduled,2026-05-29 12:45:00,
LOG00001658,FLT0000434,Boarding,2026-05-29 13:30:00,
LOG00001659,FLT0000434,Departed,2026-05-29 14:15:00,
LOG00001660,FLT0000434,Arrived,2026-05-29 15:00:00,
LOG00001661,FLT0000435,Scheduled,2026-04-24 16:30:00,
LOG00001662,FLT0000435,Boarding,2026-04-24 17:15:00,
LOG00001663,FLT0000435,Departed,2026-04-24 18:00:00,
LOG00001664,FLT0000435,Arrived,2026-04-24 18:45:00,
LOG00001665,FLT0000436,Scheduled,2026-06-01 05:30:00,
LOG00001666,FLT0000436,Boarding,2026-06-01 06:15:00,
LOG00001667,FLT0000436,Departed,2026-06-01 07:00:00,
LOG00001668,FLT0000436,Arrived,2026-06-01 07:45:00,
LOG00001669,FLT0000437,Scheduled,2026-01-08 14:00:00,
LOG00001670,FLT0000437,Boarding,2026-01-08 14:45:00,
LOG00001671,FLT0000437,Departed,2026-01-08 15:30:00,
LOG00001672,FLT0000437,Arrived,2026-01-08 16:15:00,
LOG00001673,FLT0000438,Scheduled,2026-05-04 18:45:00,
LOG00001674,FLT0000438,Boarding,2026-05-04 19:30:00,
LOG00001675,FLT0000438,Departed,2026-05-04 20:15:00,
LOG00001676,FLT0000438,Arrived,2026-05-04 21:00:00,
LOG00001677,FLT0000439,Scheduled,2025-12-21 18:45:00,
LOG00001678,FLT0000439,Boarding,2025-12-21 19:30:00,
LOG00001679,FLT0000439,Departed,2025-12-21 20:15:00,
LOG00001680,FLT0000439,Arrived,2025-12-21 21:00:00,
LOG00001681,FLT0000440,Scheduled,2025-11-07 19:45:00,
LOG00001682,FLT0000440,Boarding,2025-11-07 20:30:00,
LOG00001683,FLT0000440,Departed,2025-11-07 21:15:00,
LOG00001684,FLT0000440,Arrived,2025-11-07 22:00:00,
LOG00001685,FLT0000441,Scheduled,2025-12-14 11:00:00,
LOG00001686,FLT0000441,Boarding,2025-12-14 11:45:00,
LOG00001687,FLT0000441,Departed,2025-12-14 12:30:00,
LOG00001688,FLT0000441,Arrived,2025-12-14 13:15:00,
LOG00001689,FLT0000442,Scheduled,2026-06-26 23:45:00,
LOG00001690,FLT0000442,Boarding,2026-06-27 00:30:00,
LOG00001691,FLT0000442,Departed,2026-06-27 01:15:00,
LOG00001692,FLT0000442,Arrived,2026-06-27 02:00:00,
LOG00001693,FLT0000443,Scheduled,2026-07-01 22:00:00,
LOG00001694,FLT0000443,Boarding,2026-07-01 22:45:00,
LOG00001695,FLT0000443,Departed,2026-07-01 23:30:00,Delay communicated to passengers
LOG00001696,FLT0000443,Arrived,2026-07-02 00:15:00,
LOG00001697,FLT0000444,Scheduled,2026-03-15 00:00:00,
LOG00001698,FLT0000444,Boarding,2026-03-15 00:45:00,
LOG00001699,FLT0000444,Departed,2026-03-15 01:30:00,
LOG00001700,FLT0000444,Arrived,2026-03-15 02:15:00,
LOG00001701,FLT0000445,Scheduled,2026-03-27 17:45:00,
LOG00001702,FLT0000445,Boarding,2026-03-27 18:30:00,
LOG00001703,FLT0000445,Departed,2026-03-27 19:15:00,
LOG00001704,FLT0000445,Arrived,2026-03-27 20:00:00,
LOG00001705,FLT0000446,Scheduled,2026-03-31 13:00:00,
LOG00001706,FLT0000446,Boarding,2026-03-31 13:45:00,
LOG00001707,FLT0000446,Departed,2026-03-31 14:30:00,
LOG00001708,FLT0000446,Arrived,2026-03-31 15:15:00,
LOG00001709,FLT0000447,Scheduled,2026-04-12 15:00:00,
LOG00001710,FLT0000447,Boarding,2026-04-12 15:45:00,
LOG00001711,FLT0000447,Departed,2026-04-12 16:30:00,
LOG00001712,FLT0000447,Arrived,2026-04-12 17:15:00,
LOG00001713,FLT0000448,Scheduled,2025-11-30 04:15:00,
LOG00001714,FLT0000448,Boarding,2025-11-30 05:00:00,
LOG00001715,FLT0000448,Departed,2025-11-30 05:45:00,
LOG00001716,FLT0000448,Arrived,2025-11-30 06:30:00,
LOG00001717,FLT0000449,Scheduled,2026-03-02 11:45:00,
LOG00001718,FLT0000449,Boarding,2026-03-02 12:30:00,
LOG00001719,FLT0000449,Departed,2026-03-02 13:15:00,
LOG00001720,FLT0000449,Arrived,2026-03-02 14:00:00,
LOG00001721,FLT0000450,Scheduled,2026-05-16 03:00:00,
LOG00001722,FLT0000450,Boarding,2026-05-16 03:45:00,
LOG00001723,FLT0000450,Departed,2026-05-16 04:30:00,Delay communicated to passengers
LOG00001724,FLT0000450,Arrived,2026-05-16 05:15:00,
LOG00001725,FLT0000451,Scheduled,2026-08-01 21:15:00,
LOG00001726,FLT0000451,Boarding,2026-08-01 22:00:00,
LOG00001727,FLT0000451,Departed,2026-08-01 22:45:00,
LOG00001728,FLT0000451,Arrived,2026-08-01 23:30:00,
LOG00001729,FLT0000452,Scheduled,2026-03-12 15:15:00,
LOG00001730,FLT0000452,Boarding,2026-03-12 16:00:00,
LOG00001731,FLT0000452,Departed,2026-03-12 16:45:00,
LOG00001732,FLT0000452,Arrived,2026-03-12 17:30:00,
LOG00001733,FLT0000453,Scheduled,2026-04-26 06:45:00,
LOG00001734,FLT0000453,Cancelled,2026-04-26 07:30:00,
LOG00001735,FLT0000454,Scheduled,2026-03-31 09:30:00,
LOG00001736,FLT0000454,Boarding,2026-03-31 10:15:00,
LOG00001737,FLT0000454,Departed,2026-03-31 11:00:00,
LOG00001738,FLT0000454,Arrived,2026-03-31 11:45:00,
LOG00001739,FLT0000455,Scheduled,2026-02-07 01:00:00,
LOG00001740,FLT0000455,Boarding,2026-02-07 01:45:00,
LOG00001741,FLT0000455,Departed,2026-02-07 02:30:00,
LOG00001742,FLT0000455,Arrived,2026-02-07 03:15:00,
LOG00001743,FLT0000456,Scheduled,2026-02-10 00:15:00,
LOG00001744,FLT0000456,Boarding,2026-02-10 01:00:00,
LOG00001745,FLT0000456,Departed,2026-02-10 01:45:00,
LOG00001746,FLT0000456,Arrived,2026-02-10 02:30:00,
LOG00001747,FLT0000457,Scheduled,2026-08-02 12:30:00,
LOG00001748,FLT0000457,Boarding,2026-08-02 13:15:00,
LOG00001749,FLT0000457,Departed,2026-08-02 14:00:00,Delay communicated to passengers
LOG00001750,FLT0000457,Arrived,2026-08-02 14:45:00,
LOG00001751,FLT0000458,Scheduled,2026-08-12 00:30:00,
